행정동코드,측정일,측정시간,측정카테고리,측정값
4817000000,2024-09-14,11,pm25Value,14.75
4817000000,2024-09-14,12,pm25Value,17
4817000000,2024-09-14,13,pm25Value,16
4817000000,2024-09-14,14,pm25Value,15.25
4817000000,2024-09-14,15,pm25Value,15
4817000000,2024-09-14,16,pm25Value,14
4817000000,2024-09-14,17,pm25Value,11.5
4817000000,2024-09-14,18,pm25Value,10.5
4817000000,2024-09-14,19,pm25Value,9.5
4817000000,2024-09-14,20,pm25Value,7.75
4817000000,2024-09-14,21,pm25Value,7
4817000000,2024-09-14,22,pm25Value,6.25
4817000000,2024-09-14,23,pm25Value,6.75
4817000000,2024-09-15,1,pm25Value,9.25
4817000000,2024-09-15,2,pm25Value,9
4817000000,2024-09-15,3,pm25Value,8.5
4817000000,2024-09-15,4,pm25Value,9.3333
4817000000,2024-09-15,5,pm25Value,8
4817000000,2024-09-15,6,pm25Value,8
4817000000,2024-09-15,7,pm25Value,7
4817000000,2024-09-15,8,pm25Value,7.25
4817000000,2024-09-15,9,pm25Value,8.5
4817000000,2024-09-15,10,pm25Value,8.75
4817000000,2024-09-15,11,pm25Value,8.75
4817000000,2024-09-15,12,pm25Value,8.75
4817000000,2024-09-15,13,pm25Value,9.25
4817000000,2024-09-15,14,pm25Value,10.25
4817000000,2024-09-15,15,pm25Value,11
4817000000,2024-09-15,16,pm25Value,11.5
4817000000,2024-09-15,17,pm25Value,11.1429
4817000000,2024-09-15,18,pm25Value,22
4817000000,2024-09-15,19,pm25Value,12.5
4817000000,2024-09-15,20,pm25Value,11.25
4817000000,2024-09-15,21,pm25Value,7.75
4817000000,2024-09-15,22,pm25Value,6.25
4817000000,2024-09-15,23,pm25Value,4.3333
4817000000,2024-09-16,1,pm25Value,4
4817000000,2024-09-16,2,pm25Value,2.3333
4817000000,2024-09-16,3,pm25Value,2.3333
4817000000,2024-09-16,4,pm25Value,2.25
4817000000,2024-09-16,5,pm25Value,2
4817000000,2024-09-16,6,pm25Value,1.75
4817000000,2024-09-16,7,pm25Value,2
4817000000,2024-09-16,8,pm25Value,2
4817000000,2024-09-16,9,pm25Value,1.5
4817000000,2024-09-16,10,pm25Value,2.6667
4817000000,2024-09-16,11,pm25Value,2
4817000000,2024-09-16,12,pm25Value,2.3333
4817000000,2024-09-16,13,pm25Value,3
4817000000,2024-09-16,14,pm25Value,3
4817000000,2024-09-16,15,pm25Value,1.6667
4817000000,2024-09-16,16,pm25Value,3
4817000000,2024-09-16,17,pm25Value,4
4817000000,2024-09-16,18,pm25Value,4.25
4817000000,2024-09-16,19,pm25Value,4.25
4817000000,2024-09-16,20,pm25Value,4.75
4817000000,2024-09-16,21,pm25Value,3.75
4817000000,2024-09-16,22,pm25Value,6
4817000000,2024-09-16,23,pm25Value,4.6667
4817000000,2024-09-17,1,pm25Value,6.6667
4817000000,2024-09-17,2,pm25Value,7.3333
4817000000,2024-09-17,3,pm25Value,6.5
4817000000,2024-09-17,4,pm25Value,5.25
4817000000,2024-09-17,5,pm25Value,4.5
4817000000,2024-09-17,6,pm25Value,5.3333
4817000000,2024-09-17,7,pm25Value,5
4817000000,2024-09-17,8,pm25Value,5
4817000000,2024-09-17,9,pm25Value,5
4817000000,2024-09-17,10,pm25Value,5.8
4817000000,2024-09-17,11,pm25Value,4.3333
4817000000,2024-09-17,12,pm25Value,5.5
4817000000,2024-09-17,13,pm25Value,4.3333
4817000000,2024-09-17,14,pm25Value,3.5
4817000000,2024-09-17,15,pm25Value,3.3333
4817000000,2024-09-17,16,pm25Value,3
4817000000,2024-09-17,17,pm25Value,5.6667
4817000000,2024-09-17,18,pm25Value,8.5
4817000000,2024-09-17,19,pm25Value,9
4817000000,2024-09-17,20,pm25Value,9.25
4817000000,2024-09-17,21,pm25Value,9
4817000000,2024-09-17,22,pm25Value,8.5
4817000000,2024-09-17,23,pm25Value,9
4817000000,2024-09-18,1,pm25Value,8.75
4817000000,2024-09-18,2,pm25Value,8.3333
4817000000,2024-09-18,3,pm25Value,8
4817000000,2024-09-18,4,pm25Value,8
4817000000,2024-09-18,5,pm25Value,6
4817000000,2024-09-18,6,pm25Value,5.75
4817000000,2024-09-18,7,pm25Value,7
4817000000,2024-09-18,8,pm25Value,6.5
4817000000,2024-09-18,9,pm25Value,6.25
4817000000,2024-09-18,10,pm25Value,7.5
4817000000,2024-09-18,11,pm25Value,8
4817000000,2024-09-18,12,pm25Value,7
4817000000,2024-09-18,13,pm25Value,8.25
4817000000,2024-09-18,15,pm25Value,8.5
4817000000,2024-09-18,16,pm25Value,8.25
4817000000,2024-09-18,17,pm25Value,8.5
4817000000,2024-09-18,18,pm25Value,6.75
4817000000,2024-09-18,19,pm25Value,7.3333
4817000000,2024-09-18,20,pm25Value,8.5
4817000000,2024-09-18,21,pm25Value,11
4817000000,2024-09-18,22,pm25Value,12.25
4817000000,2024-09-18,23,pm25Value,12.5
4817000000,2024-09-19,1,pm25Value,12
4817000000,2024-09-19,2,pm25Value,11.6667
4817000000,2024-09-19,3,pm25Value,11
4817000000,2024-09-19,4,pm25Value,11.5
4817000000,2024-09-19,5,pm25Value,11.5
4817000000,2024-09-19,6,pm25Value,12
4817000000,2024-09-19,7,pm25Value,12.5
4817000000,2024-09-19,8,pm25Value,11
4817000000,2024-09-19,9,pm25Value,10.25
4817000000,2024-09-19,10,pm25Value,11.75
4817000000,2024-09-19,11,pm25Value,10
4817000000,2024-09-19,12,pm25Value,8.75
4817000000,2024-09-19,13,pm25Value,8
4817000000,2024-09-19,14,pm25Value,5.6667
4817000000,2024-09-19,15,pm25Value,5.3333
4817000000,2024-09-19,16,pm25Value,7.3333
4817000000,2024-09-19,17,pm25Value,7.5
4817000000,2024-09-19,18,pm25Value,8.25
4817000000,2024-09-19,19,pm25Value,7.5
4817000000,2024-09-19,20,pm25Value,9
4817000000,2024-09-19,21,pm25Value,10
4817000000,2024-09-19,22,pm25Value,10
4817000000,2024-09-19,23,pm25Value,10.75
4817000000,2024-09-20,1,pm25Value,12.3333
4817000000,2024-09-20,2,pm25Value,13.5
4817000000,2024-09-20,3,pm25Value,11.5
4817000000,2024-09-20,4,pm25Value,11.75
4817000000,2024-09-20,5,pm25Value,10.5
4817000000,2024-09-20,6,pm25Value,10.6667
4817000000,2024-09-20,7,pm25Value,10.5
4817000000,2024-09-20,8,pm25Value,11
4817000000,2024-09-20,9,pm25Value,11
4817000000,2024-09-20,10,pm25Value,9.75
4817000000,2024-09-20,11,pm25Value,8.25
4817000000,2024-09-20,12,pm25Value,5.75
4817000000,2024-09-20,13,pm25Value,5.25
4817000000,2024-09-20,14,pm25Value,4.75
4817000000,2024-09-20,15,pm25Value,4.3333
4817000000,2024-09-20,16,pm25Value,6
4817000000,2024-09-20,17,pm25Value,2.6667
4817000000,2024-09-20,18,pm25Value,3.3333
4817000000,2024-09-20,19,pm25Value,2.6667
4817000000,2024-09-20,20,pm25Value,2.25
4817000000,2024-09-20,21,pm25Value,2.75
4817000000,2024-09-20,22,pm25Value,3.6667
4817000000,2024-09-20,23,pm25Value,2
4817000000,2024-09-21,1,pm25Value,3.5
4817000000,2024-09-21,2,pm25Value,0
4817000000,2024-09-21,3,pm25Value,4
4817000000,2024-09-21,4,pm25Value,3.5
4817000000,2024-09-21,5,pm25Value,1
4817000000,2024-09-21,6,pm25Value,1.6667
4817000000,2024-09-21,7,pm25Value,2.75
4817000000,2024-09-21,8,pm25Value,3
4817000000,2024-09-21,9,pm25Value,3.25
4817000000,2024-09-21,10,pm25Value,4.5
4817000000,2024-09-21,11,pm25Value,6.25
4817000000,2024-09-21,12,pm25Value,5.5
4817000000,2024-09-21,13,pm25Value,3
4817000000,2024-09-21,14,pm25Value,2.5
4817000000,2024-09-21,15,pm25Value,1.6667
4817000000,2024-09-21,16,pm25Value,0
4817000000,2024-09-21,17,pm25Value,1.6667
4817000000,2024-09-21,18,pm25Value,0.6667
4817000000,2024-09-21,19,pm25Value,0.5
4817000000,2024-09-21,20,pm25Value,0.5
4817000000,2024-09-21,21,pm25Value,0.5
4817000000,2024-09-21,22,pm25Value,1.5
4817000000,2024-09-21,23,pm25Value,1.25
4817000000,2024-09-22,1,pm25Value,2.3333
4817000000,2024-09-22,2,pm25Value,3.3333
4817000000,2024-09-22,3,pm25Value,2.6667
4817000000,2024-09-22,4,pm25Value,2.75
4817000000,2024-09-22,5,pm25Value,1.5
4817000000,2024-09-22,6,pm25Value,2.25
4817000000,2024-09-22,7,pm25Value,2.5
4817000000,2024-09-22,8,pm25Value,2.75
4817000000,2024-09-22,9,pm25Value,1
4817000000,2024-09-22,10,pm25Value,1.75
4817000000,2024-09-22,11,pm25Value,2
4817000000,2024-09-22,12,pm25Value,2.25
4817000000,2024-09-22,13,pm25Value,1.6667
4817000000,2024-09-22,14,pm25Value,3.6667
4817000000,2024-09-22,15,pm25Value,3
4817000000,2024-09-22,16,pm25Value,2.25
4817000000,2024-09-22,17,pm25Value,3
4817000000,2024-09-22,18,pm25Value,4
4817000000,2024-09-22,19,pm25Value,4.5
4817000000,2024-09-22,20,pm25Value,4.75
4817000000,2024-09-22,21,pm25Value,4
4817000000,2024-09-22,22,pm25Value,3.25
4817000000,2024-09-22,23,pm25Value,3
4817000000,2024-09-23,1,pm25Value,3.75
4817000000,2024-09-23,2,pm25Value,4.25
4817000000,2024-09-23,3,pm25Value,3.25
4817000000,2024-09-23,4,pm25Value,2.75
4817000000,2024-09-23,5,pm25Value,2.3333
4817000000,2024-09-23,6,pm25Value,2
4817000000,2024-09-23,7,pm25Value,3.5
4817000000,2024-09-23,8,pm25Value,2.5
4817000000,2024-09-23,9,pm25Value,1.3333
4817000000,2024-09-23,10,pm25Value,2
4817000000,2024-09-23,11,pm25Value,2.3333
4817000000,2024-09-23,12,pm25Value,4
4817000000,2024-09-23,13,pm25Value,5.3333
4817000000,2024-09-23,14,pm25Value,5
4817000000,2024-09-23,15,pm25Value,5
4817000000,2024-09-23,16,pm25Value,6.3333
4817000000,2024-09-23,17,pm25Value,5.5
4817000000,2024-09-23,18,pm25Value,10
4817000000,2024-09-23,19,pm25Value,5.25
4817000000,2024-09-23,20,pm25Value,6
4817000000,2024-09-23,21,pm25Value,6.75
4817000000,2024-09-23,22,pm25Value,6.75
4817000000,2024-09-23,23,pm25Value,6.25
4817000000,2024-09-24,1,pm25Value,6.5
4817000000,2024-09-24,2,pm25Value,5
4817000000,2024-09-24,3,pm25Value,4.75
4817000000,2024-09-24,4,pm25Value,4.75
4817000000,2024-09-24,5,pm25Value,4.75
4817000000,2024-09-24,6,pm25Value,4.5
4817000000,2024-09-24,7,pm25Value,4.5
4874000000,2024-08-31,1,pm25Value,10
4874000000,2024-08-31,2,pm25Value,12
4874000000,2024-08-31,3,pm25Value,13
4874000000,2024-08-31,4,pm25Value,11
4874000000,2024-08-31,5,pm25Value,13
4874000000,2024-08-31,6,pm25Value,11
4874000000,2024-08-31,7,pm25Value,14
4874000000,2024-08-31,8,pm25Value,14
4874000000,2024-08-31,9,pm25Value,13
4874000000,2024-08-31,10,pm25Value,14
4874000000,2024-08-31,11,pm25Value,13
4874000000,2024-08-31,12,pm25Value,14
4874000000,2024-08-31,13,pm25Value,13
4874000000,2024-08-31,14,pm25Value,14
4874000000,2024-08-31,15,pm25Value,17
4874000000,2024-08-31,17,pm25Value,14
4874000000,2024-08-31,18,pm25Value,18
4874000000,2024-08-31,20,pm25Value,18
4874000000,2024-08-31,21,pm25Value,18
4874000000,2024-08-31,23,pm25Value,19
4874000000,2024-09-01,1,pm25Value,17
4874000000,2024-09-01,2,pm25Value,18
4874000000,2024-09-01,3,pm25Value,20
4874000000,2024-09-01,4,pm25Value,17
4874000000,2024-09-01,5,pm25Value,19
4874000000,2024-09-01,6,pm25Value,20
4874000000,2024-09-01,7,pm25Value,19
4874000000,2024-09-01,8,pm25Value,14
4874000000,2024-09-01,9,pm25Value,15
4874000000,2024-09-01,10,pm25Value,14
4874000000,2024-09-01,11,pm25Value,13
4874000000,2024-09-01,12,pm25Value,16
4874000000,2024-09-01,13,pm25Value,18
4874000000,2024-09-01,14,pm25Value,16
4874000000,2024-09-01,15,pm25Value,13
4874000000,2024-09-01,16,pm25Value,16
4874000000,2024-09-01,17,pm25Value,17
4874000000,2024-09-01,18,pm25Value,21
4874000000,2024-09-01,19,pm25Value,22
4874000000,2024-09-01,20,pm25Value,18
4874000000,2024-09-01,21,pm25Value,17
4874000000,2024-09-01,22,pm25Value,17
4874000000,2024-09-01,23,pm25Value,17
4874000000,2024-09-02,1,pm25Value,19
4874000000,2024-09-02,2,pm25Value,17
4874000000,2024-09-02,3,pm25Value,19
4874000000,2024-09-02,4,pm25Value,18
4874000000,2024-09-02,5,pm25Value,20
4874000000,2024-09-02,6,pm25Value,20
4874000000,2024-09-02,7,pm25Value,17
4874000000,2024-09-02,8,pm25Value,14
4874000000,2024-09-02,9,pm25Value,15
4874000000,2024-09-02,10,pm25Value,19
4874000000,2024-09-02,11,pm25Value,18
4874000000,2024-09-02,12,pm25Value,20
4874000000,2024-09-02,13,pm25Value,20
4874000000,2024-09-02,14,pm25Value,17
4874000000,2024-09-02,15,pm25Value,13
4874000000,2024-09-02,16,pm25Value,16
4874000000,2024-09-02,17,pm25Value,19
4874000000,2024-09-02,18,pm25Value,16
4874000000,2024-09-02,19,pm25Value,18
4874000000,2024-09-02,20,pm25Value,24
4874000000,2024-09-02,21,pm25Value,25
4874000000,2024-09-02,22,pm25Value,23
4874000000,2024-09-02,23,pm25Value,21
4874000000,2024-09-03,1,pm25Value,14
4874000000,2024-09-03,2,pm25Value,12
4874000000,2024-09-03,3,pm25Value,10
4874000000,2024-09-03,4,pm25Value,9
4874000000,2024-09-03,5,pm25Value,10
4874000000,2024-09-03,6,pm25Value,8
4874000000,2024-09-03,7,pm25Value,10
4874000000,2024-09-03,8,pm25Value,6
4874000000,2024-09-03,9,pm25Value,3
4874000000,2024-09-03,10,pm25Value,6
4874000000,2024-09-03,11,pm25Value,4
4874000000,2024-09-03,12,pm25Value,\N
4874000000,2024-09-03,13,pm25Value,\N
4874000000,2024-09-03,15,pm25Value,5
4874000000,2024-09-03,17,pm25Value,6
4874000000,2024-09-03,18,pm25Value,4
4874000000,2024-09-03,19,pm25Value,7
4874000000,2024-09-03,20,pm25Value,6
4874000000,2024-09-03,21,pm25Value,6
4874000000,2024-09-03,22,pm25Value,7
4874000000,2024-09-03,23,pm25Value,5
4874000000,2024-09-04,1,pm25Value,5
4874000000,2024-09-04,2,pm25Value,5
4874000000,2024-09-04,4,pm25Value,8
4874000000,2024-09-04,6,pm25Value,9
4874000000,2024-09-04,9,pm25Value,11
4874000000,2024-09-04,10,pm25Value,8
4874000000,2024-09-04,11,pm25Value,5
4874000000,2024-09-04,12,pm25Value,5
4874000000,2024-09-04,13,pm25Value,6
4874000000,2024-09-04,14,pm25Value,6
4874000000,2024-09-04,15,pm25Value,6
4874000000,2024-09-04,16,pm25Value,10
4874000000,2024-09-04,17,pm25Value,7
4874000000,2024-09-04,18,pm25Value,10
4874000000,2024-09-04,19,pm25Value,14
4874000000,2024-09-04,20,pm25Value,16
4874000000,2024-09-04,21,pm25Value,14
4874000000,2024-09-04,22,pm25Value,13
4874000000,2024-09-04,23,pm25Value,13
4874000000,2024-09-05,1,pm25Value,12
4874000000,2024-09-05,2,pm25Value,13
4874000000,2024-09-05,3,pm25Value,14
4874000000,2024-09-05,4,pm25Value,12
4874000000,2024-09-05,5,pm25Value,12
4874000000,2024-09-05,6,pm25Value,9
4874000000,2024-09-05,7,pm25Value,11
4874000000,2024-09-05,8,pm25Value,10
4874000000,2024-09-05,9,pm25Value,9
4874000000,2024-09-05,10,pm25Value,9
4874000000,2024-09-05,11,pm25Value,9
4874000000,2024-09-05,12,pm25Value,7
4874000000,2024-09-05,13,pm25Value,7
4874000000,2024-09-05,14,pm25Value,14
4874000000,2024-09-05,15,pm25Value,15
4874000000,2024-09-05,16,pm25Value,14
4874000000,2024-09-05,17,pm25Value,26
4874000000,2024-09-05,18,pm25Value,31
4874000000,2024-09-05,19,pm25Value,32
4874000000,2024-09-05,20,pm25Value,26
4874000000,2024-09-05,21,pm25Value,23
4874000000,2024-09-05,22,pm25Value,21
4874000000,2024-09-05,23,pm25Value,20
4874000000,2024-09-06,1,pm25Value,17
4874000000,2024-09-06,2,pm25Value,18
4874000000,2024-09-06,3,pm25Value,21
4874000000,2024-09-06,4,pm25Value,20
4874000000,2024-09-06,5,pm25Value,21
4874000000,2024-09-06,6,pm25Value,18
4874000000,2024-09-06,7,pm25Value,12
4874000000,2024-09-06,8,pm25Value,11
4874000000,2024-09-06,9,pm25Value,13
4874000000,2024-09-06,10,pm25Value,10
4874000000,2024-09-06,11,pm25Value,11
4874000000,2024-09-06,12,pm25Value,15
4874000000,2024-09-06,13,pm25Value,12
4874000000,2024-09-06,15,pm25Value,18
4874000000,2024-09-06,16,pm25Value,17
4874000000,2024-09-06,17,pm25Value,29
4874000000,2024-09-06,18,pm25Value,23
4874000000,2024-09-06,19,pm25Value,16
4874000000,2024-09-06,20,pm25Value,11
4874000000,2024-09-06,21,pm25Value,13
4874000000,2024-09-06,23,pm25Value,10
4874000000,2024-09-07,1,pm25Value,8
4874000000,2024-09-07,2,pm25Value,7
4874000000,2024-09-07,3,pm25Value,4
4874000000,2024-09-07,4,pm25Value,5
4874000000,2024-09-07,5,pm25Value,7
4874000000,2024-09-07,6,pm25Value,8
4874000000,2024-09-07,7,pm25Value,8
4874000000,2024-09-07,8,pm25Value,7
4874000000,2024-09-07,9,pm25Value,9
4874000000,2024-09-07,10,pm25Value,10
4874000000,2024-09-07,11,pm25Value,13
4874000000,2024-09-07,12,pm25Value,16
4874000000,2024-09-07,13,pm25Value,23
4874000000,2024-09-07,15,pm25Value,21
4874000000,2024-09-07,16,pm25Value,23
4874000000,2024-09-07,17,pm25Value,16
4874000000,2024-09-07,18,pm25Value,25
4874000000,2024-09-07,19,pm25Value,26
4874000000,2024-09-07,20,pm25Value,23
4874000000,2024-09-07,21,pm25Value,21
4874000000,2024-09-07,22,pm25Value,20
4874000000,2024-09-07,23,pm25Value,21
4874000000,2024-09-08,1,pm25Value,18
4874000000,2024-09-08,2,pm25Value,17
4874000000,2024-09-08,3,pm25Value,15
4874000000,2024-09-08,4,pm25Value,13
4874000000,2024-09-08,5,pm25Value,12
4874000000,2024-09-08,6,pm25Value,13
4874000000,2024-09-08,7,pm25Value,13
4874000000,2024-09-08,8,pm25Value,13
4874000000,2024-09-08,9,pm25Value,15
4874000000,2024-09-08,10,pm25Value,15
4874000000,2024-09-08,11,pm25Value,19
4874000000,2024-09-08,12,pm25Value,32
4874000000,2024-09-08,13,pm25Value,27
4874000000,2024-09-08,14,pm25Value,25
4874000000,2024-09-08,15,pm25Value,32
4874000000,2024-09-08,16,pm25Value,24
4874000000,2024-09-08,17,pm25Value,21
4874000000,2024-09-08,19,pm25Value,33
4874000000,2024-09-08,21,pm25Value,33
4874000000,2024-09-08,22,pm25Value,28
4874000000,2024-09-08,23,pm25Value,23
4874000000,2024-09-09,1,pm25Value,15
4874000000,2024-09-09,2,pm25Value,16
4874000000,2024-09-09,3,pm25Value,14
4874000000,2024-09-09,4,pm25Value,13
4874000000,2024-09-09,5,pm25Value,12
4874000000,2024-09-09,6,pm25Value,9
4874000000,2024-09-09,7,pm25Value,10
4874000000,2024-09-09,8,pm25Value,12
4874000000,2024-09-09,9,pm25Value,11
4874000000,2024-09-09,10,pm25Value,7
4874000000,2024-09-09,11,pm25Value,8
4874000000,2024-09-09,12,pm25Value,11
4874000000,2024-09-09,13,pm25Value,8
4874000000,2024-09-09,14,pm25Value,10
4874000000,2024-09-09,15,pm25Value,10
4874000000,2024-09-09,16,pm25Value,13
4874000000,2024-09-09,17,pm25Value,8
4874000000,2024-09-09,18,pm25Value,13
4874000000,2024-09-09,19,pm25Value,13
4874000000,2024-09-09,20,pm25Value,11
4874000000,2024-09-09,21,pm25Value,10
4874000000,2024-09-09,22,pm25Value,9
4874000000,2024-09-09,23,pm25Value,10
4874000000,2024-09-10,1,pm25Value,10
4874000000,2024-09-10,2,pm25Value,9
4874000000,2024-09-10,3,pm25Value,10
4874000000,2024-09-10,4,pm25Value,7
4874000000,2024-09-10,5,pm25Value,7
4874000000,2024-09-10,7,pm25Value,8
4874000000,2024-09-10,8,pm25Value,5
4874000000,2024-09-10,9,pm25Value,9
4874000000,2024-09-10,10,pm25Value,11
4874000000,2024-09-10,11,pm25Value,11
4874000000,2024-09-10,12,pm25Value,16
4874000000,2024-09-10,13,pm25Value,17
4874000000,2024-09-10,14,pm25Value,17
4874000000,2024-09-10,15,pm25Value,20
4874000000,2024-09-10,16,pm25Value,17
4874000000,2024-09-10,17,pm25Value,16
4874000000,2024-09-10,18,pm25Value,13
4874000000,2024-09-10,19,pm25Value,11
4874000000,2024-09-10,20,pm25Value,12
4874000000,2024-09-10,21,pm25Value,12
4874000000,2024-09-10,22,pm25Value,13
4874000000,2024-09-10,23,pm25Value,13
4874000000,2024-09-11,1,pm25Value,13
4874000000,2024-09-11,2,pm25Value,13
4874000000,2024-09-11,3,pm25Value,13
4874000000,2024-09-11,4,pm25Value,13
4874000000,2024-09-11,5,pm25Value,15
4874000000,2024-09-11,6,pm25Value,12
4874000000,2024-09-11,7,pm25Value,13
4874000000,2024-09-11,8,pm25Value,15
4874000000,2024-09-11,9,pm25Value,17
4874000000,2024-09-11,10,pm25Value,13
4874000000,2024-09-11,12,pm25Value,19
4874000000,2024-09-11,13,pm25Value,17
4874000000,2024-09-11,14,pm25Value,17
4874000000,2024-09-11,15,pm25Value,18
4874000000,2024-09-11,16,pm25Value,12
4874000000,2024-09-11,17,pm25Value,15
4874000000,2024-09-11,18,pm25Value,13
4874000000,2024-09-11,19,pm25Value,11
4874000000,2024-09-11,21,pm25Value,16
4874000000,2024-09-11,22,pm25Value,14
4874000000,2024-09-11,23,pm25Value,12
4874000000,2024-09-12,1,pm25Value,11
4874000000,2024-09-12,2,pm25Value,10
4874000000,2024-09-12,3,pm25Value,12
4874000000,2024-09-12,5,pm25Value,10
4874000000,2024-09-12,6,pm25Value,11
4874000000,2024-09-12,7,pm25Value,10
4874000000,2024-09-12,8,pm25Value,10
4874000000,2024-09-12,9,pm25Value,11
4874000000,2024-09-12,10,pm25Value,12
4874000000,2024-09-12,11,pm25Value,15
4874000000,2024-09-12,13,pm25Value,14
4874000000,2024-09-12,14,pm25Value,18
4874000000,2024-09-12,15,pm25Value,23
4874000000,2024-09-12,16,pm25Value,24
4874000000,2024-09-12,17,pm25Value,24
4874000000,2024-09-12,18,pm25Value,28
4874000000,2024-09-12,19,pm25Value,25
4874000000,2024-09-12,20,pm25Value,22
4874000000,2024-09-12,21,pm25Value,22
4874000000,2024-09-12,22,pm25Value,22
4874000000,2024-09-12,23,pm25Value,22
4874000000,2024-09-13,1,pm25Value,21
4874000000,2024-09-13,2,pm25Value,19
4874000000,2024-09-13,3,pm25Value,20
4874000000,2024-09-13,4,pm25Value,19
4874000000,2024-09-13,5,pm25Value,19
4874000000,2024-09-13,6,pm25Value,19
4874000000,2024-09-13,7,pm25Value,19
4874000000,2024-09-13,8,pm25Value,18
4874000000,2024-09-13,9,pm25Value,17
4874000000,2024-09-13,10,pm25Value,15
4874000000,2024-09-13,11,pm25Value,13
4874000000,2024-09-13,12,pm25Value,\N
4874000000,2024-09-13,13,pm25Value,\N
4874000000,2024-09-13,14,pm25Value,\N
4874000000,2024-09-13,15,pm25Value,17
4874000000,2024-09-13,16,pm25Value,17
4874000000,2024-09-13,17,pm25Value,19
4874000000,2024-09-13,18,pm25Value,16
4874000000,2024-09-13,19,pm25Value,17
4874000000,2024-09-13,20,pm25Value,16
4874000000,2024-09-13,21,pm25Value,16
4874000000,2024-09-13,22,pm25Value,18
4874000000,2024-09-13,23,pm25Value,18
4874000000,2024-09-14,1,pm25Value,19
4874000000,2024-09-14,2,pm25Value,19
4874000000,2024-09-14,3,pm25Value,20
4874000000,2024-09-14,4,pm25Value,19
4874000000,2024-09-14,5,pm25Value,16
4874000000,2024-09-14,6,pm25Value,18
4874000000,2024-09-14,7,pm25Value,17
4874000000,2024-09-14,8,pm25Value,18
4874000000,2024-09-14,9,pm25Value,14
4874000000,2024-09-14,10,pm25Value,16
4874000000,2024-09-14,11,pm25Value,21
4874000000,2024-09-14,12,pm25Value,26
4874000000,2024-09-14,13,pm25Value,29
4874000000,2024-09-14,14,pm25Value,20
4874000000,2024-09-14,15,pm25Value,18
4874000000,2024-09-14,16,pm25Value,24
4874000000,2024-09-14,17,pm25Value,21
4874000000,2024-09-14,18,pm25Value,15
4874000000,2024-09-14,19,pm25Value,12
4874000000,2024-09-14,21,pm25Value,7
4874000000,2024-09-14,22,pm25Value,7
4874000000,2024-09-14,23,pm25Value,7
4874000000,2024-09-15,1,pm25Value,8
4874000000,2024-09-15,2,pm25Value,5
4874000000,2024-09-15,3,pm25Value,8
4874000000,2024-09-15,4,pm25Value,10
4874000000,2024-09-15,6,pm25Value,13
4874000000,2024-09-15,7,pm25Value,11
4874000000,2024-09-15,8,pm25Value,8
4874000000,2024-09-15,9,pm25Value,7
4874000000,2024-09-15,10,pm25Value,10
4874000000,2024-09-15,11,pm25Value,10
4874000000,2024-09-15,12,pm25Value,16
4874000000,2024-09-15,13,pm25Value,19
4874000000,2024-09-15,14,pm25Value,21
4874000000,2024-09-15,15,pm25Value,18
4874000000,2024-09-15,16,pm25Value,14
4874000000,2024-09-15,17,pm25Value,8
4874000000,2024-09-15,19,pm25Value,3
4874000000,2024-09-15,20,pm25Value,\N
4874000000,2024-09-15,21,pm25Value,6
4874000000,2024-09-15,22,pm25Value,7
4874000000,2024-09-15,23,pm25Value,4
4874000000,2024-09-16,1,pm25Value,7
4874000000,2024-09-16,2,pm25Value,5
4874000000,2024-09-16,3,pm25Value,5
4874000000,2024-09-16,4,pm25Value,2
4874000000,2024-09-16,5,pm25Value,3
4874000000,2024-09-16,6,pm25Value,1
4874000000,2024-09-16,7,pm25Value,2
4874000000,2024-09-16,8,pm25Value,\N
4874000000,2024-09-16,10,pm25Value,\N
4874000000,2024-09-16,11,pm25Value,0
4874000000,2024-09-16,12,pm25Value,2
4874000000,2024-09-16,13,pm25Value,0
4874000000,2024-09-16,14,pm25Value,1
4874000000,2024-09-16,15,pm25Value,6
4874000000,2024-09-16,17,pm25Value,4
4874000000,2024-09-16,18,pm25Value,6
4874000000,2024-09-16,19,pm25Value,5
4874000000,2024-09-16,20,pm25Value,6
4874000000,2024-09-16,21,pm25Value,6
4874000000,2024-09-16,22,pm25Value,6
4874000000,2024-09-16,23,pm25Value,6
4874000000,2024-09-17,1,pm25Value,6
4874000000,2024-09-17,2,pm25Value,4
4874000000,2024-09-17,3,pm25Value,6
4874000000,2024-09-17,4,pm25Value,6
4874000000,2024-09-17,5,pm25Value,5
4874000000,2024-09-17,6,pm25Value,6
4874000000,2024-09-17,7,pm25Value,6
4874000000,2024-09-17,8,pm25Value,0
4874000000,2024-09-17,9,pm25Value,2
4874000000,2024-09-17,10,pm25Value,\N
4874000000,2024-09-17,11,pm25Value,\N
4874000000,2024-09-17,12,pm25Value,6
4874000000,2024-09-17,13,pm25Value,3
4874000000,2024-09-17,14,pm25Value,1
4874000000,2024-09-17,15,pm25Value,4
4874000000,2024-09-17,16,pm25Value,3
4874000000,2024-09-17,17,pm25Value,14
4874000000,2024-09-17,18,pm25Value,6
4874000000,2024-09-17,19,pm25Value,\N
4874000000,2024-09-17,20,pm25Value,9
4874000000,2024-09-17,21,pm25Value,12
4874000000,2024-09-17,22,pm25Value,11
4874000000,2024-09-18,1,pm25Value,10
4874000000,2024-09-18,2,pm25Value,10
4874000000,2024-09-18,3,pm25Value,9
