"행정구역별","산업별","항목","단위","2019 년","2020 년","2021 년","2022 년","2023 년",
"노산동","합계","여성대표자사업체수[개]","개","323","","","","",
"노산동","합계","종사자수[명]","명","1669","-","","","",
"노산동","합계","남자종사자수[명]","명","626","","","","",
"노산동","합계","여자종사자수[명]","명","1043","","","","",
"노산동","농업,임업 및 어업","사업체수[개]","개","0","","","","",
"노산동","농업,임업 및 어업","종사자수[명]","명","0","","","","",
"노산동","광업","사업체수[개]","개","0","","","","",
"노산동","광업","종사자수[명]","명","0","","","","",
"노산동","제조업","사업체수[개]","개","43","","","","",
"노산동","제조업","종사자수[명]","명","134","","","","",
"노산동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","","","","",
"노산동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","","","","",
"노산동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","0","","","","",
"노산동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","0","","","","",
"노산동","건설업","사업체수[개]","개","29","","","","",
"노산동","건설업","종사자수[명]","명","113","","","","",
"노산동"," 도매 및 소매업","사업체수[개]","개","130","","","","",
"노산동"," 도매 및 소매업","종사자수[명]","명","264","","","","",
"노산동","운수 및 창고업","사업체수[개]","개","6","","","","",
"노산동","운수 및 창고업","종사자수[명]","명","10","","","","",
"노산동","숙박 및 음식점업","사업체수[개]","개","166","","","","",
"노산동","숙박 및 음식점업","종사자수[명]","명","282","","","","",
"노산동","정보통신업","사업체수[개]","개","1","","","","",
"노산동","정보통신업","종사자수[명]","명","5","","","","",
"노산동","금융 및 보험업","사업체수[개]","개","16","","","","",
"노산동","금융 및 보험업","종사자수[명]","명","223","","","","",
"노산동","부동산업","사업체수[개]","개","22","","","","",
"노산동","부동산업","종사자수[명]","명","42","","","","",
"노산동","전문,과학 및 기술 서비스업","사업체수[개]","개","6","","","","",
"노산동","전문,과학 및 기술 서비스업","종사자수[명]","명","10","","","","",
"노산동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","5","","","","",
"노산동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","40","","","","",
"노산동","공공행정,국방 및 사회보장행정","사업체수[개]","개","4","","","","",
"노산동","공공행정,국방 및 사회보장행정","종사자수[명]","명","48","","","","",
"노산동","교육서비스업","사업체수[개]","개","15","","","","",
"노산동","교육서비스업","종사자수[명]","명","58","","","","",
"노산동","보건업 및 사회복지 서비스업","사업체수[개]","개","24","","","","",
"노산동","보건업 및 사회복지 서비스업","종사자수[명]","명","247","","","","",
"노산동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","19","","","","",
"노산동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","26","","","","",
"노산동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","98","","","","",
"노산동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","167","","","","",
"마산회원구","합계","사업체수[개]","개","14966","20848","20759","20496","20282",
"마산회원구","합계","여성대표자사업체수[개]","개","6239","8057","7939","7842","7726",
"마산회원구","합계","종사자수[명]","명","70611","71791","71577","71754","70472",
"마산회원구","합계","남자종사자수[명]","명","37144","38915","38585","38517","37659",
"마산회원구","합계","여자종사자수[명]","명","33467","32876","32992","33237","32813",
"마산회원구","농업,임업 및 어업","사업체수[개]","개","-","2","3","2","2",
"마산회원구","농업,임업 및 어업","종사자수[명]","명","-","2","5","X","2",
"마산회원구","광업","사업체수[개]","개","-","0","-","-","-",
"마산회원구","광업","종사자수[명]","명","-","0","-","-","-",
"마산회원구","제조업","사업체수[개]","개","1999","2539","2516","2603","2330",
"마산회원구","제조업","종사자수[명]","명","13872","13835","13363","13791","13428",
"마산회원구","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","5","23","20","20","24",
"마산회원구","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","78","98","97","98","95",
"마산회원구","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","35","51","48","50","44",
"마산회원구","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","313","411","387","366","415",
"마산회원구","건설업","사업체수[개]","개","579","2149","2213","2262","2249",
"마산회원구","건설업","종사자수[명]","명","4335","5450","5081","5123","5143",
"마산회원구"," 도매 및 소매업","사업체수[개]","개","3475","5017","4686","4549","4467",
"마산회원구"," 도매 및 소매업","종사자수[명]","명","10627","10955","10616","10095","9635",
"마산회원구","운수 및 창고업","사업체수[개]","개","1260","2135","2415","2397","2528",
"마산회원구","운수 및 창고업","종사자수[명]","명","4654","5043","5675","5425","5423",
"마산회원구","숙박 및 음식점업","사업체수[개]","개","2976","3232","3168","3018","3008",
"마산회원구","숙박 및 음식점업","종사자수[명]","명","7259","6094","5883","6053","6107",
"마산회원구","정보통신업","사업체수[개]","개","76","146","152","152","152",
"마산회원구","정보통신업","종사자수[명]","명","985","1135","1127","1099","1127",
"마산회원구","금융 및 보험업","사업체수[개]","개","176","248","261","250","242",
"마산회원구","금융 및 보험업","종사자수[명]","명","3965","3722","3771","3325","3229",
"마산회원구","부동산업","사업체수[개]","개","440","654","649","631","642",
"마산회원구","부동산업","종사자수[명]","명","1265","1686","1673","1451","1451",
"마산회원구","전문,과학 및 기술 서비스업","사업체수[개]","개","201","336","334","327","338",
"마산회원구","전문,과학 및 기술 서비스업","종사자수[명]","명","1123","1219","1112","1155","1136",
"마산회원구","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","222","463","426","409","391",
"마산회원구","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","1444","1640","1445","1660","1705",
"마산회원구","공공행정,국방 및 사회보장행정","사업체수[개]","개","31","32","32","31","32",
"마산회원구","공공행정,국방 및 사회보장행정","종사자수[명]","명","1668","1826","1997","1708","1641",
"마산회원구","교육서비스업","사업체수[개]","개","759","867","876","876","891",
"마산회원구","교육서비스업","종사자수[명]","명","6070","5354","5531","5557","5127",
"마산회원구","보건업 및 사회복지 서비스업","사업체수[개]","개","549","546","540","558","551",
"마산회원구","보건업 및 사회복지 서비스업","종사자수[명]","명","8105","8719","9051","10163","10332",
"마산회원구","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","415","429","416","408","386",
"마산회원구","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","1314","1117","1014","1156","1085",
"마산회원구","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","1768","1979","2004","1953","2005",
"마산회원구","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","3534","3485","3749","3524","3391",
"내서읍","합계","사업체수[개]","개","4213","6286","6354","6377","6271",
"내서읍","합계","여성대표자사업체수[개]","개","1707","2276","2281","2288","2269",
"내서읍","합계","종사자수[명]","명","18661","18801","19377","19824","19201",
"내서읍","합계","남자종사자수[명]","명","9559","9990","10470","10848","10293",
"내서읍","합계","여자종사자수[명]","명","9102","8811","8907","8976","8908",
"내서읍","농업,임업 및 어업","사업체수[개]","개","0","0","1","-","1",
"내서읍","농업,임업 및 어업","종사자수[명]","명","0","0","1","-","X",
"내서읍","광업","사업체수[개]","개","0","0","0","-","-",
"내서읍","광업","종사자수[명]","명","0","0","0","-","-",
"내서읍","제조업","사업체수[개]","개","557","756","773","797","704",
"내서읍","제조업","종사자수[명]","명","3343","3532","3519","3385","3214",
"내서읍","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","2","6","6","8","7",
"내서읍","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","2","8","6","9","9",
"내서읍","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","16","24","21","22","22",
"내서읍","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","132","208","192","159","211",
"내서읍","건설업","사업체수[개]","개","141","839","901","948","952",
"내서읍","건설업","종사자수[명]","명","1375","1639","1716","1895","1811",
"내서읍"," 도매 및 소매업","사업체수[개]","개","905","1299","1289","1276","1269",
"내서읍"," 도매 및 소매업","종사자수[명]","명","3049","3175","3175","3163","2995",
"내서읍","운수 및 창고업","사업체수[개]","개","489","808","838","856","882",
"내서읍","운수 및 창고업","종사자수[명]","명","1549","1602","1921","1873","1800",
"내서읍","숙박 및 음식점업","사업체수[개]","개","766","883","848","837","811",
"내서읍","숙박 및 음식점업","종사자수[명]","명","2057","1687","1690","1806","1734",
"내서읍","정보통신업","사업체수[개]","개","21","45","52","52","38",
"내서읍","정보통신업","종사자수[명]","명","111","137","154","166","134",
"내서읍","금융 및 보험업","사업체수[개]","개","18","25","26","23","22",
"내서읍","금융 및 보험업","종사자수[명]","명","145","145","140","149","141",
"내서읍","부동산업","사업체수[개]","개","125","175","171","160","160",
"내서읍","부동산업","종사자수[명]","명","422","512","515","430","478",
"내서읍","전문,과학 및 기술 서비스업","사업체수[개]","개","42","92","93","88","88",
"내서읍","전문,과학 및 기술 서비스업","종사자수[명]","명","171","239","273","307","290",
"내서읍","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","45","123","121","109","108",
"내서읍","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","231","246","325","560","575",
"내서읍","공공행정,국방 및 사회보장행정","사업체수[개]","개","6","6","6","6","6",
"내서읍","공공행정,국방 및 사회보장행정","종사자수[명]","명","125","159","163","162","166",
"내서읍","교육서비스업","사업체수[개]","개","296","344","350","347","344",
"내서읍","교육서비스업","종사자수[명]","명","2523","2087","2044","2143","1978",
"내서읍","보건업 및 사회복지 서비스업","사업체수[개]","개","185","181","172","175","173",
"내서읍","보건업 및 사회복지 서비스업","종사자수[명]","명","2155","2242","2362","2462","2494",
"내서읍","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","140","152","148","149","137",
"내서읍","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","330","277","247","279","274",
"내서읍","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","459","528","538","524","547",
"내서읍","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","941","906","934","876","896",
"회원1동","합계","사업체수[개]","개","958","1566","1573","1551","1548",
"회원1동","합계","여성대표자사업체수[개]","개","411","534","532","526","520",
"회원1동","합계","종사자수[명]","명","3302","3655","3672","3721","3548",
"회원1동","합계","남자종사자수[명]","명","1671","2097","1924","1953","1859",
"회원1동","합계","여자종사자수[명]","명","1631","1558","1748","1768","1689",
"회원1동","농업,임업 및 어업","사업체수[개]","개","0","0","0","-","-",
"회원1동","농업,임업 및 어업","종사자수[명]","명","0","0","0","-","-",
"회원1동","광업","사업체수[개]","개","0","0","0","-","-",
"회원1동","광업","종사자수[명]","명","0","0","0","-","-",
"회원1동","제조업","사업체수[개]","개","65","81","81","80","66",
"회원1동","제조업","종사자수[명]","명","192","181","206","195","157",
"회원1동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","2","1","1","-",
"회원1동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","3","1","X","-",
"회원1동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","1","1","1","1","1",
"회원1동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","3","3","2","X","X",
"회원1동","건설업","사업체수[개]","개","73","535","551","568","560",
"회원1동","건설업","종사자수[명]","명","548","948","812","867","804",
"회원1동"," 도매 및 소매업","사업체수[개]","개","245","312","298","272","270",
"회원1동"," 도매 및 소매업","종사자수[명]","명","693","614","631","568","548",
"회원1동","운수 및 창고업","사업체수[개]","개","39","60","65","75","80",
"회원1동","운수 및 창고업","종사자수[명]","명","144","185","160","170","204",
"회원1동","숙박 및 음식점업","사업체수[개]","개","186","189","188","176","190",
"회원1동","숙박 및 음식점업","종사자수[명]","명","425","312","348","334","355",
"회원1동","정보통신업","사업체수[개]","개","3","9","9","8","9",
"회원1동","정보통신업","종사자수[명]","명","14","28","40","39","36",
"회원1동","금융 및 보험업","사업체수[개]","개","13","10","10","13","11",
"회원1동","금융 및 보험업","종사자수[명]","명","133","142","132","145","147",
"회원1동","부동산업","사업체수[개]","개","35","40","40","36","36",
"회원1동","부동산업","종사자수[명]","명","75","78","86","65","67",
"회원1동","전문,과학 및 기술 서비스업","사업체수[개]","개","15","21","22","25","28",
"회원1동","전문,과학 및 기술 서비스업","종사자수[명]","명","61","69","68","69","88",
"회원1동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","9","28","31","25","26",
"회원1동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","39","57","65","60","54",
"회원1동","공공행정,국방 및 사회보장행정","사업체수[개]","개","1","1","1","1","1",
"회원1동","공공행정,국방 및 사회보장행정","종사자수[명]","명","14","13","12","X","X",
"회원1동","교육서비스업","사업체수[개]","개","31","27","30","37","33",
"회원1동","교육서비스업","종사자수[명]","명","223","184","182","204","191",
"회원1동","보건업 및 사회복지 서비스업","사업체수[개]","개","42","41","39","41","48",
"회원1동","보건업 및 사회복지 서비스업","종사자수[명]","명","308","337","448","520","590",
"회원1동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","30","31","33","31","30",
"회원1동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","94","85","75","78","62",
"회원1동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","170","178","173","161","159",
"회원1동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","336","416","404","385","229",
"회원2동","합계","사업체수[개]","개","350","491","517","500","520",
"회원2동","합계","여성대표자사업체수[개]","개","159","211","222","223","234",
"회원2동","합계","종사자수[명]","명","1148","1377","1411","1357","1345",
"회원2동","합계","남자종사자수[명]","명","463","581","557","510","514",
"회원2동","합계","여자종사자수[명]","명","685","796","854","847","831",
"회원2동","농업,임업 및 어업","사업체수[개]","개","0","1","1","1","1",
"회원2동","농업,임업 및 어업","종사자수[명]","명","0","1","3","X","X",
"회원2동","광업","사업체수[개]","개","0","0","0","-","-",
"회원2동","광업","종사자수[명]","명","0","0","0","-","-",
"회원2동","제조업","사업체수[개]","개","24","39","35","34","31",
"회원2동","제조업","종사자수[명]","명","38","61","44","40","34",
"회원2동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","1","1","1","1",
"회원2동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","1","1","X","X",
"회원2동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","0","1","1","3","2",
"회원2동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","0","4","4","7","X",
"회원2동","건설업","사업체수[개]","개","23","39","43","44","45",
"회원2동","건설업","종사자수[명]","명","75","74","79","101","98",
"회원2동"," 도매 및 소매업","사업체수[개]","개","70","117","122","114","122",
"회원2동"," 도매 및 소매업","종사자수[명]","명","148","214","185","157","167",
"회원2동","운수 및 창고업","사업체수[개]","개","42","49","66","54","62",
"회원2동","운수 및 창고업","종사자수[명]","명","58","65","72","56","68",
"회원2동","숙박 및 음식점업","사업체수[개]","개","58","71","74","68","68",
"회원2동","숙박 및 음식점업","종사자수[명]","명","104","117","108","108","106",
"회원2동","정보통신업","사업체수[개]","개","0","5","5","7","6",
"회원2동","정보통신업","종사자수[명]","명","0","5","6","9","6",
"회원2동","금융 및 보험업","사업체수[개]","개","1","1","1","1","1",
"회원2동","금융 및 보험업","종사자수[명]","명","18","17","22","X","X",
"회원2동","부동산업","사업체수[개]","개","8","15","12","14","13",
"회원2동","부동산업","종사자수[명]","명","10","20","14","18","15",
"회원2동","전문,과학 및 기술 서비스업","사업체수[개]","개","3","6","7","10","10",
"회원2동","전문,과학 및 기술 서비스업","종사자수[명]","명","7","7","18","15","20",
"회원2동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","5","15","11","10","12",
"회원2동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","10","33","30","15","28",
"회원2동","공공행정,국방 및 사회보장행정","사업체수[개]","개","1","2","2","2","2",
"회원2동","공공행정,국방 및 사회보장행정","종사자수[명]","명","20","33","31","X","X",
"회원2동","교육서비스업","사업체수[개]","개","26","30","28","27","28",
"회원2동","교육서비스업","종사자수[명]","명","308","285","300","325","289",
"회원2동","보건업 및 사회복지 서비스업","사업체수[개]","개","19","21","24","24","24",
"회원2동","보건업 및 사회복지 서비스업","종사자수[명]","명","243","309","362","315","319",
"회원2동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","12","13","12","10","10",
"회원2동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","21","29","16","21","20",
"회원2동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","58","65","72","76","82",
"회원2동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","88","102","116","116","114",
"석전동","합계","사업체수[개]","개","1466","1918","1875","1801","1086",
"석전동","합계","여성대표자사업체수[개]","개","714","922","873","856","248",
"석전동","합계","종사자수[명]","명","8911","8700","8464","7769","3096",
"석전동","합계","남자종사자수[명]","명","4079","3974","3773","3329","2083",
"석전동","합계","여자종사자수[명]","명","4832","4726","4691","4440","1013",
"석전동","농업,임업 및 어업","사업체수[개]","개","0","0","0","-","-",
"석전동","농업,임업 및 어업","종사자수[명]","명","0","0","0","-","-",
"석전동","광업","사업체수[개]","개","0","0","0","-","-",
"석전동","광업","종사자수[명]","명","0","0","0","-","-",
"석전동","제조업","사업체수[개]","개","69","86","86","81","64",
"석전동","제조업","종사자수[명]","명","202","209","189","163","154",
"석전동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","0","0","-","2",
"석전동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","0","0","-","X",
"석전동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","3","2","2","2","4",
"석전동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","4","5","5","X","100",
"석전동","건설업","사업체수[개]","개","47","97","90","95","86",
"석전동","건설업","종사자수[명]","명","491","473","348","342","417",
"석전동"," 도매 및 소매업","사업체수[개]","개","380","552","530","508","200",
"석전동"," 도매 및 소매업","종사자수[명]","명","1114","1165","1198","1136","385",
"석전동","운수 및 창고업","사업체수[개]","개","79","110","119","112","483",
"석전동","운수 및 창고업","종사자수[명]","명","646","656","640","524","707",
"석전동","숙박 및 음식점업","사업체수[개]","개","393","420","417","381","70",
"석전동","숙박 및 음식점업","종사자수[명]","명","940","797","766","760","112",
"석전동","정보통신업","사업체수[개]","개","3","4","4","3","7",
"석전동","정보통신업","종사자수[명]","명","112","100","113","15","15",
"석전동","금융 및 보험업","사업체수[개]","개","66","109","104","96","3",
"석전동","금융 및 보험업","종사자수[명]","명","2636","2571","2487","2096","30",
"석전동","부동산업","사업체수[개]","개","48","72","77","75","22",
"석전동","부동산업","종사자수[명]","명","120","161","178","171","29",
"석전동","전문,과학 및 기술 서비스업","사업체수[개]","개","25","37","39","40","11",
"석전동","전문,과학 및 기술 서비스업","종사자수[명]","명","111","176","175","174","31",
"석전동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","36","59","47","55","21",
"석전동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","423","390","215","226","93",
"석전동","공공행정,국방 및 사회보장행정","사업체수[개]","개","3","3","3","3","2",
"석전동","공공행정,국방 및 사회보장행정","종사자수[명]","명","87","75","85","88","X",
"석전동","교육서비스업","사업체수[개]","개","50","66","62","62","9",
"석전동","교육서비스업","종사자수[명]","명","374","300","344","323","86",
"석전동","보건업 및 사회복지 서비스업","사업체수[개]","개","61","65","65","67","20",
"석전동","보건업 및 사회복지 서비스업","종사자수[명]","명","1208","1159","1299","1376","414",
"석전동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","32","33","34","34","5",
"석전동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","69","65","51","64","7",
"석전동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","171","203","196","187","77",
"석전동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","374","398","371","309","133",
"회성동","합계","사업체수[개]","개","711","846","954","819","1014",
"회성동","합계","여성대표자사업체수[개]","개","215","273","271","259","466",
"회성동","합계","종사자수[명]","명","2861","2955","3124","2997","2101",
"회성동","합계","남자종사자수[명]","명","1938","1920","2117","2013","985",
"회성동","합계","여자종사자수[명]","명","923","1035","1007","984","1116",
"회성동","농업,임업 및 어업","사업체수[개]","개","0","1","1","1","-",
"회성동","농업,임업 및 어업","종사자수[명]","명","0","1","1","X","-",
"회성동","광업","사업체수[개]","개","0","0","0","-","-",
"회성동","광업","종사자수[명]","명","0","0","0","-","-",
"회성동","제조업","사업체수[개]","개","56","69","70","72","66",
"회성동","제조업","종사자수[명]","명","200","178","162","169","122",
"회성동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","2","2","2","-",
"회성동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","2","2","X","-",
"회성동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","5","5","5","5","-",
"회성동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","97","95","88","98","-",
"회성동","건설업","사업체수[개]","개","50","96","97","90","73",
"회성동","건설업","종사자수[명]","명","462","541","563","532","155",
"회성동"," 도매 및 소매업","사업체수[개]","개","189","242","243","220","239",
"회성동"," 도매 및 소매업","종사자수[명]","명","479","461","487","426","373",
"회성동","운수 및 창고업","사업체수[개]","개","184","161","266","153","74",
"회성동","운수 및 창고업","종사자수[명]","명","473","372","548","450","157",
"회성동","숙박 및 음식점업","사업체수[개]","개","71","77","81","80","234",
"회성동","숙박 및 음식점업","종사자수[명]","명","123","116","128","118","365",
"회성동","정보통신업","사업체수[개]","개","3","3","3","4","2",
"회성동","정보통신업","종사자수[명]","명","6","6","7","11","X",
"회성동","금융 및 보험업","사업체수[개]","개","2","2","3","3","5",
"회성동","금융 및 보험업","종사자수[명]","명","28","30","24","24","13",
"회성동","부동산업","사업체수[개]","개","21","28","26","26","31",
"회성동","부동산업","종사자수[명]","명","35","43","39","35","50",
"회성동","전문,과학 및 기술 서비스업","사업체수[개]","개","6","12","11","10","18",
"회성동","전문,과학 및 기술 서비스업","종사자수[명]","명","12","27","26","28","75",
"회성동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","17","36","30","32","19",
"회성동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","54","101","58","86","94",
"회성동","공공행정,국방 및 사회보장행정","사업체수[개]","개","2","2","2","2","1",
"회성동","공공행정,국방 및 사회보장행정","종사자수[명]","명","381","409","396","X","X",
"회성동","교육서비스업","사업체수[개]","개","9","9","9","9","40",
"회성동","교육서비스업","종사자수[명]","명","67","74","67","66","148",
"회성동","보건업 및 사회복지 서비스업","사업체수[개]","개","19","19","20","22","24",
"회성동","보건업 및 사회복지 서비스업","종사자수[명]","명","288","340","390","420","291",
"회성동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","9","8","7","8","23",
"회성동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","16","11","9","10","41",
"회성동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","68","74","78","80","165",
"회성동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","140","148","129","140","202",
"양덕1동","합계","사업체수[개]","개","846","1069","1017","975","2150",
"양덕1동","합계","여성대표자사업체수[개]","개","409","497","479","449","1024",
"양덕1동","합계","종사자수[명]","명","2103","2381","2321","2088","7258",
"양덕1동","합계","남자종사자수[명]","명","1030","1262","1179","1045","3171",
"양덕1동","합계","여자종사자수[명]","명","1073","1119","1142","1043","4087",
"양덕1동","농업,임업 및 어업","사업체수[개]","개","0","0","0","-","-",
"양덕1동","농업,임업 및 어업","종사자수[명]","명","0","0","0","-","-",
"양덕1동","광업","사업체수[개]","개","0","0","0","-","-",
"양덕1동","광업","종사자수[명]","명","0","0","0","-","-",
"양덕1동","제조업","사업체수[개]","개","50","60","59","62","63",
"양덕1동","제조업","종사자수[명]","명","106","133","129","123","103",
"양덕1동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","0","0","-","2",
"양덕1동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","0","0","-","X",
"양덕1동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","0","1","1","1","2",
"양덕1동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","0","1","1","X","X",
"양덕1동","건설업","사업체수[개]","개","52","85","86","75","65",
"양덕1동","건설업","종사자수[명]","명","256","414","316","217","193",
"양덕1동"," 도매 및 소매업","사업체수[개]","개","186","275","222","224","551",
"양덕1동"," 도매 및 소매업","종사자수[명]","명","347","403","388","358","1192",
"양덕1동","운수 및 창고업","사업체수[개]","개","36","60","62","62","282",
"양덕1동","운수 및 창고업","종사자수[명]","명","105","160","189","173","533",
"양덕1동","숙박 및 음식점업","사업체수[개]","개","234","258","257","229","280",
"양덕1동","숙박 및 음식점업","종사자수[명]","명","440","386","385","340","750",
"양덕1동","정보통신업","사업체수[개]","개","0","0","1","1","24",
"양덕1동","정보통신업","종사자수[명]","명","0","0","1","X","206",
"양덕1동","금융 및 보험업","사업체수[개]","개","1","2","2","5","78",
"양덕1동","금융 및 보험업","종사자수[명]","명","10","9","9","14","551",
"양덕1동","부동산업","사업체수[개]","개","22","29","30","31","143",
"양덕1동","부동산업","종사자수[명]","명","57","61","70","58","368",
"양덕1동","전문,과학 및 기술 서비스업","사업체수[개]","개","14","22","19","19","52",
"양덕1동","전문,과학 및 기술 서비스업","종사자수[명]","명","78","87","81","85","110",
"양덕1동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","14","25","23","21","53",
"양덕1동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","61","79","71","58","288",
"양덕1동","공공행정,국방 및 사회보장행정","사업체수[개]","개","1","1","1","1","4",
"양덕1동","공공행정,국방 및 사회보장행정","종사자수[명]","명","12","14","21","X","454",
"양덕1동","교육서비스업","사업체수[개]","개","40","46","42","39","222",
"양덕1동","교육서비스업","종사자수[명]","명","193","188","184","158","716",
"양덕1동","보건업 및 사회복지 서비스업","사업체수[개]","개","21","21","22","23","54",
"양덕1동","보건업 및 사회복지 서비스업","종사자수[명]","명","161","194","215","229","1072",
"양덕1동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","29","23","26","24","49",
"양덕1동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","57","39","40","42","427",
"양덕1동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","146","161","164","158","226",
"양덕1동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","220","213","221","211","290",
"양덕2동","합계","사업체수[개]","개","1446","2258","2213","2206","808",
"양덕2동","합계","여성대표자사업체수[개]","개","698","1086","1096","1094","413",
"양덕2동","합계","종사자수[명]","명","7269","7364","7821","7903","1853",
"양덕2동","합계","남자종사자수[명]","명","3201","3449","3612","3611","725",
"양덕2동","합계","여자종사자수[명]","명","4068","3915","4209","4292","1128",
"양덕2동","농업,임업 및 어업","사업체수[개]","개","0","0","0","-","-",
"양덕2동","농업,임업 및 어업","종사자수[명]","명","0","0","0","-","-",
"양덕2동","광업","사업체수[개]","개","0","0","0","-","-",
"양덕2동","광업","종사자수[명]","명","0","0","0","-","-",
"양덕2동","제조업","사업체수[개]","개","56","78","74","76","22",
"양덕2동","제조업","종사자수[명]","명","162","180","163","160","30",
"양덕2동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","1","1","1","1",
"양덕2동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","1","1","X","X",
"양덕2동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","1","3","3","3","-",
"양덕2동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","2","4","4","3","-",
