"행정구역별","산업별","항목","단위","2019 년","2020 년","2021 년","2022 년","2023 년",
"사파동"," 도매 및 소매업","종사자수[명]","명","988","1075","1081","1125","1185",
"사파동","운수 및 창고업","사업체수[개]","개","154","232","248","202","210",
"사파동","운수 및 창고업","종사자수[명]","명","187","282","303","253","337",
"사파동","숙박 및 음식점업","사업체수[개]","개","398","429","448","433","442",
"사파동","숙박 및 음식점업","종사자수[명]","명","1036","936","972","1018","1035",
"사파동","정보통신업","사업체수[개]","개","8","19","27","26","22",
"사파동","정보통신업","종사자수[명]","명","151","184","147","155","37",
"사파동","금융 및 보험업","사업체수[개]","개","15","14","17","16","16",
"사파동","금융 및 보험업","종사자수[명]","명","82","75","83","75","91",
"사파동","부동산업","사업체수[개]","개","102","128","145","159","110",
"사파동","부동산업","종사자수[명]","명","343","335","352","373","255",
"사파동","전문,과학 및 기술 서비스업","사업체수[개]","개","241","314","313","313","48",
"사파동","전문,과학 및 기술 서비스업","종사자수[명]","명","1234","1403","1325","1367","112",
"사파동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","26","72","67","63","41",
"사파동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","110","170","113","143","308",
"사파동","공공행정,국방 및 사회보장행정","사업체수[개]","개","4","4","4","4","3",
"사파동","공공행정,국방 및 사회보장행정","종사자수[명]","명","683","703","690","698","89",
"사파동","교육서비스업","사업체수[개]","개","237","263","288","291","211",
"사파동","교육서비스업","종사자수[명]","명","1413","1472","1427","1426","928",
"사파동","보건업 및 사회복지 서비스업","사업체수[개]","개","130","128","125","129","90",
"사파동","보건업 및 사회복지 서비스업","종사자수[명]","명","810","736","729","833","763",
"사파동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","74","83","82","84","69",
"사파동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","234","234","184","186","175",
"사파동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","307","338","329","340","268",
"사파동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","505","520","491","490","369",
"가음정동","합계","사업체수[개]","개","1705","2207","2255","2237","2029",
"가음정동","합계","여성대표자사업체수[개]","개","945","1148","1191","1190","803",
"가음정동","합계","종사자수[명]","명","10358","10473","11558","10938","25831",
"가음정동","합계","남자종사자수[명]","명","6373","6374","7088","6598","19413",
"가음정동","합계","여자종사자수[명]","명","3985","4099","4470","4340","6418",
"가음정동","농업,임업 및 어업","사업체수[개]","개","0","0","0","-","-",
"가음정동","농업,임업 및 어업","종사자수[명]","명","0","0","0","-","-",
"가음정동","광업","사업체수[개]","개","0","0","0","-","-",
"가음정동","광업","종사자수[명]","명","0","0","0","-","-",
"가음정동","제조업","사업체수[개]","개","52","77","79","82","369",
"가음정동","제조업","종사자수[명]","명","4863","4859","5700","5082","17062",
"가음정동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","2","2","3","6",
"가음정동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","3","2","3","8",
"가음정동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","0","2","2","2","6",
"가음정동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","0","5","3","X","32",
"가음정동","건설업","사업체수[개]","개","32","72","68","70","60",
"가음정동","건설업","종사자수[명]","명","124","141","129","151","212",
"가음정동"," 도매 및 소매업","사업체수[개]","개","406","576","593","622","406",
"가음정동"," 도매 및 소매업","종사자수[명]","명","1027","1148","1126","1191","901",
"가음정동","운수 및 창고업","사업체수[개]","개","106","164","185","148","175",
"가음정동","운수 및 창고업","종사자수[명]","명","277","325","330","251","1355",
"가음정동","숙박 및 음식점업","사업체수[개]","개","424","471","465","459","293",
"가음정동","숙박 및 음식점업","종사자수[명]","명","1102","978","996","1053","976",
"가음정동","정보통신업","사업체수[개]","개","1","7","12","12","18",
"가음정동","정보통신업","종사자수[명]","명","5","12","19","18","139",
"가음정동","금융 및 보험업","사업체수[개]","개","12","14","13","13","15",
"가음정동","금융 및 보험업","종사자수[명]","명","84","89","87","93","53",
"가음정동","부동산업","사업체수[개]","개","96","127","126","120","97",
"가음정동","부동산업","종사자수[명]","명","286","263","329","274","221",
"가음정동","전문,과학 및 기술 서비스업","사업체수[개]","개","14","46","45","45","71",
"가음정동","전문,과학 및 기술 서비스업","종사자수[명]","명","49","130","131","121","913",
"가음정동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","11","44","44","42","56",
"가음정동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","175","184","221","283","373",
"가음정동","공공행정,국방 및 사회보장행정","사업체수[개]","개","3","3","3","3","2",
"가음정동","공공행정,국방 및 사회보장행정","종사자수[명]","명","79","79","84","96","X",
"가음정동","교육서비스업","사업체수[개]","개","168","189","195","196","158",
"가음정동","교육서비스업","종사자수[명]","명","1022","1008","1010","970","509",
"가음정동","보건업 및 사회복지 서비스업","사업체수[개]","개","92","91","97","93","46",
"가음정동","보건업 및 사회복지 서비스업","종사자수[명]","명","740","708","816","781","2018",
"가음정동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","71","77","76","73","52",
"가음정동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","192","167","182","189","83",
"가음정동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","217","245","250","254","199",
"가음정동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","333","374","393","379","499",
"성주동","합계","사업체수[개]","개","1431","1895","1986","2006","4007",
"성주동","합계","여성대표자사업체수[개]","개","586","722","757","777","737",
"성주동","합계","종사자수[명]","명","23447","23791","25187","25958","52532",
"성주동","합계","남자종사자수[명]","명","17663","18135","18707","19472","43702",
"성주동","합계","여자종사자수[명]","명","5784","5656","6480","6486","8830",
"성주동","농업,임업 및 어업","사업체수[개]","개","0","0","0","-","1",
"성주동","농업,임업 및 어업","종사자수[명]","명","0","0","0","-","X",
"성주동","광업","사업체수[개]","개","1","0","0","-","-",
"성주동","광업","종사자수[명]","명","9","0","0","-","-",
"성주동","제조업","사업체수[개]","개","322","390","405","410","2482",
"성주동","제조업","종사자수[명]","명","15725","16011","16294","16976","44126",
"성주동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","1","3","4","3","11",
"성주동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","3","3","7","7","230",
"성주동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","7","9","8","8","12",
"성주동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","29","43","34","34","231",
"성주동","건설업","사업체수[개]","개","36","65","69","68","101",
"성주동","건설업","종사자수[명]","명","226","257","223","232","694",
"성주동"," 도매 및 소매업","사업체수[개]","개","196","335","350","376","436",
"성주동"," 도매 및 소매업","종사자수[명]","명","681","778","847","844","1181",
"성주동","운수 및 창고업","사업체수[개]","개","85","139","147","150","160",
"성주동","운수 및 창고업","종사자수[명]","명","1182","1319","1298","1297","1278",
"성주동","숙박 및 음식점업","사업체수[개]","개","269","291","302","294","283",
"성주동","숙박 및 음식점업","종사자수[명]","명","889","807","951","940","1176",
"성주동","정보통신업","사업체수[개]","개","5","15","16","17","54",
"성주동","정보통신업","종사자수[명]","명","102","125","136","132","425",
"성주동","금융 및 보험업","사업체수[개]","개","16","15","15","15","26",
"성주동","금융 및 보험업","종사자수[명]","명","85","52","54","52","155",
"성주동","부동산업","사업체수[개]","개","66","92","92","94","87",
"성주동","부동산업","종사자수[명]","명","212","240","272","192","215",
"성주동","전문,과학 및 기술 서비스업","사업체수[개]","개","29","67","70","68","105",
"성주동","전문,과학 및 기술 서비스업","종사자수[명]","명","860","916","1164","1365","986",
"성주동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","31","53","67","59","82",
"성주동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","361","221","366","374","978",
"성주동","공공행정,국방 및 사회보장행정","사업체수[개]","개","2","2","2","2","3",
"성주동","공공행정,국방 및 사회보장행정","종사자수[명]","명","415","399","588","X","84",
"성주동","교육서비스업","사업체수[개]","개","118","141","150","156","28",
"성주동","교육서비스업","종사자수[명]","명","533","569","543","541","138",
"성주동","보건업 및 사회복지 서비스업","사업체수[개]","개","46","45","45","44","29",
"성주동","보건업 및 사회복지 서비스업","종사자수[명]","명","1503","1529","1868","1966","250",
"성주동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","52","59","58","60","13",
"성주동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","135","96","109","111","34",
"성주동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","149","174","186","182","94",
"성주동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","497","426","433","470","350",
"웅남동","합계","사업체수[개]","개","3461","4566","4561","4517","3045",
"웅남동","합계","여성대표자사업체수[개]","개","595","751","785","777","1317",
"웅남동","합계","종사자수[명]","명","55323","56132","54399","54379","21074",
"웅남동","합계","남자종사자수[명]","명","46793","47288","45630","45660","10728",
"웅남동","합계","여자종사자수[명]","명","8530","8844","8769","8719","10346",
"웅남동","농업,임업 및 어업","사업체수[개]","개","0","1","1","1","2",
"웅남동","농업,임업 및 어업","종사자수[명]","명","0","1","1","X","X",
"웅남동","광업","사업체수[개]","개","0","0","0","-","-",
"웅남동","광업","종사자수[명]","명","0","0","0","-","-",
"웅남동","제조업","사업체수[개]","개","2225","2954","2962","2960","88",
"웅남동","제조업","종사자수[명]","명","46553","47367","45742","45570","136",
"웅남동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","2","6","7","7","5",
"웅남동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","171","193","197","187","478",
"웅남동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","13","11","12","13","5",
"웅남동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","236","148","218","246","48",
"웅남동","건설업","사업체수[개]","개","62","87","95","94","167",
"웅남동","건설업","종사자수[명]","명","675","731","702","769","1302",
"웅남동"," 도매 및 소매업","사업체수[개]","개","353","488","472","449","647",
"웅남동"," 도매 및 소매업","종사자수[명]","명","1221","1400","1361","1289","1130",
"웅남동","운수 및 창고업","사업체수[개]","개","102","167","160","148","122",
"웅남동","운수 및 창고업","종사자수[명]","명","1184","1368","1281","1212","214",
"웅남동","숙박 및 음식점업","사업체수[개]","개","292","317","300","288","637",
"웅남동","숙박 및 음식점업","종사자수[명]","명","1198","1143","1094","1161","1664",
"웅남동","정보통신업","사업체수[개]","개","41","57","56","60","55",
"웅남동","정보통신업","종사자수[명]","명","419","470","496","534","648",
"웅남동","금융 및 보험업","사업체수[개]","개","20","26","26","26","40",
"웅남동","금융 및 보험업","종사자수[명]","명","162","165","154","190","743",
"웅남동","부동산업","사업체수[개]","개","56","89","96","94","166",
"웅남동","부동산업","종사자수[명]","명","140","179","201","228","889",
"웅남동","전문,과학 및 기술 서비스업","사업체수[개]","개","90","113","112","115","241",
"웅남동","전문,과학 및 기술 서비스업","종사자수[명]","명","1000","966","1020","993","1310",
"웅남동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","62","93","93","94","102",
"웅남동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","1407","1130","1021","1070","5278",
"웅남동","공공행정,국방 및 사회보장행정","사업체수[개]","개","3","3","3","3","24",
"웅남동","공공행정,국방 및 사회보장행정","종사자수[명]","명","106","70","59","67","3813",
"웅남동","교육서비스업","사업체수[개]","개","21","24","25","28","204",
"웅남동","교육서비스업","종사자수[명]","명","168","152","145","139","1125",
"웅남동","보건업 및 사회복지 서비스업","사업체수[개]","개","28","27","31","31","93",
"웅남동","보건업 및 사회복지 서비스업","종사자수[명]","명","264","239","258","284","1108",
"웅남동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","10","12","13","13","82",
"웅남동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","36","25","28","35","299",
"웅남동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","81","91","97","93","365",
"웅남동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","383","385","421","404","745",
"마산합포구","합계","사업체수[개]","개","18129","22579","22748","22604","22789",
"마산합포구","합계","여성대표자사업체수[개]","개","7960","9406","9509","9366","9571",
"마산합포구","합계","종사자수[명]","명","64926","65669","68203","67986","67448",
"마산합포구","합계","남자종사자수[명]","명","32111","34375","35709","35258","34243",
"마산합포구","합계","여자종사자수[명]","명","32815","31294","32494","32728","33205",
"마산합포구","농업,임업 및 어업","사업체수[개]","개","3","10","10","12","13",
"마산합포구","농업,임업 및 어업","종사자수[명]","명","18","21","24","22","34",
"마산합포구","광업","사업체수[개]","개","5","3","4","5","4",
"마산합포구","광업","종사자수[명]","명","46","31","39","47","44",
"마산합포구","제조업","사업체수[개]","개","1336","1625","1644","1666","1489",
"마산합포구","제조업","종사자수[명]","명","7150","7339","7153","7265","6999",
"마산합포구","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","7","45","45","48","54",
"마산합포구","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","16","57","64","72","70",
"마산합포구","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","37","54","54","56","50",
"마산합포구","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","548","575","683","676","622",
"마산합포구","건설업","사업체수[개]","개","527","1555","1599","1633","1659",
"마산합포구","건설업","종사자수[명]","명","3722","5014","5615","5053","5014",
"마산합포구"," 도매 및 소매업","사업체수[개]","개","5065","6441","6263","6190","6362",
"마산합포구"," 도매 및 소매업","종사자수[명]","명","12624","11739","11865","11588","11327",
"마산합포구","운수 및 창고업","사업체수[개]","개","2079","2500","2515","2474","2543",
"마산합포구","운수 및 창고업","종사자수[명]","명","4136","4439","4995","4565","4678",
"마산합포구","숙박 및 음식점업","사업체수[개]","개","4007","4346","4323","4193","4178",
"마산합포구","숙박 및 음식점업","종사자수[명]","명","9510","8337","8246","8269","8531",
"마산합포구","정보통신업","사업체수[개]","개","53","111","121","137","158",
"마산합포구","정보통신업","종사자수[명]","명","324","333","332","509","547",
"마산합포구","금융 및 보험업","사업체수[개]","개","165","175","175","164","162",
"마산합포구","금융 및 보험업","종사자수[명]","명","1715","1655","1607","1589","1542",
"마산합포구","부동산업","사업체수[개]","개","574","813","856","863","859",
"마산합포구","부동산업","종사자수[명]","명","1530","1828","2170","2034","1916",
"마산합포구","전문,과학 및 기술 서비스업","사업체수[개]","개","287","428","441","431","441",
"마산합포구","전문,과학 및 기술 서비스업","종사자수[명]","명","1158","1280","1339","1333","1423",
"마산합포구","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","208","420","424","380","399",
"마산합포구","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","2101","2662","2446","2528","2178",
"마산합포구","공공행정,국방 및 사회보장행정","사업체수[개]","개","60","59","61","62","64",
"마산합포구","공공행정,국방 및 사회보장행정","종사자수[명]","명","2084","2474","2706","3174","3226",
"마산합포구","교육서비스업","사업체수[개]","개","755","835","924","965","974",
"마산합포구","교육서비스업","종사자수[명]","명","5265","5125","5510","5523","5393",
"마산합포구","보건업 및 사회복지 서비스업","사업체수[개]","개","561","578","609","613","612",
"마산합포구","보건업 및 사회복지 서비스업","종사자수[명]","명","8107","8377","8820","9036","9353",
"마산합포구","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","439","480","482","471","468",
"마산합포구","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","1225","1057","1023","1092","1067",
"마산합포구","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","1961","2101","2198","2241","2300",
"마산합포구","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","3647","3326","3566","3611","3484",
"구산면","합계","사업체수[개]","개","404","531","535","531","587",
"구산면","합계","여성대표자사업체수[개]","개","178","209","206","199","217",
"구산면","합계","종사자수[명]","명","1712","1710","1745","1798","1889",
"구산면","합계","남자종사자수[명]","명","857","929","900","931","989",
"구산면","합계","여자종사자수[명]","명","855","781","845","867","900",
"구산면","농업,임업 및 어업","사업체수[개]","개","0","0","1","1","2",
"구산면","농업,임업 및 어업","종사자수[명]","명","0","0","1","X","X",
"구산면","광업","사업체수[개]","개","0","0","0","-","-",
"구산면","광업","종사자수[명]","명","0","0","0","-","-",
"구산면","제조업","사업체수[개]","개","41","57","57","56","56",
"구산면","제조업","종사자수[명]","명","292","303","262","229","237",
"구산면","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","2","4","3","3",
"구산면","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","2","4","3","3",
"구산면","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","0","0","0","1","1",
"구산면","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","0","0","0","X","X",
"구산면","건설업","사업체수[개]","개","6","17","17","17","26",
"구산면","건설업","종사자수[명]","명","27","32","31","54","68",
"구산면"," 도매 및 소매업","사업체수[개]","개","100","136","145","143","154",
"구산면"," 도매 및 소매업","종사자수[명]","명","224","234","231","252","260",
"구산면","운수 및 창고업","사업체수[개]","개","3","13","8","7","9",
"구산면","운수 및 창고업","종사자수[명]","명","6","15","9","9","9",
"구산면","숙박 및 음식점업","사업체수[개]","개","148","171","162","158","178",
"구산면","숙박 및 음식점업","종사자수[명]","명","367","336","373","380","419",
"구산면","정보통신업","사업체수[개]","개","2","5","4","5","7",
"구산면","정보통신업","종사자수[명]","명","5","9","9","12","12",
"구산면","금융 및 보험업","사업체수[개]","개","3","3","3","3","3",
"구산면","금융 및 보험업","종사자수[명]","명","17","16","16","16","16",
"구산면","부동산업","사업체수[개]","개","13","18","20","18","16",
"구산면","부동산업","종사자수[명]","명","22","34","31","21","17",
"구산면","전문,과학 및 기술 서비스업","사업체수[개]","개","3","6","5","3","5",
"구산면","전문,과학 및 기술 서비스업","종사자수[명]","명","5","7","15","7","9",
"구산면","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","3","3","5","6","5",
"구산면","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","11","8","12","14","12",
"구산면","공공행정,국방 및 사회보장행정","사업체수[개]","개","3","3","3","3","3",
"구산면","공공행정,국방 및 사회보장행정","종사자수[명]","명","45","70","42","43","27",
"구산면","교육서비스업","사업체수[개]","개","8","8","8","9","9",
"구산면","교육서비스업","종사자수[명]","명","111","111","120","124","138",
"구산면","보건업 및 사회복지 서비스업","사업체수[개]","개","18","18","18","18","18",
"구산면","보건업 및 사회복지 서비스업","종사자수[명]","명","337","304","339","348","317",
"구산면","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","14","33","33","35","42",
"구산면","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","149","168","184","197","220",
"구산면","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","39","38","42","45","50",
"구산면","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","94","61","66","80","109",
"진동면","합계","사업체수[개]","개","1027","1320","1308","1304","1343",
"진동면","합계","여성대표자사업체수[개]","개","500","600","589","589","615",
"진동면","합계","종사자수[명]","명","3552","3553","3343","3475","3423",
"진동면","합계","남자종사자수[명]","명","1779","1829","1661","1690","1658",
"진동면","합계","여자종사자수[명]","명","1773","1724","1682","1785","1765",
"진동면","농업,임업 및 어업","사업체수[개]","개","0","0","0","1","1",
"진동면","농업,임업 및 어업","종사자수[명]","명","0","0","0","X","X",
"진동면","광업","사업체수[개]","개","0","0","0","-","-",
"진동면","광업","종사자수[명]","명","0","0","0","-","-",
"진동면","제조업","사업체수[개]","개","110","128","128","127","117",
"진동면","제조업","종사자수[명]","명","326","331","278","270","248",
"진동면","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","7","6","7","6",
"진동면","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","7","6","7","6",
"진동면","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","5","7","6","6","5",
"진동면","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","82","89","78","85","65",
"진동면","건설업","사업체수[개]","개","42","84","83","86","86",
"진동면","건설업","종사자수[명]","명","252","205","192","181","186",
"진동면"," 도매 및 소매업","사업체수[개]","개","281","390","367","370","387",
"진동면"," 도매 및 소매업","종사자수[명]","명","779","835","763","724","721",
"진동면","운수 및 창고업","사업체수[개]","개","11","42","40","36","39",
"진동면","운수 및 창고업","종사자수[명]","명","38","91","73","85","79",
"진동면","숙박 및 음식점업","사업체수[개]","개","265","291","289","287","291",
"진동면","숙박 및 음식점업","종사자수[명]","명","566","507","467","480","481",
"진동면","정보통신업","사업체수[개]","개","1","7","7","7","7",
"진동면","정보통신업","종사자수[명]","명","19","24","28","27","30",
"진동면","금융 및 보험업","사업체수[개]","개","10","9","9","9","9",
"진동면","금융 및 보험업","종사자수[명]","명","64","68","58","59","58",
"진동면","부동산업","사업체수[개]","개","48","61","59","55","57",
"진동면","부동산업","종사자수[명]","명","83","84","106","117","114",
"진동면","전문,과학 및 기술 서비스업","사업체수[개]","개","6","16","17","15","17",
"진동면","전문,과학 및 기술 서비스업","종사자수[명]","명","28","49","20","18","17",
"진동면","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","11","19","19","18","25",
"진동면","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","107","112","124","160","125",
"진동면","공공행정,국방 및 사회보장행정","사업체수[개]","개","6","5","5","5","6",
"진동면","공공행정,국방 및 사회보장행정","종사자수[명]","명","129","109","94","131","141",
"진동면","교육서비스업","사업체수[개]","개","53","58","60","63","72",
"진동면","교육서비스업","종사자수[명]","명","357","329","331","346","352",
"진동면","보건업 및 사회복지 서비스업","사업체수[개]","개","45","50","53","55","55",
"진동면","보건업 및 사회복지 서비스업","종사자수[명]","명","419","401","439","501","531",
"진동면","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","25","26","27","20","25",
"진동면","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","54","61","47","40","43",
"진동면","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","108","120","133","137","138",
"진동면","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","249","251","239","243","225",
"진북면","합계","사업체수[개]","개","704","939","982","989","952",
"진북면","합계","여성대표자사업체수[개]","개","163","214","211","216","210",
"진북면","합계","종사자수[명]","명","4887","5097","5094","5184","5281",
"진북면","합계","남자종사자수[명]","명","3649","3887","3834","3895","3944",
"진북면","합계","여자종사자수[명]","명","1238","1210","1260","1289","1337",
"진북면","농업,임업 및 어업","사업체수[개]","개","2","2","2","3","4",
"진북면","농업,임업 및 어업","종사자수[명]","명","6","8","4","4","11",
"진북면","광업","사업체수[개]","개","2","1","2","2","2",
"진북면","광업","종사자수[명]","명","38","23","33","X","X",
"진북면","제조업","사업체수[개]","개","417","518","547","560","522",
"진북면","제조업","종사자수[명]","명","3532","3595","3598","3773","3756",
"진북면","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","1","16","18","18","20",
"진북면","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","2","17","24","19","21",
"진북면","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","9","15","14","15","14",
"진북면","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","94","140","97","94","92",
"진북면","건설업","사업체수[개]","개","22","66","68","70","69",
"진북면","건설업","종사자수[명]","명","177","179","151","138","154",
"진북면"," 도매 및 소매업","사업체수[개]","개","110","148","152","139","142",
"진북면"," 도매 및 소매업","종사자수[명]","명","276","312","332","276","281",
"진북면","운수 및 창고업","사업체수[개]","개","11","18","16","14","16",
"진북면","운수 및 창고업","종사자수[명]","명","155","155","149","139","310",
"진북면","숙박 및 음식점업","사업체수[개]","개","49","52","53","54","48",
"진북면","숙박 및 음식점업","종사자수[명]","명","133","125","121","116","118",
"진북면","정보통신업","사업체수[개]","개","1","3","3","2","2",
"진북면","정보통신업","종사자수[명]","명","6","10","11","X","X",
"진북면","금융 및 보험업","사업체수[개]","개","2","2","2","2","2",
"진북면","금융 및 보험업","종사자수[명]","명","17","21","21","X","X",
"진북면","부동산업","사업체수[개]","개","10","16","16","16","17",
"진북면","부동산업","종사자수[명]","명","17","24","25","19","26",
"진북면","전문,과학 및 기술 서비스업","사업체수[개]","개","3","5","5","6","5",
"진북면","전문,과학 및 기술 서비스업","종사자수[명]","명","15","20","18","17","9",
"진북면","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","5","14","14","16","14",
"진북면","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","14","27","25","22","20",
"진북면","공공행정,국방 및 사회보장행정","사업체수[개]","개","3","3","3","3","2",
"진북면","공공행정,국방 및 사회보장행정","종사자수[명]","명","52","78","63","61","X",
"진북면","교육서비스업","사업체수[개]","개","3","4","3","3","4",
"진북면","교육서비스업","종사자수[명]","명","29","44","42","43","46",
"진북면","보건업 및 사회복지 서비스업","사업체수[개]","개","9","9","10","10","11",
"진북면","보건업 및 사회복지 서비스업","종사자수[명]","명","207","227","243","287","223",
"진북면","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","4","5","7","7","6",
"진북면","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","6","5","10","7","8",
"진북면","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","41","42","47","49","52",
"진북면","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","111","87","127","105","110",
"진전면","합계","사업체수[개]","개","382","479","495","513","532",
"진전면","합계","여성대표자사업체수[개]","개","145","170","184","187","205",
"진전면","합계","종사자수[명]","명","1270","1384","1357","1422","1480",
"진전면","합계","남자종사자수[명]","명","718","850","815","822","869",
"진전면","합계","여자종사자수[명]","명","552","534","542","600","611",
"진전면","농업,임업 및 어업","사업체수[개]","개","0","4","5","5","4",
"진전면","농업,임업 및 어업","종사자수[명]","명","0","6","16","11","11",
"진전면","광업","사업체수[개]","개","0","0","0","-","-",
"진전면","광업","종사자수[명]","명","0","0","0","-","-",
"진전면","제조업","사업체수[개]","개","79","102","102","116","99",
"진전면","제조업","종사자수[명]","명","429","483","453","468","433",
"진전면","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","5","3","1","4",
"진전면","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","5","3","X","4",
"진전면","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","7","7","7","8","8",
"진전면","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","27","35","27","29","34",
"진전면","건설업","사업체수[개]","개","12","25","28","27","32",
"진전면","건설업","종사자수[명]","명","22","75","42","47","68",
"진전면"," 도매 및 소매업","사업체수[개]","개","97","121","120","125","138",
"진전면"," 도매 및 소매업","종사자수[명]","명","226","237","237","213","234",
"진전면","운수 및 창고업","사업체수[개]","개","1","7","6","6","8",
"진전면","운수 및 창고업","종사자수[명]","명","2","7","6","29","32",
"진전면","숙박 및 음식점업","사업체수[개]","개","96","110","118","119","123",
"진전면","숙박 및 음식점업","종사자수[명]","명","199","212","191","202","204",
"진전면","정보통신업","사업체수[개]","개","2","3","2","2","3",
"진전면","정보통신업","종사자수[명]","명","5","6","5","X","6",
"진전면","금융 및 보험업","사업체수[개]","개","2","2","2","2","2",
"진전면","금융 및 보험업","종사자수[명]","명","15","15","13","X","X",
"진전면","부동산업","사업체수[개]","개","6","8","8","5","5",
"진전면","부동산업","종사자수[명]","명","6","8","11","5","5",
"진전면","전문,과학 및 기술 서비스업","사업체수[개]","개","0","0","0","1","1",
"진전면","전문,과학 및 기술 서비스업","종사자수[명]","명","0","0","0","X","X",
