"행정구역별(1)",행정구역별(2),2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023,2023
"행정구역별(1)",행정구역별(2),합계,합계,합계,합계,합계,1~4명,1~4명,5~9명,5~9명,10~19명,10~19명,20~49명,20~49명,50~99명,50~99명,100~299명,100~299명,300~499명,300~499명,500~999명,500~999명,1000명이상,1000명이상,합계,합계,합계,합계,합계,1~4명,1~4명,5~9명,5~9명,10~19명,10~19명,20~49명,20~49명,50~99명,50~99명,100~299명,100~299명,300~499명,300~499명,500~999명,500~999명,1000명이상,1000명이상,합계,합계,합계,합계,합계,1~4명,1~4명,5~9명,5~9명,10~19명,10~19명,20~49명,20~49명,50~99명,50~99명,100~299명,100~299명,300~499명,300~499명,500~999명,500~999명,1000명이상,1000명이상,합계,합계,합계,합계,합계,1~4명,1~4명,5~9명,5~9명,10~19명,10~19명,20~49명,20~49명,50~99명,50~99명,100~299명,100~299명,300~499명,300~499명,500~999명,500~999명,1000명이상,1000명이상,합계,합계,합계,합계,합계,1~4명,1~4명,5~9명,5~9명,10~19명,10~19명,20~49명,20~49명,50~99명,50~99명,100~299명,100~299명,300~499명,300~499명,500~999명,500~999명,1000명이상,1000명이상
"행정구역별(1)",행정구역별(2),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),여성대표자사업체수 (개),종사자수 (명),남자종사자수 (명),여자종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명),사업체수 (개),종사자수 (명)
"마산합포구",완월동,524,223,2792,1095,1697,447,862,45,275,11,137,10,283,9,668,1,157,1,410,-,-,-,-,672,274,2852,1146,1706,601,941,42,254,8,102,10,302,8,587,2,262,1,404,0,0,0,0,633,262,2771,1108,1663,571,885,32,192,11,152,8,242,8,589,2,278,1,433,0,0,0,0,625,273,2839,1115,1724,565,916,27,164,9,101,14,456,8,628,1,145,1,429,0,0,0,0,640,300,1509,622,887,600,865,22,132,9,124,6,219,3,169,-,-,-,-,-,-,-,-
"마산합포구",자산동,508,279,1692,726,966,455,776,32,205,13,185,5,167,2,122,1,237,-,-,-,-,-,-,656,313,1778,836,942,608,920,29,175,11,134,4,109,3,168,1,272,0,0,0,0,0,0,678,322,1630,727,903,641,997,22,137,6,88,5,157,4,251,0,0,0,0,0,0,0,0,675,321,1655,728,927,633,1017,26,157,8,102,5,186,3,193,0,0,0,0,0,0,0,0,703,320,2019,1142,877,626,879,42,258,22,276,9,273,3,193,1,X,-,-,-,-,-,-
"마산합포구",교방동,385,206,1285,591,694,330,556,36,226,10,131,7,226,2,146,-,-,-,-,-,-,-,-,1169,589,3051,1270,1781,1062,1531,63,396,23,339,18,556,3,229,0,0,0,0,-,-,0,0,1182,615,3199,1280,1919,1071,1557,67,420,19,282,21,646,4,294,0,0,0,0,0,0,0,0,1197,624,3135,1268,1867,1090,1562,62,390,20,273,21,640,4,270,0,0,0,0,0,0,0,0,4456,997,7797,4770,3027,4268,5238,122,757,37,470,19,620,9,579,1,X,-,-,-,-,-,-
"마산합포구",오동동,5079,2591,15800,6709,9091,4567,8067,305,1853,117,1482,65,1965,18,1148,6,840,1,445,-,-,-,-,6044,2905,14783,7020,7763,5601,7962,263,1643,101,1285,53,1654,18,1211,8,1028,0,0,0,0,0,0,5831,2845,15120,7126,7994,5394,7764,252,1550,103,1306,53,1638,21,1419,7,1080,1,363,0,0,0,0,5596,2702,14407,7038,7369,5188,7458,231,1455,98,1295,54,1652,18,1201,6,993,1,353,0,0,0,0,1344,636,5705,2999,2706,1200,1664,84,540,32,420,12,333,7,500,8,1483,-,-,1,X,-,-
"마산합포구",합포동,596,269,1874,959,915,517,913,49,303,16,192,11,299,3,167,-,-,-,-,-,-,-,-,781,321,2305,1301,1004,696,1009,48,291,16,205,15,405,6,395,0,0,0,0,0,0,0,0,771,330,2117,1175,942,689,991,49,296,18,234,11,316,4,280,0,0,0,0,0,0,0,0,737,326,2132,1220,912,664,965,45,284,11,137,12,324,4,258,1,164,0,0,0,0,0,0,5534,2748,14293,6572,7721,5106,7162,253,1546,100,1292,46,1395,23,1627,4,614,2,X,-,-,-,-
"마산합포구",산호동,3621,847,7269,4172,3097,3440,4958,117,715,39,513,20,660,3,217,2,206,-,-,-,-,-,-,4453,1099,7714,4816,2898,4277,5231,106,676,39,509,24,741,6,375,1,182,0,0,0,0,0,0,4528,1104,7870,4853,3017,4338,5346,122,759,36,434,26,861,5,308,1,162,0,0,0,0,0,0,4520,1035,8025,4902,3123,4328,5358,127,810,37,470,17,571,9,579,2,237,0,0,0,0,0,0,1215,646,3136,1220,1916,1116,1583,52,312,22,284,20,625,5,332,-,-,-,-,-,-,-,-
"마산합포구",노산동,584,323,1669,626,1043,525,858,33,210,12,164,13,365,1,72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"마산회원구",소계,14966,6239,70611,37144,33467,12369,22239,1534,9681,552,7278,329,10196,123,8525,52,7805,4,1545,2,1607,1,1735,20848,8057,71791,38915,32876,18572,26647,1268,8094,504,6674,332,10122,115,7763,48,7045,7,2566,0,0,2,2880,20759,7939,71577,38585,32992,18453,26149,1275,8058,492,6572,364,11116,124,8403,43,6424,6,2334,1,924,1,1597,20496,7842,71754,38517,33237,18186,25834,1253,7859,526,6881,358,10756,114,7597,51,7449,6,2362,1,958,1,2058,20282,7726,70472,37659,32813,17998,24933,1229,7739,540,7105,337,10246,127,8456,43,6715,6,2200,1,969,1,X
"마산회원구",내서읍,4213,1707,18661,9559,9102,3447,6285,461,2917,187,2448,80,2340,26,1810,9,1458,2,748,1,655,-,-,6286,2276,18801,9990,8811,5624,8060,402,2609,148,1990,76,2213,28,1884,5,844,3,1201,0,0,0,0,6354,2281,19377,10470,8907,5664,7972,415,2637,145,1893,90,2717,33,2265,5,1034,2,859,0,0,0,0,6377,2288,19824,10848,8976,5672,8005,414,2644,154,1992,99,2907,28,1820,7,1220,3,1236,0,0,0,0,6271,2269,19201,10293,8908,5591,7802,396,2531,155,2046,91,2764,30,1918,5,1001,3,1139,-,-,-,-
"마산회원구",회원1동,958,411,3302,1671,1631,831,1474,73,461,32,432,17,517,4,310,1,108,-,-,-,-,-,-,1566,534,3655,2097,1558,1454,1957,64,394,29,383,15,500,2,151,2,270,0,0,0,0,0,0,1573,532,3672,1924,1748,1463,1976,63,412,24,325,18,513,3,196,2,250,0,0,0,0,0,0,1551,526,3721,1953,1768,1438,1942,65,398,23,305,20,575,3,196,2,305,0,0,0,0,0,0,1548,520,3548,1859,1689,1434,1887,63,411,30,403,17,473,3,201,1,X,-,-,-,-,-,-
"마산회원구",회원2동,350,159,1148,463,685,310,494,23,145,6,88,8,231,3,190,-,-,-,-,-,-,-,-,491,211,1377,581,796,444,635,26,168,9,118,9,284,3,172,0,0,0,0,0,0,0,0,517,222,1411,557,854,474,640,21,137,9,120,10,335,3,179,0,0,0,0,0,0,0,0,500,223,1357,510,847,462,596,13,80,13,176,8,222,4,283,0,0,0,0,0,0,0,0,520,234,1345,514,831,479,602,16,112,14,194,8,237,3,200,-,-,-,-,-,-,-,-
"마산회원구",석전동,1466,714,8911,4079,4832,1198,2240,143,889,44,590,56,1862,15,1065,9,1313,-,-,1,952,-,-,1918,922,8700,3974,4726,1701,2469,97,634,45,607,49,1657,17,1139,8,1176,0,0,0,0,1,1018,1875,873,8464,3773,4691,1657,2434,98,638,38,533,53,1725,21,1384,7,826,0,0,1,924,0,0,1801,856,7769,3329,4440,1581,2299,99,606,48,646,52,1647,15,988,5,625,0,0,1,958,0,0,1086,248,3096,2083,1013,1002,1244,37,221,19,233,22,652,4,243,1,X,1,X,-,-,-,-
"마산회원구",회성동,711,215,2861,1938,923,609,976,62,388,24,309,9,277,4,266,2,274,1,371,-,-,-,-,846,273,2955,1920,1035,767,1137,41,270,17,224,15,450,3,238,2,248,1,388,0,0,0,0,954,271,3124,2117,1007,865,1180,46,282,19,248,18,574,4,315,1,150,1,375,0,0,0,0,819,259,2997,2013,984,738,1064,34,209,22,294,19,622,3,178,2,263,1,367,0,0,0,0,1014,466,2101,985,1116,949,1247,38,244,17,221,8,281,2,X,-,-,-,-,-,-,-,-
"마산회원구",양덕1동,846,409,2103,1030,1073,765,1249,60,372,12,137,7,210,2,135,-,-,-,-,-,-,-,-,1069,497,2381,1262,1119,1002,1385,43,268,15,186,6,199,2,142,1,201,0,0,0,0,0,0,1017,479,2321,1179,1142,938,1330,53,326,13,164,10,306,3,195,0,0,0,0,0,0,0,0,975,449,2088,1045,1043,908,1258,43,270,14,184,8,258,2,118,0,0,0,0,0,0,0,0,2150,1024,7258,3171,4087,1920,2545,142,865,45,591,24,750,8,539,10,1597,1,X,-,-,-,-
"마산회원구",양덕2동,1446,698,7269,3201,4068,1183,2105,160,986,49,664,30,954,16,1141,7,993,1,426,-,-,-,-,2258,1086,7364,3449,3915,2032,2705,130,808,47,641,28,768,11,767,8,1003,2,672,0,0,0,0,2213,1096,7821,3612,4209,1978,2710,132,807,50,667,30,893,12,795,9,1156,2,793,0,0,0,0,2206,1094,7903,3611,4292,1961,2678,150,935,52,687,22,748,7,459,12,1637,2,759,0,0,0,0,808,413,1853,725,1128,748,1030,45,278,8,108,4,119,2,X,1,X,-,-,-,-,-,-
"마산회원구",합성1동,741,419,2185,744,1441,674,1201,48,320,12,145,2,67,4,280,1,172,-,-,-,-,-,-,900,466,2208,823,1385,830,1193,46,284,14,167,6,166,3,217,1,181,0,0,0,0,0,0,831,425,2100,795,1305,754,1056,53,328,16,212,4,96,3,175,1,233,0,0,0,0,0,0,790,399,1848,664,1184,727,1024,44,271,12,156,6,203,0,0,1,194,0,0,0,0,0,0,1768,825,6980,3063,3917,1621,2267,90,543,34,443,14,469,4,278,3,552,1,X,-,-,1,X
"마산회원구",합성2동,1619,777,7075,3117,3958,1421,2497,140,874,31,385,19,633,4,304,3,647,-,-,-,-,1,1735,2015,880,6884,3222,3662,1862,2635,96,589,32,400,16,494,4,269,4,635,0,0,0,0,1,1862,2015,866,6575,3115,3460,1858,2441,104,660,27,353,18,571,3,204,4,749,0,0,0,0,1,1597,2065,848,7013,3156,3857,1923,2546,92,582,24,317,16,459,6,421,3,630,0,0,0,0,1,2058,676,290,1720,966,754,640,893,21,133,6,77,4,111,4,243,1,X,-,-,-,-,-,-
"마산회원구",구암1동,476,243,1419,701,718,427,718,33,205,11,145,2,46,2,122,1,183,-,-,-,-,-,-,696,294,1631,939,692,656,862,23,132,10,120,3,83,3,173,1,261,0,0,0,0,0,0,673,283,1646,960,686,639,893,18,106,8,117,5,140,2,124,1,266,0,0,0,0,0,0,650,278,1765,964,801,613,888,19,110,8,113,5,124,4,271,1,259,0,0,0,0,0,0,541,219,1973,975,998,482,663,24,160,17,224,12,352,4,284,2,X,-,-,-,-,-,-
"마산회원구",구암2동,409,187,2065,1082,983,332,596,44,281,15,216,10,304,6,393,2,275,-,-,-,-,-,-,562,225,2210,1112,1098,490,763,38,250,15,189,11,317,5,343,3,348,0,0,0,0,0,0,553,218,1977,933,1044,485,703,34,222,18,249,9,256,6,419,1,128,0,0,0,0,0,0,536,213,2111,1020,1091,470,675,29,189,17,212,12,331,5,345,3,359,0,0,0,0,0,0,2121,412,13442,9522,3920,1578,2598,256,1604,142,1823,89,2679,43,3038,13,1700,-,-,-,-,-,-
"마산회원구",봉암동,1731,300,13612,9559,4053,1172,2404,287,1843,129,1719,89,2755,37,2509,17,2382,-,-,-,-,-,-,2241,393,13625,9546,4079,1710,2846,262,1688,123,1649,98,2991,34,2268,13,1878,1,305,0,0,0,0,2184,393,13089,9150,3939,1678,2814,238,1503,125,1691,99,2990,31,2152,12,1632,1,307,0,0,0,0,2226,409,13358,9404,3954,1693,2859,251,1565,139,1799,91,2660,37,2518,15,1957,0,0,0,0,0,0,1779,806,7955,3503,4452,1554,2155,101,637,53,742,44,1359,20,1279,6,814,-,-,1,X,-,-
"진해구",소계,11639,5734,47712,23384,24328,9809,17781,1092,6745,379,4973,254,7533,79,5393,23,3412,2,818,-,-,1,1057,15186,7047,53459,27061,26398,13388,20134,1017,6379,405,5310,266,7938,76,5239,28,4212,4,1485,1,925,1,1837,15735,7300,52579,26709,25870,13961,20731,962,6009,425,5629,277,8215,83,5694,22,3397,3,1279,2,1625,-,-,15615,7273,53987,27350,26637,13829,20542,961,6027,411,5370,295,8844,92,6413,21,3072,3,1256,3,2463,-,-,15773,7383,58200,29069,29131,13903,20131,1021,6347,427,5581,298,8943,95,6598,20,2917,4,1758,3,2572,2,X
"진해구",중앙동,383,207,1397,598,799,330,615,30,187,11,138,9,252,3,205,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"진해구",태평동,345,142,1449,843,606,296,574,28,164,10,126,8,225,2,185,1,175,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"진해구",충무동,1090,662,2661,931,1730,1007,1806,61,369,14,170,5,156,3,160,-,-,-,-,-,-,-,-,2116,1139,5622,2333,3289,1946,2944,100,609,38,509,22,661,7,480,3,419,0,0,0,0,0,0,2042,1094,5338,2313,3025,1881,2811,92,563,35,486,24,688,9,614,1,176,0,0,0,0,0,0,1967,1062,5223,2288,2935,1810,2774,91,553,33,439,24,710,8,577,1,170,0,0,0,0,0,0,691,315,2234,847,1387,625,837,31,185,16,227,14,456,4,297,1,X,-,-,-,-,-,-
"진해구",여좌동,553,253,1818,732,1086,486,768,36,208,17,221,10,337,3,184,1,100,-,-,-,-,-,-,717,321,2250,923,1327,646,900,38,240,17,225,10,323,4,277,2,285,0,0,0,0,0,0,706,310,2174,851,1323,639,925,32,205,20,282,12,417,2,164,1,181,0,0,0,0,0,0,677,298,2206,876,1330,609,851,34,211,14,188,14,415,5,354,1,187,0,0,0,0,0,0,243,89,767,361,406,220,286,7,50,7,89,8,263,1,X,-,-,-,-,-,-,-,-
"진해구",태백동,239,91,903,405,498,204,325,19,120,8,120,7,245,1,93,-,-,-,-,-,-,-,-,301,117,993,447,546,275,396,10,62,6,82,8,281,2,172,0,0,0,0,0,0,0,0,277,114,869,367,502,253,369,8,48,7,84,7,238,2,130,0,0,0,0,0,0,0,0,247,95,845,365,480,221,307,10,68,6,83,8,259,2,128,0,0,0,0,0,0,0,0,696,304,1393,603,790,647,831,30,184,13,161,5,165,1,X,-,-,-,-,-,-,-,-
"진해구",경화동,491,249,1344,499,845,436,681,31,190,17,201,5,123,2,149,-,-,-,-,-,-,-,-,666,301,1359,611,748,618,841,31,198,13,174,3,93,1,53,0,0,0,0,0,0,0,0,702,322,1372,581,791,655,857,28,177,15,186,3,86,1,66,0,0,0,0,0,0,0,0,703,317,1299,566,733,661,826,25,156,11,130,5,130,1,57,0,0,0,0,0,0,0,0,608,329,1436,564,872,566,772,23,143,11,138,4,105,4,278,-,-,-,-,-,-,-,-
"진해구",병암동,492,263,1432,579,853,445,727,26,165,15,198,3,110,2,120,1,112,-,-,-,-,-,-,616,313,1546,653,893,565,826,30,193,15,205,3,97,2,125,1,100,0,0,0,0,0,0,646,332,1478,608,870,600,802,25,157,13,160,4,94,4,265,0,0,0,0,0,0,0,0,612,329,1435,565,870,567,760,28,177,9,108,4,108,4,282,0,0,0,0,0,0,0,0,1441,736,4746,1799,2947,1254,1972,119,707,34,442,25,694,7,510,2,X,-,-,-,-,-,-
"진해구",석동,1266,686,5093,1695,3398,1040,1965,158,919,35,450,23,696,6,423,4,640,-,-,-,-,-,-,1489,761,5058,1930,3128,1292,2081,133,827,28,358,23,638,11,760,2,394,0,0,0,0,0,0,1450,731,4698,1770,2928,1298,2076,90,573,31,420,20,555,9,649,2,425,0,0,0,0,0,0,1418,724,4753,1649,3104,1253,2026,96,579,36,461,21,587,10,687,2,413,0,0,0,0,0,0,1039,481,2595,1101,1494,963,1361,47,297,14,179,9,239,5,307,1,X,-,-,-,-,-,-
"진해구",이동,834,402,2673,1117,1556,750,1369,47,282,24,322,10,347,1,68,2,285,-,-,-,-,-,-,1016,469,2591,1133,1458,950,1399,35,223,15,203,13,391,1,69,2,306,0,0,0,0,0,0,1035,482,2537,1104,1433,970,1413,37,237,19,246,4,133,3,177,2,331,0,0,0,0,0,0,1024,477,2626,1172,1454,950,1383,47,303,12,158,10,293,4,266,1,223,0,0,0,0,0,0,1109,521,2535,1017,1518,1010,1400,64,397,26,347,7,227,2,X,-,-,-,-,-,-,-,-
"진해구",자은동,713,352,1993,753,1240,636,1134,53,335,17,212,4,112,3,200,-,-,-,-,-,-,-,-,962,475,2414,946,1468,862,1278,70,438,23,315,3,92,3,186,1,105,0,0,0,0,0,0,1086,499,2427,981,1446,998,1429,57,351,23,304,5,145,3,198,0,0,0,0,0,0,0,0,1075,491,2517,1061,1456,975,1372,67,427,24,323,6,182,3,213,0,0,0,0,0,0,0,0,770,426,2251,814,1437,681,910,47,295,24,315,14,480,4,251,-,-,-,-,-,-,-,-
"진해구",덕산동,665,368,2267,811,1456,564,943,63,398,22,275,11,341,5,310,-,-,-,-,-,-,-,-,800,417,2518,957,1561,693,1040,62,387,25,323,15,454,5,314,0,0,0,0,0,0,0,0,813,422,2428,885,1543,706,989,62,383,26,344,16,522,3,190,0,0,0,0,0,0,0,0,790,416,2409,847,1562,693,963,56,362,19,257,18,564,4,263,0,0,0,0,0,0,0,0,1126,567,4332,1901,2431,972,1404,84,553,35,454,24,716,9,641,1,X,1,X,-,-,-,-
"진해구",풍호동,742,351,4062,1644,2418,573,1034,106,649,32,418,19,560,7,485,4,498,1,418,-,-,-,-,1051,474,6705,3056,3649,882,1315,97,589,40,524,19,579,7,515,3,608,2,738,0,0,1,1837,1141,541,4644,2146,2498,982,1455,81,504,39,521,29,905,6,472,3,366,1,421,0,0,0,0,1103,544,4518,2033,2485,947,1384,85,551,36,456,23,680,8,613,3,385,1,449,0,0,0,0,1285,482,8494,5866,2628,1028,1500,83,527,67,919,79,2407,23,1549,4,628,-,-,1,X,-,-
"진해구",웅천동,743,272,6295,4557,1738,521,968,93,605,54,737,60,1748,11,702,3,478,-,-,-,-,1,1057,1141,413,6804,4837,1967,913,1364,93,623,58,758,61,1770,10,660,5,704,0,0,1,925,0,0,1208,449,7362,5164,2198,954,1392,108,702,64,871,61,1770,16,1072,4,630,0,0,1,925,0,0,1294,479,7926,5549,2377,1046,1561,89,580,62,833,78,2440,15,1053,3,522,0,0,1,937,0,0,964,298,10612,5792,4820,722,1104,103,642,79,982,40,1241,12,875,3,313,1,X,2,X,2,X
"진해구",웅동1동,592,191,4624,3402,1222,388,751,94,641,54,736,40,1119,12,858,4,519,-,-,-,-,-,-,832,254,4902,3540,1362,614,992,99,655,65,856,39,1122,11,737,4,540,0,0,0,0,0,0,908,284,6254,4156,2098,680,1038,92,559,75,978,44,1269,11,743,4,517,1,450,1,700,0,0,931,294,6728,4324,2404,707,1159,94,587,71,935,40,1184,13,887,4,450,0,0,2,1526,0,0,3856,1785,11744,6196,5548,3430,5113,288,1794,67,904,47,1291,16,1091,6,721,2,X,-,-,-,-
"진해구",웅동2동,2491,1245,9701,4818,4883,2133,4121,247,1513,49,649,40,1162,18,1251,3,605,1,400,-,-,-,-,3479,1593,10697,5695,5002,3132,4758,219,1335,62,778,47,1437,12,891,5,751,2,747,0,0,0,0,3721,1720,10998,5783,5215,3345,5175,250,1550,58,747,48,1393,14,954,5,771,1,408,0,0,0,0,3774,1747,11502,6055,5447,3390,5176,239,1473,78,999,44,1292,15,1033,6,722,2,807,0,0,0,0,1945,1050,5061,2208,2853,1785,2641,95,573,34,424,22,659,7,504,2,X,-,-,-,-,-,-
