bjd7,adm_nm,youth_share,sig5,sig5_name,traffic_mean_12m,traffic_peak_summer,traffic_yoy,proxy_level_mean,proxy_level_peak,proxy_level_yoy
4812111,경상남도 창원시 의창구 동읍,0.137863121614968,48121,의창구,30443.04761904761,30647.0,-0.0107953716449043,0.9088384447771792,0.9061108811529072,0.0
4812131,경상남도 창원시 의창구 북면,0.1227963950536783,48121,의창구,30443.04761904761,30647.0,-0.0107953716449043,0.9088384447771792,0.9061108811529072,0.0
4812132,경상남도 창원시 의창구 대산면,0.1027869343721906,48121,의창구,30443.04761904761,30647.0,-0.0107953716449043,0.9088384447771792,0.9061108811529072,0.0
4812151,경상남도 창원시 의창구 의창동,0.1709829614520881,48121,의창구,30443.04761904761,30647.0,-0.0107953716449043,0.9088384447771792,0.9061108811529072,0.0
4812152,경상남도 창원시 의창구 팔룡동,0.204371936028289,48121,의창구,30443.04761904761,30647.0,-0.0107953716449043,0.9088384447771792,0.9061108811529072,0.0
4812153,경상남도 창원시 의창구 명곡동,0.1852751636661211,48121,의창구,30443.04761904761,30647.0,-0.0107953716449043,0.9088384447771792,0.9061108811529072,0.0
4812154,경상남도 창원시 의창구 봉림동,0.2368313178930108,48121,의창구,30443.04761904761,30647.0,-0.0107953716449043,0.9088384447771792,0.9061108811529072,0.0
4812255,경상남도 창원시 성산구 가음정동,0.1944540727902946,48122,성산구,139862.8333333333,141339.5,-0.0611611802542924,1.1929791141190715,1.193957543145321,0.0
4812256,경상남도 창원시 성산구 성주동,0.1881821315053804,48122,성산구,139862.8333333333,141339.5,-0.0611611802542924,1.1929791141190715,1.193957543145321,0.0
