시도명,시군구명,관리기관,회사명,공장구분,단지명,공장주소,공장주소_지번,종업원합계,addr_raw,addr_gu,bjd7,prio,dong_list,bjd7_step2
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,명진테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 넥스동 8층 804 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 국제신탁(주)SK테크노파크 넥스동 8층 804,5,"경상남도 창원시 성산구 완암로 50, 넥스동 8층 804 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,무진F.A,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 5층 507 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 메카동 5층 507,4,"경상남도 창원시 성산구 완암로 50, 메카동 5층 507 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,미덤스텍,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 2층 211호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 메카동 2층 211호,9,"경상남도 창원시 성산구 완암로 50, 메카동 2층 211호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,미래공압,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 515호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지,3,"경상남도 창원시 성산구 완암로 50, 메카동 515호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,미래기술산업,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 10층 1013호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 테크동 10층 1013호,5,"경상남도 창원시 성산구 완암로 50, 테크동 10층 1013호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,미래정공,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 1층 110 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 메카동 1층 110,2,"경상남도 창원시 성산구 완암로 50, 메카동 1층 110 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,미크론TECH,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 7층 717 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 테크동 7층 717,3,"경상남도 창원시 성산구 완암로 50, 테크동 7층 717 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,백봉제어기계,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 8층 818호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 SK테크노파크 메카동 8층 818호,2,"경상남도 창원시 성산구 완암로 50, 메카동 8층 818호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,백송테크놀로지,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 넥스동 10층 1003호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 국제신탁(주)SK테크노파크 넥스동 10층 1003호,3,"경상남도 창원시 성산구 완암로 50, 넥스동 10층 1003호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,백천공업사,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 4층 410호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 메카동 4층 410호,6,"경상남도 창원시 성산구 완암로 50, 메카동 4층 410호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,번성포장,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 6층 610호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 메카동 6층 610호,0,"경상남도 창원시 성산구 완암로 50, 메카동 6층 610호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,보람테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 10층 1003호 (성산동, SK테크노파크)","경상남도 창원시 성산구 완암로 50, 테크동 10층 1003호 (성산동, SK테크노파크)",4,"경상남도 창원시 성산구 완암로 50, 테크동 10층 1003호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,부강시스템,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 3층 314호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 국제신탁(주)SK테크노파크 테크동 3층 314호,4,"경상남도 창원시 성산구 완암로 50, 테크동 3층 314호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,부민FAC,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 1층 109호 (성산동,SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 SK테크노파크 메카동 1층 109호,4,"경상남도 창원시 성산구 완암로 50, 메카동 1층 109호 (성산동,SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,부천공업(주),계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 1층 105 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 국제신탁(주)SK테크노파크 메카동 1층 105,6,"경상남도 창원시 성산구 완암로 50, 메카동 1층 105 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,부홍기공,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50 (성산동, SK테크노파크) 테크동 6층 619호",경상남도 창원시 성산구 성산동 77-1 테크동 6층 619호,3,"경상남도 창원시 성산구 완암로 50 (성산동, SK테크노파크) 테크동 6층 619호",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,비젼월드테크,계획,창원국가산업단지,경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 메카동 5층 507호,경상남도 창원시 성산구 성산동 77-1번지 메카동 5층 507호,4,경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 메카동 5층 507호,성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,비젼테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 516호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 메카동 516호,3,"경상남도 창원시 성산구 완암로 50, 메카동 516호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,사인아트,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 4층 415호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 메카동 4층 415호,2,"경상남도 창원시 성산구 완암로 50, 메카동 4층 415호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,삼경테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 넥스동 B1층 106 (성산동, SK테크노파크), 9층913",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 넥스동 B1층 106,2,"경상남도 창원시 성산구 완암로 50, 넥스동 B1층 106 (성산동, SK테크노파크), 9층913",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,삼미금속(주),계획,창원국가산업단지,경상남도 창원시 성산구 공단로 589 (성산동),경상남도 창원시 성산구 성산동 55번지,181,경상남도 창원시 성산구 공단로 589 (성산동),성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,삼우TOOLS,계획,창원국가산업단지,경상남도 창원시 성산구 공단로474번길 21-26 (성산동),경상남도 창원시 성산구 성산동 63번지,2,경상남도 창원시 성산구 공단로474번길 21-26 (성산동),성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,삼원디케이,계획,창원국가산업단지,경상남도 창원시 성산구 성산패총로38번길 18 (성산동),경상남도 창원시 성산구 성산동 58-7번지,4,경상남도 창원시 성산구 성산패총로38번길 18 (성산동),성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,삼진스프링테크,계획,창원국가산업단지,경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 테크동 520호,경상남도 창원시 성산구 성산동 77-1번지,2,경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 테크동 520호,성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,삼진전자,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 넥스동 904호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 넥스동 904호,3,"경상남도 창원시 성산구 완암로 50, 넥스동 904호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,삼진정공,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 1층 109호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 메카동 1층 109호,1,"경상남도 창원시 성산구 완암로 50, 메카동 1층 109호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,삼현정밀,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 618호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 테크동 618호,3,"경상남도 창원시 성산구 완암로 50, 테크동 618호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,상신테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 1층 109호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 테크동 1층 109호,5,"경상남도 창원시 성산구 완암로 50, 테크동 1층 109호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,상진정밀(주),계획,창원국가산업단지,경상남도 창원시 성산구 웅남로 654-49 (성산동),경상남도 창원시 성산구 성산동 44번지,41,경상남도 창원시 성산구 웅남로 654-49 (성산동),성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,새롬정공,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 213호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 테크동 213호,2,"경상남도 창원시 성산구 완암로 50, 테크동 213호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,서경테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 넥스동 3층 304호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 국제신탁(주)SK테크노파크 넥스동 3층 304호,3,"경상남도 창원시 성산구 완암로 50, 넥스동 3층 304호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,서경테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 5층 510호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 메카동 5층 510호,3,"경상남도 창원시 성산구 완암로 50, 메카동 5층 510호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,서보산업전자,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 1층 103호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 테크동 1층 103호,1,"경상남도 창원시 성산구 완암로 50, 테크동 1층 103호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,서연테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 11층 1106 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 메카동 11층 1106,3,"경상남도 창원시 성산구 완암로 50, 메카동 11층 1106 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,서오기술,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 넥스동 306호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 넥스동 306호,7,"경상남도 창원시 성산구 완암로 50, 넥스동 306호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,서원하이텍,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 7층 711호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 테크동 7층 711호,3,"경상남도 창원시 성산구 완암로 50, 테크동 7층 711호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,서진치공구,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 4층 414호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 국제신탁(주)SK테크노파크 테크동 4층 414호,2,"경상남도 창원시 성산구 완암로 50, 테크동 4층 414호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,서진테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 4층 408호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 메카동 4층 408호,1,"경상남도 창원시 성산구 완암로 50, 메카동 4층 408호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,서현테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 넥스동 9층 913호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 넥스동 9층 913호,2,"경상남도 창원시 성산구 완암로 50, 넥스동 9층 913호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,선경테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 2층 205 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 메카동 2층 205,1,"경상남도 창원시 성산구 완암로 50, 메카동 2층 205 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,선기산업기계,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 614호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 테크동 614호,3,"경상남도 창원시 성산구 완암로 50, 테크동 614호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,선호테크놀러지,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 넥스동 10층 1015호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 넥스동 10층 1015호,3,"경상남도 창원시 성산구 완암로 50, 넥스동 10층 1015호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,성강테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 4층 405호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 테크동 4층 405호,3,"경상남도 창원시 성산구 완암로 50, 테크동 4층 405호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,성광정밀,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, SK테크노파크 메카동 4층 405호 (성산동)",경상남도 창원시 성산구 성산동 77-1 번지 SK테크노파크 메카동 4층 405호,3,"경상남도 창원시 성산구 완암로 50, SK테크노파크 메카동 4층 405호 (성산동)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,성광정밀,계획,창원국가산업단지,경상남도 창원시 성산구 공단로474번길 21-26 (성산동) (총 3 필지) (총 3 필지),경상남도 창원시 성산구 성산동 63번지,13,경상남도 창원시 성산구 공단로474번길 21-26 (성산동) (총 3 필지) (총 3 필지),성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,성보스프링,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 6층 609호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 테크동 6층 609호,3,"경상남도 창원시 성산구 완암로 50, 테크동 6층 609호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,성산웰텍,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 2층 201호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 테크동 2층 201호,1,"경상남도 창원시 성산구 완암로 50, 테크동 2층 201호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,성산테크놀로지 주식회사,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 1009호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 테크동 1009호,13,"경상남도 창원시 성산구 완암로 50, 테크동 1009호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,성산하이스피드,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 지하층 B122,B123호 (성산동, SK테크노파크)","경상남도 창원시 성산구 성산동 77-1번지 국제신탁(주)SK테크노파크 메카동 지하층 B122,B123호",8,"경상남도 창원시 성산구 완암로 50, 메카동 지하층 B122,B123호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,성신시스템,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 4층 420호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 테크동 4층 420호,1,"경상남도 창원시 성산구 완암로 50, 테크동 4층 420호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,성원F.A,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 4층 407호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 메카동 4층 407호,1,"경상남도 창원시 성산구 완암로 50, 메카동 4층 407호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,성원테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 519호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 테크동 519호,3,"경상남도 창원시 성산구 완암로 50, 테크동 519호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,성일 E.N.G,계획,창원국가산업단지,경상남도 창원시 성산구 웅남로 654-49 (성산동),경상남도 창원시 성산구 성산동 44번지,8,경상남도 창원시 성산구 웅남로 654-49 (성산동),성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,성지(SJ)엔지니어링,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 10층 1002호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 메카동 10층 1002호,2,"경상남도 창원시 성산구 완암로 50, 메카동 10층 1002호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,성지정밀,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 1층 105호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 국제신탁(주)SK테크노파크 테크동 1층 105호,2,"경상남도 창원시 성산구 완암로 50, 테크동 1층 105호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,세명&와이어,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 B1층 B115호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 메카동 B1층 B115호,1,"경상남도 창원시 성산구 완암로 50, 메카동 B1층 B115호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,세명전기공업(주),계획,창원국가산업단지,경상남도 창원시 성산구 웅남로 654-11 (성산동),경상남도 창원시 성산구 성산동 42번지,29,경상남도 창원시 성산구 웅남로 654-11 (성산동),성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,세명정밀,계획,창원국가산업단지,경상남도 창원시 성산구 성산패총로38번길 14 (성산동),경상남도 창원시 성산구 성산동 58-6번지,15,경상남도 창원시 성산구 성산패총로38번길 14 (성산동),성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,세민TECH,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 619호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 메카동 619호,2,"경상남도 창원시 성산구 완암로 50, 메카동 619호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,세손테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 7층 719호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 테크동 7층 719호,3,"경상남도 창원시 성산구 완암로 50, 테크동 7층 719호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,세영전장,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 310호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 테크동 310호,11,"경상남도 창원시 성산구 완암로 50, 테크동 310호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,세영제어,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 309호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 테크동 309호,4,"경상남도 창원시 성산구 완암로 50, 테크동 309호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,세운전재-SYS-TECH,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 넥스동 3층 303호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 국제신탁(주)SK테크노파크 넥스동 3층 303호,3,"경상남도 창원시 성산구 완암로 50, 넥스동 3층 303호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,세원테크,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 B1층 B102 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 국제신탁(주)SK테크노파크 메카동 B1층 B102,2,"경상남도 창원시 성산구 완암로 50, 메카동 B1층 B102 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,세이프올,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 6층 607호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 SK테크노파크 테크동 6층 607호,1,"경상남도 창원시 성산구 완암로 50, 테크동 6층 607호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,세전기업,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 501호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 테크동 501호,4,"경상남도 창원시 성산구 완암로 50, 테크동 501호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,세중산전,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 넥스동 5층 514호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 넥스동 5층 514호,3,"경상남도 창원시 성산구 완암로 50, 넥스동 5층 514호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,세중파워텍,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 2층 211 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 테크동 2층 211,3,"경상남도 창원시 성산구 완암로 50, 테크동 2층 211 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,세흥정밀,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 테크동 506호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 테크동 506호,6,"경상남도 창원시 성산구 완암로 50, 테크동 506호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,솔라파워텍(주),계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 넥스동 6층 610호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1번지 SK테크노파크 넥스동 6층 610호,5,"경상남도 창원시 성산구 완암로 50, 넥스동 6층 610호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,수성정밀,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 1층 110-1호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 메카동 1층 110-1호,3,"경상남도 창원시 성산구 완암로 50, 메카동 1층 110-1호 (성산동, SK테크노파크)",성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,수퍼코일 주식회사,계획,창원국가산업단지,경상남도 창원시 성산구 공단로474번길 21-3 (성산동),경상남도 창원시 성산구 성산동 69번지,1,경상남도 창원시 성산구 공단로474번길 21-3 (성산동),성산구,,0.0,,
경상남도,창원시 성산구,한국산업단지공단 경남지역본부,스페스,계획,창원국가산업단지,"경상남도 창원시 성산구 완암로 50, 메카동 806호 (성산동, SK테크노파크)",경상남도 창원시 성산구 성산동 77-1 번지 국제신탁(주)SK테크노파크 메카동 806호,3,"경상남도 창원시 성산구 완암로 50, 메카동 806호 (성산동, SK테크노파크)",성산구,,0.0,,
