시도명,시군구명,관리기관,회사명,공장구분,단지명,공장주소,공장주소_지번,종업원합계,addr_raw,addr_gu,bjd7,prio,dong_list,bjd7_step2
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,대영정밀,계획,창원국가산업단지,경상남도 창원시 의창구 죽전로68번길 11 (팔용동),경상남도 창원시 의창구 팔용동 44-3번지,2,경상남도 창원시 의창구 죽전로68번길 11 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,대영프로파일,계획,창원국가산업단지,경상남도 창원시 의창구 팔용동 23-7번지 신화테크노밸리지식산업센터 101호,경상남도 창원시 의창구 팔용동 23-7번지 신화테크노밸리지식산업센터 101호,3,경상남도 창원시 의창구 팔용동 23-7번지 신화테크노밸리지식산업센터 101호,의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,대원기전,계획,창원국가산업단지,"경상남도 창원시 의창구 차룡로48번길 44, 스마트업타워 317호 (팔용동)",경상남도 창원시 의창구 팔용동 40-5번지 스마트업타워 317호,4,"경상남도 창원시 의창구 차룡로48번길 44, 스마트업타워 317호 (팔용동)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,대원철강(주),계획,창원국가산업단지,경상남도 창원시 의창구 죽전로74번길 38 (팔용동),경상남도 창원시 의창구 팔용동 44-8,5,경상남도 창원시 의창구 죽전로74번길 38 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,대일정공,계획,창원국가산업단지,경상남도 창원시 의창구 차상로 182-22 (팔용동),경상남도 창원시 의창구 팔용동 37-9번지,6,경상남도 창원시 의창구 차상로 182-22 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,대한기전(주),계획,창원국가산업단지,경상남도 창원시 의창구 차룡단지로 37 (팔용동),경상남도 창원시 의창구 팔용동 61-16번지,12,경상남도 창원시 의창구 차룡단지로 37 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,대한레이저,계획,창원국가산업단지,"경상남도 창원시 의창구 사화로 222-14 (팔용동, 금정기전)",경상남도 창원시 의창구 팔용동 41-6번지,5,"경상남도 창원시 의창구 사화로 222-14 (팔용동, 금정기전)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,대한파워텍(주),계획,창원국가산업단지,경상남도 창원시 의창구 팔용동 23-7번지 신화테크노밸리지식산업센터 108호,경상남도 창원시 의창구 팔용동 23-7번지 신화테크노밸리지식산업센터 108호,4,경상남도 창원시 의창구 팔용동 23-7번지 신화테크노밸리지식산업센터 108호,의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,대호정밀,계획,창원국가산업단지,"경상남도 창원시 의창구 죽전로74번길 25 (팔용동, 대호정밀)",경상남도 창원시 의창구 팔용동 41-33번지,27,"경상남도 창원시 의창구 죽전로74번길 25 (팔용동, 대호정밀)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,대호정밀(주),계획,창원국가산업단지,경상남도 창원시 의창구 죽전로74번길 29 (팔용동),경상남도 창원시 의창구 팔용동 41-34번지,28,경상남도 창원시 의창구 죽전로74번길 29 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,덕보기계,계획,창원국가산업단지,경상남도 창원시 의창구 차룡로 12 (팔용동),경상남도 창원시 의창구 팔용동 20-16번지,16,경상남도 창원시 의창구 차룡로 12 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,덕창기업,계획,창원국가산업단지,"경상남도 창원시 의창구 사화로 222-14 (팔용동, 금정기전)",경상남도 창원시 의창구 팔용동 41-6번지 금정기전,5,"경상남도 창원시 의창구 사화로 222-14 (팔용동, 금정기전)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,도경테크,계획,창원국가산업단지,경상남도 창원시 의창구 평산로70번길 20 (팔용동),경상남도 창원시 의창구 팔용동 53번지,1,경상남도 창원시 의창구 평산로70번길 20 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,돈테크,계획,창원국가산업단지,"경상남도 창원시 의창구 창원대로204번길 25 (팔용동, (주)영진테크)",경상남도 창원시 의창구 팔용동 21-15번지,1,"경상남도 창원시 의창구 창원대로204번길 25 (팔용동, (주)영진테크)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동광케미칼,계획,창원국가산업단지,"경상남도 창원시 의창구 창원대로363번길 11, 4동 1층 2호 (팔용동, 창원제3표준공장)",경상남도 창원시 의창구 팔용동 36번지 창원제3표준공장 4동 1층 2호,5,"경상남도 창원시 의창구 창원대로363번길 11, 4동 1층 2호 (팔용동, 창원제3표준공장)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동국정밀,계획,창원국가산업단지,경상남도 창원시 의창구 차룡로 1 (팔용동),경상남도 창원시 의창구 팔용동 21-11번지,0,경상남도 창원시 의창구 차룡로 1 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동명테크,계획,창원국가산업단지,경상남도 창원시 의창구 평산로70번길 23 (팔용동),경상남도 창원시 의창구 팔용동 42-25번지,16,경상남도 창원시 의창구 평산로70번길 23 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동보산업(주),계획,창원국가산업단지,경상남도 창원시 의창구 팔용로371번길 31 (팔용동),경상남도 창원시 의창구 팔용동 28-14번지,1,경상남도 창원시 의창구 팔용로371번길 31 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동서식품(주),계획,창원국가산업단지,경상남도 창원시 의창구 반계로 40 (팔용동),경상남도 창원시 의창구 팔용동 23-1번지,222,경상남도 창원시 의창구 반계로 40 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동서유지(주),계획,창원국가산업단지,"경상남도 창원시 의창구 반계로 10 (팔용동, 동서유지(주))",경상남도 창원시 의창구 팔용동 23-4번지,33,"경상남도 창원시 의창구 반계로 10 (팔용동, 동서유지(주))",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동서프로파일,계획,창원국가산업단지,경상남도 창원시 의창구 팔용로345번길 13 (팔용동),경상남도 창원시 의창구 팔용동 26-8번지,1,경상남도 창원시 의창구 팔용로345번길 13 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동성정밀,계획,창원국가산업단지,경상남도 창원시 의창구 창원대로204번길 30 (팔용동),경상남도 창원시 의창구 팔용동 60-19번지,20,경상남도 창원시 의창구 창원대로204번길 30 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동신포장사,계획,창원국가산업단지,경상남도 창원시 의창구 차룡단지로 151 (팔용동),경상남도 창원시 의창구 팔용동 20-22번지,16,경상남도 창원시 의창구 차룡단지로 151 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동우정밀(주),계획,창원국가산업단지,경상남도 창원시 의창구 평산로8번길 32 (팔용동),경상남도 창원시 의창구 팔용동 61-5번지,26,경상남도 창원시 의창구 평산로8번길 32 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동원정밀 주식회사,계획,창원국가산업단지,"경상남도 창원시 의창구 창원대로363번길 11, 7동 1층 3호 (팔용동, 창원제3표준공장)",경상남도 창원시 의창구 팔용동 36번지 제3아파트형공장 7동 1층 3호,12,"경상남도 창원시 의창구 창원대로363번길 11, 7동 1층 3호 (팔용동, 창원제3표준공장)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동원정밀 주식회사,계획,창원국가산업단지,"경상남도 창원시 의창구 사화로 224 (팔용동, 신영공업)",경상남도 창원시 의창구 팔용동 41-11번지,37,"경상남도 창원시 의창구 사화로 224 (팔용동, 신영공업)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동인테크,계획,창원국가산업단지,경상남도 창원시 의창구 평산로70번길 44-14 (팔용동),경상남도 창원시 의창구 팔용동 50-4번지,0,경상남도 창원시 의창구 평산로70번길 44-14 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동인하이텍(주),계획,창원국가산업단지,경상남도 창원시 의창구 죽전로82번길 17 (팔용동),경상남도 창원시 의창구 팔용동 41-23 번지,35,경상남도 창원시 의창구 죽전로82번길 17 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동인하이텍(주),계획,창원국가산업단지,경상남도 창원시 의창구 죽전로82번길 11 (팔용동),경상남도 창원시 의창구 팔용동 41-25번지,76,경상남도 창원시 의창구 죽전로82번길 11 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동일테크(주)창원공장,계획,창원국가산업단지,"경상남도 창원시 의창구 팔용로371번길 36 (팔용동, 현민)",경상남도 창원시 의창구 팔용동 26-11번지,9,"경상남도 창원시 의창구 팔용로371번길 36 (팔용동, 현민)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동진정밀,계획,창원국가산업단지,경상남도 창원시 의창구 죽전로74번길 15 (팔용동),경상남도 창원시 의창구 팔용동 41-30번지,1,경상남도 창원시 의창구 죽전로74번길 15 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동평테크,계획,창원국가산업단지,경상남도 창원시 의창구 죽전로 19 (팔용동),경상남도 창원시 의창구 팔용동 22-18번지,9,경상남도 창원시 의창구 죽전로 19 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동평테크,계획,창원국가산업단지,경상남도 창원시 의창구 죽전로 21 (팔용동),경상남도 창원시 의창구 팔용동 22-16 번지,28,경상남도 창원시 의창구 죽전로 21 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동호산업,계획,창원국가산업단지,"경상남도 창원시 의창구 평산로38번길 26 (팔용동, 동호산업)",경상남도 창원시 의창구 팔용동 62-1번지,8,"경상남도 창원시 의창구 평산로38번길 26 (팔용동, 동호산업)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,동호산업(주),계획,창원국가산업단지,"경상남도 창원시 의창구 평산로38번길 26 (팔용동, 동호산업)",경상남도 창원시 의창구 팔용동 62-1번지 동호산업,1,"경상남도 창원시 의창구 평산로38번길 26 (팔용동, 동호산업)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,두리정공,계획,창원국가산업단지,경상남도 창원시 의창구 팔용동 23-7번지 신화테크노밸리지식산업센터 119호,경상남도 창원시 의창구 팔용동 23-7번지 신화테크노밸리지식산업센터 119호,2,경상남도 창원시 의창구 팔용동 23-7번지 신화테크노밸리지식산업센터 119호,의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,두성산업(주),계획,창원국가산업단지,경상남도 창원시 의창구 사화로 154 (팔용동),경상남도 창원시 의창구 팔용동 42-5번지,25,경상남도 창원시 의창구 사화로 154 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,두성산업(주),계획,창원국가산업단지,"경상남도 창원시 의창구 사화로 144 (팔용동, 두성산업(주)) (총 2 필지)",경상남도 창원시 의창구 팔용동 42-4번지,138,"경상남도 창원시 의창구 사화로 144 (팔용동, 두성산업(주)) (총 2 필지)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,두성정밀,계획,창원국가산업단지,경상남도 창원시 의창구 차룡단지로 181 (팔용동),경상남도 창원시 의창구 팔용동 57-6번지,1,경상남도 창원시 의창구 차룡단지로 181 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,두성정밀,계획,창원국가산업단지,경상남도 창원시 의창구 죽전로74번길 11 (팔용동),경상남도 창원시 의창구 팔용동 41-29번지,10,경상남도 창원시 의창구 죽전로74번길 11 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,두안정밀,계획,창원국가산업단지,경상남도 창원시 의창구 죽전로74번길 49 (팔용동),경상남도 창원시 의창구 팔용동 41-40번지,1,경상남도 창원시 의창구 죽전로74번길 49 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,두창화학,계획,창원국가산업단지,"경상남도 창원시 의창구 죽전로 72 (팔용동, 두창화학)",경상남도 창원시 의창구 팔용동 44-1번지,27,"경상남도 창원시 의창구 죽전로 72 (팔용동, 두창화학)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,드림하이테크,계획,창원국가산업단지,경상남도 창원시 의창구 죽전로74번길 15 (팔용동),경상남도 창원시 의창구 팔용동 41-30번지,1,경상남도 창원시 의창구 죽전로74번길 15 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,디에스(DS)테크,계획,창원국가산업단지,경상남도 창원시 의창구 죽전로74번길 15 (팔용동),경상남도 창원시 의창구 팔용동 41-30번지,9,경상남도 창원시 의창구 죽전로74번길 15 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,디자인명신(2A),계획,창원국가산업단지,"경상남도 창원시 의창구 차룡로14번길 67, 2층 202호 (팔용동)",경상남도 창원시 의창구 팔용동 58-4번지 2층 202호,7,"경상남도 창원시 의창구 차룡로14번길 67, 2층 202호 (팔용동)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,디자인명신(2B),계획,창원국가산업단지,"경상남도 창원시 의창구 차룡로14번길 67, 2층 203호 (팔용동)",경상남도 창원시 의창구 팔용동 58-4번지 2층 203호,7,"경상남도 창원시 의창구 차룡로14번길 67, 2층 203호 (팔용동)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,디자인명신(A),계획,창원국가산업단지,"경상남도 창원시 의창구 차룡로14번길 67, 1층 104호 (팔용동)",경상남도 창원시 의창구 팔용동 58-4번지 1층 104호,7,"경상남도 창원시 의창구 차룡로14번길 67, 1층 104호 (팔용동)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,디자인명신(C),계획,창원국가산업단지,"경상남도 창원시 의창구 차룡로14번길 67, 3층 302호 (팔용동)",경상남도 창원시 의창구 팔용동 58-4번지 3층 302호,7,"경상남도 창원시 의창구 차룡로14번길 67, 3층 302호 (팔용동)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,라온문화사,계획,창원국가산업단지,"경상남도 창원시 의창구 창원대로363번길 11, 7동 1층 4호 (팔용동, 창원제3표준공장)",경상남도 창원시 의창구 팔용동 36번지 창원제3표준공장 7동 1층 4호,9,"경상남도 창원시 의창구 창원대로363번길 11, 7동 1층 4호 (팔용동, 창원제3표준공장)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,라인산업,계획,창원국가산업단지,"경상남도 창원시 의창구 평산로 23, 신화테크노밸리 3층 320호 (팔용동)",경상남도 창원시 의창구 팔용동 23-7번지 신화테크노밸리 3층 320호,1,"경상남도 창원시 의창구 평산로 23, 신화테크노밸리 3층 320호 (팔용동)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,로드라이트,계획,창원국가산업단지,"경상남도 창원시 의창구 사화로 210, 2동 3층 305호 (팔용동)",경상남도 창원시 의창구 팔용동 41-3번지 2동 3층 305호,3,"경상남도 창원시 의창구 사화로 210, 2동 3층 305호 (팔용동)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,롤코리아(주),계획,창원국가산업단지,경상남도 창원시 의창구 평산로70번길 20 (팔용동),경상남도 창원시 의창구 팔용동 53번지,45,경상남도 창원시 의창구 평산로70번길 20 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,리드텍,계획,창원국가산업단지,경상남도 창원시 의창구 죽전로68번길 11 (팔용동),경상남도 창원시 의창구 팔용동 44-3번지,2,경상남도 창원시 의창구 죽전로68번길 11 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,리튬파워,계획,창원국가산업단지,"경상남도 창원시 의창구 평산로 23, 신화테크노밸리 641호 (팔용동)",경상남도 창원시 의창구 팔용동 23-7번지 신화테크노밸리 641호,2,"경상남도 창원시 의창구 평산로 23, 신화테크노밸리 641호 (팔용동)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,링ENG,계획,창원국가산업단지,"경상남도 창원시 의창구 창원대로363번길 11, 1동 1층 2 (팔용동, 창원제3표준공장)",경상남도 창원시 의창구 팔용동 36번지 창원제3표준공장 1동 1층 2,6,"경상남도 창원시 의창구 창원대로363번길 11, 1동 1층 2 (팔용동, 창원제3표준공장)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,마창중기정비,계획,창원국가산업단지,경상남도 창원시 의창구 무역로581번길 42-25 (팔용동),경상남도 창원시 의창구 팔용동 11-18번지,6,경상남도 창원시 의창구 무역로581번길 42-25 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,메닉스산전,계획,창원국가산업단지,"경상남도 창원시 의창구 사화로 210,  제5아파트형공장 316호 (팔용동)",경상남도 창원시 의창구 팔용동 41-3번지 제5아파트형공장 316호,4,"경상남도 창원시 의창구 사화로 210,  제5아파트형공장 316호 (팔용동)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,명선테크,계획,창원국가산업단지,경상남도 창원시 의창구 죽전로82번길 21 (팔용동),경상남도 창원시 의창구 팔용동 41-22번지,0,경상남도 창원시 의창구 죽전로82번길 21 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,명성기계,계획,창원국가산업단지,경상남도 창원시 의창구 평산로70번길 43 (팔용동),경상남도 창원시 의창구 팔용동 42-31번지,3,경상남도 창원시 의창구 평산로70번길 43 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,명성테크,계획,창원국가산업단지,경상남도 창원시 의창구 죽전로74번길 33 (팔용동),경상남도 창원시 의창구 팔용동 41-35번지,2,경상남도 창원시 의창구 죽전로74번길 33 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,명성테크,계획,창원국가산업단지,경상남도 창원시 의창구 평산로8번길 44 (팔용동),경상남도 창원시 의창구 팔용동 61-3번지,0,경상남도 창원시 의창구 평산로8번길 44 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,명진정밀,계획,창원국가산업단지,경상남도 창원시 의창구 평산로70번길 35 (팔용동),경상남도 창원시 의창구 팔용동 42-29번지,1,경상남도 창원시 의창구 평산로70번길 35 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,명진테크,계획,창원국가산업단지,경상남도 창원시 의창구 팔용동 23-7번지 신화테크노밸리지식산업센터 109호,경상남도 창원시 의창구 팔용동 23-7번지 신화테크노밸리지식산업센터 109호,2,경상남도 창원시 의창구 팔용동 23-7번지 신화테크노밸리지식산업센터 109호,의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,명품용접,계획,창원국가산업단지,경상남도 창원시 의창구 죽전로74번길 35 (팔용동),경상남도 창원시 의창구 팔용동 41-36번지,2,경상남도 창원시 의창구 죽전로74번길 35 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,모던테크,계획,창원국가산업단지,"경상남도 창원시 의창구 사화로 210, 제5아파트형공장  336호 (팔용동)",경상남도 창원시 의창구 팔용동 41-3번지,3,"경상남도 창원시 의창구 사화로 210, 제5아파트형공장  336호 (팔용동)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,목련전자,계획,창원국가산업단지,"경상남도 창원시 의창구 죽전로82번길 27 (팔용동, (주)목련전자공장)",경상남도 창원시 의창구 팔용동 41-21번지,39,"경상남도 창원시 의창구 죽전로82번길 27 (팔용동, (주)목련전자공장)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,몽고식품(주),계획,창원국가산업단지,경상남도 창원시 의창구 팔용로371번길 18 (팔용동),경상남도 창원시 의창구 팔용동 29-1번지,62,경상남도 창원시 의창구 팔용로371번길 18 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,문화엔지니어링,계획,창원국가산업단지,경상남도 창원시 의창구 팔용로345번길 7 (팔용동),경상남도 창원시 의창구 팔용동 26-9번지,3,경상남도 창원시 의창구 팔용로345번길 7 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,미래금속,계획,창원국가산업단지,"경상남도 창원시 의창구 팔용로359번길 10 (팔용동, (주)미래금속)",경상남도 창원시 의창구 팔용동 28-10번지,5,"경상남도 창원시 의창구 팔용로359번길 10 (팔용동, (주)미래금속)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,미래제어,계획,창원국가산업단지,"경상남도 창원시 의창구 사화로 210,  제5아파트형공장 (팔용동)",경상남도 창원시 의창구 팔용동 41-3번지 제5아파트형공장 313호,4,"경상남도 창원시 의창구 사화로 210,  제5아파트형공장 (팔용동)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,미래하이텍,계획,창원국가산업단지,경상남도 창원시 의창구 사화로 322 (팔용동),경상남도 창원시 의창구 팔용동 37-3번지,5,경상남도 창원시 의창구 사화로 322 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,미크론특수공구,계획,창원국가산업단지,"경상남도 창원시 의창구 죽전로82번길 35,  제5아파트형공장 219호 (팔용동)",경상남도 창원시 의창구 팔용동 41-3번지 제5아파트형공장 219호,2,"경상남도 창원시 의창구 죽전로82번길 35,  제5아파트형공장 219호 (팔용동)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,범성정밀,계획,창원국가산업단지,"경상남도 창원시 의창구 죽전로68번길 7 (팔용동, (주)광진기업)",경상남도 창원시 의창구 팔용동 44-2번지 (주)광진기업,10,"경상남도 창원시 의창구 죽전로68번길 7 (팔용동, (주)광진기업)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,범수정밀,계획,창원국가산업단지,"경상남도 창원시 의창구 평산로38번길 26 (팔용동, 동호산업)",경상남도 창원시 의창구 팔용동 62-1번지 동호산업,4,"경상남도 창원시 의창구 평산로38번길 26 (팔용동, 동호산업)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,범진정밀,계획,창원국가산업단지,"경상남도 창원시 의창구 사화로 210, 1층 108 (팔용동)",경상남도 창원시 의창구 팔용동 41-3번지 1층 108,4,"경상남도 창원시 의창구 사화로 210, 1층 108 (팔용동)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,범진정밀,계획,창원국가산업단지,경상남도 창원시 의창구 차룡단지로 67 (팔용동),경상남도 창원시 의창구 팔용동 60-14번지,0,경상남도 창원시 의창구 차룡단지로 67 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,보경테크,계획,창원국가산업단지,경상남도 창원시 의창구 팔용로371번길 31 (팔용동),경상남도 창원시 의창구 팔용동 28-14번지,27,경상남도 창원시 의창구 팔용로371번길 31 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,보산정공,계획,창원국가산업단지,"경상남도 창원시 의창구 창원대로363번길 11, 1동 7호 (팔용동, 창원제3표준공장)",경상남도 창원시 의창구 팔용동 36번지,18,"경상남도 창원시 의창구 창원대로363번길 11, 1동 7호 (팔용동, 창원제3표준공장)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,보성금속,계획,창원국가산업단지,경상남도 창원시 의창구 팔용로359번길 18 (팔용동),경상남도 창원시 의창구 팔용동 28-12번지,13,경상남도 창원시 의창구 팔용로359번길 18 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,보성정밀,계획,창원국가산업단지,"경상남도 창원시 의창구 사화로 210, 1층 104 (팔용동)",경상남도 창원시 의창구 팔용동 41-3번지,3,"경상남도 창원시 의창구 사화로 210, 1층 104 (팔용동)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,보성테크,계획,창원국가산업단지,경상남도 창원시 의창구 평산로78번길 45 (팔용동),경상남도 창원시 의창구 팔용동 42-10번지,6,경상남도 창원시 의창구 평산로78번길 45 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,부산정밀공업사,계획,창원국가산업단지,"경상남도 창원시 의창구 차룡단지로 35 (팔용동, 부산정밀)",경상남도 창원시 의창구 팔용동 61-15번지,28,"경상남도 창원시 의창구 차룡단지로 35 (팔용동, 부산정밀)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,부선테크,계획,창원국가산업단지,경상남도 창원시 의창구 팔용로359번길 13 (팔용동),경상남도 창원시 의창구 팔용동 27-4번지,23,경상남도 창원시 의창구 팔용로359번길 13 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,부성A-TECH,계획,창원국가산업단지,"경상남도 창원시 의창구 창원대로363번길 11, 6동 1층 2 (팔용동, 창원제3표준공장)",경상남도 창원시 의창구 팔용동 36번지 창원제3표준공장 6동 1층 2,9,"경상남도 창원시 의창구 창원대로363번길 11, 6동 1층 2 (팔용동, 창원제3표준공장)",의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,빈스라이팅,계획,창원국가산업단지,경상남도 창원시 의창구 창원대로204번길 27 (팔용동),경상남도 창원시 의창구 팔용동 21-16번지,18,경상남도 창원시 의창구 창원대로204번길 27 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,삼공특수공구,계획,창원국가산업단지,경상남도 창원시 의창구 팔용로371번길 11 (팔용동),경상남도 창원시 의창구 팔용동 28-5번지,6,경상남도 창원시 의창구 팔용로371번길 11 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,삼광기계 제2공장,계획,창원국가산업단지,경상남도 창원시 의창구 창원대로204번길 20 (팔용동) (총 2 필지),경상남도 창원시 의창구 팔용동 60-1번지,101,경상남도 창원시 의창구 창원대로204번길 20 (팔용동) (총 2 필지),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,삼광기계공업(주),계획,창원국가산업단지,경상남도 창원시 의창구 죽전로 64 (팔용동),경상남도 창원시 의창구 팔용동 43-1번지,29,경상남도 창원시 의창구 죽전로 64 (팔용동),의창구,,0.0,,
경상남도,창원시 의창구,한국산업단지공단 경남지역본부,삼광기계공업사,계획,창원국가산업단지,"경상남도 창원시 의창구 죽전로 75 (팔용동, 삼광기계공업사)",경상남도 창원시 의창구 팔용동 42-33번지,0,"경상남도 창원시 의창구 죽전로 75 (팔용동, 삼광기계공업사)",의창구,,0.0,,
