bjd7,geometry,youth_share_mean_20_24,n_years,youth_share_2024,slope_2020_2024,adm_nm
0000nan,,0.2192588153031665,1,,,경상남도 창원시 의창구 용지동
4812111,,0.14719134856326216,5,0.137863121614968,-0.0041222944604221955,경상남도 창원시 의창구 동읍
4812131,"MULTIPOLYGON (((128.64310952213484 35.37239449635466, 128.642032894946 35.37075051798184, 128.64197803399352 35.37073239261623, 128.6395057574769 35.36894313085373, 128.63881023883027 35.366190480125894, 128.63874905013355 35.36461749630505, 128.63875070332165 35.36028320895488, 128.64023234827692 35.35912690626978, 128.64201299864322 35.358461284291536, 128.6428570241277 35.35585178460526, 128.64343579681133 35.35415793561553, 128.64452287794145 35.35243873076089, 128.64570646862234 35.3495349524693, 128.64490437582808 35.34628223509444, 128.64451863695746 35.34598305358179, 128.64320645641368 35.34424949907306, 128.64299727730705 35.341722034888264, 128.64324112732552 35.34051072305427, 128.6436720522417 35.338936072933315, 128.64215951720124 35.336969319017, 128.64141751187785 35.335650049199174, 128.6418055623376 35.33227569202077, 128.64270544281717 35.330001495764414, 128.64351959619714 35.329554983016195, 128.64460719928707 35.327893625885565, 128.64730293470805 35.3221749205623, 128.64627758609222 35.32086929784817, 128.64704881773568 35.316492569334265, 128.64512839671792 35.314546649410055, 128.64369659580393 35.313000975866785, 128.64284510729027 35.3115919305381, 128.6437713752133 35.31040984398031, 128.64396560946943 35.30755576419481, 128.64323964878403 35.30643459578013, 128.64189307308138 35.30522153994409, 128.63947284040796 35.30163251379663, 128.6386653062839 35.30015501791227, 128.63871215461305 35.297418858754924, 128.6395900660069 35.295786030175805, 128.64144044840435 35.29284414556621, 128.6420261965785 35.29250635142379, 128.64219942436205 35.289545005158224, 128.64206057762104 35.28781224422738, 128.64154197916648 35.28549734747491, 128.64140182040026 35.285225589124536, 128.64078298620453 35.284025702420294, 128.6394537280163 35.28327173717602, 128.63590483849364 35.28242622414817, 128.6358035845694 35.282402103008586, 128.63405532464907 35.28270676836006, 128.63203651477068 35.28164446335164, 128.63005633306733 35.2805355845125, 128.62862332550907 35.27932451905693, 128.62848325605458 35.27848332716106, 128.62790981714582 35.27810728462423, 128.6259070381565 35.27682301534036, 128.6239043284543 35.27553869695901, 128.6242966953634 35.27492962699746, 128.62356906462583 35.27495586848165, 128.62276512845204 35.27513225789946, 128.62177159585727 35.27583199387918, 128.6203797184185 35.27667742819832, 128.6198177082321 35.276803449959914, 128.6193369519149 35.27688162345121, 128.61768352314854 35.27695945730152, 128.6173680031399 35.276953128541514, 128.6153649019773 35.27677423291338, 128.61444573718848 35.27657959991669, 128.61291874919365 35.27630634884304, 128.61233586912434 35.276367850163815, 128.609845519939 35.27698598393008, 128.60941675893002 35.27696542109625, 128.60854423662641 35.27680285846723, 128.6034066972285 35.27538424501213, 128.60255063476657 35.27504916680246, 128.60236999594972 35.27472553486288, 128.6023212489378 35.27456300454945, 128.60042076023038 35.27130401424866, 128.59206742736652 35.271753808320085, 128.59173220276867 35.27174628565338, 128.59123734393899 35.2715854278251, 128.59130850488413 35.271741674578216, 128.59133720467622 35.27185788073105, 128.59133626474298 35.27204607951584, 128.59131636413434 35.27211809248993, 128.59104560688394 35.27306217595575, 128.59010340790724 35.27600208588897, 128.59001927369746 35.276230050369236, 128.5899380991834 35.2763579195999, 128.58982026533877 35.27649365683405, 128.58968797392475 35.27659330678837, 128.5895558426478 35.27666093672909, 128.5893407364882 35.27672827597509, 128.58916964458766 35.276779748068016, 128.58729306722375 35.277225830920884, 128.5870731927541 35.277273128407515, 128.58678015332563 35.27730816493345, 128.58633333512026 35.277346679099544, 128.58607949031048 35.277353825594616, 128.58594249823233 35.27735334957352, 128.58583055221843 35.27735295062897, 128.58552504260172 35.27744000846688, 128.58505560676608 35.277610569848214, 128.5847205097083 35.27775357506993, 128.583278328314 35.27857062964287, 128.58325278242611 35.27858911048508, 128.5832245155482 35.27861298771022, 128.58320373987644 35.278640004108865, 128.5817429660682 35.28116778014331, 128.58165169855545 35.28138504690424, 128.5816244835337 35.28151987389214, 128.5816077757342 35.28167212143439, 128.58159663774202 35.28177652910631, 128.58161473884314 35.28186580173393, 128.5816770785358 35.28211843069201, 128.58188765679142 35.282930785213, 128.58209994461893 35.283416764352765, 128.58225746174807 35.28372192888127, 128.58229413237433 35.28381344802565, 128.58230415638516 35.28392663776133, 128.58230907223907 35.28400062898002, 128.58230341318654 35.284070249861735, 128.5820180036353 35.284909166435796, 128.58187805715843 35.285309061070826, 128.5812537507082 35.287073767136256, 128.5810632234605 35.28751047095243, 128.58056267529227 35.28789606663121, 128.57984163688383 35.28836136634467, 128.57694462591826 35.29112993781097, 128.57354921763036 35.295846308205356, 128.57229814146132 35.30068702234126, 128.57237800290974 35.3009540544726, 128.57252782985876 35.30116416904043, 128.57624719787674 35.30443012580784, 128.57630446743673 35.304472245889116, 128.5763935845088 35.30453545416484, 128.57860889507327 35.30605539731639, 128.5786471429446 35.306071258708364, 128.57954634639708 35.30638101551353, 128.57965479251718 35.3064128419308, 128.57980161275438 35.30643431913215, 128.57990819724498 35.30644597952602, 128.57999955312212 35.30645596804059, 128.58022953777237 35.30645677827723, 128.58119406696576 35.306491579466524, 128.5824945127531 35.308283426742356, 128.5826652408961 35.30862995546459, 128.58186832227776 35.309536587396856, 128.58132329553135 35.309917314790965, 128.57660627585705 35.312731226454936, 128.57649469718328 35.312686277511844, 128.57638311761465 35.3126413347838, 128.57630160113865 35.31262560361165, 128.57621716002245 35.3126093096419, 128.57607634579438 35.31261443637131, 128.57595516290988 35.31261886529424, 128.57585481444042 35.31263544501674, 128.57573773077453 35.31265479192155, 128.57560948333696 35.312743446441225, 128.57525025148016 35.31301735574157, 128.57218605640765 35.31553298127768, 128.57212227479712 35.31561541976426, 128.5720698421327 35.31573093809899, 128.57205502718793 35.31580882455528, 128.57198402943538 35.31671316752453, 128.5721567353098 35.31835762336398, 128.57237231803595 35.31951568247588, 128.57240635605766 35.31961264718172, 128.57241162027935 35.31970714233566, 128.572408426298 35.31976618234231, 128.57232707583034 35.319905239471645, 128.57137923682697 35.32110403837977, 128.57095955326943 35.32151586404951, 128.57021492657785 35.32184977155214, 128.5691268307982 35.32233832639979, 128.56835598968863 35.32272764035386, 128.56756081952312 35.32389625285758, 128.56685278536315 35.324921121209805, 128.56674852187845 35.325031746008804, 128.56665313852758 35.32509989258651, 128.56653483753846 35.32514670371315, 128.5654854053108 35.325395639311786, 128.56335212994347 35.32586028451225, 128.5635341483205 35.326281366710255, 128.56505127803055 35.32830997479986, 128.5651295687116 35.32838093500473, 128.56537380768248 35.328595400794875, 128.5667332547841 35.32973890139963, 128.5686203733672 35.33240241437453, 128.5698624086708 35.33415548368657, 128.56991558784 35.33437232311775, 128.57016033969222 35.33555329802557, 128.57020489424497 35.335789421290414, 128.57019366683508 35.33597904484403, 128.56950017532822 35.33709979907877, 128.56942866540254 35.337161009444145, 128.5693120538287 35.33724972029443, 128.56804693714682 35.33805803653886, 128.56795297097577 35.338113019359966, 128.56772779441945 35.338179814987036, 128.5674221780377 35.33822634477713, 128.56690837477254 35.33831669646746, 128.56662124053076 35.33840939556309, 128.56640331747795 35.338522310416316, 128.56619267545966 35.33867522149256, 128.56601764835648 35.33882362999185, 128.56596856180647 35.33889413305387, 128.5645812213821 35.34116326395533, 128.56459232131084 35.341190963794425, 128.56515413962725 35.341810408883134, 128.56525853434727 35.34190911842432, 128.56539284220392 35.34201717390251, 128.56584660898952 35.34229693066991, 128.56598103396428 35.34238346858251, 128.56608723032926 35.34249295413697, 128.56612817292108 35.342545352534245, 128.56612796051482 35.342585302513285, 128.56534498091528 35.344996494756195, 128.56402747634954 35.34610730776091, 128.5627883883557 35.346918750335114, 128.56272443646438 35.34696461289714, 128.56270913361075 35.34702294565158, 128.56270888129882 35.34706904785603, 128.56271574097735 35.347185862711704, 128.56289493211838 35.347658250612874, 128.56295780613175 35.34781214238124, 128.56395437869742 35.350083476725736, 128.5601386684069 35.35168313041089, 128.5601123162705 35.35170453839015, 128.56007829527113 35.35175666218581, 128.55947327542725 35.35275324613049, 128.56145795941296 35.356042707579874, 128.56253364184212 35.35701271822144, 128.56568738785384 35.3572312997172, 128.5667254531375 35.3572830081316, 128.56773416869493 35.35734334405743, 128.5695854283046 35.35768363451363, 128.57055026364995 35.35798803183696, 128.57079473682603 35.358076125275296, 128.57090084467825 35.35815064855107, 128.57142031298986 35.35859737622301, 128.57152891783718 35.358702433307755, 128.5715605721918 35.35875925787836, 128.57154429711744 35.35881589973689, 128.571435513259 35.35974889564944, 128.57135167169176 35.36099599469514, 128.57135889535397 35.36113995466868, 128.57139702942558 35.361480294094115, 128.571436327425 35.361602560284226, 128.57148645319683 35.36168778404219, 128.57156585002593 35.36177747911191, 128.57166388690015 35.3618694188991, 128.57176739753592 35.361933035600885, 128.57231442040376 35.362207577642415, 128.57306797478086 35.36253960386132, 128.57321570451344 35.36261556315212, 128.57331951338946 35.36267277602631, 128.57415143774745 35.36334473149889, 128.57684975570126 35.365949383609895, 128.57696648888725 35.366085347834876, 128.57756248404405 35.367221034556835, 128.57780524332483 35.36801660652417, 128.5774056763607 35.36938822060344, 128.57723400598812 35.369801912468915, 128.5762160829075 35.372766227328015, 128.57599593282802 35.37605802038463, 128.57606731232832 35.376446336556896, 128.57673525642414 35.37843820766379, 128.57698397717112 35.37916413022291, 128.57771586377095 35.379220033867554, 128.57814961679662 35.37926208953248, 128.57826829973862 35.37927403823958, 128.57837003131436 35.37928428076726, 128.57846287547179 35.37929362877766, 128.5785453330453 35.37930193788867, 128.5789054319282 35.37935410918308, 128.57908556071865 35.379402304046884, 128.5792399633404 35.379443618164444, 128.57943606679416 35.37950660897879, 128.57967828048876 35.37958441781843, 128.58181084739513 35.38053959995882, 128.5835016488381 35.38129687140666, 128.58364338301638 35.3813732353568, 128.58410390846385 35.381639837262945, 128.58495643981874 35.382179036512746, 128.5851817760779 35.38233700389085, 128.58547484622414 35.38254248605005, 128.58795967625204 35.38500053653291, 128.5881513671726 35.385218286389424, 128.5881716452595 35.385241325284895, 128.58833187966385 35.3854252999081, 128.58849210593402 35.38560926987187, 128.58879231375735 35.38596675773463, 128.58906451090752 35.38634493012137, 128.5893769933761 35.386786647176606, 128.5915266293913 35.389324535632724, 128.59161287203062 35.38941212345665, 128.59171349423727 35.389514313024414, 128.59212283586595 35.38988048481242, 128.59253219003472 35.390246656848134, 128.59319454700233 35.39077267396805, 128.59528312095242 35.3923172083744, 128.59539972575055 35.39240341989707, 128.59573355539237 35.39264564843133, 128.59599825339475 35.3928374763857, 128.596198924624 35.39298289630669, 128.59666182008652 35.393305573705426, 128.5970169784019 35.39352548434535, 128.5975271768279 35.393855126618796, 128.59777685237358 35.39400694466569, 128.5979246421142 35.39403351593722, 128.59832629571233 35.3940840308877, 128.6000651113789 35.3942471996806, 128.6002810610224 35.39424791248037, 128.60054829611906 35.394192234936035, 128.60093273112983 35.394085312063396, 128.60096574336075 35.39407420694654, 128.60125119032597 35.39397816448797, 128.60153975136706 35.39385125631106, 128.60193687239794 35.393606658285705, 128.60239698371535 35.39326052769922, 128.60379972109268 35.39190323062467, 128.60470587026114 35.3910263942341, 128.605536376054 35.39011687045781, 128.6064095302903 35.389160622831646, 128.60878362492437 35.386940450019516, 128.61318608891435 35.383221817909146, 128.61336415752763 35.38309382339233, 128.61442590161724 35.38233069638756, 128.61507558800093 35.3819294862918, 128.61780528049528 35.38051192980363, 128.61806178323224 35.380416263682505, 128.61836104318445 35.38030466703822, 128.6277872975312 35.37702826198488, 128.63067802717129 35.37605522581597, 128.63868734627584 35.37354674145915, 128.63939484443242 35.37335310797559, 128.64006695750572 35.37316916317649, 128.64204199819483 35.37262861196308, 128.64273620193532 35.37247501963636, 128.64288966140106 35.37244191735929, 128.64310952213484 35.37239449635466)))",0.1408312497043029,5,0.1227963950536783,-0.010243416231728726,경상남도 창원시 의창구 북면
4812132,"MULTIPOLYGON (((128.69633091334282 35.37588403360201, 128.6967856161855 35.37571804876747, 128.69744444153153 35.37544755187106, 128.6975879523014 35.375387688053706, 128.69776834244124 35.37531242570369, 128.6984595141515 35.37499654945766, 128.69866177355993 35.37489483343653, 128.69877377594761 35.37483850051257, 128.6990946914275 35.37466336389073, 128.7000628929419 35.37412747202115, 128.70017123335376 35.3740636510487, 128.70037563734505 35.37394322205051, 128.70070288859748 35.373750167928684, 128.71136365521394 35.367351799976575, 128.71170813782092 35.36713631681073, 128.71175657818182 35.367105502259925, 128.71205626487824 35.36691484180195, 128.71413084056044 35.365393753255816, 128.7142120695537 35.36533277358381, 128.71446985563514 35.36513924363627, 128.71510013507338 35.36464060879142, 128.7154153086737 35.36437854537832, 128.71562686668886 35.36420168553166, 128.71573414320707 35.364111995714715, 128.7160548082107 35.36384243160845, 128.71637552783338 35.36355485891073, 128.71656380115647 35.363378067737926, 128.71668341245532 35.36326574750693, 128.71893845711608 35.361134324609175, 128.72050821428127 35.359765849776736, 128.72160392693823 35.35879581513746, 128.7227663311567 35.35773659982329, 128.7231105758206 35.35741539063636, 128.72402565230408 35.3565515847434, 128.72721866864043 35.3539328180315, 128.7340820076799 35.34890822247039, 128.73431551099827 35.34875109876082, 128.73447551967445 35.34865278801028, 128.7346849414549 35.34854594961313, 128.7349422827415 35.348414679532354, 128.73540886861184 35.34822589072441, 128.7358438534362 35.34809496030413, 128.73626832563954 35.347979007222754, 128.73642826784862 35.347942732515975, 128.73673201992244 35.3478738503566, 128.73702317961252 35.34782349212462, 128.73720348365939 35.34779231132552, 128.73767497175666 35.34771077382005, 128.7381044224764 35.3476677460464, 128.73850244608246 35.34763108057721, 128.73893963747153 35.34762666723431, 128.73935325096215 35.34763079442728, 128.73959242674576 35.347639419751225, 128.73976418870825 35.34764561564221, 128.74073097688662 35.347693564087365, 128.74093155081965 35.34770498225553, 128.74234387174093 35.347748767003594, 128.74326641888 35.34777219301, 128.7461458568816 35.347807747463335, 128.74721395647342 35.34779822905885, 128.75065641474262 35.347736789020715, 128.75240517562483 35.3476841287794, 128.75303162312798 35.34762503132522, 128.7532631770203 35.3476034493082, 128.75397505064254 35.347537097456694, 128.7543209447983 35.34751402947075, 128.75479090404525 35.347482705644, 128.75583415249488 35.34743325330325, 128.75624537961383 35.34742106239498, 128.75692362140097 35.347400958686805, 128.75753566392385 35.3473915759354, 128.75791831734713 35.34738571028666, 128.75966186031175 35.34737628528596, 128.76218222637593 35.34738603034548, 128.7617345857017 35.346202110292786, 128.76138989066186 35.345308735562305, 128.76108085346195 35.344731971908274, 128.7609098421012 35.34441283534683, 128.75758155617547 35.33826908936846, 128.75743497692065 35.338014357354155, 128.75724822629562 35.33779140589068, 128.75689153796594 35.33741550221223, 128.75521973572907 35.33592207883931, 128.75464971307838 35.33542191291365, 128.753904261522 35.334851168378236, 128.75349456974075 35.33461314001671, 128.75330240520597 35.33450950036687, 128.7528764279691 35.334435320130666, 128.75257642740553 35.334460578499936, 128.75228681988466 35.334528982885125, 128.75209710542404 35.33461915210494, 128.75199152320252 35.334731049713135, 128.7519439432538 35.334804282707694, 128.75193316113726 35.33489049841357, 128.75195387065926 35.33499835237261, 128.75200613678325 35.33511920725314, 128.75216851106092 35.33535673109822, 128.75247252301213 35.33574265030608, 128.75271871378794 35.33610540300432, 128.7528286048654 35.33630831555783, 128.7529591668874 35.336699533869144, 128.75298458772636 35.33699284206903, 128.75299958720848 35.33725162517974, 128.75293050796202 35.3374714164399, 128.7528668486583 35.33763946780873, 128.75270397396582 35.33790126031669, 128.75246633458397 35.33817676831893, 128.75097427454466 35.33966922616793, 128.7507579728631 35.33984989561707, 128.75064732385073 35.339897104428964, 128.75049462246753 35.33992695922025, 128.75032624186508 35.33992230865597, 128.75022106351886 35.339900526090695, 128.75020010067612 35.339874597691214, 128.75017399666083 35.339809862562895, 128.75016378281086 35.33970633939713, 128.74982963151473 35.335792082642, 128.74986533360158 35.33459051422794, 128.75011538381133 35.33366588762957, 128.75023294585498 35.33308394554475, 128.75024457531512 35.332726037883596, 128.75020310215442 35.33252757603951, 128.75014049863412 35.33235495863209, 128.75007234272576 35.3322728818763, 128.7493391129488 35.3320749833327, 128.74852476234986 35.33235185909291, 128.74711367311335 35.33260439004337, 128.74595324566027 35.332437375369864, 128.74231342121104 35.33169663170294, 128.741858357183 35.331393615818065, 128.7415374447575 35.33074046139366, 128.7415490627449 35.33037253351275, 128.74155853601783 35.330072711086615, 128.7418101823789 35.329356579004276, 128.74182123811408 35.329325128577295, 128.74242629167026 35.3276031834372, 128.74284772638208 35.32633956863355, 128.74287452366877 35.32616243675666, 128.7430544773516 35.32497265178596, 128.74265067617404 35.32155409739775, 128.74229542280415 35.320398399673046, 128.73929103275586 35.317336492796954, 128.73512467032847 35.31607072478874, 128.73494323667464 35.31601560252275, 128.73302447025478 35.31569486324951, 128.72754795454026 35.31845270909286, 128.72384894910834 35.32044981656939, 128.7237435308743 35.32051605692196, 128.72302196707497 35.32096945684659, 128.72219498751784 35.32148908699542, 128.72198473705905 35.321692755859395, 128.72121192046032 35.3224413925864, 128.72038126420156 35.32390421675598, 128.71970391518857 35.32480379988876, 128.71899599389204 35.32537491179629, 128.7184113189689 35.32563473037019, 128.71773790626946 35.325605601053056, 128.71457803704664 35.323531932779325, 128.7136161218653 35.32269431299386, 128.7135754707804 35.32259873821292, 128.71328082331104 35.32190584485875, 128.71324845145256 35.32149033140584, 128.7136559971661 35.31842777616745, 128.71343056271206 35.31781186492645, 128.71261429888872 35.31676165448932, 128.71148960693444 35.31531458325145, 128.71148227725328 35.31496644999696, 128.71187851565432 35.31360655312218, 128.71242262259523 35.31254444387462, 128.71323279770317 35.31178812384888, 128.7152847474923 35.31059826168757, 128.71664961580225 35.31040478775631, 128.71673734023258 35.310057215723496, 128.7167475772982 35.310016441086574, 128.7103276428228 35.308888506436695, 128.70938221881661 35.30882446702515, 128.69953320249707 35.309621004849184, 128.69839225442408 35.30980146170211, 128.69689466442986 35.31042223881251, 128.69618393377596 35.31039162353832, 128.69591038908436 35.31038699550189, 128.69567520002636 35.310398211534434, 128.6955071572275 35.31042529646273, 128.69539662314253 35.310468273717326, 128.6952188106612 35.310546452953375, 128.6950985756984 35.31062479948448, 128.69493986131252 35.31073252086986, 128.69485805612476 35.310803068740896, 128.69471839663933 35.310952134322335, 128.6946316691571 35.31106198594006, 128.69454479689747 35.31121901051812, 128.69446753729497 35.311370146183705, 128.69441430907386 35.31151151415841, 128.6943801123358 35.31170008119383, 128.6943555906052 35.31186902690202, 128.6943550395045 35.312039985395145, 128.6943594242426 35.31216965808409, 128.69433038496504 35.31225213049549, 128.69429176929302 35.3123266819816, 128.69406525166065 35.312654192866844, 128.69338603697355 35.31357759242326, 128.69312608123985 35.31389898762555, 128.69297210798211 35.314059603501654, 128.69280381961448 35.31420643290011, 128.69249132935275 35.31446480791183, 128.69212608653217 35.3147347842262, 128.6918618040785 35.31492059952953, 128.6917080541271 35.31502618140849, 128.69153995513355 35.31512389530881, 128.69136716687063 35.315182346736236, 128.69101213953888 35.31525208020829, 128.69063314607297 35.31531196209578, 128.69037892495285 35.315346621092026, 128.6901918695448 35.31536186174863, 128.68994731494516 35.31536121685228, 128.6895398064987 35.315330751113386, 128.68768927077343 35.31512771085667, 128.68526320140577 35.314911372899154, 128.68515768861005 35.31491501382445, 128.68507134277883 35.31493442479087, 128.68496095541545 35.314985172237236, 128.68486976502388 35.3150339985198, 128.68226406669595 35.316502837958545, 128.68106471390686 35.31727054740726, 128.68058023605064 35.31761640017215, 128.68011017707707 35.317975959356325, 128.6797120766217 35.318314117633285, 128.67946267319888 35.31856046244936, 128.67921805276606 35.318849935690764, 128.67901179276518 35.3191218366181, 128.67860412811902 35.31966558648278, 128.67784644302077 35.32086849662673, 128.67777928894543 35.32100151953485, 128.67776969327105 35.32106026962439, 128.67777446712353 35.32109944413568, 128.67780798918292 35.32114849096337, 128.68118134589113 35.325075887485724, 128.68250565527498 35.32655961758928, 128.6844017495744 35.32863241396595, 128.68489516509177 35.32916517417087, 128.68513624644288 35.32942457321376, 128.68675191881408 35.331157793541244, 128.68698737703752 35.331410218395156, 128.6872341131679 35.33167196936318, 128.68748088080062 35.33192906978565, 128.68773894507214 35.332190820189794, 128.68814079262162 35.332613105801734, 128.689277741777 35.334056144789, 128.6920924792811 35.33762840413596, 128.68982481637863 35.338523435615066, 128.68843422635405 35.3390722616961, 128.68839092576593 35.33911835132369, 128.6884294455631 35.34182992281518, 128.6884652234282 35.34434807846463, 128.68873133084006 35.34526376422119, 128.6922559671841 35.344731929713284, 128.69266986040464 35.34642602360299, 128.69252284389052 35.347955135597196, 128.69114134798724 35.35005521712788, 128.68475908472948 35.35489937157233, 128.68178570234355 35.355760027016856, 128.68150174742 35.355730610023684, 128.68124739396498 35.355719490966386, 128.68100149635146 35.3557162356798, 128.68078733979 35.35572260839591, 128.68066012467307 35.35573096607581, 128.67955069761553 35.35590971539638, 128.6794021902596 35.35593714703569, 128.6793045490362 35.355964702438726, 128.6781105019922 35.356426537760335, 128.67801573682223 35.356468955370964, 128.67794776191352 35.35650355703644, 128.6778755113761 35.35654681268404, 128.67769269788732 35.356668902173816, 128.6774524358084 35.35684994054623, 128.67735035172973 35.35693138737387, 128.67718860574945 35.35708656795847, 128.6770053643764 35.35731818488485, 128.6739235922226 35.361357515013836, 128.6735415382094 35.36198849704613, 128.67104308737547 35.36636444048527, 128.67045481882553 35.36812583386138, 128.66997210500767 35.370015808174664, 128.6699193063266 35.370570214648446, 128.6699186536564 35.37073160937622, 128.66992825137194 35.37085165724813, 128.6700833777916 35.371224531052, 128.67015895378302 35.37251595831807, 128.67014262886764 35.3727973317739, 128.670070146289 35.37322339471862, 128.66983239015445 35.37452222236023, 128.669595334234 35.375643118462136, 128.6692412934009 35.37694990006107, 128.6690926969417 35.37745025522207, 128.66872163476563 35.3786123374518, 128.67208500042096 35.37986263317896, 128.67239098973684 35.37994832273994, 128.6727014588744 35.380003631067545, 128.67332949069902 35.38002994665037, 128.67430499747687 35.38005765156542, 128.67866321820776 35.38004932535287, 128.68090810930337 35.380042778314404, 128.68166971385594 35.38002723121686, 128.68234573219632 35.379998915960286, 128.68289330847486 35.37996525290576, 128.6847871531454 35.37978717713394, 128.68543885921957 35.37971868397745, 128.68661989041297 35.37959137530983, 128.6872135168174 35.37951517336083, 128.6878255299322 35.37942647426018, 128.68828459643566 35.37934491977185, 128.68849272977582 35.37930032935715, 128.688734547484 35.37924579134369, 128.68895802668084 35.37919121423087, 128.68928253665268 35.379106770429566, 128.69009997169354 35.378883202293395, 128.69089920421948 35.37861946316861, 128.6911564553793 35.37852983572374, 128.69291143078686 35.37772296431867, 128.69421154048607 35.37694835536543, 128.69521903749455 35.37641829504249, 128.69577317048766 35.37612846436359, 128.69603354995795 35.37600742279737, 128.69618298552984 35.375945408414154, 128.69633091334282 35.37588403360201)))",0.11743240405738234,5,0.1027869343721906,-0.008115293573964595,경상남도 창원시 의창구 대산면
