arrprevstationcnt,arrtime,nodeid,nodenm,routeid,routeno,routetp,vehicletp,station_id,ts
35,2033,CWB379001328,중부경찰서,CWB379000530,53,지선버스,저상버스,CWB379001328,2025-09-07T21:13:01+09:00
31,1875,CWB379001328,중부경찰서,CWB379000540,54,지선버스,일반차량,CWB379001328,2025-09-07T21:13:01+09:00
8,400,CWB379001328,중부경찰서,CWB379000620,62,지선버스,일반차량,CWB379001328,2025-09-07T21:13:01+09:00
7,412,CWB379001344,반월민원센터,CWB379000220,22,지선버스,저상버스,CWB379001344,2025-09-07T21:13:02+09:00
35,2312,CWB379001344,반월민원센터,CWB379000640,64,지선버스,일반차량,CWB379001344,2025-09-07T21:13:02+09:00
2,94,CWB379001344,반월민원센터,CWB379000700,70,지선버스,저상버스,CWB379001344,2025-09-07T21:13:02+09:00
12,924,CWB379001344,반월민원센터,CWB379000710,71,지선버스,저상버스,CWB379001344,2025-09-07T21:13:02+09:00
34,2098,CWB379001344,반월민원센터,CWB379000720,72,지선버스,저상버스,CWB379001344,2025-09-07T21:13:02+09:00
4,212,CWB379001344,반월민원센터,CWB379001600,160,간선버스,저상버스,CWB379001344,2025-09-07T21:13:02+09:00
8,478,CWB379001344,반월민원센터,CWB379002530,253,지선버스,저상버스,CWB379001344,2025-09-07T21:13:02+09:00
12,804,CWB379001344,반월민원센터,CWB379002580,258,지선버스,저상버스,CWB379001344,2025-09-07T21:13:02+09:00
19,1192,CWB379001344,반월민원센터,CWB379002630,263,지선버스,일반차량,CWB379001344,2025-09-07T21:13:02+09:00
1,31,CWB379001344,반월민원센터,CWB379002770,277,지선버스,일반차량,CWB379001344,2025-09-07T21:13:02+09:00
9,475,CWB379001312,경동메르빌APT,CWB379000220,22,지선버스,저상버스,CWB379001312,2025-09-07T21:13:02+09:00
1,8,CWB379001312,경동메르빌APT,CWB379000510,51,지선버스,저상버스,CWB379001312,2025-09-07T21:13:02+09:00
37,2375,CWB379001312,경동메르빌APT,CWB379000640,64,지선버스,일반차량,CWB379001312,2025-09-07T21:13:02+09:00
4,157,CWB379001312,경동메르빌APT,CWB379000700,70,지선버스,저상버스,CWB379001312,2025-09-07T21:13:02+09:00
14,987,CWB379001312,경동메르빌APT,CWB379000710,71,지선버스,저상버스,CWB379001312,2025-09-07T21:13:02+09:00
36,2161,CWB379001312,경동메르빌APT,CWB379000720,72,지선버스,저상버스,CWB379001312,2025-09-07T21:13:02+09:00
1,18,CWB379001312,경동메르빌APT,CWB379001070,107,간선버스,저상버스,CWB379001312,2025-09-07T21:13:02+09:00
1,12,CWB379001312,경동메르빌APT,CWB379001220,122,간선버스,저상버스,CWB379001312,2025-09-07T21:13:02+09:00
6,275,CWB379001312,경동메르빌APT,CWB379001600,160,간선버스,저상버스,CWB379001312,2025-09-07T21:13:02+09:00
10,541,CWB379001312,경동메르빌APT,CWB379002530,253,지선버스,저상버스,CWB379001312,2025-09-07T21:13:02+09:00
17,932,CWB379001347,반월민원센터,CWB379000200,20,지선버스,저상버스,CWB379001347,2025-09-07T21:13:03+09:00
28,1375,CWB379001347,반월민원센터,CWB379000220,22,지선버스,저상버스,CWB379001347,2025-09-07T21:13:03+09:00
37,2194,CWB379001347,반월민원센터,CWB379000240,24,지선버스,저상버스,CWB379001347,2025-09-07T21:13:03+09:00
26,1493,CWB379001347,반월민원센터,CWB379000400,40,지선버스,일반차량,CWB379001347,2025-09-07T21:13:03+09:00
30,1745,CWB379001347,반월민원센터,CWB379000410,41,지선버스,일반차량,CWB379001347,2025-09-07T21:13:03+09:00
50,3150,CWB379001347,반월민원센터,CWB379000450,45,지선버스,저상버스,CWB379001347,2025-09-07T21:13:03+09:00
32,1689,CWB379001347,반월민원센터,CWB379000500,50,지선버스,저상버스,CWB379001347,2025-09-07T21:13:03+09:00
36,2091,CWB379001347,반월민원센터,CWB379000530,53,지선버스,저상버스,CWB379001347,2025-09-07T21:13:03+09:00
32,1933,CWB379001347,반월민원센터,CWB379000540,54,지선버스,일반차량,CWB379001347,2025-09-07T21:13:03+09:00
9,458,CWB379001347,반월민원센터,CWB379000620,62,지선버스,일반차량,CWB379001347,2025-09-07T21:13:03+09:00
15,823,CWB379001313,경동메르빌APT,CWB379000200,20,지선버스,저상버스,CWB379001313,2025-09-07T21:13:04+09:00
26,1266,CWB379001313,경동메르빌APT,CWB379000220,22,지선버스,저상버스,CWB379001313,2025-09-07T21:13:04+09:00
35,2085,CWB379001313,경동메르빌APT,CWB379000240,24,지선버스,저상버스,CWB379001313,2025-09-07T21:13:04+09:00
24,1384,CWB379001313,경동메르빌APT,CWB379000400,40,지선버스,일반차량,CWB379001313,2025-09-07T21:13:04+09:00
28,1636,CWB379001313,경동메르빌APT,CWB379000410,41,지선버스,일반차량,CWB379001313,2025-09-07T21:13:04+09:00
48,3041,CWB379001313,경동메르빌APT,CWB379000450,45,지선버스,저상버스,CWB379001313,2025-09-07T21:13:04+09:00
30,1580,CWB379001313,경동메르빌APT,CWB379000500,50,지선버스,저상버스,CWB379001313,2025-09-07T21:13:04+09:00
34,1982,CWB379001313,경동메르빌APT,CWB379000530,53,지선버스,저상버스,CWB379001313,2025-09-07T21:13:04+09:00
30,1824,CWB379001313,경동메르빌APT,CWB379000540,54,지선버스,일반차량,CWB379001313,2025-09-07T21:13:04+09:00
7,349,CWB379001313,경동메르빌APT,CWB379000620,62,지선버스,일반차량,CWB379001313,2025-09-07T21:13:04+09:00
21,1160,CWB379001418,"경남대,서중학교",CWB379000200,20,지선버스,저상버스,CWB379001418,2025-09-07T21:13:05+09:00
32,1596,CWB379001418,"경남대,서중학교",CWB379000220,22,지선버스,저상버스,CWB379001418,2025-09-07T21:13:05+09:00
20,1175,CWB379001418,"경남대,서중학교",CWB379000270,27,지선버스,저상버스,CWB379001418,2025-09-07T21:13:05+09:00
30,1709,CWB379001418,"경남대,서중학교",CWB379000400,40,지선버스,일반차량,CWB379001418,2025-09-07T21:13:05+09:00
34,1967,CWB379001418,"경남대,서중학교",CWB379000410,41,지선버스,일반차량,CWB379001418,2025-09-07T21:13:05+09:00
54,3356,CWB379001418,"경남대,서중학교",CWB379000450,45,지선버스,저상버스,CWB379001418,2025-09-07T21:13:05+09:00
36,1915,CWB379001418,"경남대,서중학교",CWB379000500,50,지선버스,저상버스,CWB379001418,2025-09-07T21:13:05+09:00
40,2312,CWB379001418,"경남대,서중학교",CWB379000530,53,지선버스,저상버스,CWB379001418,2025-09-07T21:13:05+09:00
36,2154,CWB379001418,"경남대,서중학교",CWB379000540,54,지선버스,일반차량,CWB379001418,2025-09-07T21:13:05+09:00
6,352,CWB379001418,"경남대,서중학교",CWB379001000,100,간선버스,저상버스,CWB379001418,2025-09-07T21:13:05+09:00
15,869,CWB379001114,자유무역지역정문,CWB379000220,22,지선버스,저상버스,CWB379001114,2025-09-07T21:13:06+09:00
43,2641,CWB379001114,자유무역지역정문,CWB379000640,64,지선버스,일반차량,CWB379001114,2025-09-07T21:13:06+09:00
2,120,CWB379001114,자유무역지역정문,CWB379000641,64-1,지선버스,저상버스,CWB379001114,2025-09-07T21:13:06+09:00
10,542,CWB379001114,자유무역지역정문,CWB379000700,70,지선버스,저상버스,CWB379001114,2025-09-07T21:13:06+09:00
42,2556,CWB379001114,자유무역지역정문,CWB379000720,72,지선버스,저상버스,CWB379001114,2025-09-07T21:13:06+09:00
3,125,CWB379001114,자유무역지역정문,CWB379001020,102,간선버스,일반차량,CWB379001114,2025-09-07T21:13:06+09:00
6,328,CWB379001114,자유무역지역정문,CWB379001070,107,간선버스,저상버스,CWB379001114,2025-09-07T21:13:06+09:00
2,106,CWB379001114,자유무역지역정문,CWB379001090,109,간선버스,저상버스,CWB379001114,2025-09-07T21:13:06+09:00
3,172,CWB379001114,자유무역지역정문,CWB379001140,114,간선버스,저상버스,CWB379001114,2025-09-07T21:13:06+09:00
11,598,CWB379001114,자유무역지역정문,CWB379001600,160,간선버스,저상버스,CWB379001114,2025-09-07T21:13:06+09:00
7,359,CWB379001107,자유무역지역정문,CWB379000200,20,지선버스,저상버스,CWB379001107,2025-09-07T21:13:06+09:00
19,895,CWB379001107,자유무역지역정문,CWB379000220,22,지선버스,저상버스,CWB379001107,2025-09-07T21:13:06+09:00
17,961,CWB379001107,자유무역지역정문,CWB379000400,40,지선버스,일반차량,CWB379001107,2025-09-07T21:13:06+09:00
21,1219,CWB379001107,자유무역지역정문,CWB379000410,41,지선버스,일반차량,CWB379001107,2025-09-07T21:13:06+09:00
41,2652,CWB379001107,자유무역지역정문,CWB379000450,45,지선버스,저상버스,CWB379001107,2025-09-07T21:13:06+09:00
23,1189,CWB379001107,자유무역지역정문,CWB379000500,50,지선버스,저상버스,CWB379001107,2025-09-07T21:13:06+09:00
1,1,CWB379001107,자유무역지역정문,CWB379000620,62,지선버스,일반차량,CWB379001107,2025-09-07T21:13:06+09:00
3,163,CWB379001107,자유무역지역정문,CWB379000650,65,지선버스,일반차량,CWB379001107,2025-09-07T21:13:06+09:00
20,980,CWB379001107,자유무역지역정문,CWB379000700,70,지선버스,저상버스,CWB379001107,2025-09-07T21:13:06+09:00
8,462,CWB379001107,자유무역지역정문,CWB379001020,102,간선버스,저상버스,CWB379001107,2025-09-07T21:13:06+09:00
8,401,CWB379001139,오동교,CWB379000200,20,지선버스,저상버스,CWB379001139,2025-09-07T21:13:07+09:00
20,937,CWB379001139,오동교,CWB379000220,22,지선버스,저상버스,CWB379001139,2025-09-07T21:13:07+09:00
18,1003,CWB379001139,오동교,CWB379000400,40,지선버스,일반차량,CWB379001139,2025-09-07T21:13:07+09:00
22,1261,CWB379001139,오동교,CWB379000410,41,지선버스,일반차량,CWB379001139,2025-09-07T21:13:07+09:00
42,2697,CWB379001139,오동교,CWB379000450,45,지선버스,저상버스,CWB379001139,2025-09-07T21:13:07+09:00
24,1231,CWB379001139,오동교,CWB379000500,50,지선버스,저상버스,CWB379001139,2025-09-07T21:13:07+09:00
1,18,CWB379001139,오동교,CWB379000620,62,지선버스,일반차량,CWB379001139,2025-09-07T21:13:07+09:00
4,205,CWB379001139,오동교,CWB379000650,65,지선버스,일반차량,CWB379001139,2025-09-07T21:13:07+09:00
21,1022,CWB379001139,오동교,CWB379000700,70,지선버스,저상버스,CWB379001139,2025-09-07T21:13:07+09:00
9,504,CWB379001139,오동교,CWB379001020,102,간선버스,저상버스,CWB379001139,2025-09-07T21:13:07+09:00
9,448,CWB379001173,오동동아구찜거리,CWB379000200,20,지선버스,저상버스,CWB379001173,2025-09-07T21:13:07+09:00
21,984,CWB379001173,오동동아구찜거리,CWB379000220,22,지선버스,저상버스,CWB379001173,2025-09-07T21:13:07+09:00
19,1050,CWB379001173,오동동아구찜거리,CWB379000400,40,지선버스,일반차량,CWB379001173,2025-09-07T21:13:07+09:00
23,1308,CWB379001173,오동동아구찜거리,CWB379000410,41,지선버스,일반차량,CWB379001173,2025-09-07T21:13:07+09:00
43,2744,CWB379001173,오동동아구찜거리,CWB379000450,45,지선버스,저상버스,CWB379001173,2025-09-07T21:13:07+09:00
25,1278,CWB379001173,오동동아구찜거리,CWB379000500,50,지선버스,저상버스,CWB379001173,2025-09-07T21:13:07+09:00
1,12,CWB379001173,오동동아구찜거리,CWB379000620,62,지선버스,일반차량,CWB379001173,2025-09-07T21:13:07+09:00
5,252,CWB379001173,오동동아구찜거리,CWB379000650,65,지선버스,일반차량,CWB379001173,2025-09-07T21:13:07+09:00
22,1069,CWB379001173,오동동아구찜거리,CWB379000700,70,지선버스,저상버스,CWB379001173,2025-09-07T21:13:07+09:00
10,551,CWB379001173,오동동아구찜거리,CWB379001020,102,간선버스,저상버스,CWB379001173,2025-09-07T21:13:07+09:00
4,180,CWB379000951,신세계백화점,CWB379000200,20,지선버스,저상버스,CWB379000951,2025-09-07T21:13:08+09:00
16,716,CWB379000951,신세계백화점,CWB379000220,22,지선버스,저상버스,CWB379000951,2025-09-07T21:13:08+09:00
14,782,CWB379000951,신세계백화점,CWB379000400,40,지선버스,일반차량,CWB379000951,2025-09-07T21:13:08+09:00
18,1040,CWB379000951,신세계백화점,CWB379000410,41,지선버스,일반차량,CWB379000951,2025-09-07T21:13:08+09:00
38,2476,CWB379000951,신세계백화점,CWB379000450,45,지선버스,저상버스,CWB379000951,2025-09-07T21:13:08+09:00
20,1010,CWB379000951,신세계백화점,CWB379000500,50,지선버스,저상버스,CWB379000951,2025-09-07T21:13:08+09:00
17,801,CWB379000951,신세계백화점,CWB379000700,70,지선버스,저상버스,CWB379000951,2025-09-07T21:13:08+09:00
5,283,CWB379000951,신세계백화점,CWB379001020,102,간선버스,저상버스,CWB379000951,2025-09-07T21:13:08+09:00
13,784,CWB379000951,신세계백화점,CWB379001070,107,간선버스,저상버스,CWB379000951,2025-09-07T21:13:08+09:00
11,739,CWB379000951,신세계백화점,CWB379001080,108,간선버스,저상버스,CWB379000951,2025-09-07T21:13:08+09:00
5,259,CWB379001031,산호동,CWB379000200,20,지선버스,저상버스,CWB379001031,2025-09-07T21:13:08+09:00
17,795,CWB379001031,산호동,CWB379000220,22,지선버스,저상버스,CWB379001031,2025-09-07T21:13:08+09:00
15,861,CWB379001031,산호동,CWB379000400,40,지선버스,일반차량,CWB379001031,2025-09-07T21:13:08+09:00
19,1119,CWB379001031,산호동,CWB379000410,41,지선버스,일반차량,CWB379001031,2025-09-07T21:13:08+09:00
39,2555,CWB379001031,산호동,CWB379000450,45,지선버스,저상버스,CWB379001031,2025-09-07T21:13:08+09:00
21,1089,CWB379001031,산호동,CWB379000500,50,지선버스,저상버스,CWB379001031,2025-09-07T21:13:08+09:00
1,63,CWB379001031,산호동,CWB379000650,65,지선버스,일반차량,CWB379001031,2025-09-07T21:13:08+09:00
18,880,CWB379001031,산호동,CWB379000700,70,지선버스,저상버스,CWB379001031,2025-09-07T21:13:08+09:00
6,362,CWB379001031,산호동,CWB379001020,102,간선버스,저상버스,CWB379001031,2025-09-07T21:13:08+09:00
14,904,CWB379001031,산호동,CWB379001070,107,간선버스,저상버스,CWB379001031,2025-09-07T21:13:08+09:00
5,359,CWB379001394,문화동,CWB379000220,22,지선버스,저상버스,CWB379001394,2025-09-07T21:13:53+09:00
31,2034,CWB379001394,문화동,CWB379000640,64,지선버스,일반차량,CWB379001394,2025-09-07T21:13:53+09:00
1,1,CWB379001394,문화동,CWB379000700,70,지선버스,저상버스,CWB379001394,2025-09-07T21:13:53+09:00
9,739,CWB379001394,문화동,CWB379000710,71,지선버스,저상버스,CWB379001394,2025-09-07T21:13:53+09:00
30,1941,CWB379001394,문화동,CWB379000720,72,지선버스,저상버스,CWB379001394,2025-09-07T21:13:53+09:00
5,366,CWB379001394,문화동,CWB379001030,103,간선버스,저상버스,CWB379001394,2025-09-07T21:13:53+09:00
1,2,CWB379001394,문화동,CWB379001600,160,간선버스,저상버스,CWB379001394,2025-09-07T21:13:53+09:00
5,295,CWB379001394,문화동,CWB379002530,253,지선버스,저상버스,CWB379001394,2025-09-07T21:13:53+09:00
10,668,CWB379001394,문화동,CWB379002580,258,지선버스,저상버스,CWB379001394,2025-09-07T21:13:53+09:00
14,957,CWB379001394,문화동,CWB379002630,263,지선버스,일반차량,CWB379001394,2025-09-07T21:13:53+09:00
18,990,CWB379001392,문화동,CWB379000200,20,지선버스,저상버스,CWB379001392,2025-09-07T21:13:53+09:00
29,1403,CWB379001392,문화동,CWB379000220,22,지선버스,저상버스,CWB379001392,2025-09-07T21:13:53+09:00
38,2235,CWB379001392,문화동,CWB379000240,24,지선버스,저상버스,CWB379001392,2025-09-07T21:13:53+09:00
28,1529,CWB379001392,문화동,CWB379000400,40,지선버스,일반차량,CWB379001392,2025-09-07T21:13:53+09:00
31,1801,CWB379001392,문화동,CWB379000410,41,지선버스,일반차량,CWB379001392,2025-09-07T21:13:53+09:00
51,3037,CWB379001392,문화동,CWB379000450,45,지선버스,저상버스,CWB379001392,2025-09-07T21:13:53+09:00
32,1662,CWB379001392,문화동,CWB379000500,50,지선버스,저상버스,CWB379001392,2025-09-07T21:13:53+09:00
37,2147,CWB379001392,문화동,CWB379000530,53,지선버스,저상버스,CWB379001392,2025-09-07T21:13:53+09:00
34,2023,CWB379001392,문화동,CWB379000540,54,지선버스,일반차량,CWB379001392,2025-09-07T21:13:53+09:00
9,503,CWB379001392,문화동,CWB379000620,62,지선버스,일반차량,CWB379001392,2025-09-07T21:13:53+09:00
12,664,CWB379001246,경남데파트,CWB379000200,20,지선버스,저상버스,CWB379001246,2025-09-07T21:13:54+09:00
23,1077,CWB379001246,경남데파트,CWB379000220,22,지선버스,저상버스,CWB379001246,2025-09-07T21:13:54+09:00
32,1909,CWB379001246,경남데파트,CWB379000240,24,지선버스,저상버스,CWB379001246,2025-09-07T21:13:54+09:00
22,1203,CWB379001246,경남데파트,CWB379000400,40,지선버스,일반차량,CWB379001246,2025-09-07T21:13:54+09:00
25,1475,CWB379001246,경남데파트,CWB379000410,41,지선버스,일반차량,CWB379001246,2025-09-07T21:13:54+09:00
45,2711,CWB379001246,경남데파트,CWB379000450,45,지선버스,저상버스,CWB379001246,2025-09-07T21:13:54+09:00
26,1336,CWB379001246,경남데파트,CWB379000500,50,지선버스,저상버스,CWB379001246,2025-09-07T21:13:54+09:00
31,1821,CWB379001246,경남데파트,CWB379000530,53,지선버스,저상버스,CWB379001246,2025-09-07T21:13:54+09:00
28,1697,CWB379001246,경남데파트,CWB379000540,54,지선버스,일반차량,CWB379001246,2025-09-07T21:13:54+09:00
3,177,CWB379001246,경남데파트,CWB379000620,62,지선버스,일반차량,CWB379001246,2025-09-07T21:13:54+09:00
11,603,CWB379001224,KT마산점,CWB379000200,20,지선버스,저상버스,CWB379001224,2025-09-07T21:13:55+09:00
22,1016,CWB379001224,KT마산점,CWB379000220,22,지선버스,저상버스,CWB379001224,2025-09-07T21:13:55+09:00
31,1848,CWB379001224,KT마산점,CWB379000240,24,지선버스,저상버스,CWB379001224,2025-09-07T21:13:55+09:00
21,1142,CWB379001224,KT마산점,CWB379000400,40,지선버스,일반차량,CWB379001224,2025-09-07T21:13:55+09:00
24,1414,CWB379001224,KT마산점,CWB379000410,41,지선버스,일반차량,CWB379001224,2025-09-07T21:13:55+09:00
45,2822,CWB379001224,KT마산점,CWB379000450,45,지선버스,저상버스,CWB379001224,2025-09-07T21:13:55+09:00
25,1275,CWB379001224,KT마산점,CWB379000500,50,지선버스,저상버스,CWB379001224,2025-09-07T21:13:55+09:00
30,1760,CWB379001224,KT마산점,CWB379000530,53,지선버스,저상버스,CWB379001224,2025-09-07T21:13:55+09:00
27,1636,CWB379001224,KT마산점,CWB379000540,54,지선버스,일반차량,CWB379001224,2025-09-07T21:13:55+09:00
2,116,CWB379001224,KT마산점,CWB379000620,62,지선버스,일반차량,CWB379001224,2025-09-07T21:13:55+09:00
13,723,CWB379001284,마산합포구청.의료원,CWB379000200,20,지선버스,저상버스,CWB379001284,2025-09-07T21:13:55+09:00
24,1136,CWB379001284,마산합포구청.의료원,CWB379000220,22,지선버스,저상버스,CWB379001284,2025-09-07T21:13:55+09:00
33,1971,CWB379001284,마산합포구청.의료원,CWB379000240,24,지선버스,저상버스,CWB379001284,2025-09-07T21:13:55+09:00
23,1262,CWB379001284,마산합포구청.의료원,CWB379000400,40,지선버스,일반차량,CWB379001284,2025-09-07T21:13:55+09:00
26,1534,CWB379001284,마산합포구청.의료원,CWB379000410,41,지선버스,일반차량,CWB379001284,2025-09-07T21:13:55+09:00
47,2942,CWB379001284,마산합포구청.의료원,CWB379000450,45,지선버스,저상버스,CWB379001284,2025-09-07T21:13:55+09:00
27,1395,CWB379001284,마산합포구청.의료원,CWB379000500,50,지선버스,저상버스,CWB379001284,2025-09-07T21:13:55+09:00
32,1880,CWB379001284,마산합포구청.의료원,CWB379000530,53,지선버스,저상버스,CWB379001284,2025-09-07T21:13:55+09:00
29,1756,CWB379001284,마산합포구청.의료원,CWB379000540,54,지선버스,일반차량,CWB379001284,2025-09-07T21:13:55+09:00
4,236,CWB379001284,마산합포구청.의료원,CWB379000620,62,지선버스,일반차량,CWB379001284,2025-09-07T21:13:55+09:00
17,934,CWB379001376,연세병원,CWB379000200,20,지선버스,저상버스,CWB379001376,2025-09-07T21:13:56+09:00
28,1347,CWB379001376,연세병원,CWB379000220,22,지선버스,저상버스,CWB379001376,2025-09-07T21:13:56+09:00
37,2179,CWB379001376,연세병원,CWB379000240,24,지선버스,저상버스,CWB379001376,2025-09-07T21:13:56+09:00
27,1473,CWB379001376,연세병원,CWB379000400,40,지선버스,일반차량,CWB379001376,2025-09-07T21:13:56+09:00
30,1745,CWB379001376,연세병원,CWB379000410,41,지선버스,일반차량,CWB379001376,2025-09-07T21:13:56+09:00
50,2981,CWB379001376,연세병원,CWB379000450,45,지선버스,저상버스,CWB379001376,2025-09-07T21:13:56+09:00
31,1606,CWB379001376,연세병원,CWB379000500,50,지선버스,저상버스,CWB379001376,2025-09-07T21:13:56+09:00
36,2091,CWB379001376,연세병원,CWB379000530,53,지선버스,저상버스,CWB379001376,2025-09-07T21:13:56+09:00
33,1967,CWB379001376,연세병원,CWB379000540,54,지선버스,일반차량,CWB379001376,2025-09-07T21:13:56+09:00
8,447,CWB379001376,연세병원,CWB379000620,62,지선버스,일반차량,CWB379001376,2025-09-07T21:13:56+09:00
8,505,CWB379001331,중부경찰서,CWB379000220,22,지선버스,저상버스,CWB379001331,2025-09-07T21:13:56+09:00
34,2180,CWB379001331,중부경찰서,CWB379000640,64,지선버스,일반차량,CWB379001331,2025-09-07T21:13:56+09:00
2,45,CWB379001331,중부경찰서,CWB379000700,70,지선버스,저상버스,CWB379001331,2025-09-07T21:13:56+09:00
12,885,CWB379001331,중부경찰서,CWB379000710,71,지선버스,저상버스,CWB379001331,2025-09-07T21:13:56+09:00
33,2087,CWB379001331,중부경찰서,CWB379000720,72,지선버스,저상버스,CWB379001331,2025-09-07T21:13:56+09:00
3,98,CWB379001331,중부경찰서,CWB379001600,160,간선버스,저상버스,CWB379001331,2025-09-07T21:13:56+09:00
8,457,CWB379001331,중부경찰서,CWB379002530,253,지선버스,저상버스,CWB379001331,2025-09-07T21:13:56+09:00
13,830,CWB379001331,중부경찰서,CWB379002580,258,지선버스,저상버스,CWB379001331,2025-09-07T21:13:56+09:00
17,1103,CWB379001331,중부경찰서,CWB379002630,263,지선버스,일반차량,CWB379001331,2025-09-07T21:13:56+09:00
2,35,CWB379001331,중부경찰서,CWB379002770,277,지선버스,일반차량,CWB379001331,2025-09-07T21:13:56+09:00
12,715,CWB379001228,KT마산점,CWB379000220,22,지선버스,저상버스,CWB379001228,2025-09-07T21:13:57+09:00
1,23,CWB379001228,KT마산점,CWB379000510,51,지선버스,저상버스,CWB379001228,2025-09-07T21:13:57+09:00
38,2390,CWB379001228,KT마산점,CWB379000640,64,지선버스,일반차량,CWB379001228,2025-09-07T21:13:57+09:00
6,259,CWB379001228,KT마산점,CWB379000700,70,지선버스,저상버스,CWB379001228,2025-09-07T21:13:57+09:00
16,1095,CWB379001228,KT마산점,CWB379000710,71,지선버스,저상버스,CWB379001228,2025-09-07T21:13:57+09:00
37,2297,CWB379001228,KT마산점,CWB379000720,72,지선버스,저상버스,CWB379001228,2025-09-07T21:13:57+09:00
1,1,CWB379001228,KT마산점,CWB379001000,100,간선버스,저상버스,CWB379001228,2025-09-07T21:13:57+09:00
1,3,CWB379001228,KT마산점,CWB379001070,107,간선버스,저상버스,CWB379001228,2025-09-07T21:13:57+09:00
14,778,CWB379001228,KT마산점,CWB379001080,108,간선버스,저상버스,CWB379001228,2025-09-07T21:13:57+09:00
7,308,CWB379001228,KT마산점,CWB379001600,160,간선버스,저상버스,CWB379001228,2025-09-07T21:13:57+09:00
15,813,CWB379001328,중부경찰서,CWB379000200,20,지선버스,저상버스,CWB379001328,2025-09-07T21:13:57+09:00
25,1196,CWB379001328,중부경찰서,CWB379000220,22,지선버스,저상버스,CWB379001328,2025-09-07T21:13:57+09:00
35,2058,CWB379001328,중부경찰서,CWB379000240,24,지선버스,저상버스,CWB379001328,2025-09-07T21:13:57+09:00
25,1352,CWB379001328,중부경찰서,CWB379000400,40,지선버스,일반차량,CWB379001328,2025-09-07T21:13:57+09:00
28,1624,CWB379001328,중부경찰서,CWB379000410,41,지선버스,일반차량,CWB379001328,2025-09-07T21:13:57+09:00
48,2860,CWB379001328,중부경찰서,CWB379000450,45,지선버스,저상버스,CWB379001328,2025-09-07T21:13:57+09:00
29,1485,CWB379001328,중부경찰서,CWB379000500,50,지선버스,저상버스,CWB379001328,2025-09-07T21:13:57+09:00
34,1970,CWB379001328,중부경찰서,CWB379000530,53,지선버스,저상버스,CWB379001328,2025-09-07T21:13:57+09:00
31,1846,CWB379001328,중부경찰서,CWB379000540,54,지선버스,일반차량,CWB379001328,2025-09-07T21:13:57+09:00
6,326,CWB379001328,중부경찰서,CWB379000620,62,지선버스,일반차량,CWB379001328,2025-09-07T21:13:57+09:00
7,472,CWB379001344,반월민원센터,CWB379000220,22,지선버스,저상버스,CWB379001344,2025-09-07T21:13:58+09:00
33,2147,CWB379001344,반월민원센터,CWB379000640,64,지선버스,일반차량,CWB379001344,2025-09-07T21:13:58+09:00
1,12,CWB379001344,반월민원센터,CWB379000700,70,지선버스,저상버스,CWB379001344,2025-09-07T21:13:58+09:00
11,852,CWB379001344,반월민원센터,CWB379000710,71,지선버스,저상버스,CWB379001344,2025-09-07T21:13:58+09:00
32,2054,CWB379001344,반월민원센터,CWB379000720,72,지선버스,저상버스,CWB379001344,2025-09-07T21:13:58+09:00
2,65,CWB379001344,반월민원센터,CWB379001600,160,간선버스,저상버스,CWB379001344,2025-09-07T21:13:58+09:00
7,424,CWB379001344,반월민원센터,CWB379002530,253,지선버스,저상버스,CWB379001344,2025-09-07T21:13:58+09:00
12,797,CWB379001344,반월민원센터,CWB379002580,258,지선버스,저상버스,CWB379001344,2025-09-07T21:13:58+09:00
16,1070,CWB379001344,반월민원센터,CWB379002630,263,지선버스,일반차량,CWB379001344,2025-09-07T21:13:58+09:00
1,2,CWB379001344,반월민원센터,CWB379002770,277,지선버스,일반차량,CWB379001344,2025-09-07T21:13:58+09:00
9,535,CWB379001312,경동메르빌APT,CWB379000220,22,지선버스,저상버스,CWB379001312,2025-09-07T21:13:58+09:00
35,2210,CWB379001312,경동메르빌APT,CWB379000640,64,지선버스,일반차량,CWB379001312,2025-09-07T21:13:58+09:00
3,75,CWB379001312,경동메르빌APT,CWB379000700,70,지선버스,저상버스,CWB379001312,2025-09-07T21:13:58+09:00
13,915,CWB379001312,경동메르빌APT,CWB379000710,71,지선버스,저상버스,CWB379001312,2025-09-07T21:13:58+09:00
34,2117,CWB379001312,경동메르빌APT,CWB379000720,72,지선버스,저상버스,CWB379001312,2025-09-07T21:13:58+09:00
4,128,CWB379001312,경동메르빌APT,CWB379001600,160,간선버스,저상버스,CWB379001312,2025-09-07T21:13:58+09:00
9,487,CWB379001312,경동메르빌APT,CWB379002530,253,지선버스,저상버스,CWB379001312,2025-09-07T21:13:58+09:00
14,860,CWB379001312,경동메르빌APT,CWB379002580,258,지선버스,저상버스,CWB379001312,2025-09-07T21:13:58+09:00
18,1133,CWB379001312,경동메르빌APT,CWB379002630,263,지선버스,일반차량,CWB379001312,2025-09-07T21:13:58+09:00
3,65,CWB379001312,경동메르빌APT,CWB379002770,277,지선버스,일반차량,CWB379001312,2025-09-07T21:13:58+09:00
16,871,CWB379001347,반월민원센터,CWB379000200,20,지선버스,저상버스,CWB379001347,2025-09-07T21:13:59+09:00
26,1254,CWB379001347,반월민원센터,CWB379000220,22,지선버스,저상버스,CWB379001347,2025-09-07T21:13:59+09:00
36,2116,CWB379001347,반월민원센터,CWB379000240,24,지선버스,저상버스,CWB379001347,2025-09-07T21:13:59+09:00
