arrprevstationcnt,arrtime,nodeid,nodenm,routeid,routeno,routetp,vehicletp,station_id,ts
33,2125,CWB379001394,문화동,CWB379000640,64,지선버스,일반차량,CWB379001394,2025-09-07T21:11:28+09:00
2,26,CWB379001394,문화동,CWB379000700,70,지선버스,저상버스,CWB379001394,2025-09-07T21:11:28+09:00
11,898,CWB379001394,문화동,CWB379000710,71,지선버스,저상버스,CWB379001394,2025-09-07T21:11:28+09:00
2,170,CWB379001394,문화동,CWB379001600,160,간선버스,저상버스,CWB379001394,2025-09-07T21:11:28+09:00
7,409,CWB379001394,문화동,CWB379002530,253,지선버스,저상버스,CWB379001394,2025-09-07T21:11:28+09:00
19,1153,CWB379001394,문화동,CWB379002630,263,지선버스,일반차량,CWB379001394,2025-09-07T21:11:28+09:00
1,8,CWB379001394,문화동,CWB379002770,277,지선버스,일반차량,CWB379001394,2025-09-07T21:11:28+09:00
10,1114,CWB379001394,문화동,CWB379007200,720,좌석버스,일반차량,CWB379001394,2025-09-07T21:11:28+09:00
20,1140,CWB379001392,문화동,CWB379000200,20,지선버스,저상버스,CWB379001392,2025-09-07T21:11:29+09:00
31,1504,CWB379001392,문화동,CWB379000220,22,지선버스,저상버스,CWB379001392,2025-09-07T21:11:29+09:00
40,2402,CWB379001392,문화동,CWB379000240,24,지선버스,저상버스,CWB379001392,2025-09-07T21:11:29+09:00
30,1707,CWB379001392,문화동,CWB379000400,40,지선버스,일반차량,CWB379001392,2025-09-07T21:11:29+09:00
34,1925,CWB379001392,문화동,CWB379000410,41,지선버스,일반차량,CWB379001392,2025-09-07T21:11:29+09:00
53,3319,CWB379001392,문화동,CWB379000450,45,지선버스,저상버스,CWB379001392,2025-09-07T21:11:29+09:00
36,1916,CWB379001392,문화동,CWB379000500,50,지선버스,저상버스,CWB379001392,2025-09-07T21:11:29+09:00
39,2264,CWB379001392,문화동,CWB379000530,53,지선버스,저상버스,CWB379001392,2025-09-07T21:11:29+09:00
35,2124,CWB379001392,문화동,CWB379000540,54,지선버스,일반차량,CWB379001392,2025-09-07T21:11:29+09:00
11,606,CWB379001392,문화동,CWB379000620,62,지선버스,일반차량,CWB379001392,2025-09-07T21:11:29+09:00
14,814,CWB379001246,경남데파트,CWB379000200,20,지선버스,저상버스,CWB379001246,2025-09-07T21:11:31+09:00
25,1178,CWB379001246,경남데파트,CWB379000220,22,지선버스,저상버스,CWB379001246,2025-09-07T21:11:31+09:00
34,2076,CWB379001246,경남데파트,CWB379000240,24,지선버스,저상버스,CWB379001246,2025-09-07T21:11:31+09:00
24,1381,CWB379001246,경남데파트,CWB379000400,40,지선버스,일반차량,CWB379001246,2025-09-07T21:11:31+09:00
28,1605,CWB379001246,경남데파트,CWB379000410,41,지선버스,일반차량,CWB379001246,2025-09-07T21:11:31+09:00
47,2993,CWB379001246,경남데파트,CWB379000450,45,지선버스,저상버스,CWB379001246,2025-09-07T21:11:31+09:00
30,1590,CWB379001246,경남데파트,CWB379000500,50,지선버스,저상버스,CWB379001246,2025-09-07T21:11:31+09:00
33,1938,CWB379001246,경남데파트,CWB379000530,53,지선버스,저상버스,CWB379001246,2025-09-07T21:11:31+09:00
29,1798,CWB379001246,경남데파트,CWB379000540,54,지선버스,일반차량,CWB379001246,2025-09-07T21:11:31+09:00
5,280,CWB379001246,경남데파트,CWB379000620,62,지선버스,일반차량,CWB379001246,2025-09-07T21:11:31+09:00
13,753,CWB379001224,KT마산점,CWB379000200,20,지선버스,저상버스,CWB379001224,2025-09-07T21:11:32+09:00
24,1117,CWB379001224,KT마산점,CWB379000220,22,지선버스,저상버스,CWB379001224,2025-09-07T21:11:32+09:00
33,2015,CWB379001224,KT마산점,CWB379000240,24,지선버스,저상버스,CWB379001224,2025-09-07T21:11:32+09:00
23,1320,CWB379001224,KT마산점,CWB379000400,40,지선버스,일반차량,CWB379001224,2025-09-07T21:11:32+09:00
27,1544,CWB379001224,KT마산점,CWB379000410,41,지선버스,일반차량,CWB379001224,2025-09-07T21:11:32+09:00
46,2932,CWB379001224,KT마산점,CWB379000450,45,지선버스,저상버스,CWB379001224,2025-09-07T21:11:32+09:00
29,1529,CWB379001224,KT마산점,CWB379000500,50,지선버스,저상버스,CWB379001224,2025-09-07T21:11:32+09:00
32,1877,CWB379001224,KT마산점,CWB379000530,53,지선버스,저상버스,CWB379001224,2025-09-07T21:11:32+09:00
28,1737,CWB379001224,KT마산점,CWB379000540,54,지선버스,일반차량,CWB379001224,2025-09-07T21:11:32+09:00
4,219,CWB379001224,KT마산점,CWB379000620,62,지선버스,일반차량,CWB379001224,2025-09-07T21:11:32+09:00
15,873,CWB379001284,마산합포구청.의료원,CWB379000200,20,지선버스,저상버스,CWB379001284,2025-09-07T21:11:33+09:00
26,1237,CWB379001284,마산합포구청.의료원,CWB379000220,22,지선버스,저상버스,CWB379001284,2025-09-07T21:11:33+09:00
35,2135,CWB379001284,마산합포구청.의료원,CWB379000240,24,지선버스,저상버스,CWB379001284,2025-09-07T21:11:33+09:00
25,1440,CWB379001284,마산합포구청.의료원,CWB379000400,40,지선버스,일반차량,CWB379001284,2025-09-07T21:11:33+09:00
29,1664,CWB379001284,마산합포구청.의료원,CWB379000410,41,지선버스,일반차량,CWB379001284,2025-09-07T21:11:33+09:00
48,3052,CWB379001284,마산합포구청.의료원,CWB379000450,45,지선버스,저상버스,CWB379001284,2025-09-07T21:11:33+09:00
31,1649,CWB379001284,마산합포구청.의료원,CWB379000500,50,지선버스,저상버스,CWB379001284,2025-09-07T21:11:33+09:00
34,1997,CWB379001284,마산합포구청.의료원,CWB379000530,53,지선버스,저상버스,CWB379001284,2025-09-07T21:11:33+09:00
30,1857,CWB379001284,마산합포구청.의료원,CWB379000540,54,지선버스,일반차량,CWB379001284,2025-09-07T21:11:33+09:00
6,339,CWB379001284,마산합포구청.의료원,CWB379000620,62,지선버스,일반차량,CWB379001284,2025-09-07T21:11:33+09:00
19,1084,CWB379001376,연세병원,CWB379000200,20,지선버스,저상버스,CWB379001376,2025-09-07T21:11:34+09:00
30,1448,CWB379001376,연세병원,CWB379000220,22,지선버스,저상버스,CWB379001376,2025-09-07T21:11:34+09:00
39,2346,CWB379001376,연세병원,CWB379000240,24,지선버스,저상버스,CWB379001376,2025-09-07T21:11:34+09:00
29,1651,CWB379001376,연세병원,CWB379000400,40,지선버스,일반차량,CWB379001376,2025-09-07T21:11:34+09:00
33,1869,CWB379001376,연세병원,CWB379000410,41,지선버스,일반차량,CWB379001376,2025-09-07T21:11:34+09:00
52,3263,CWB379001376,연세병원,CWB379000450,45,지선버스,저상버스,CWB379001376,2025-09-07T21:11:34+09:00
35,1860,CWB379001376,연세병원,CWB379000500,50,지선버스,저상버스,CWB379001376,2025-09-07T21:11:34+09:00
38,2208,CWB379001376,연세병원,CWB379000530,53,지선버스,저상버스,CWB379001376,2025-09-07T21:11:34+09:00
34,2068,CWB379001376,연세병원,CWB379000540,54,지선버스,일반차량,CWB379001376,2025-09-07T21:11:34+09:00
10,550,CWB379001376,연세병원,CWB379000620,62,지선버스,일반차량,CWB379001376,2025-09-07T21:11:34+09:00
1,33,CWB379001331,중부경찰서,CWB379000510,51,지선버스,저상버스,CWB379001331,2025-09-07T21:11:35+09:00
36,2280,CWB379001331,중부경찰서,CWB379000640,64,지선버스,일반차량,CWB379001331,2025-09-07T21:11:35+09:00
5,177,CWB379001331,중부경찰서,CWB379000700,70,지선버스,저상버스,CWB379001331,2025-09-07T21:11:35+09:00
14,1025,CWB379001331,중부경찰서,CWB379000710,71,지선버스,저상버스,CWB379001331,2025-09-07T21:11:35+09:00
37,2205,CWB379001331,중부경찰서,CWB379000720,72,지선버스,저상버스,CWB379001331,2025-09-07T21:11:35+09:00
1,23,CWB379001331,중부경찰서,CWB379001000,100,간선버스,저상버스,CWB379001331,2025-09-07T21:11:35+09:00
1,2,CWB379001331,중부경찰서,CWB379001070,107,간선버스,저상버스,CWB379001331,2025-09-07T21:11:35+09:00
1,1,CWB379001331,중부경찰서,CWB379001220,122,간선버스,저상버스,CWB379001331,2025-09-07T21:11:35+09:00
5,302,CWB379001331,중부경찰서,CWB379001600,160,간선버스,저상버스,CWB379001331,2025-09-07T21:11:35+09:00
10,574,CWB379001331,중부경찰서,CWB379002530,253,지선버스,저상버스,CWB379001331,2025-09-07T21:11:35+09:00
3,132,CWB379001228,KT마산점,CWB379000510,51,지선버스,저상버스,CWB379001228,2025-09-07T21:11:36+09:00
40,2481,CWB379001228,KT마산점,CWB379000640,64,지선버스,일반차량,CWB379001228,2025-09-07T21:11:36+09:00
1,40,CWB379001228,KT마산점,CWB379000641,64-1,지선버스,저상버스,CWB379001228,2025-09-07T21:11:36+09:00
9,382,CWB379001228,KT마산점,CWB379000700,70,지선버스,저상버스,CWB379001228,2025-09-07T21:11:36+09:00
18,1254,CWB379001228,KT마산점,CWB379000710,71,지선버스,저상버스,CWB379001228,2025-09-07T21:11:36+09:00
1,45,CWB379001228,KT마산점,CWB379001000,100,간선버스,저상버스,CWB379001228,2025-09-07T21:11:36+09:00
1,1,CWB379001228,KT마산점,CWB379001020,102,간선버스,일반차량,CWB379001228,2025-09-07T21:11:36+09:00
3,157,CWB379001228,KT마산점,CWB379001070,107,간선버스,저상버스,CWB379001228,2025-09-07T21:11:36+09:00
1,20,CWB379001228,KT마산점,CWB379001090,109,간선버스,저상버스,CWB379001228,2025-09-07T21:11:36+09:00
9,507,CWB379001228,KT마산점,CWB379001600,160,간선버스,저상버스,CWB379001228,2025-09-07T21:11:36+09:00
17,963,CWB379001328,중부경찰서,CWB379000200,20,지선버스,저상버스,CWB379001328,2025-09-07T21:11:37+09:00
28,1327,CWB379001328,중부경찰서,CWB379000220,22,지선버스,저상버스,CWB379001328,2025-09-07T21:11:37+09:00
37,2225,CWB379001328,중부경찰서,CWB379000240,24,지선버스,저상버스,CWB379001328,2025-09-07T21:11:37+09:00
27,1530,CWB379001328,중부경찰서,CWB379000400,40,지선버스,일반차량,CWB379001328,2025-09-07T21:11:37+09:00
31,1748,CWB379001328,중부경찰서,CWB379000410,41,지선버스,일반차량,CWB379001328,2025-09-07T21:11:37+09:00
50,3142,CWB379001328,중부경찰서,CWB379000450,45,지선버스,저상버스,CWB379001328,2025-09-07T21:11:37+09:00
33,1736,CWB379001328,중부경찰서,CWB379000500,50,지선버스,저상버스,CWB379001328,2025-09-07T21:11:37+09:00
36,2087,CWB379001328,중부경찰서,CWB379000530,53,지선버스,저상버스,CWB379001328,2025-09-07T21:11:37+09:00
32,1947,CWB379001328,중부경찰서,CWB379000540,54,지선버스,일반차량,CWB379001328,2025-09-07T21:11:37+09:00
8,429,CWB379001328,중부경찰서,CWB379000620,62,지선버스,일반차량,CWB379001328,2025-09-07T21:11:37+09:00
1,7,CWB379001344,반월민원센터,CWB379000510,51,지선버스,저상버스,CWB379001344,2025-09-07T21:11:38+09:00
35,2247,CWB379001344,반월민원센터,CWB379000640,64,지선버스,일반차량,CWB379001344,2025-09-07T21:11:38+09:00
4,144,CWB379001344,반월민원센터,CWB379000700,70,지선버스,저상버스,CWB379001344,2025-09-07T21:11:38+09:00
13,992,CWB379001344,반월민원센터,CWB379000710,71,지선버스,저상버스,CWB379001344,2025-09-07T21:11:38+09:00
36,2172,CWB379001344,반월민원센터,CWB379000720,72,지선버스,저상버스,CWB379001344,2025-09-07T21:11:38+09:00
1,13,CWB379001344,반월민원센터,CWB379001070,107,간선버스,저상버스,CWB379001344,2025-09-07T21:11:38+09:00
1,6,CWB379001344,반월민원센터,CWB379001220,122,간선버스,저상버스,CWB379001344,2025-09-07T21:11:38+09:00
4,269,CWB379001344,반월민원센터,CWB379001600,160,간선버스,저상버스,CWB379001344,2025-09-07T21:11:38+09:00
9,541,CWB379001344,반월민원센터,CWB379002530,253,지선버스,저상버스,CWB379001344,2025-09-07T21:11:38+09:00
21,1276,CWB379001344,반월민원센터,CWB379002630,263,지선버스,일반차량,CWB379001344,2025-09-07T21:11:38+09:00
1,8,CWB379001312,경동메르빌APT,CWB379000510,51,지선버스,저상버스,CWB379001312,2025-09-07T21:11:39+09:00
37,2301,CWB379001312,경동메르빌APT,CWB379000640,64,지선버스,일반차량,CWB379001312,2025-09-07T21:11:39+09:00
6,202,CWB379001312,경동메르빌APT,CWB379000700,70,지선버스,저상버스,CWB379001312,2025-09-07T21:11:39+09:00
15,1074,CWB379001312,경동메르빌APT,CWB379000710,71,지선버스,저상버스,CWB379001312,2025-09-07T21:11:39+09:00
1,13,CWB379001312,경동메르빌APT,CWB379001000,100,간선버스,저상버스,CWB379001312,2025-09-07T21:11:39+09:00
1,18,CWB379001312,경동메르빌APT,CWB379001070,107,간선버스,저상버스,CWB379001312,2025-09-07T21:11:39+09:00
1,12,CWB379001312,경동메르빌APT,CWB379001220,122,간선버스,저상버스,CWB379001312,2025-09-07T21:11:39+09:00
6,346,CWB379001312,경동메르빌APT,CWB379001600,160,간선버스,저상버스,CWB379001312,2025-09-07T21:11:39+09:00
11,598,CWB379001312,경동메르빌APT,CWB379002530,253,지선버스,저상버스,CWB379001312,2025-09-07T21:11:39+09:00
23,1329,CWB379001312,경동메르빌APT,CWB379002630,263,지선버스,일반차량,CWB379001312,2025-09-07T21:11:39+09:00
18,1021,CWB379001347,반월민원센터,CWB379000200,20,지선버스,저상버스,CWB379001347,2025-09-07T21:11:40+09:00
28,1373,CWB379001347,반월민원센터,CWB379000220,22,지선버스,저상버스,CWB379001347,2025-09-07T21:11:40+09:00
38,2291,CWB379001347,반월민원센터,CWB379000240,24,지선버스,저상버스,CWB379001347,2025-09-07T21:11:40+09:00
27,1552,CWB379001347,반월민원센터,CWB379000400,40,지선버스,일반차량,CWB379001347,2025-09-07T21:11:40+09:00
31,1771,CWB379001347,반월민원센터,CWB379000410,41,지선버스,일반차량,CWB379001347,2025-09-07T21:11:40+09:00
51,3211,CWB379001347,반월민원센터,CWB379000450,45,지선버스,저상버스,CWB379001347,2025-09-07T21:11:40+09:00
34,1772,CWB379001347,반월민원센터,CWB379000500,50,지선버스,저상버스,CWB379001347,2025-09-07T21:11:40+09:00
37,2152,CWB379001347,반월민원센터,CWB379000530,53,지선버스,저상버스,CWB379001347,2025-09-07T21:11:40+09:00
33,2011,CWB379001347,반월민원센터,CWB379000540,54,지선버스,일반차량,CWB379001347,2025-09-07T21:11:40+09:00
9,484,CWB379001347,반월민원센터,CWB379000620,62,지선버스,일반차량,CWB379001347,2025-09-07T21:11:40+09:00
16,912,CWB379001313,경동메르빌APT,CWB379000200,20,지선버스,저상버스,CWB379001313,2025-09-07T21:11:41+09:00
27,1276,CWB379001313,경동메르빌APT,CWB379000220,22,지선버스,저상버스,CWB379001313,2025-09-07T21:11:41+09:00
36,2174,CWB379001313,경동메르빌APT,CWB379000240,24,지선버스,저상버스,CWB379001313,2025-09-07T21:11:41+09:00
26,1479,CWB379001313,경동메르빌APT,CWB379000400,40,지선버스,일반차량,CWB379001313,2025-09-07T21:11:41+09:00
30,1697,CWB379001313,경동메르빌APT,CWB379000410,41,지선버스,일반차량,CWB379001313,2025-09-07T21:11:41+09:00
49,3091,CWB379001313,경동메르빌APT,CWB379000450,45,지선버스,저상버스,CWB379001313,2025-09-07T21:11:41+09:00
32,1688,CWB379001313,경동메르빌APT,CWB379000500,50,지선버스,저상버스,CWB379001313,2025-09-07T21:11:41+09:00
35,2036,CWB379001313,경동메르빌APT,CWB379000530,53,지선버스,저상버스,CWB379001313,2025-09-07T21:11:41+09:00
31,1896,CWB379001313,경동메르빌APT,CWB379000540,54,지선버스,일반차량,CWB379001313,2025-09-07T21:11:41+09:00
7,378,CWB379001313,경동메르빌APT,CWB379000620,62,지선버스,일반차량,CWB379001313,2025-09-07T21:11:41+09:00
22,1242,CWB379001418,"경남대,서중학교",CWB379000200,20,지선버스,저상버스,CWB379001418,2025-09-07T21:11:42+09:00
33,1606,CWB379001418,"경남대,서중학교",CWB379000220,22,지선버스,저상버스,CWB379001418,2025-09-07T21:11:42+09:00
22,1243,CWB379001418,"경남대,서중학교",CWB379000270,27,지선버스,저상버스,CWB379001418,2025-09-07T21:11:42+09:00
32,1809,CWB379001418,"경남대,서중학교",CWB379000400,40,지선버스,일반차량,CWB379001418,2025-09-07T21:11:42+09:00
36,2033,CWB379001418,"경남대,서중학교",CWB379000410,41,지선버스,일반차량,CWB379001418,2025-09-07T21:11:42+09:00
55,3421,CWB379001418,"경남대,서중학교",CWB379000450,45,지선버스,저상버스,CWB379001418,2025-09-07T21:11:42+09:00
38,2018,CWB379001418,"경남대,서중학교",CWB379000500,50,지선버스,저상버스,CWB379001418,2025-09-07T21:11:42+09:00
41,2366,CWB379001418,"경남대,서중학교",CWB379000530,53,지선버스,저상버스,CWB379001418,2025-09-07T21:11:42+09:00
37,2226,CWB379001418,"경남대,서중학교",CWB379000540,54,지선버스,일반차량,CWB379001418,2025-09-07T21:11:42+09:00
7,388,CWB379001418,"경남대,서중학교",CWB379001000,100,간선버스,저상버스,CWB379001418,2025-09-07T21:11:42+09:00
43,2697,CWB379001114,자유무역지역정문,CWB379000640,64,지선버스,일반차량,CWB379001114,2025-09-07T21:11:43+09:00
4,223,CWB379001114,자유무역지역정문,CWB379000641,64-1,지선버스,저상버스,CWB379001114,2025-09-07T21:11:43+09:00
12,591,CWB379001114,자유무역지역정문,CWB379000700,70,지선버스,저상버스,CWB379001114,2025-09-07T21:11:43+09:00
3,175,CWB379001114,자유무역지역정문,CWB379001020,102,간선버스,일반차량,CWB379001114,2025-09-07T21:11:43+09:00
6,368,CWB379001114,자유무역지역정문,CWB379001070,107,간선버스,저상버스,CWB379001114,2025-09-07T21:11:43+09:00
4,213,CWB379001114,자유무역지역정문,CWB379001090,109,간선버스,저상버스,CWB379001114,2025-09-07T21:11:43+09:00
3,198,CWB379001114,자유무역지역정문,CWB379001140,114,간선버스,저상버스,CWB379001114,2025-09-07T21:11:43+09:00
12,714,CWB379001114,자유무역지역정문,CWB379001600,160,간선버스,저상버스,CWB379001114,2025-09-07T21:11:43+09:00
4,215,CWB379001114,자유무역지역정문,CWB379001630,163,간선버스,저상버스,CWB379001114,2025-09-07T21:11:43+09:00
29,1727,CWB379001114,자유무역지역정문,CWB379002630,263,지선버스,일반차량,CWB379001114,2025-09-07T21:11:43+09:00
9,541,CWB379001107,자유무역지역정문,CWB379000200,20,지선버스,저상버스,CWB379001107,2025-09-07T21:11:44+09:00
19,891,CWB379001107,자유무역지역정문,CWB379000220,22,지선버스,저상버스,CWB379001107,2025-09-07T21:11:44+09:00
19,1097,CWB379001107,자유무역지역정문,CWB379000400,40,지선버스,일반차량,CWB379001107,2025-09-07T21:11:44+09:00
23,1316,CWB379001107,자유무역지역정문,CWB379000410,41,지선버스,일반차량,CWB379001107,2025-09-07T21:11:44+09:00
42,2727,CWB379001107,자유무역지역정문,CWB379000450,45,지선버스,저상버스,CWB379001107,2025-09-07T21:11:44+09:00
25,1292,CWB379001107,자유무역지역정문,CWB379000500,50,지선버스,저상버스,CWB379001107,2025-09-07T21:11:44+09:00
1,1,CWB379001107,자유무역지역정문,CWB379000620,62,지선버스,일반차량,CWB379001107,2025-09-07T21:11:44+09:00
4,212,CWB379001107,자유무역지역정문,CWB379000650,65,지선버스,일반차량,CWB379001107,2025-09-07T21:11:44+09:00
20,980,CWB379001107,자유무역지역정문,CWB379000700,70,지선버스,저상버스,CWB379001107,2025-09-07T21:11:44+09:00
9,547,CWB379001107,자유무역지역정문,CWB379001020,102,간선버스,저상버스,CWB379001107,2025-09-07T21:11:44+09:00
10,583,CWB379001139,오동교,CWB379000200,20,지선버스,저상버스,CWB379001139,2025-09-07T21:11:45+09:00
20,933,CWB379001139,오동교,CWB379000220,22,지선버스,저상버스,CWB379001139,2025-09-07T21:11:45+09:00
20,1139,CWB379001139,오동교,CWB379000400,40,지선버스,일반차량,CWB379001139,2025-09-07T21:11:45+09:00
24,1358,CWB379001139,오동교,CWB379000410,41,지선버스,일반차량,CWB379001139,2025-09-07T21:11:45+09:00
43,2769,CWB379001139,오동교,CWB379000450,45,지선버스,저상버스,CWB379001139,2025-09-07T21:11:45+09:00
26,1334,CWB379001139,오동교,CWB379000500,50,지선버스,저상버스,CWB379001139,2025-09-07T21:11:45+09:00
1,12,CWB379001139,오동교,CWB379000620,62,지선버스,일반차량,CWB379001139,2025-09-07T21:11:45+09:00
5,254,CWB379001139,오동교,CWB379000650,65,지선버스,일반차량,CWB379001139,2025-09-07T21:11:45+09:00
21,1022,CWB379001139,오동교,CWB379000700,70,지선버스,저상버스,CWB379001139,2025-09-07T21:11:45+09:00
10,589,CWB379001139,오동교,CWB379001020,102,간선버스,저상버스,CWB379001139,2025-09-07T21:11:45+09:00
11,630,CWB379001173,오동동아구찜거리,CWB379000200,20,지선버스,저상버스,CWB379001173,2025-09-07T21:11:46+09:00
21,980,CWB379001173,오동동아구찜거리,CWB379000220,22,지선버스,저상버스,CWB379001173,2025-09-07T21:11:46+09:00
21,1186,CWB379001173,오동동아구찜거리,CWB379000400,40,지선버스,일반차량,CWB379001173,2025-09-07T21:11:46+09:00
25,1405,CWB379001173,오동동아구찜거리,CWB379000410,41,지선버스,일반차량,CWB379001173,2025-09-07T21:11:46+09:00
44,2816,CWB379001173,오동동아구찜거리,CWB379000450,45,지선버스,저상버스,CWB379001173,2025-09-07T21:11:46+09:00
27,1381,CWB379001173,오동동아구찜거리,CWB379000500,50,지선버스,저상버스,CWB379001173,2025-09-07T21:11:46+09:00
2,59,CWB379001173,오동동아구찜거리,CWB379000620,62,지선버스,일반차량,CWB379001173,2025-09-07T21:11:46+09:00
6,301,CWB379001173,오동동아구찜거리,CWB379000650,65,지선버스,일반차량,CWB379001173,2025-09-07T21:11:46+09:00
22,1069,CWB379001173,오동동아구찜거리,CWB379000700,70,지선버스,저상버스,CWB379001173,2025-09-07T21:11:46+09:00
11,636,CWB379001173,오동동아구찜거리,CWB379001020,102,간선버스,저상버스,CWB379001173,2025-09-07T21:11:46+09:00
6,362,CWB379000951,신세계백화점,CWB379000200,20,지선버스,저상버스,CWB379000951,2025-09-07T21:11:46+09:00
16,712,CWB379000951,신세계백화점,CWB379000220,22,지선버스,저상버스,CWB379000951,2025-09-07T21:11:46+09:00
16,918,CWB379000951,신세계백화점,CWB379000400,40,지선버스,일반차량,CWB379000951,2025-09-07T21:11:46+09:00
20,1137,CWB379000951,신세계백화점,CWB379000410,41,지선버스,일반차량,CWB379000951,2025-09-07T21:11:46+09:00
39,2548,CWB379000951,신세계백화점,CWB379000450,45,지선버스,저상버스,CWB379000951,2025-09-07T21:11:46+09:00
22,1113,CWB379000951,신세계백화점,CWB379000500,50,지선버스,저상버스,CWB379000951,2025-09-07T21:11:46+09:00
1,33,CWB379000951,신세계백화점,CWB379000650,65,지선버스,일반차량,CWB379000951,2025-09-07T21:11:46+09:00
17,801,CWB379000951,신세계백화점,CWB379000700,70,지선버스,저상버스,CWB379000951,2025-09-07T21:11:46+09:00
6,368,CWB379000951,신세계백화점,CWB379001020,102,간선버스,저상버스,CWB379000951,2025-09-07T21:11:46+09:00
15,938,CWB379000951,신세계백화점,CWB379001070,107,간선버스,저상버스,CWB379000951,2025-09-07T21:11:46+09:00
7,441,CWB379001031,산호동,CWB379000200,20,지선버스,저상버스,CWB379001031,2025-09-07T21:11:47+09:00
17,791,CWB379001031,산호동,CWB379000220,22,지선버스,저상버스,CWB379001031,2025-09-07T21:11:47+09:00
17,997,CWB379001031,산호동,CWB379000400,40,지선버스,일반차량,CWB379001031,2025-09-07T21:11:47+09:00
21,1216,CWB379001031,산호동,CWB379000410,41,지선버스,일반차량,CWB379001031,2025-09-07T21:11:47+09:00
40,2627,CWB379001031,산호동,CWB379000450,45,지선버스,저상버스,CWB379001031,2025-09-07T21:11:47+09:00
23,1192,CWB379001031,산호동,CWB379000500,50,지선버스,저상버스,CWB379001031,2025-09-07T21:11:47+09:00
1,13,CWB379001031,산호동,CWB379000620,62,지선버스,일반차량,CWB379001031,2025-09-07T21:11:47+09:00
2,112,CWB379001031,산호동,CWB379000650,65,지선버스,일반차량,CWB379001031,2025-09-07T21:11:47+09:00
18,880,CWB379001031,산호동,CWB379000700,70,지선버스,저상버스,CWB379001031,2025-09-07T21:11:47+09:00
7,447,CWB379001031,산호동,CWB379001020,102,간선버스,저상버스,CWB379001031,2025-09-07T21:11:47+09:00
33,2171,CWB379001394,문화동,CWB379000640,64,지선버스,일반차량,CWB379001394,2025-09-07T21:12:16+09:00
1,1,CWB379001394,문화동,CWB379000700,70,지선버스,저상버스,CWB379001394,2025-09-07T21:12:16+09:00
10,783,CWB379001394,문화동,CWB379000710,71,지선버스,저상버스,CWB379001394,2025-09-07T21:12:16+09:00
33,2022,CWB379001394,문화동,CWB379000720,72,지선버스,저상버스,CWB379001394,2025-09-07T21:12:16+09:00
2,147,CWB379001394,문화동,CWB379001600,160,간선버스,저상버스,CWB379001394,2025-09-07T21:12:16+09:00
6,324,CWB379001394,문화동,CWB379002530,253,지선버스,저상버스,CWB379001394,2025-09-07T21:12:16+09:00
18,1117,CWB379001394,문화동,CWB379002630,263,지선버스,일반차량,CWB379001394,2025-09-07T21:12:16+09:00
10,1141,CWB379001394,문화동,CWB379007200,720,좌석버스,일반차량,CWB379001394,2025-09-07T21:12:16+09:00
20,1100,CWB379001392,문화동,CWB379000200,20,지선버스,저상버스,CWB379001392,2025-09-07T21:12:17+09:00
30,1493,CWB379001392,문화동,CWB379000220,22,지선버스,저상버스,CWB379001392,2025-09-07T21:12:17+09:00
39,2389,CWB379001392,문화동,CWB379000240,24,지선버스,저상버스,CWB379001392,2025-09-07T21:12:17+09:00
28,1607,CWB379001392,문화동,CWB379000400,40,지선버스,일반차량,CWB379001392,2025-09-07T21:12:17+09:00
32,1858,CWB379001392,문화동,CWB379000410,41,지선버스,일반차량,CWB379001392,2025-09-07T21:12:17+09:00
52,3286,CWB379001392,문화동,CWB379000450,45,지선버스,저상버스,CWB379001392,2025-09-07T21:12:17+09:00
35,1874,CWB379001392,문화동,CWB379000500,50,지선버스,저상버스,CWB379001392,2025-09-07T21:12:17+09:00
38,2209,CWB379001392,문화동,CWB379000530,53,지선버스,저상버스,CWB379001392,2025-09-07T21:12:17+09:00
35,2092,CWB379001392,문화동,CWB379000540,54,지선버스,일반차량,CWB379001392,2025-09-07T21:12:17+09:00
11,591,CWB379001392,문화동,CWB379000620,62,지선버스,일반차량,CWB379001392,2025-09-07T21:12:17+09:00
14,774,CWB379001246,경남데파트,CWB379000200,20,지선버스,저상버스,CWB379001246,2025-09-07T21:12:17+09:00
24,1167,CWB379001246,경남데파트,CWB379000220,22,지선버스,저상버스,CWB379001246,2025-09-07T21:12:17+09:00
33,2063,CWB379001246,경남데파트,CWB379000240,24,지선버스,저상버스,CWB379001246,2025-09-07T21:12:17+09:00
22,1281,CWB379001246,경남데파트,CWB379000400,40,지선버스,일반차량,CWB379001246,2025-09-07T21:12:17+09:00
26,1532,CWB379001246,경남데파트,CWB379000410,41,지선버스,일반차량,CWB379001246,2025-09-07T21:12:17+09:00
46,2960,CWB379001246,경남데파트,CWB379000450,45,지선버스,저상버스,CWB379001246,2025-09-07T21:12:17+09:00
29,1548,CWB379001246,경남데파트,CWB379000500,50,지선버스,저상버스,CWB379001246,2025-09-07T21:12:17+09:00
32,1883,CWB379001246,경남데파트,CWB379000530,53,지선버스,저상버스,CWB379001246,2025-09-07T21:12:17+09:00
29,1766,CWB379001246,경남데파트,CWB379000540,54,지선버스,일반차량,CWB379001246,2025-09-07T21:12:17+09:00
5,265,CWB379001246,경남데파트,CWB379000620,62,지선버스,일반차량,CWB379001246,2025-09-07T21:12:17+09:00
13,713,CWB379001224,KT마산점,CWB379000200,20,지선버스,저상버스,CWB379001224,2025-09-07T21:12:18+09:00
