adm9,yyyymm,pop_total
481255650,202311,13610.0
481255650,202312,13581.0
481255650,202401,13553.0
481255650,202402,13502.0
481255650,202403,13426.0
481255650,202404,13378.0
481255650,202405,13362.0
481255650,202406,13361.0
481255650,202407,13355.0
481255650,202408,13321.0
481255650,202409,13289.0
481255650,202410,13241.0
481255650,202411,13244.0
481255650,202412,13247.0
481255700,202012,9274.0
481255700,202101,9245.0
481255700,202102,9207.0
481255700,202103,9178.0
481255700,202104,9136.0
481255700,202105,9090.0
481255700,202106,9067.0
481255700,202107,9057.0
481255700,202108,9019.0
481255700,202109,9012.0
481255700,202110,9003.0
481255700,202111,8997.0
481255700,202112,9001.0
481255700,202201,8987.0
481255700,202202,8995.0
481255700,202203,8993.0
481255700,202204,9008.0
481255700,202205,8973.0
481255700,202206,8958.0
481255700,202207,8945.0
481255700,202208,8911.0
481255700,202209,8869.0
481255700,202210,8886.0
481255700,202211,8868.0
481255700,202212,8846.0
481255700,202301,8830.0
481255700,202302,8820.0
481255700,202303,8776.0
481255700,202304,8763.0
481255700,202305,8762.0
481255700,202306,8755.0
481255700,202307,8784.0
481255700,202308,8758.0
481255700,202309,8718.0
481255700,202310,8696.0
481255700,202311,8655.0
481255700,202312,8632.0
481255700,202401,8609.0
481255700,202402,8600.0
481255700,202403,8573.0
481255700,202404,8544.0
481255700,202405,8523.0
481255700,202406,8505.0
481255700,202407,8476.0
481255700,202408,8437.0
481255700,202409,8421.0
481255700,202410,8412.0
481255700,202411,8390.0
481255700,202412,8354.0
481255800,202012,10874.0
481255800,202101,10818.0
481255800,202102,10744.0
481255800,202103,10691.0
481255800,202104,10637.0
481255800,202105,10562.0
481255800,202106,10544.0
481255800,202107,10462.0
481255800,202108,10395.0
481255800,202109,10349.0
481255800,202110,10353.0
481255800,202111,10332.0
481255800,202112,10286.0
481255800,202201,10278.0
481255800,202202,10250.0
481255800,202203,10206.0
481255800,202204,10173.0
481255800,202205,10143.0
481255800,202206,10112.0
481255800,202207,10105.0
481255800,202208,10102.0
481255800,202209,10067.0
481255800,202210,10045.0
481255800,202211,10043.0
481255800,202212,10018.0
481255800,202301,9990.0
481255800,202302,9958.0
481255800,202303,9913.0
481255800,202304,9851.0
481255800,202305,9807.0
481255800,202306,9744.0
481255800,202307,9657.0
481255800,202308,9599.0
481255800,202309,9528.0
481255800,202310,9490.0
481255800,202311,9466.0
481255800,202312,9409.0
481255800,202401,9369.0
481255800,202402,9336.0
481255800,202403,9277.0
481255800,202404,9249.0
481255800,202405,9213.0
481255800,202406,9189.0
481255800,202407,9153.0
481255800,202408,9134.0
481255800,202409,9084.0
481255800,202410,9041.0
481255800,202411,9001.0
481255800,202412,8945.0
481256100,202012,15508.0
481256100,202101,15720.0
481256100,202102,15874.0
481256100,202103,15922.0
481256100,202104,15969.0
481256100,202105,15961.0
481256100,202106,16011.0
481256100,202107,15992.0
481256100,202108,16058.0
481256100,202109,16090.0
481256100,202110,16047.0
481256100,202111,16073.0
481256100,202112,16106.0
481256100,202201,16121.0
481256100,202202,16133.0
481256100,202203,16132.0
481256100,202204,16127.0
481256100,202205,16165.0
481256100,202206,16172.0
481256100,202207,16152.0
481256100,202208,16128.0
481256100,202209,16064.0
481256100,202210,16030.0
481256100,202211,15997.0
481256100,202212,16001.0
481256100,202301,16011.0
481256100,202302,15986.0
481256100,202303,15982.0
481256100,202304,15969.0
481256100,202305,15947.0
481256100,202306,15924.0
481256100,202307,15922.0
481256100,202308,15995.0
481256100,202309,17151.0
481256100,202310,18245.0
481256100,202311,18579.0
481256100,202312,18838.0
481256100,202401,18959.0
481256100,202402,19013.0
481256100,202403,19058.0
481256100,202404,19037.0
481256100,202405,19030.0
481256100,202406,19022.0
481256100,202407,19045.0
481256100,202408,19063.0
481256100,202409,19030.0
481256100,202410,18977.0
481256100,202411,18954.0
481256100,202412,18963.0
481256300,202012,19688.0
481256300,202101,19660.0
481256300,202102,19562.0
481256300,202103,19540.0
481256300,202104,19549.0
481256300,202105,19458.0
481256300,202106,19405.0
481256300,202107,19422.0
481256300,202108,19408.0
481256300,202109,19388.0
481256300,202110,19394.0
481256300,202111,19367.0
481256300,202112,19334.0
481256300,202201,19371.0
481256300,202202,19354.0
481256300,202203,19304.0
481256300,202204,19306.0
481256300,202205,19325.0
481256300,202206,19289.0
481256300,202207,19260.0
481256300,202208,19199.0
481256300,202209,19161.0
481256300,202210,19154.0
481256300,202211,19082.0
481256300,202212,19076.0
481256300,202301,19057.0
481256300,202302,19014.0
481256300,202303,18982.0
481256300,202304,18966.0
481256300,202305,18921.0
481256300,202306,18866.0
481256300,202307,18849.0
481256300,202308,18796.0
481256300,202309,18675.0
481256300,202310,18642.0
481256300,202311,18615.0
481256300,202312,18545.0
481256300,202401,18503.0
481256300,202402,18474.0
481256300,202403,18467.0
481256300,202404,18390.0
481256300,202405,18331.0
481256300,202406,18299.0
481256300,202407,18272.0
481256300,202408,18246.0
481256300,202409,18230.0
481256300,202410,18199.0
481256300,202411,18196.0
481256300,202412,18197.0
481256400,202012,6921.0
481256400,202101,6897.0
481256400,202102,6864.0
481256400,202103,6840.0
481256400,202104,6816.0
481256400,202105,6811.0
481256400,202106,7045.0
481256400,202107,7152.0
481256400,202108,7215.0
481256400,202109,7235.0
481256400,202110,7280.0
481256400,202111,7304.0
481256400,202112,7328.0
481256400,202201,7332.0
481256400,202202,7313.0
481256400,202203,7307.0
481256400,202204,7277.0
481256400,202205,7238.0
481256400,202206,7214.0
481256400,202207,7190.0
481256400,202208,7156.0
481256400,202209,7101.0
481256400,202210,7068.0
481256400,202211,7072.0
481256400,202212,7053.0
481256400,202301,7043.0
481256400,202302,7036.0
481256400,202303,7009.0
481256400,202304,7013.0
481256400,202305,6989.0
481256400,202306,6940.0
481256400,202307,6942.0
481256400,202308,6919.0
481256400,202309,6913.0
481256400,202310,6851.0
481256400,202311,6832.0
481256400,202312,6808.0
481256400,202401,6764.0
481256400,202402,6743.0
481256400,202403,6731.0
481256400,202404,6683.0
481256400,202405,6672.0
481256400,202406,6679.0
481256400,202407,6665.0
481256400,202408,6671.0
481256400,202409,6648.0
481256400,202410,6631.0
481256400,202411,6585.0
481256400,202412,6555.0
481256500,202012,12670.0
481256500,202101,12583.0
481256500,202102,12525.0
481256500,202103,12463.0
481256500,202104,12425.0
481256500,202105,12387.0
481256500,202106,12356.0
481256500,202107,12310.0
481256500,202108,12268.0
481256500,202109,12293.0
481256500,202110,12252.0
481256500,202111,12263.0
481256500,202112,12230.0
481256500,202201,12224.0
481256500,202202,12242.0
481256500,202203,12213.0
481256500,202204,12209.0
481256500,202205,12202.0
481256500,202206,12153.0
481256500,202207,12125.0
481256500,202208,12092.0
481256500,202209,12075.0
481256500,202210,12079.0
481256500,202211,12060.0
481256500,202212,12024.0
481256500,202301,11994.0
481256500,202302,11983.0
481256500,202303,11966.0
481256500,202304,11959.0
481256500,202305,11930.0
481256500,202306,11913.0
481256500,202307,11892.0
481256500,202308,11880.0
481256500,202309,11828.0
481256500,202310,11713.0
481256500,202311,11734.0
481256500,202312,11739.0
481256500,202401,11703.0
481256500,202402,11636.0
481256500,202403,11630.0
481256500,202404,11585.0
481256500,202405,11568.0
481256500,202406,11527.0
481256500,202407,11531.0
481256500,202408,11460.0
481256500,202409,11458.0
481256500,202410,11441.0
481256500,202411,11434.0
481256500,202412,11414.0
481272500,202012,64835.0
481272500,202101,64576.0
481272500,202102,64276.0
481272500,202103,64130.0
481272500,202104,64005.0
481272500,202105,63989.0
481272500,202106,63921.0
481272500,202107,63853.0
481272500,202108,63781.0
481272500,202109,63662.0
481272500,202110,63643.0
481272500,202111,63586.0
481272500,202112,63446.0
481272500,202201,63401.0
481272500,202202,63170.0
481272500,202203,63033.0
481272500,202204,62957.0
481272500,202205,62867.0
481272500,202206,62805.0
481272500,202207,62728.0
481272500,202208,62661.0
481272500,202209,62582.0
481272500,202210,62531.0
481272500,202211,62513.0
481272500,202212,62429.0
481272500,202301,62289.0
481272500,202302,62079.0
481272500,202303,61983.0
481272500,202304,61946.0
481272500,202305,61805.0
481272500,202306,61744.0
481272500,202307,61611.0
481272500,202308,61555.0
481272500,202309,61409.0
481272500,202310,61222.0
481272500,202311,61172.0
481272500,202312,61089.0
481272500,202401,60848.0
481272500,202402,60567.0
481272500,202403,60341.0
481272500,202404,60213.0
481272500,202405,60049.0
481272500,202406,59924.0
481272500,202407,59807.0
481272500,202408,59756.0
481272500,202409,59657.0
481272500,202410,59597.0
481272500,202411,59528.0
481272500,202412,59388.0
481275100,202012,10504.0
481275100,202101,10455.0
481275100,202102,10408.0
481275100,202103,10361.0
481275100,202104,10326.0
481275100,202105,10304.0
481275100,202106,10285.0
481275100,202107,10278.0
481275100,202108,10246.0
481275100,202109,10217.0
481275100,202110,10224.0
481275100,202111,10189.0
481275100,202112,10164.0
481275100,202201,10131.0
481275100,202202,10105.0
481275100,202203,10087.0
481275100,202204,10104.0
481275100,202205,10128.0
481275100,202206,10118.0
481275100,202207,10112.0
481275100,202208,10097.0
481275100,202209,10073.0
481275100,202210,10063.0
481275100,202211,10046.0
481275100,202212,10023.0
481275100,202301,10012.0
481275100,202302,9982.0
481275100,202303,9979.0
481275100,202304,9977.0
481275100,202305,9959.0
481275100,202306,9953.0
481275100,202307,9948.0
481275100,202308,9922.0
481275100,202309,9878.0
481275100,202310,9790.0
481275100,202311,9787.0
481275100,202312,9768.0
481275100,202401,9751.0
481275100,202402,9727.0
481275100,202403,9687.0
481275100,202404,9711.0
481275100,202405,9683.0
481275100,202406,9668.0
481275100,202407,9646.0
481275100,202408,9648.0
481275100,202409,9615.0
481275100,202410,9577.0
481275100,202411,9554.0
481275100,202412,9536.0
481275200,202012,9994.0
481275200,202101,10061.0
481275200,202102,10117.0
481275200,202103,10116.0
481275200,202104,10077.0
481275200,202105,10061.0
481275200,202106,10066.0
481275200,202107,10056.0
481275200,202108,10044.0
481275200,202109,10040.0
481275200,202110,10040.0
481275200,202111,10032.0
481275200,202112,10064.0
481275200,202201,10061.0
481275200,202202,10066.0
481275200,202203,10065.0
481275200,202204,10055.0
481275200,202205,10044.0
481275200,202206,10037.0
481275200,202207,10008.0
481275200,202208,9983.0
481275200,202209,9963.0
481275200,202210,9945.0
481275200,202211,9947.0
481275200,202212,9928.0
481275200,202301,9919.0
481275200,202302,9906.0
481275200,202303,9904.0
481275200,202304,9909.0
481275200,202305,9911.0
481275200,202306,9901.0
481275200,202307,9902.0
481275200,202308,9889.0
481275200,202309,9820.0
481275200,202310,9737.0
481275200,202311,9726.0
481275200,202312,9717.0
481275200,202401,9695.0
481275200,202402,9690.0
481275200,202403,9681.0
481275200,202404,9673.0
481275200,202405,9673.0
481275200,202406,9644.0
481275200,202407,9611.0
481275200,202408,9587.0
481275200,202409,9573.0
481275200,202410,9556.0
481275200,202411,9531.0
481275200,202412,9505.0
481275450,202012,17142.0
481275450,202101,17135.0
481275450,202102,17056.0
481275450,202103,17054.0
481275450,202104,17027.0
481275450,202105,17007.0
481275450,202106,17040.0
481275450,202107,17043.0
481275450,202108,16982.0
481275450,202109,16959.0
481275450,202110,16925.0
481275450,202111,16889.0
481275450,202112,16791.0
481275450,202201,16741.0
481275450,202202,16673.0
481275450,202203,16695.0
481275450,202204,16646.0
481275450,202205,16674.0
481275450,202206,16696.0
481275450,202207,16662.0
481275450,202208,16642.0
481275450,202209,16624.0
481275450,202210,16643.0
481275450,202211,16627.0
481275450,202212,16634.0
481275450,202301,16622.0
481275450,202302,16635.0
481275450,202303,16589.0
481275450,202304,16533.0
481275450,202305,16535.0
481275450,202306,16540.0
481275450,202307,16537.0
481275450,202308,16515.0
481275450,202309,16456.0
481275450,202310,16392.0
481275450,202311,16323.0
481275450,202312,16249.0
481275450,202401,16217.0
481275450,202402,16182.0
481275450,202403,16144.0
481275450,202404,16087.0
481275450,202405,16079.0
481275450,202406,16032.0
481275450,202407,15994.0
481275450,202408,15963.0
481275450,202409,15944.0
481275450,202410,15897.0
481275450,202411,15859.0
481275450,202412,15821.0
481275500,202012,6298.0
481275500,202101,6271.0
481275500,202102,6238.0
481275500,202103,6220.0
481275500,202104,6187.0
481275500,202105,6149.0
481275500,202106,6127.0
481275500,202107,6123.0
481275500,202108,6100.0
481275500,202109,6081.0
481275500,202110,6078.0
481275500,202111,6052.0
481275500,202112,6037.0
481275500,202201,6018.0
481275500,202202,5987.0
481275500,202203,5976.0
481275500,202204,5964.0
481275500,202205,5930.0
481275500,202206,5905.0
481275500,202207,5905.0
481275500,202208,5876.0
481275500,202209,5834.0
481275500,202210,5828.0
481275500,202211,5800.0
481275500,202212,5770.0
481275500,202301,5741.0
481275500,202302,5722.0
481275500,202303,5686.0
481275500,202304,5664.0
481275500,202305,5586.0
481275500,202306,5572.0
481275500,202307,5570.0
481275500,202308,5542.0
481275500,202309,5526.0
481275500,202310,5515.0
481275500,202311,5463.0
481275500,202312,5456.0
481275500,202401,5432.0
481275500,202402,5433.0
481275500,202403,5389.0
481275500,202404,5357.0
481275500,202405,5341.0
481275500,202406,5302.0
481275500,202407,5277.0
481275500,202408,5257.0
481275500,202409,5248.0
481275500,202410,5226.0
481275500,202411,5202.0
481275500,202412,5168.0
481275600,202012,11289.0
481275600,202101,11224.0
481275600,202102,11196.0
481275600,202103,11172.0
481275600,202104,11128.0
481275600,202105,11085.0
481275600,202106,11066.0
481275600,202107,11055.0
481275600,202108,11054.0
481275600,202109,11040.0
481275600,202110,11008.0
481275600,202111,10990.0
481275600,202112,10970.0
481275600,202201,10966.0
481275600,202202,10934.0
481275600,202203,10910.0
481275600,202204,10892.0
481275600,202205,10856.0
481275600,202206,10874.0
481275600,202207,10872.0
481275600,202208,10882.0
481275600,202209,10857.0
481275600,202210,10849.0
481275600,202211,10830.0
481275600,202212,10785.0
481275600,202301,10804.0
481275600,202302,10787.0
481275600,202303,10775.0
481275600,202304,10742.0
481275600,202305,10731.0
481275600,202306,10712.0
481275600,202307,10707.0
481275600,202308,10700.0
481275600,202309,10664.0
481275600,202310,10628.0
481275600,202311,10594.0
481275600,202312,10572.0
481275600,202401,10565.0
481275600,202402,10557.0
481275600,202403,10537.0
481275600,202404,10493.0
481275600,202405,10499.0
481275600,202406,10475.0
481275600,202407,10451.0
481275600,202408,10415.0
481275600,202409,10378.0
481275600,202410,10364.0
481275600,202411,10339.0
481275600,202412,10290.0
481275700,202012,31851.0
481275700,202101,31724.0
481275700,202102,31608.0
481275700,202103,31556.0
481275700,202104,31528.0
481275700,202105,31431.0
481275700,202106,31416.0
481275700,202107,31371.0
481275700,202108,31312.0
481275700,202109,31258.0
481275700,202110,31297.0
481275700,202111,31252.0
481275700,202112,31215.0
481275700,202201,31217.0
481275700,202202,31085.0
481275700,202203,30953.0
481275700,202204,30938.0
481275700,202205,30869.0
481275700,202206,30818.0
481275700,202207,30812.0
481275700,202208,30747.0
481275700,202209,30715.0
481275700,202210,30725.0
481275700,202211,30759.0
481275700,202212,30715.0
481275700,202301,30688.0
481275700,202302,30628.0
481275700,202303,30608.0
481275700,202304,30608.0
481275700,202305,30570.0
481275700,202306,30568.0
481275700,202307,30556.0
481275700,202308,30576.0
481275700,202309,30531.0
481275700,202310,30473.0
481275700,202311,30455.0
481275700,202312,30413.0
481275700,202401,31419.0
481275700,202402,32136.0
481275700,202403,32319.0
481275700,202404,32441.0
481275700,202405,32477.0
481275700,202406,32472.0
481275700,202407,32467.0
481275700,202408,32463.0
481275700,202409,32425.0
481275700,202410,32437.0
481275700,202411,32413.0
481275700,202412,32384.0
481275800,202012,9479.0
481275800,202101,9446.0
481275800,202102,9434.0
481275800,202103,9393.0
481275800,202104,9373.0
481275800,202105,9379.0
481275800,202106,9368.0
481275800,202107,9355.0
481275800,202108,9308.0
481275800,202109,9305.0
481275800,202110,9319.0
481275800,202111,9319.0
481275800,202112,9297.0
481275800,202201,9259.0
481275800,202202,9224.0
481275800,202203,9192.0
481275800,202204,9180.0
481275800,202205,9176.0
481275800,202206,9155.0
481275800,202207,9158.0
481275800,202208,9129.0
481275800,202209,9091.0
481275800,202210,9090.0
481275800,202211,9063.0
481275800,202212,9020.0
481275800,202301,8993.0
481275800,202302,8970.0
481275800,202303,8958.0
481275800,202304,8967.0
481275800,202305,8969.0
481275800,202306,8975.0
481275800,202307,8957.0
481275800,202308,8937.0
481275800,202309,8939.0
481275800,202310,8889.0
481275800,202311,8869.0
481275800,202312,8871.0
481275800,202401,8847.0
481275800,202402,8834.0
481275800,202403,8804.0
481275800,202404,8793.0
481275800,202405,8769.0
481275800,202406,8754.0
481275800,202407,8732.0
481275800,202408,8706.0
481275800,202409,8663.0
481275800,202410,8635.0
481275800,202411,8629.0
481275800,202412,8605.0
481275900,202012,7772.0
481275900,202101,7750.0
481275900,202102,7715.0
481275900,202103,7671.0
481275900,202104,7641.0
481275900,202105,7602.0
481275900,202106,7559.0
481275900,202107,7521.0
481275900,202108,7499.0
481275900,202109,7490.0
481275900,202110,7476.0
481275900,202111,7475.0
481275900,202112,7489.0
481275900,202201,7478.0
481275900,202202,7484.0
481275900,202203,7483.0
481275900,202204,7472.0
481275900,202205,7455.0
481275900,202206,7445.0
481275900,202207,7437.0
481275900,202208,7433.0
481275900,202209,7425.0
481275900,202210,7402.0
481275900,202211,7394.0
481275900,202212,7374.0
481275900,202301,7359.0
481275900,202302,7347.0
481275900,202303,7362.0
481275900,202304,7332.0
481275900,202305,7365.0
481275900,202306,7354.0
481275900,202307,7327.0
481275900,202308,7314.0
481275900,202309,7281.0
481275900,202310,7258.0
481275900,202311,7228.0
481275900,202312,7196.0
481275900,202401,7128.0
481275900,202402,7104.0
481275900,202403,7088.0
481275900,202404,7064.0
481275900,202405,7045.0
481275900,202406,7034.0
481275900,202407,6992.0
481275900,202408,6996.0
481275900,202409,7472.0
481275900,202410,8023.0
481275900,202411,8230.0
481275900,202412,8336.0
481276000,,
481276100,202012,9674.0
481276100,202101,9650.0
481276100,202102,9620.0
481276100,202103,9566.0
481276100,202104,9522.0
481276100,202105,9511.0
481276100,202106,9480.0
481276100,202107,9471.0
481276100,202108,9432.0
481276100,202109,9416.0
481276100,202110,9399.0
481276100,202111,9378.0
481276100,202112,9329.0
481276100,202201,9302.0
481276100,202202,9287.0
481276100,202203,9264.0
481276100,202204,9287.0
481276100,202205,9267.0
481276100,202206,9252.0
481276100,202207,9257.0
481276100,202208,9241.0
481276100,202209,9239.0
481276100,202210,9220.0
481276100,202211,9213.0
481276100,202212,9207.0
481276100,202301,9197.0
481276100,202302,9190.0
481276100,202303,9178.0
481276100,202304,9121.0
481276100,202305,9110.0
481276100,202306,9087.0
481276100,202307,9080.0
481276100,202308,9046.0
481276100,202309,9043.0
481276100,202310,9025.0
481276100,202311,9023.0
481276100,202312,9004.0
481276100,202401,8964.0
481276100,202402,8934.0
481276100,202403,8940.0
481276100,202404,8921.0
481276100,202405,8907.0
481276100,202406,8888.0
481276100,202407,8882.0
481276100,202408,8883.0
481276100,202409,8850.0
481276100,202410,8820.0
481276100,202411,8765.0
481276100,202412,8735.0
481276200,202012,3369.0
481276200,202101,3365.0
481276200,202102,3351.0
481276200,202103,3320.0
481276200,202104,3310.0
481276200,202105,3292.0
481276200,202106,3264.0
481276200,202107,3268.0
481276200,202108,3275.0
481276200,202109,3264.0
481276200,202110,3241.0
481276200,202111,3229.0
481276200,202112,3219.0
481276200,202201,3179.0
481276200,202202,3184.0
481276200,202203,3197.0
481276200,202204,3182.0
481276200,202205,3173.0
481276200,202206,3179.0
481276200,202207,3165.0
481276200,202208,3161.0
481276200,202209,3140.0
481276200,202210,3124.0
481276200,202211,3115.0
481276200,202212,3104.0
481276200,202301,3095.0
481276200,202302,3090.0
481276200,202303,3067.0
481276200,202304,3053.0
481276200,202305,3050.0
481276200,202306,3048.0
481276200,202307,3043.0
481276200,202308,3024.0
481276200,202309,3014.0
481276200,202310,2999.0
481276200,202311,2999.0
481276200,202312,2993.0
481276200,202401,2967.0
481276200,202402,2959.0
481276200,202403,2957.0
481276200,202404,2931.0
481276200,202405,2914.0
481276200,202406,2911.0
481276200,202407,2894.0
481276200,202408,2888.0
481276200,202409,2879.0
481276200,202410,2865.0
481276200,202411,2853.0
481276200,202412,2840.0
481295300,202012,17355.0
481295300,202101,17293.0
481295300,202102,17187.0
481295300,202103,17080.0
481295300,202104,17066.0
481295300,202105,16985.0
481295300,202106,16978.0
481295300,202107,16958.0
481295300,202108,16947.0
481295300,202109,16944.0
481295300,202110,16934.0
481295300,202111,16995.0
481295300,202112,16962.0
481295300,202201,16895.0
481295300,202202,16823.0
481295300,202203,16792.0
481295300,202204,16743.0
481295300,202205,16699.0
481295300,202206,16653.0
481295300,202207,16599.0
481295300,202208,16555.0
481295300,202209,16542.0
481295300,202210,16523.0
481295300,202211,16471.0
481295300,202212,16454.0
481295300,202301,16491.0
481295300,202302,16442.0
481295300,202303,16371.0
481295300,202304,16307.0
481295300,202305,16310.0
481295300,202306,16275.0
481295300,202307,16266.0
481295300,202308,16185.0
481295300,202309,16118.0
481295300,202310,16089.0
481295300,202311,16090.0
481295300,202312,16115.0
481295300,202401,16104.0
481295300,202402,15971.0
481295300,202403,15898.0
481295300,202404,15791.0
481295300,202405,15773.0
481295300,202406,15756.0
481295300,202407,15676.0
481295300,202408,15649.0
481295300,202409,15583.0
481295300,202410,15553.0
481295300,202411,15484.0
481295300,202412,15495.0
481295400,202012,8754.0
481295400,202101,8702.0
481295400,202102,8665.0
481295400,202103,8625.0
481295400,202104,8602.0
481295400,202105,8555.0
481295400,202106,8521.0
481295400,202107,8501.0
481295400,202108,8471.0
481295400,202109,8448.0
481295400,202110,8439.0
481295400,202111,8475.0
481295400,202112,8469.0
481295400,202201,8455.0
481295400,202202,8462.0
481295400,202203,8467.0
481295400,202204,8450.0
481295400,202205,8439.0
481295400,202206,8443.0
481295400,202207,8440.0
481295400,202208,8437.0
481295400,202209,8409.0
481295400,202210,8396.0
481295400,202211,8380.0
481295400,202212,8340.0
481295400,202301,8304.0
481295400,202302,8266.0
481295400,202303,8210.0
481295400,202304,8193.0
481295400,202305,8180.0
481295400,202306,8164.0
481295400,202307,8167.0
481295400,202308,8144.0
481295400,202309,8146.0
481295400,202310,8128.0
481295400,202311,8110.0
481295400,202312,8072.0
481295400,202401,8032.0
481295400,202402,8027.0
481295400,202403,8002.0
481295400,202404,7968.0
481295400,202405,7936.0
481295400,202406,7901.0
481295400,202407,7887.0
481295400,202408,7879.0
481295400,202409,7866.0
481295400,202410,7847.0
481295400,202411,7821.0
481295400,202412,7811.0
481295500,202012,5040.0
481295500,202101,5025.0
481295500,202102,4981.0
481295500,202103,4961.0
481295500,202104,4922.0
481295500,202105,4936.0
481295500,202106,4914.0
481295500,202107,4868.0
481295500,202108,4818.0
481295500,202109,4672.0
481295500,202110,4468.0
481295500,202111,4262.0
481295500,202112,4130.0
481295500,202201,4077.0
481295500,202202,4026.0
481295500,202203,3971.0
481295500,202204,3923.0
481295500,202205,3845.0
481295500,202206,3808.0
481295500,202207,3790.0
481295500,202208,3790.0
481295500,202209,3785.0
481295500,202210,3768.0
481295500,202211,3731.0
481295500,202212,3726.0
481295500,202301,3695.0
481295500,202302,3676.0
481295500,202303,3656.0
481295500,202304,3654.0
481295500,202305,3625.0
481295500,202306,3612.0
481295500,202307,3611.0
481295500,202308,3607.0
481295500,202309,3606.0
481295500,202310,3595.0
481295500,202311,3587.0
481295500,202312,3571.0
481295500,202401,3556.0
481295500,202402,3554.0
481295500,202403,3554.0
481295500,202404,3543.0
481295500,202405,3539.0
481295500,202406,3524.0
481295500,202407,3524.0
481295500,202408,3521.0
481295500,202409,3515.0
481295500,202410,3495.0
481295500,202411,3470.0
481295500,202412,3459.0
481295600,202012,11402.0
481295600,202101,11360.0
481295600,202102,11301.0
481295600,202103,11313.0
481295600,202104,11260.0
481295600,202105,11243.0
481295600,202106,11219.0
481295600,202107,11173.0
481295600,202108,11134.0
481295600,202109,11138.0
481295600,202110,11169.0
481295600,202111,11132.0
481295600,202112,11097.0
481295600,202201,11074.0
481295600,202202,11025.0
481295600,202203,11033.0
481295600,202204,11026.0
481295600,202205,11003.0
481295600,202206,11008.0
481295600,202207,10997.0
481295600,202208,10955.0
481295600,202209,10944.0
481295600,202210,10922.0
481295600,202211,10924.0
481295600,202212,10928.0
481295600,202301,10892.0
481295600,202302,10860.0
481295600,202303,10834.0
481295600,202304,10826.0
481295600,202305,10824.0
481295600,202306,10819.0
481295600,202307,10813.0
481295600,202308,10800.0
481295600,202309,10776.0
481295600,202310,10755.0
481295600,202311,10694.0
481295600,202312,10672.0
481295600,202401,10655.0
481295600,202402,10602.0
481295600,202403,10604.0
481295600,202404,10591.0
481295600,202405,10587.0
481295600,202406,10581.0
481295600,202407,10568.0
481295600,202408,10551.0
481295600,202409,10530.0
481295600,202410,10515.0
481295600,202411,10490.0
481295600,202412,10466.0
481295700,202012,7545.0
481295700,202101,7524.0
481295700,202102,7509.0
481295700,202103,7506.0
481295700,202104,7496.0
481295700,202105,7470.0
481295700,202106,7478.0
481295700,202107,7493.0
481295700,202108,7489.0
481295700,202109,7474.0
481295700,202110,7448.0
481295700,202111,7438.0
481295700,202112,7431.0
481295700,202201,7419.0
481295700,202202,7414.0
481295700,202203,7398.0
481295700,202204,7383.0
481295700,202205,7389.0
481295700,202206,7377.0
481295700,202207,7357.0
481295700,202208,7348.0
481295700,202209,7325.0
481295700,202210,7314.0
481295700,202211,7292.0
481295700,202212,7301.0
481295700,202301,7295.0
481295700,202302,7253.0
481295700,202303,7247.0
481295700,202304,7220.0
481295700,202305,7223.0
481295700,202306,7207.0
481295700,202307,7209.0
481295700,202308,7197.0
481295700,202309,7171.0
481295700,202310,7148.0
481295700,202311,7123.0
481295700,202312,7087.0
481295700,202401,7097.0
481295700,202402,7070.0
481295700,202403,7043.0
481295700,202404,7005.0
481295700,202405,6993.0
481295700,202406,6983.0
481295700,202407,6954.0
481295700,202408,6940.0
481295700,202409,6928.0
481295700,202410,6934.0
481295700,202411,6893.0
481295700,202412,6862.0
481295800,202012,17463.0
481295800,202101,17458.0
481295800,202102,17388.0
481295800,202103,17334.0
481295800,202104,17355.0
481295800,202105,17372.0
481295800,202106,17433.0
481295800,202107,17497.0
481295800,202108,17501.0
481295800,202109,17498.0
481295800,202110,17527.0
481295800,202111,17519.0
481295800,202112,17555.0
481295800,202201,17513.0
481295800,202202,17492.0
481295800,202203,17465.0
481295800,202204,17414.0
481295800,202205,17407.0
481295800,202206,17423.0
481295800,202207,17395.0
481295800,202208,17400.0
481295800,202209,17386.0
481295800,202210,17441.0
481295800,202211,17492.0
481295800,202212,17475.0
481295800,202301,17506.0
481295800,202302,17504.0
481295800,202303,17496.0
481295800,202304,17507.0
481295800,202305,17462.0
481295800,202306,17413.0
481295800,202307,17393.0
481295800,202308,17374.0
481295800,202309,17332.0
481295800,202310,17322.0
481295800,202311,17326.0
481295800,202312,17322.0
481295800,202401,17290.0
481295800,202402,17266.0
481295800,202403,17230.0
481295800,202404,17212.0
481295800,202405,17186.0
481295800,202406,17135.0
481295800,202407,17150.0
481295800,202408,17146.0
481295800,202409,17150.0
481295800,202410,17137.0
481295800,202411,17109.0
481295800,202412,17098.0
481295900,202012,8576.0
481295900,202101,8588.0
481295900,202102,8578.0
481295900,202103,8586.0
481295900,202104,8559.0
481295900,202105,8604.0
481295900,202106,8593.0
481295900,202107,8568.0
481295900,202108,8599.0
481295900,202109,8607.0
481295900,202110,8596.0
481295900,202111,8594.0
481295900,202112,8583.0
481295900,202201,8581.0
481295900,202202,8605.0
481295900,202203,8586.0
481295900,202204,8578.0
481295900,202205,8557.0
481295900,202206,8540.0
481295900,202207,8522.0
481295900,202208,8518.0
481295900,202209,8477.0
481295900,202210,8474.0
