대지위치,sigunguCd,bjdongCd,구명,허가일,expected_completion,용도코드명,건물명,세대수,apt_group,관리주택대장PK,허가월,준공예정월
경상남도 창원시 진해구 경화동 1316번지,48129,13900,진해구,2016-08-22,2019-02-01,공동주택,창원경화베스티움,285,APT,12523000020868,2016-08-01,2019-02
경상남도 창원시 진해구 경화동 1334번지,48129,13900,진해구,2014-12-30,2017-06-01,공동주택,경화동 두산위브,462,APT,12523000017285,2014-12-01,2017-06
경상남도 창원시 진해구 경화동 1337번지,48129,13900,진해구,2008-01-02,2010-07-01,공동주택,경화동공동주택,162,APT,12522100003801,2008-01-01,2010-07
경상남도 창원시 진해구 경화동 1337-32번지,48129,13900,진해구,2016-08-22,2019-02-01,공동주택,경화동 위드필 아파트,182,APT,12523000020867,2016-08-01,2019-02
경상남도 창원시 진해구 경화동 1388번지,48129,13900,진해구,2004-07-02,2007-01-01,공동주택,대동다:숲,408,APT,12522000000043,2004-07-01,2007-01
경상남도 창원시 진해구 경화동 1400번지,48129,13900,진해구,2003-07-24,2006-01-01,공동주택,경화동the#아파트,441,APT,12522000000036,2003-07-01,2006-01
경상남도 창원시 진해구 경화동 1428-1번지,48129,13900,진해구,2003-07-05,2006-01-01,공동주택,경화동 삼정그린코아 1단지,202,APT,12522000000035,2003-07-01,2006-01
경상남도 창원시 진해구 석동 232번지,48129,14000,진해구,2004-04-03,2006-10-01,공동주택,지에스 진해 자이 아파트,516,APT,12522000000040,2004-04-01,2006-10
경상남도 창원시 진해구 석동 287-5번지,48129,14000,진해구,2005-10-28,2008-04-01,공동주택,진해석동한솔솔파크공동주택신축공사,63,APT,12522000000054,2005-10-01,2008-04
경상남도 창원시 진해구 석동 351번지,48129,14000,진해구,2005-10-28,2008-04-01,공동주택,진해석동한솔솔파크공동주택신축공사,264,APT,12522000000053,2005-10-01,2008-04
경상남도 창원시 진해구 석동 493번지,48129,14000,진해구,2001-07-16,2004-01-01,공동주택,상지아파트,150,APT,12522000000018,2001-07-01,2004-01
경상남도 창원시 진해구 석동 551-1번지,48129,14000,진해구,2006-11-23,2009-05-01,공동주택,석동 푸르지오APT,647,APT,12522000000067,2006-11-01,2009-05
경상남도 창원시 진해구 석동 551-1번지,48129,14000,진해구,2004-05-28,2006-11-01,공동주택,진해 석동 푸르지오,647,APT,12522000000041,2004-05-01,2006-11
경상남도 창원시 진해구 석동 551-1번지,48129,14000,진해구,2007-01-12,2009-07-01,공동주택,,647,APT,12522000000078,2007-01-01,2009-07
경상남도 창원시 진해구 석동 551-1번지,48129,14000,진해구,2008-01-10,2010-07-01,,진해 석동 푸르지오,0,APT,12522100003821,2008-01-01,2010-07
경상남도 창원시 진해구 석동 567번지,48129,14000,진해구,2003-05-06,2005-11-01,공동주택,대림사원아파트,108,APT,12522000000039,2003-05-01,2005-11
경상남도 창원시 진해구 석동 660번지,48129,14000,진해구,2010-03-18,2012-09-01,,벚?諭琉갰賤斂?2단지아파트관리사무소,0,APT,12522100004662,2010-03-01,2012-09
경상남도 창원시 진해구 석동 675번지,48129,14000,진해구,2005-10-28,2008-04-01,공동주택,진해석동 우림필유,1192,APT,12522000000045,2005-10-01,2008-04
경상남도 창원시 진해구 석동 블록,48129,14000,진해구,2015-12-21,2018-06-01,공동주택,LH아파트,460,APT,12523000019867,2015-12-01,2018-06
경상남도 창원시 진해구 이동 2-3번지,48129,14100,진해구,2005-08-09,2008-02-01,공동주택,진해이동미소지움아파트,137,APT,12522000000049,2005-08-01,2008-02
경상남도 창원시 진해구 이동 2-3번지,48129,14100,진해구,2007-10-22,2010-04-01,공동주택,신성 미소지움 1단지,137,APT,12522100003722,2007-10-01,2010-04
경상남도 창원시 진해구 이동 3-3번지,48129,14100,진해구,2005-09-20,2008-03-01,공동주택,진해이동미소지움아파트,83,APT,12522000000052,2005-09-01,2008-03
경상남도 창원시 진해구 이동 3-3번지,48129,14100,진해구,2007-10-22,2010-04-01,공동주택,진해 미소지움 2단지,83,APT,12522100003721,2007-10-01,2010-04
경상남도 창원시 진해구 이동 398-3번지,48129,14100,진해구,2012-07-09,2015-01-01,공동주택,뉴중앙하이츠,91,APT,12523000006504,2012-07-01,2015-01
경상남도 창원시 진해구 이동 445-2번지,48129,14100,진해구,2006-10-24,2009-04-01,공동주택,진해 이동 디에스 아이존빌,328,APT,12522000000061,2006-10-01,2009-04
경상남도 창원시 진해구 자은동 114번지,48129,14200,진해구,2014-06-11,2016-12-01,공동주택,창원자은에일린의뜰,520,APT,12523000015967,2014-06-01,2016-12
경상남도 창원시 진해구 자은동 125번지,48129,14200,진해구,2013-09-06,2016-03-01,공동주택,자은중흥에스-클래스,767,APT,12523000012725,2013-09-01,2016-03
경상남도 창원시 진해구 자은동 284-1번지,48129,14200,진해구,2005-09-09,2008-03-01,공동주택,자은동 월드메르디앙,358,APT,12522000000051,2005-09-01,2008-03
경상남도 창원시 진해구 자은동 383번지,48129,14200,진해구,2002-11-01,2005-05-01,공동주택,중앙네이빌아파트,98,APT,12522000000025,2002-11-01,2005-05
경상남도 창원시 진해구 자은동 392번지,48129,14200,진해구,2004-06-08,2006-12-01,공동주택,한국지엠비사원아파트,57,APT,12522000000042,2004-06-01,2006-12
경상남도 창원시 진해구 자은동 446번지,48129,14200,진해구,2024-07-03,2027-01-01,공동주택,덕산해군아파트,0,APT,1000000000000000196066,2024-07-01,2027-01
경상남도 창원시 진해구 자은동 446번지,48129,14200,진해구,2000-04-07,2002-10-01,공동주택,덕산해군아파트,140,APT,12522000000014,2000-04-01,2002-10
경상남도 창원시 진해구 자은동 525-3번지,48129,14200,진해구,2006-11-10,2009-05-01,공동주택,,442,APT,12522000000062,2006-11-01,2009-05
경상남도 창원시 진해구 자은동 525-3번지,48129,14200,진해구,2003-07-24,2006-01-01,공동주택,자은동 더샵아파트,442,APT,12522000000037,2003-07-01,2006-01
경상남도 창원시 진해구 자은동 661-1번지,48129,14200,진해구,2002-02-23,2004-08-01,공동주택,자은동 원창베스트빌,140,APT,12522000000003,2002-02-01,2004-08
경상남도 창원시 진해구 자은동 663번지,48129,14200,진해구,2012-04-16,2014-10-01,공동주택,협성DS.이아이존빌,433,APT,12523000005306,2012-04-01,2014-10
경상남도 창원시 진해구 자은동 723번지,48129,14200,진해구,2023-08-07,2026-02-01,공동주택,창원특례시 진해구 공동주택 건립사업,434,APT,1000000000000000135235,2023-08-01,2026-02
경상남도 창원시 진해구 자은동 760-1번지,48129,14200,진해구,2010-11-12,2013-05-01,,자은3주공아파트,0,APT,12523000000603,2010-11-01,2013-05
경상남도 창원시 진해구 자은동 760-1번지,48129,14200,진해구,2002-12-05,2005-06-01,공동주택,자은3주공아파트,812,APT,12522000000026,2002-12-01,2005-06
경상남도 창원시 진해구 자은동 909번지,48129,14200,진해구,2008-06-24,2010-12-01,,자은주공아파트,0,APT,12522100004181,2008-06-01,2010-12
경상남도 창원시 진해구 자은동 909번지,48129,14200,진해구,2012-03-22,2014-09-01,,자은주공아파트,0,APT,12523000004924,2012-03-01,2014-09
경상남도 창원시 진해구 자은동 911번지,48129,14200,진해구,2007-05-14,2009-11-01,판매시설,성원아파트 상가동,0,APT,12522000000077,2007-05-01,2009-11
경상남도 창원시 진해구 자은동 954-20번지,48129,14200,진해구,2005-03-14,2007-09-01,공동주택,백송아파트,32,APT,12522000000048,2005-03-01,2007-09
경상남도 창원시 진해구 자은동 블록,48129,14200,진해구,2012-06-29,2014-12-01,공동주택,LH아파트,1298,APT,12523000008205,2012-06-01,2014-12
경상남도 창원시 진해구 풍호동 83-77번지,48129,14400,진해구,2003-03-17,2005-09-01,공동주택,풍호동 한림리츠빌,620,APT,12522000000031,2003-03-01,2005-09
경상남도 창원시 진해구 풍호동 83-101번지,48129,14400,진해구,2000-12-15,2003-06-01,공동주택,동부산 아이존빌,372,APT,12522000000012,2000-12-01,2003-06
경상남도 창원시 진해구 풍호동 305-8번지,48129,14400,진해구,2012-12-20,2015-06-01,공동주택,창원 마린 푸르지오 1단지,1822,APT,12523000008944,2012-12-01,2015-06
경상남도 창원시 진해구 풍호동 305-14번지,48129,14400,진해구,2013-05-22,2015-11-01,공동주택,바다마을,500,APT,12523000011145,2013-05-01,2015-11
경상남도 창원시 진해구 풍호동 305-17번지,48129,14400,진해구,2012-12-17,2015-06-01,공동주택,창원 마린 푸르지오 2단지,310,APT,12523000008844,2012-12-01,2015-06
경상남도 창원시 진해구 풍호동 731-1번지,48129,14400,진해구,2000-09-25,2003-03-01,공동주택,윈츠빌아파트,248,APT,12522000000011,2000-09-01,2003-03
경상남도 창원시 진해구 풍호동 735-6번지,48129,14400,진해구,1999-08-17,2002-02-01,공동주택,샛별마을임대아파트,86,APT,12522000000005,1999-08-01,2002-02
경상남도 창원시 진해구 풍호동 758-1번지,48129,14400,진해구,2005-08-17,2008-02-01,공동주택,1,57,APT,12522000000050,2005-08-01,2008-02
경상남도 창원시 진해구 장천동 119-12번지,48129,14500,진해구,2005-06-27,2007-12-01,공동주택,진해 장천 대동 다:숲아파트,1264,APT,12522000000046,2005-06-01,2007-12
경상남도 창원시 진해구 장천동 132번지,48129,14500,진해구,2006-05-03,2008-11-01,공동주택,벽산이솔렌스힐,282,APT,12522000000060,2006-05-01,2008-11
경상남도 창원시 진해구 장천동 260번지,48129,14500,진해구,2013-04-23,2015-10-01,공동주택,창원한신휴플러스오션파크,684,APT,12523000010725,2013-04-01,2015-10
경상남도 창원시 진해구 북부동 560번지,48129,14700,진해구,2022-05-02,2024-11-01,공동주택,대풍APT,0,APT,12523000033112,2022-05-01,2024-11
경상남도 창원시 진해구 남문동 1275-1번지,48129,15000,진해구,2015-11-20,2018-05-01,공동주택,진해 남문지구 A5-1BL 포부스 공동주택,483,APT,1000000000000000177395,2015-11-01,2018-05
경상남도 창원시 진해구 제덕동 865-1번지,48129,15100,진해구,2016-09-23,2019-03-01,공동주택,남문 동일스위트 The Ocean 1단지,349,APT,12523000021069,2016-09-01,2019-03
경상남도 창원시 진해구 제덕동 865-3번지,48129,15100,진해구,2016-09-23,2019-03-01,공동주택,남문 동일스위트 The Ocean 2단지,264,APT,12523000021068,2016-09-01,2019-03
경상남도 창원시 진해구 죽곡동 505번지,48129,15500,진해구,1994-04-06,1996-10-01,공동주택,청명아파트신축공사,113,APT,12522000000001,1994-04-01,1996-10
경상남도 창원시 진해구 남양동 20-2번지,48129,15700,진해구,2011-10-28,2014-04-01,공동주택,창원 진해 비전시티 우방 아이유쉘 아파트,564,APT,12523000023972,2011-10-01,2014-04
경상남도 창원시 진해구 마천동 99-3번지,48129,15800,진해구,2002-05-02,2004-11-01,공동주택,남명플럼빌리지,498,APT,12522000000023,2002-05-01,2004-11
경상남도 창원시 진해구 마천동 146-1번지,48129,15800,진해구,2001-07-12,2004-01-01,공동주택,청안 그린빌 아파트,150,APT,12522000000015,2001-07-01,2004-01
경상남도 창원시 진해구 두동 1296-1번지,48129,16100,진해구,2002-10-12,2005-04-01,공동주택,청안해오름임대아파트,274,APT,12522000000024,2002-10-01,2005-04
경상남도 창원시 진해구 두동 1303번지,48129,16100,진해구,2019-01-23,2021-07-01,공동주택,창원 두동 A1블럭 부영사랑으로 공동주택,1552,APT,1000000000000000000100,2019-01-01,2021-07
경상남도 창원시 진해구 두동 1305번지,48129,16100,진해구,2019-01-23,2021-07-01,공동주택,창원 두동 A2블럭 부영사랑으로 공동주택,1538,APT,1000000000000000003303,2019-01-01,2021-07
경상남도 창원시 진해구 두동 1309번지,48129,16100,진해구,2019-01-23,2021-07-01,공동주택,부산진해 경제자유구역 두동지구 부영아파트 신축공사-3BL,1862,APT,1000000000000000038454,2019-01-01,2021-07
경상남도 창원시 진해구 두동 1850번지,48129,16100,진해구,2019-01-23,2021-07-01,공동주택,창원 두동 A4블럭 부영사랑으로 공동주택,567,APT,1000000000000000039404,2019-01-01,2021-07
경상남도 창원시 진해구 두동 1857번지,48129,16100,진해구,2019-01-23,2021-07-01,공동주택,부산진해 경제자유구역 두동지구 부영아파트 신축공사-6BL,1415,APT,1000000000000000043492,2019-01-01,2021-07
경상남도 창원시 진해구 두동 블록,48129,16100,진해구,2019-01-23,2021-07-01,공동주택,부산진해 경제자유구역 두동지구 부영아파트 신축공사-5BL,512,APT,1000000000000000043308,2019-01-01,2021-07
경상남도 창원시 진해구 청안동 471번지,48129,16200,진해구,2001-10-30,2004-04-01,,진해 녹산지구 해인로즈빌아파트,1140,APT,12522000000009,2001-10-01,2004-04
경상남도 창원시 진해구 청안동 472번지,48129,16200,진해구,2001-03-02,2003-09-01,공동주택,풍림아파트,1170,APT,12522000000021,2001-03-01,2003-09
경상남도 창원시 진해구 청안동 472번지,48129,16200,진해구,2002-03-30,2004-09-01,공동주택,풍림아파트,1170,APT,12522000000029,2002-03-01,2004-09
경상남도 창원시 진해구 청안동 473번지,48129,16200,진해구,2003-03-04,2005-09-01,제1종근린생활시설,부영3차임대아파트 상가동,0,APT,12522000000038,2003-03-01,2005-09
경상남도 창원시 진해구 청안동 474번지,48129,16200,진해구,2001-12-01,2004-06-01,공동주택,부영 아파트,440,APT,12522000000007,2001-12-01,2004-06
경상남도 창원시 진해구 청안동 477번지,48129,16200,진해구,2001-06-20,2003-12-01,공동주택,부영아파트,906,APT,12522000000008,2001-06-01,2003-12
경상남도 창원시 진해구 청안동 477번지,48129,16200,진해구,2011-11-16,2014-05-01,,부영아파트,0,APT,12523000003144,2011-11-01,2014-05
경상남도 창원시 진해구 청안동 블록1-3번지,48129,16200,진해구,2000-08-28,2003-02-01,공동주택,부영아파트,1275,APT,12522000000010,2000-08-01,2003-02
경상남도 창원시 진해구 안골동 375번지,48129,16300,진해구,1997-05-29,1999-11-01,공동주택,창원 마린 2차 푸르지오,599,APT,12523000016565,1997-05-01,1999-11
경상남도 창원시 진해구 용원동 1111번지,48129,16400,진해구,2018-04-04,2020-10-01,공동주택,용원동지역주택조합 아파트,978,APT,12523000022528,2018-04-01,2020-10
경상남도 창원시 진해구 용원동 1208번지,48129,16400,진해구,2003-06-03,2005-12-01,공동주택,일신님(林) 아파트,869,APT,12522000000033,2003-06-01,2005-12
경상남도 창원시 진해구 용원동 1209번지,48129,16400,진해구,1997-02-18,1999-08-01,공동주택,진해녹산코아루아파트,897,APT,12522000000002,1997-02-01,1999-08
경상남도 창원시 진해구 용원동 1209번지,48129,16400,진해구,1997-02-18,1999-08-01,공동주택,진해녹산코아루아파트,897,APT,12522000000004,1997-02-01,1999-08
경상남도 창원시 진해구 용원동 1350번지,48129,16400,진해구,2017-03-31,2019-09-01,공동주택,부산 신항만 주상복합아파트,660,APT,1000000000000000000050,2017-03-01,2019-09
