lawd_cd,deal_ym,housing_type,aptNm,exclusive_m2,deposit_manwon,rent_manwon,deposit_per_m2_manwon,rent_per_m2_manwon,buildYear,dong,roadAddr
48121,202501,APT,감계아내에코프리미엄1차,84.9867,21000.0,0.0,247.09748701855702,0.0,2014.0,북면 감계리,
48121,202501,APT,감계아내에코프리미엄2차,84.5002,31500.0,0.0,372.78018276879817,0.0,2019.0,북면 감계리,
48121,202501,APT,창원명곡포엘른,55.94,8400.0,35.0,150.16088666428317,0.6256703611011799,2024.0,명곡동,
48121,202501,APT,해바라기맨션,50.31,9900.0,10.0,196.77996422182468,0.19876764062810573,1989.0,도계동,
48121,202501,APT,창원명곡포엘른,55.88,8400.0,35.0,150.32211882605583,0.6263421617752326,2024.0,명곡동,
48121,202501,APT,명곡두산위브,103.75,45000.0,0.0,433.73493975903614,0.0,2010.0,명서동,
48121,202501,APT,감계아내에코프리미엄2차,84.5002,31500.0,0.0,372.78018276879817,0.0,2019.0,북면 감계리,
48121,202501,APT,창원포레힐스데시앙,72.8787,21000.0,0.0,288.1500356071116,0.0,2025.0,북면 감계리,
48121,202501,APT,창원포레힐스데시앙,72.9082,20000.0,0.0,274.3175664740043,0.0,2025.0,북면 감계리,
48121,202501,APT,휴먼빌,59.97,5000.0,60.0,83.37502084375521,1.0005002501250626,2014.0,북면 감계리,
48121,202501,APT,창원중동유니시티4단지,84.7171,50000.0,0.0,590.1996173145682,0.0,2019.0,중동,
48121,202501,APT,창원무동센텀파라디아,84.9921,3000.0,80.0,35.29739822877656,0.941263952767375,2018.0,북면 무동리,
48121,202501,APT,대동중앙,59.9,16000.0,0.0,267.1118530884808,0.0,1993.0,팔용동,
48121,202501,APT,춘광2,59.81,1000.0,25.0,16.719612104999165,0.4179903026249791,1995.0,북면 신촌리,
48121,202501,APT,한효로얄코아,49.44,11000.0,0.0,222.49190938511327,0.0,1992.0,도계동,
48121,202501,APT,창원명곡포엘른,55.94,11900.0,14.0,212.72792277440115,0.25026814444047196,2024.0,명곡동,
48121,202501,APT,동읍다숲아파트,59.88,500.0,60.0,8.3500334001336,1.002004008016032,2016.0,동읍 용잠리,
48121,202501,APT,휴먼빌1단지,84.994,17000.0,0.0,200.01411864366898,0.0,2013.0,북면 무동리,
48121,202501,APT,대동중앙,59.9,17500.0,0.0,292.1535893155259,0.0,1993.0,팔용동,
48121,202501,APT,벽산블루밍A,59.97,22000.0,0.0,366.85009171252295,0.0,2000.0,팔용동,
48121,202501,APT,벽산블루밍B,59.97,23000.0,0.0,383.52509588127396,0.0,1999.0,팔용동,
48121,202501,APT,힐스테이트아티움시티,84.6211,39900.0,0.0,471.51360594461664,0.0,2020.0,팔용동,
