station_id,station_name,lat,lon,nearest_hub_id,nearest_hub_name,dist_km
CWB379000164,신동,35.33012566,128.6007987,CWB379000951,신세계백화점,12.409133686406205
CWB379000165,북면양촌,35.32894091,128.5893272,CWB379000951,신세계백화점,12.21624138157979
CWB379000166,백양마을,35.32762224,128.6873494,CWB379000951,신세계백화점,15.13101640656078
CWB379000167,백양마을,35.32749478,128.6873298,CWB379000951,신세계백화점,15.118664373013582
CWB379000168,신음,35.32869158,128.5847338,CWB379000951,신세계백화점,12.188664865864798
CWB379000169,신음,35.32881224,128.5849666,CWB379000951,신세계백화점,12.20170406523111
CWB379000170,신동이주단지,35.32753376,128.6017207,CWB379000951,신세계백화점,12.131938545120692
CWB379000171,신동이주단지,35.32739939,128.6019839,CWB379000951,신세계백화점,12.11977852433715
CWB379000172,금산마을,35.32344425,128.6637451,CWB379000951,신세계백화점,13.541566706020815
CWB379000173,신동마을,35.32286643,128.6950357,CWB379000951,신세계백화점,15.157566834423864
CWB379000174,금산마을,35.32323176,128.6635343,CWB379000951,신세계백화점,13.511475727609124
CWB379000175,신동마을,35.32273381,128.6950207,CWB379000951,신세계백화점,15.14548359837571
CWB379000178,명호마을,35.32100086,128.6021103,CWB379000951,신세계백화점,11.415829936788219
CWB379000179,명호마을,35.3207854,128.6022759,CWB379000951,신세계백화점,11.393914533453854
CWB379000180,월백,35.3202954,128.62532126,CWB379000951,신세계백화점,11.781453937282501
CWB379000181,월백,35.32017155,128.62531603,CWB379000951,신세계백화점,11.76818426630793
CWB379000182,월촌,35.3195008,128.6171506,CWB379000951,신세계백화점,11.497802799519368
CWB379000183,월촌,35.3193491,128.6171497,CWB379000951,신세계백화점,11.481434048714304
CWB379000184,월촌교,35.31902081,128.60944544,CWB379000951,신세계백화점,11.298822951515653
CWB379000185,월촌교,35.31891888,128.60931696,CWB379000951,신세계백화점,11.285592289493191
CWB379000186,남백마을종점,35.31853516,128.63688916,CWB379000951,신세계백화점,11.95344646752791
CWB379000187,남백마을종점,35.31857024,128.63679365,CWB379000951,신세계백화점,11.953753860953027
CWB379000188,동전(14),35.31864936,128.60399796,CWB379000951,신세계백화점,11.17919655028834
CWB379000189,마룡,35.31744959,128.6616563,CWB379000951,신세계백화점,12.874868685170298
CWB379000191,동전,35.31788937,128.6033727,CWB379000951,신세계백화점,11.087905842834854
CWB379000192,마룡,35.31744055,128.6617715,CWB379000951,신세계백화점,12.879548974900787
CWB379000193,무동센텀파라디아아파트,35.31887438,128.5799316,CWB379000951,신세계백화점,11.116309436098867
CWB379000194,무동센텀파라디아아파트,35.31824974,128.5797637,CWB379000951,신세계백화점,11.04801715333311
CWB379000195,무동입구,35.31636963,128.5849012,CWB379000951,신세계백화점,10.821183222305278
CWB379000196,무동입구,35.31618115,128.5862493,CWB379000951,신세계백화점,10.798735283010576
CWB379000197,주남,35.31556482,128.6943567,CWB379000951,신세계백화점,14.508733215305616
CWB379000198,주남,35.31561672,128.6942331,CWB379000951,신세계백화점,14.505423901599432
CWB379000199,동전,35.31621992,128.5985878,CWB379000951,신세계백화점,10.853619149814081
CWB379000200,동전,35.31628623,128.5985654,CWB379000951,신세계백화점,10.860746676641979
CWB379000201,석산,35.31312289,128.6588753,CWB379000951,신세계백화점,12.333567749302519
CWB379000202,까치골,35.3119017,128.6051317,CWB379000951,신세계백화점,10.453784877086367
CWB379000203,석산,35.31264622,128.6586971,CWB379000951,신세계백화점,12.280130688313147
CWB379000204,1366경남센터,35.31301374,128.59878227,CWB379000951,신세계백화점,10.501320918984378
CWB379000205,까치골,35.31211771,128.6056242,CWB379000951,신세계백화점,10.484588930867423
CWB379000206,1366경남센터,35.3129172,128.5985963,CWB379000951,신세계백화점,10.48895501042025
CWB379000207,고양이주단지,35.31017632,128.65723636,CWB379000951,신세계백화점,11.977360592897467
CWB379000208,고양이주단지,35.3105305,128.65753219,CWB379000951,신세계백화점,12.024962864272965
CWB379000209,대천,35.30964798,128.6020565,CWB379000951,신세계백화점,10.165520546401204
CWB379000210,대천,35.30960711,128.6022593,CWB379000951,신세계백화점,10.16352212751574
CWB379000211,판신,35.30763212,128.6863315,CWB379000951,신세계백화점,13.366410162382515
CWB379000212,판신,35.3076727,128.6867987,CWB379000951,신세계백화점,13.398504032920588
CWB379000213,감나무골,35.30757175,128.6007584,CWB379000951,신세계백화점,9.921708671072102
CWB379000214,감나무골,35.30697317,128.6006924,CWB379000951,신세계백화점,9.85505370109769
CWB379000216,감계리,35.30733699,128.5997989,CWB379000951,신세계백화점,9.885239819388502
CWB379000217,감계리,35.30754373,128.5997304,CWB379000951,신세계백화점,9.90729696333635
CWB379000218,고양,35.3060693,128.6554104,CWB379000951,신세계백화점,11.503705910160127
CWB379000219,고양,35.30595785,128.6555537,CWB379000951,신세계백화점,11.500372015325231
CWB379000220,주남저수지,35.30495105,128.6783359,CWB379000951,신세계백화점,12.659709397315638
CWB379000221,주남저수지,35.30503523,128.67909419,CWB379000951,신세계백화점,12.712134367734741
CWB379000224,가월마을입구,35.30386562,128.6750688,CWB379000951,신세계백화점,12.374549579398586
CWB379000225,화목,35.30397776,128.6576441,CWB379000951,신세계백화점,11.422313864582012
CWB379000226,화목,35.30377486,128.6578523,CWB379000951,신세계백화점,11.414394986209574
CWB379000227,승산초등학교,35.30360223,128.6273768,CWB379000951,신세계백화점,10.093275254854554
CWB379000228,승산초등학교,35.30349628,128.6272136,CWB379000951,신세계백화점,10.0769265833829
CWB379000229,가월입구,35.30344898,128.6745616,CWB379000951,신세계백화점,12.309435655223485
CWB379000230,감계입구,35.30317206,128.6010192,CWB379000951,신세계백화점,9.44069225860249
CWB379000231,감계입구,35.3033396,128.60079062,CWB379000951,신세계백화점,9.456343872876177
CWB379000232,곡목,35.30157816,128.6634195,CWB379000951,신세계백화점,11.51271858034543
CWB379000233,곡목,35.30147896,128.6633885,CWB379000951,신세계백화점,11.50224212549649
CWB379000234,내감,35.3005004,128.5934466,CWB379000951,신세계백화점,9.076949292235089
CWB379000235,내감,35.3005064,128.5933454,CWB379000951,신세계백화점,9.077028560299897
CWB379000237,화천리,35.30002713,128.6033567,CWB379000951,신세계백화점,9.127138680729532
CWB379000238,화천리,35.29978349,128.6033253,CWB379000951,신세계백화점,9.0999961548502
CWB379000240,다호,35.29772298,128.6724266,CWB379000951,신세계백화점,11.702316852769414
CWB379000241,다호,35.29792337,128.6724829,CWB379000951,신세계백화점,11.722346980031585
CWB379000242,중방마을,35.29826013,128.5935794,CWB379000951,신세계백화점,8.829665151894691
CWB379000243,고암마을,35.29692506,128.6284519,CWB379000951,신세계백화점,9.44550464213855
CWB379000002,명촌,35.38820888,128.6016379,CWB379000951,신세계백화점,18.83856659338443
CWB379000003,명촌,35.38813166,128.6016506,CWB379000951,신세계백화점,18.830099742937715
CWB379000005,명촌마을입구,35.38411237,128.60510049,CWB379000951,신세계백화점,18.41052103881275
CWB379000006,명촌마을입구,35.38360047,128.60530494,CWB379000951,신세계백화점,18.35561257556119
CWB379000007,초소,35.37813103,128.59486129,CWB379000951,신세계백화점,17.68765692046592
CWB379000008,초소,35.37778219,128.5944913,CWB379000951,신세계백화점,17.6476529526514
CWB379000009,내산,35.37544961,128.59078402,CWB379000951,신세계백화점,17.37913271234611
CWB379000010,안신천,35.37313555,128.6137346,CWB379000951,신세계백화점,17.290238352578264
CWB379000012,안신천,35.37303514,128.6137921,CWB379000951,신세계백화점,17.27994145832379
CWB379000013,현도,35.37370889,128.59123124,CWB379000951,신세계백화점,17.18684296771642
CWB379000014,현도,35.37379053,128.59136213,CWB379000951,신세계백화점,17.19616801400255
CWB379000015,도래,35.37224173,128.5982019,CWB379000951,신세계백화점,17.050007865639955
CWB379000016,도래,35.37218466,128.5981019,CWB379000951,신세계백화점,17.04314678581529
CWB379000017,상옥정,35.37041853,128.66126188,CWB379000951,신세계백화점,18.122120969349897
CWB379000018,활천,35.36987055,128.65143913,CWB379000951,신세계백화점,17.75106902979053
CWB379000019,활천,35.3697336,128.65156837,CWB379000951,신세계백화점,17.74061135802336
CWB379000020,하옥정,35.36874261,128.6669885,CWB379000951,신세계백화점,18.152086258605117
CWB379000022,일동회관,35.3679376,128.6840827,CWB379000951,신세계백화점,18.750394589594652
CWB379000023,일동회관,35.36796378,128.6839839,CWB379000951,신세계백화점,18.74872705013063
CWB379000024,일동초등학교,35.36793344,128.6872062,CWB379000951,신세계백화점,18.885460828710574
CWB379000025,바깥신천,35.36850963,128.6259299,CWB379000951,신세계백화점,16.978140553590986
CWB379000026,신성,35.36764644,128.6961267,CWB379000951,신세계백화점,19.262891597586346
CWB379000027,일동초등학교,35.36786449,128.6879092,CWB379000951,신세계백화점,18.909717311962964
CWB379000028,바깥신천,35.36857162,128.6260472,CWB379000951,신세계백화점,16.987094513685676
CWB379000029,당리,35.36775028,128.6914472,CWB379000951,신세계백화점,19.057021725803548
CWB379000030,본포마을회관,35.3682737,128.646138,CWB379000951,신세계백화점,17.42914926497547
CWB379000031,본포마을회관,35.36821769,128.64611,CWB379000951,신세계백화점,17.42245125842853
CWB379000032,제1수산교,35.36699972,128.69972118,CWB379000951,신세계백화점,19.372489039554498
CWB379000033,신전,35.36714414,128.6740062,CWB379000951,신세계백화점,18.257198269957282
CWB379000034,앞실마을,35.3679642,128.60023119,CWB379000951,신세계백화점,16.58848865228165
CWB379000035,대촌(하천초교),35.36779296,128.6034148,CWB379000951,신세계백화점,16.59300507856452
CWB379000036,앞실마을,35.36786831,128.6002258,CWB379000951,신세계백화점,16.57783957668718
CWB379000037,대촌(하천초교),35.36784003,128.603222,CWB379000951,신세계백화점,16.596643870489864
CWB379000038,내봉촌,35.36835829,128.565528,CWB379000951,신세계백화점,16.7040982742962
CWB379000039,내봉촌,35.36820292,128.56550118,CWB379000951,신세계백화점,16.68726199445029
CWB379000041,갈전운동장,35.36653344,128.6809755,CWB379000951,신세계백화점,18.480679446101025
CWB379000043,신전입구,35.36638266,128.6717237,CWB379000951,신세계백화점,18.091686374343087
CWB379000044,본포,35.36668528,128.6466164,CWB379000951,신세계백화점,17.275170478528114
CWB379000045,상리,35.36602048,128.6777968,CWB379000951,신세계백화점,18.29792643471527
CWB379000046,중촌,35.36565144,128.6014522,CWB379000951,신세계백화점,16.34103925214144
CWB379000047,중촌,35.36564998,128.6013072,CWB379000951,신세계백화점,16.33982556909211
CWB379000048,신기,35.36405767,128.6236141,CWB379000951,신세계백화점,16.451362579797237
CWB379000049,신기,35.36387005,128.6232711,CWB379000951,신세계백화점,16.42468301001697
CWB379000050,앞실마을입구,35.36420745,128.5997733,CWB379000951,신세계백화점,16.169664242935465
CWB379000051,음달마을,35.36452782,128.56500939,CWB379000951,신세계백화점,16.287770670394078
CWB379000052,앞실마을입구,35.36413163,128.5998637,CWB379000951,신세계백화점,16.16186259957082
CWB379000054,본포입구,35.3631755,128.64840381,CWB379000951,신세계백화점,16.958635010715458
CWB379000055,본포입구,35.36320665,128.64826693,CWB379000951,신세계백화점,16.957804551217407
CWB379000056,내봉촌(음달마을),35.36347093,128.56728562,CWB379000951,신세계백화점,16.14700015882909
CWB379000058,송정종점,35.36093585,128.6825248,CWB379000951,신세계백화점,17.999911579343703
CWB379000059,송정,35.36097025,128.68236953,CWB379000951,신세계백화점,17.99644185717607
CWB379000060,가곡마을,35.36062566,128.6442132,CWB379000951,신세계백화점,16.56810035384204
CWB379000061,가곡마을,35.36047848,128.6440662,CWB379000951,신세계백화점,16.548396898934417
CWB379000062,전촌,35.35977944,128.6533502,CWB379000951,신세계백화점,16.759925165508438
CWB379000063,전촌,35.35963793,128.6534055,CWB379000951,신세계백화점,16.74708912482615
CWB379000064,봉촌,35.36019977,128.5903038,CWB379000951,신세계백화점,15.686242070789529
CWB379000065,봉촌,35.36004045,128.5900744,CWB379000951,신세계백화점,15.668184924653065
CWB379000066,신목,35.35892331,128.6179722,CWB379000951,신세계백화점,15.794315621170501
CWB379000067,신목,35.35886691,128.6180841,CWB379000951,신세계백화점,15.789974079765637
CWB379000068,북모산마을,35.35746019,128.7128277,CWB379000951,신세계백화점,19.170163867831743
CWB379000069,소라,35.35887379,128.58497468,CWB379000951,신세계백화점,15.537464150485171
CWB379000070,소라,35.35875813,128.5850433,CWB379000951,신세계백화점,15.524554725509825
CWB379000071,전촌입구,35.35766314,128.6555278,CWB379000951,신세계백화점,16.614328130591463
CWB379000072,전촌입구,35.35771841,128.6556073,CWB379000951,신세계백화점,16.622726727844775
CWB379000073,남모산,35.35455276,128.7116116,CWB379000951,신세계백화점,18.84564932749693
CWB379000074,남모산,35.35453594,128.7117577,CWB379000951,신세계백화점,18.8521575235302
CWB379000075,원봉강,35.35513841,128.6549557,CWB379000951,신세계백화점,16.335198723844165
CWB379000076,원봉강,35.35502489,128.6551802,CWB379000951,신세계백화점,16.331281381990188
CWB379000077,용연입구,35.35392758,128.6666612,CWB379000951,신세계백화점,16.645999575375
CWB379000078,용연입구,35.35381102,128.6663791,CWB379000951,신세계백화점,16.62319427907338
CWB379000079,용연마을,35.35384797,128.6695115,CWB379000951,신세계백화점,16.752588411766254
CWB379000080,용연마을,35.35372957,128.6695323,CWB379000951,신세계백화점,16.74169183275
CWB379000081,북면온천,35.35461579,128.6102577,CWB379000951,신세계백화점,15.210976562927382
CWB379000082,북면온천,35.35463086,128.6099733,CWB379000951,신세계백화점,15.209063252068264
CWB379000083,북면농협,35.35334524,128.6091275,CWB379000951,신세계백화점,15.057294466322448
CWB379000084,월계,35.35370548,128.63451585,CWB379000951,신세계백화점,15.573451658509688
CWB379000085,월계,35.35364435,128.63470437,CWB379000951,신세계백화점,15.571701633170036
CWB379000086,산남,35.35231786,128.676614,CWB379000951,신세계백화점,16.90289808812304
CWB379000087,산남,35.35220953,128.6765824,CWB379000951,신세계백화점,16.890981863213412
CWB379000088,북면농협,35.35301345,128.6088169,CWB379000951,신세계백화점,15.017051487326203
CWB379000089,죽동마을,35.35196515,128.6807519,CWB379000951,신세계백화점,17.053711990630116
CWB379000092,죽동마을,35.35184631,128.6807639,CWB379000951,신세계백화점,17.042840387731133
CWB379000093,죽동,35.35184361,128.6811678,CWB379000951,신세계백화점,17.060999267886448
CWB379000094,죽동,35.35176448,128.6810844,CWB379000951,신세계백화점,17.049596867406255
CWB379000095,산남입구,35.35182952,128.6740606,CWB379000951,신세계백화점,16.744349571043198
CWB379000096,산남입구,35.35167733,128.6739689,CWB379000951,신세계백화점,16.725525068999048
CWB379000098,봉강,35.35106671,128.656843,CWB379000951,신세계백화점,15.98531497050768
CWB379000099,봉강,35.35095115,128.6567153,CWB379000951,신세계백화점,15.968932346441303
CWB379000100,북면지구대,35.35108597,128.6083051,CWB379000951,신세계백화점,14.798888080092555
CWB379000101,북면지구대,35.35083342,128.6080531,CWB379000951,신세계백화점,14.768118190969847
CWB379000102,신한아파트,35.34930898,128.6072349,CWB379000951,신세계백화점,14.590826465039727
CWB379000103,신한아파트,35.34913799,128.6072299,CWB379000951,신세계백화점,14.57194460498813
CWB379000104,도태,35.34941347,128.5708132,CWB379000951,신세계백화점,14.561664520052284
CWB379000105,도태,35.3492547,128.5709348,CWB379000951,신세계백화점,14.54301591155149
CWB379000108,송등,35.34762294,128.7095608,CWB379000951,신세계백화점,18.121971895063478
CWB379000109,송등,35.34629089,128.7096494,CWB379000951,신세계백화점,18.010698061909782
CWB379000110,성심원,35.34844303,128.5730126,CWB379000951,신세계백화점,14.435437691424355
CWB379000111,성심원,35.34839435,128.5733144,CWB379000951,신세계백화점,14.427650318684623
CWB379000112,북면행정복지센터,35.34781398,128.6077811,CWB379000951,신세계백화점,14.43266292591814
CWB379000113,북면행정복지센터,35.34780642,128.6076596,CWB379000951,신세계백화점,14.430390677650026
CWB379000114,춘광아파트,35.34750544,128.6093352,CWB379000951,신세계백화점,14.417919508606472
CWB379000115,춘광아파트,35.34755781,128.6088782,CWB379000951,신세계백화점,14.417887773081166
CWB379000117,북면연동,35.3469807,128.6259833,CWB379000951,신세계백화점,14.65108466526582
CWB379000118,북면연동,35.34677477,128.6256784,CWB379000951,신세계백화점,14.622218156065696
CWB379000119,봉곡마을,35.34634885,128.6581239,CWB379000951,신세계백화점,15.554389353181088
CWB379000120,봉곡마을,35.34628131,128.65803411,CWB379000951,신세계백화점,15.544177085560348
CWB379000121,윗대방,35.34527519,128.6902114,CWB379000951,신세계백화점,16.87823178252698
CWB379000122,윗대방,35.34518102,128.6901289,CWB379000951,신세계백화점,16.865373944902583
CWB379000123,섬김의집,35.34538163,128.6640125,CWB379000951,신세계백화점,15.68859144583124
CWB379000124,섬김의집,35.34528545,128.6639865,CWB379000951,신세계백화점,15.67798587385919
CWB379000125,북면공설운동장,35.3440285,128.6174555,CWB379000951,신세계백화점,14.161616950957582
CWB379000126,봉곡,35.34435091,128.6596115,CWB379000951,신세계백화점,15.410553141662673
CWB379000127,북면공설운동장,35.34411207,128.6174454,CWB379000951,신세계백화점,14.170533078145166
CWB379000128,봉곡,35.34426498,128.6596022,CWB379000951,신세계백화점,15.401575603073857
CWB379000129,대호아파트,35.3448638,128.605945,CWB379000951,신세계백화점,14.086779844027257
CWB379000130,대호아파트,35.34471714,128.6053135,CWB379000951,신세계백화점,14.063722535925754
CWB379000132,마산리,35.34421461,128.6178728,CWB379000951,신세계백화점,14.18932839138684
CWB379000133,대방,35.34322094,128.6944991,CWB379000951,신세계백화점,16.911849899964785
CWB379000134,대방,35.34276844,128.6948312,CWB379000951,신세계백화점,16.888447429215343
CWB379000135,양교,35.34284541,128.667571,CWB379000951,신세계백화점,15.586851404480912
CWB379000136,현천,35.3438192,128.5821382,CWB379000951,신세계백화점,13.87284457106637
CWB379000137,현천,35.34339411,128.5826413,CWB379000951,신세계백화점,13.824288062234668
CWB379000138,양교,35.34251013,128.6677639,CWB379000951,신세계백화점,15.562302958700986
CWB379000139,중리,35.34129341,128.5915006,CWB379000951,신세계백화점,13.591331276868369
CWB379000140,중리경로당,35.34113217,128.5915062,CWB379000951,신세계백화점,13.57346072116268
CWB379000141,대산초등학교,35.33866319,128.7087949,CWB379000951,신세계백화점,17.304479586749597
CWB379000142,대산초등학교,35.33870259,128.7090139,CWB379000951,신세계백화점,17.32060065450682
CWB379000144,신촌주유소,35.33977044,128.6011532,CWB379000951,신세계백화점,13.477478349955549
CWB379000145,신촌주유소,35.33973421,128.6010096,CWB379000951,신세계백화점,13.472238253857627
CWB379000146,합산,35.33765692,128.6772907,CWB379000951,신세계백화점,15.530148705736107
CWB379000147,합산,35.3375815,128.6773869,CWB379000951,신세계백화점,15.52767981269197
CWB379000148,가촌마을,35.33629113,128.6976921,CWB379000951,신세계백화점,16.46669382982255
CWB379000149,가촌마을,35.33627111,128.6978382,CWB379000951,신세계백화점,16.47307014291752
CWB379000150,가술,35.33532932,128.7090879,CWB379000951,신세계백화점,17.039411610900853
CWB379000151,가촌,35.33541892,128.7017388,CWB379000951,신세계백화점,16.619000724542786
CWB379000152,가촌,35.33533196,128.7016911,CWB379000951,신세계백화점,16.60876787957778
CWB379000153,가술,35.33516263,128.7088864,CWB379000951,신세계백화점,17.0134370760778
CWB379000154,영신아파트,35.3364351,128.6002381,CWB379000951,신세계백화점,13.10118046522014
CWB379000155,영신아파트,35.33642627,128.6000774,CWB379000951,신세계백화점,13.098873880996775
CWB379000156,금동,35.33319449,128.6669378,CWB379000951,신세계백화점,14.621644161499416
CWB379000157,금동,35.33312544,128.6670842,CWB379000951,신세계백화점,14.621628835074446
CWB379000158,용산입구,35.33273119,128.6787689,CWB379000951,신세계백화점,15.14279575170995
CWB379000159,용산입구,35.33278581,128.6788801,CWB379000951,신세계백화점,15.153430632101296
CWB379000160,용산,35.33084242,128.6710773,CWB379000951,신세계백화점,14.589660761698816
CWB379000161,용산,35.33111514,128.6710663,CWB379000951,신세계백화점,14.614915444749087
CWB379000163,신동,35.33090322,128.60012157,CWB379000951,신세계백화점,12.488970912005728
CWB379000752,마산역.동마산병원,35.23353866,128.5785156,CWB379000951,신세계백화점,1.803814783061024
CWB379000754,회성동행정복지센터/합포여중,35.23362342,128.561141,CWB379000951,신세계백화점,2.8722804331767686
CWB379000757,양덕동,35.23321143,128.5815852,CWB379000951,신세계백화점,1.6673215216250694
CWB379000758,회성동행정복지센터/합포여중,35.23341969,128.5612438,CWB379000951,신세계백화점,2.8517382591620484
CWB379000759,조달청,35.231488,128.6896867,CWB379000951,신세계백화점,9.44950248786315
CWB379000761,토월체육공원,35.23145182,128.6947111,CWB379000951,신세계백화점,9.901664166446702
CWB379000762,경남문화재연구원,35.23198006,128.6364375,CWB379000951,신세계백화점,4.725568447467263
CWB379000764,토월체육공원,35.23140566,128.6951296,CWB379000951,신세계백화점,9.938680134091156
CWB379000765,경남문화재연구원,35.23180144,128.6365369,CWB379000951,신세계백화점,4.728134391791835
CWB379000766,한국전력공사,35.23104563,128.6890436,CWB379000951,신세계백화점,9.384422982862194
CWB379000767,대원초등학교,35.23402179,128.65357666,CWB379000951,신세계백화점,6.285784800439693
CWB379000768,대원초등학교,35.23422372,128.6536384,CWB379000951,신세계백화점,6.297219611164815
CWB379000769,한국전력공사,35.2307158,128.6898487,CWB379000951,신세계백화점,9.451841770347476
CWB379000770,보문주유소,35.23238332,128.5654754,CWB379000951,신세계백화점,2.4720661773929997
CWB379000771,롯데마트,35.23311519,128.5045121,CWB379001246,경남데파트,6.727369202392041
CWB379000772,서마산IC(사거리),35.23226378,128.5644388,CWB379000951,신세계백화점,2.5399837791451874
CWB379000773,원계,35.23314724,128.5065296,CWB379001246,경남데파트,6.573804065483184
CWB379000774,원계,35.23299976,128.506136,CWB379001246,경남데파트,6.595245998311226
CWB379000775,보문주유소,35.23201709,128.5658387,CWB379000951,신세계백화점,2.4211499950317856
CWB379000776,롯데마트,35.23289998,128.5048467,CWB379001246,경남데파트,6.688896964392842
CWB379000778,양덕1동행정복지센터,35.23174443,128.5862812,CWB379000951,신세계백화점,1.4299625872656683
CWB379000779,양덕1동행정복지센터,35.23179682,128.5859714,CWB379000951,신세계백화점,1.4374422437277046
CWB379000780,창원농산물도매시장,35.230936,128.6384513,CWB379000951,신세계백화점,4.8672735533557985
CWB379000781,창원자동차검사소,35.23074469,128.6479801,CWB379000951,신세계백화점,5.701593117809609
CWB379000782,창원자동차검사소,35.23079473,128.6471482,CWB379000951,신세계백화점,5.629215198344075
CWB379000783,회성동우체국,35.23166443,128.5653502,CWB379000951,신세계백화점,2.433777533652014
CWB379000784,북성초등학교,35.23151829,128.5680692,CWB379000951,신세계백화점,2.227059012018674
CWB379000785,한일타운,35.23141519,128.5838593,CWB379000951,신세계백화점,1.4218853000466625
CWB379000786,한일타운,35.23121143,128.5836482,CWB379000951,신세계백화점,1.4038926905361626
CWB379000788,북성초등학교,35.23129866,128.5680968,CWB379000951,신세계백화점,2.2098216457842126
CWB379000789,삼계,35.23213943,128.503596,CWB379001246,경남데파트,6.7426779582642835
CWB379000791,삼계,35.23196957,128.5042401,CWB379001246,경남데파트,6.682617742166251
CWB379000792,성산아트홀,35.22958194,128.6820879,CWB379000951,신세계백화점,8.734579312359331
CWB379000793,삼계우체국,35.23191639,128.50047185,CWB379001246,경남데파트,6.97690368259702
CWB379000796,창원농산물도매시장,35.23079222,128.6383669,CWB379000951,신세계백화점,4.85551833043534
CWB379000797,늘푸른전당,35.22980643,128.6538312,CWB379000951,신세계백화점,6.200038515914319
CWB379000798,늘푸른전당,35.2297923,128.6535354,CWB379000951,신세계백화점,6.173317350173069
CWB379000799,삼계우체국,35.23170937,128.5000775,CWB379001246,경남데파트,6.997118169913498
CWB379000800,안계초등학교,35.23189559,128.4944479,CWB379001246,경남데파트,7.459295963212773
CWB379000801,삼계숲속마을아파트,35.23173377,128.4975072,CWB379001246,경남데파트,7.204114738401881
CWB379000802,성산아트홀,35.22925557,128.6815668,CWB379000951,신세계백화점,8.682706423357725
CWB379000803,회성동우체국,35.23081643,128.5660222,CWB379000951,신세계백화점,2.329553447025137
CWB379000804,안계초등학교,35.23165962,128.49445607,CWB379001246,경남데파트,7.446717693401096
CWB379000805,삼계숲속마을아파트,35.23152062,128.4974468,CWB379001246,경남데파트,7.197886739504818
CWB379000806,창원시립테니스장입구,35.22891157,128.6963808,CWB379000951,신세계백화점,10.017121504013152
CWB379000807,마산우체국,35.23061611,128.5762928,CWB379000951,신세계백화점,1.630773103901279
CWB379000809,경남은행본점,35.23061781,128.5767179,CWB379000951,신세계백화점,1.6079457666244352
CWB379000810,삼계대동아파트,35.23095945,128.501801,CWB379001246,경남데파트,6.8195178565883126
CWB379000811,창원시립테니스장입구,35.22854243,128.6962522,CWB379000951,신세계백화점,10.001028035558925
CWB379000813,삼계대동아파트,35.23077143,128.5019462,CWB379001246,경남데파트,6.797859559142088
CWB379000815,신월민원센터,35.2281842,128.6923059,CWB379000951,신세계백화점,9.63948553137188
CWB379000816,신월민원센터,35.22798643,128.6927662,CWB379000951,신세계백화점,9.67885683878905
CWB379000817,타워맨션,35.22939883,128.5851675,CWB379000951,신세계백화점,1.1805667725340487
CWB379000818,메트로시티석전,35.22941043,128.5726512,CWB379000951,신세계백화점,1.7575600096887727
CWB379000819,창원중부경찰서,35.22770415,128.6862128,CWB379000951,신세계백화점,9.082127931231536
CWB379000820,창원중부경찰서,35.22778301,128.6865323,CWB379000951,신세계백화점,9.111995184572503
CWB379000821,창원시청(가로변),35.2279278,128.6792316,CWB379000951,신세계백화점,8.453270785418999
CWB379000822,메트로시티석전,35.2291736,128.573962,CWB379000951,신세계백화점,1.6520385641220767
CWB379000823,충혼탑,35.22793343,128.6570952,CWB379000951,신세계백화점,6.456245663898843
CWB379000825,서마산시장,35.22864907,128.5683559,CWB379000951,신세계백화점,2.0194423924934193
CWB379000827,충혼탑,35.2277904,128.6583238,CWB379000951,신세계백화점,6.564381008701064
CWB379000828,타워맨션,35.22874851,128.5861293,CWB379000951,신세계백화점,1.0990132756276694
CWB379000829,서마산시장,35.22884979,128.5683937,CWB379000951,신세계백화점,2.0286063040468174
CWB379000830,은아아파트후문,35.22707826,128.6865519,CWB379000951,신세계백화점,9.10565681837512
CWB379000831,불지사,35.22709558,128.68690185,CWB379000951,신세계백화점,9.137557084319798
CWB379000835,시청정문,35.2275036,128.682374,CWB379000951,신세계백화점,8.73220814094113
CWB379000836,충혼탑,35.22715943,128.6574312,CWB379000951,신세계백화점,6.473746251327676
CWB379000837,한우리아파트,35.2291242,128.5054326,CWB379001246,경남데파트,6.4316138165166965
CWB379000839,한우리아파트,35.22873543,128.5051002,CWB379001246,경남데파트,6.437572528443757
CWB379000840,양덕광장교차로,35.22730881,128.5869178,CWB379000951,신세계백화점,0.9360510282534079
CWB379000841,검찰청,35.2260625,128.6979892,CWB379000951,신세계백화점,10.133093690858113
CWB379000843,삼동.대원대동1차,35.22645443,128.6555832,CWB379000951,신세계백화점,6.296306636204902
CWB379000844,검찰청,35.22574398,128.698655,CWB379000951,신세계백화점,10.190853901465537
CWB379000845,삼동.대원대동1차,35.22628227,128.6550268,CWB379000951,신세계백화점,6.243557843258035
CWB379000846,신월동,35.2256598,128.6957282,CWB379000951,신세계백화점,9.92437669574153
CWB379000847,신월동,35.22571655,128.6959559,CWB379000951,신세계백화점,9.945528461243626
CWB379000848,석전동,35.22731232,128.5741788,CWB379000951,신세계백화점,1.5010261924441843
CWB379000849,신월아파트,35.22551343,128.6896722,CWB379000951,신세계백화점,9.373274027733272
CWB379000850,신월아파트,35.22524243,128.6897532,CWB379000951,신세계백화점,9.378329144400926
CWB379000853,석전동,35.22661843,128.5731882,CWB379000951,신세계백화점,1.527943968613377
CWB379000854,정우맨션,35.22633431,128.5892213,CWB379000951,신세계백화점,0.8508511227896793
CWB379000855,정우맨션,35.22624846,128.5889766,CWB379000951,신세계백화점,0.8366587815238484
