순번,정류소 아이디,정류소명,방면,X좌표,Y좌표
1,630332,(주)에스에이치아이,,128.7657295,35.08684984
2,630300,(주)태광,,128.831487,35.09063786
3,630301,(주)태광,,128.8312982,35.09031518
4,104710,1366경남센터,월드메르디앙아파트 방면,128.5986795,35.31273357
5,104709,1366경남센터,감나무골 방면,128.5985963,35.3129172
6,408608,3.15아트센터,문화방송 방면,128.5775004,35.22638784
7,408607,3.15아트센터,메트로시티석전 방면,128.5784645,35.22597873
8,630333,ENK,,128.7707004,35.08688288
9,630354,ENK/한진중공업,,128.769914,35.08578793
10,630060,GS마트,경남대학교 방면,128.5607562,35.18033943
11,630061,GS마트,마산우리요양병원 방면,128.5608527,35.18010402
12,201203,HSD엔진.피케이밸브,신촌삼거리 방면,128.6338386,35.21199806
13,201204,HSD엔진.피케이밸브,한국철강 방면,128.6338485,35.21174866
14,401016,KB국민은행,원계 방면,128.5044714,35.23332675
15,120903,KPE,,128.6150498,35.24676579
16,400127,KT동마산지점,구암동육교 방면,128.5979819,35.25052541
17,400128,KT동마산지점,한국전력 방면,128.5978164,35.25005349
18,300128,KT서마산지점,부림시장 방면,128.5722024,35.20358937
19,300119,KT서마산지점,경남데파트 방면,128.5710189,35.20294987
20,300126,KT서마산지점,어시장 방면,128.5703212,35.20283824
21,213701,LG2공장,,128.6682636,35.21158714
22,213702,LG2공장,,128.6680812,35.21145743
23,214221,LG사원아파트,,128.695576,35.20999853
24,201217,LG산전,남창원역 방면,128.6703362,35.20291643
25,201218,LG산전,현대모비스창원공장 방면,128.6710654,35.20225787
26,213704,OTIS-LG,,128.6745402,35.20773407
27,213703,OTIS-LG,,128.675016,35.20770682
28,218818,S&T중공업,,128.6814958,35.21113761
29,117001,SCC㈜,,128.6229509,35.24687882
30,118402,SG서보,,128.6261514,35.23984739
31,514506,STX아파트,마천공단입구 방면,128.7784691,35.12031897
32,514505,STX아파트,월남마을 방면,128.778701,35.12066311
33,630225,STX입구,,128.7233512,35.11373143
34,630226,STX입구,,128.7233012,35.11380143
35,104717,STX칸1차아파트정문,,128.5805454,35.32263598
36,104718,STX칸1차아파트정문,,128.5806281,35.32257898
37,104719,STX칸1차아파트후문,휴먼빌2단지 방면,128.583139,35.32264364
38,104720,STX칸1차아파트후문,신음 방면,128.5833086,35.32272974
39,104715,STX칸2차아파트,무동센텀파라디아아파트방면,128.58043,35.31635846
40,104716,STX칸2차아파트,휴먼빌3차아파트 방면,128.5805745,35.31617493
41,630357,㈜HND로지스틱스,,128.7690853,35.09400104
42,502811,㈜대륜기업,,128.7787869,35.115748
43,407005,㈜동방,봉암우체국 방면,128.6001026,35.21766236
44,407006,㈜동방,봉암공단 입구 방면,128.6002837,35.21791973
45,502812,㈜세웅전기,,128.7791328,35.11560421
46,110309,가곡마을,북면연동 방면,128.6442132,35.36062566
47,110310,가곡마을,본포입구 방면,128.6440662,35.36047848
48,118004,가술,,128.7090879,35.33532932
49,118001,가술정류장,,128.7088864,35.33516263
50,116501,가월마을입구,,128.6750688,35.30386562
51,116403,가월윗담,주남삼거리 방면,128.67292,35.3026771
52,116404,가월윗담,가월입구 방면,128.672971,35.30256926
53,116502,가월입구,,128.6745616,35.30344898
54,214223,가음은아아파트,,128.6942219,35.20787455
55,218813,가음정본동,,128.6875982,35.20813443
56,218815,가음정사거리,가음은아아파트 방면,128.6923705,35.20538959
57,218822,가음정사거리,남산버스정류소 방면,128.6923733,35.20488404
58,630220,가주동시내버스회차지,,128.8384582,35.1120361
59,106819,가촌,가촌마을 방면,128.7017388,35.33541892
60,106820,가촌,대산119안전센터 방면,128.7016911,35.33533196
61,106818,가촌마을,가촌 방면,128.6976921,35.33629113
62,106817,가촌마을,대방 방면,128.6978382,35.33627111
63,106829,가촌마을,,128.6971424,35.33801286
64,300624,가포고등학교,국립마산병원 방면,128.5709774,35.16815686
65,300623,가포고등학교,가포유원지 방면,128.5710493,35.16797798
66,300619,가포동,가포초등학교 방면,128.5752334,35.16196803
67,300620,가포동,가포유원지 방면,128.5755382,35.16260617
68,300615,가포본동,가포송신소 방면,128.5819064,35.15484182
69,300616,가포본동,가포초등학교 방면,128.5801042,35.15627128
70,300614,가포송신소,가포본동 방면,128.5867603,35.15180381
71,300613,가포송신소,날개 방면,128.5867968,35.15148958
72,300622,가포유원지,가포고등학교 방면,128.573579,35.16573253
73,300621,가포유원지,가포동 방면,128.5733887,35.16568175
74,300618,가포초등학교,가포동 방면,128.5768516,35.15874478
75,300617,가포초등학교,가포본동 방면,128.576837,35.1585557
76,103706,갈전,,128.675862,35.36340332
77,103727,갈전리,신전 방면,128.6788298,35.36320356
78,103728,갈전리,평리 방면,128.6788137,35.36310782
79,100709,갈전마을,승산 방면,128.6204405,35.30248347
80,100710,갈전마을,화산마을 방면,128.6205108,35.30258261
81,100703,갈전운동장,일동회관 방면,128.6809755,35.36653344
82,100707,갈전운동장,상리 방면,128.6804893,35.36643926
83,119404,감계리,감나무골 방면,128.5997989,35.30733699
84,119403,감계리,1366경남센터 방면,128.5997304,35.30754373
85,103114,감계아내2차아파트,감계입구 방면,128.5965079,35.30222893
86,119324,감계입구,감나무골 방면,128.6010192,35.30317206
87,119323,감계입구,화천리 방면,128.6008376,35.30291628
88,103108,감계중학교,,128.5865042,35.30050134
89,103104,감계휴먼빌,감계아내2차아파트 방면,128.5938615,35.30221691
90,103105,감계휴먼빌,덕산아내 방면,128.592914,35.30234189
91,119326,감나무골,대천 방면,128.6007584,35.30757175
92,119325,감나무골,감계입구 방면,128.6006924,35.30697317
93,401306,감나무골,,128.5094787,35.20195738
94,401305,감나무골,신감사거리 방면,128.5095373,35.20186202
95,400806,감천,감천마을회관 방면,128.5192612,35.20324547
96,400805,감천,감천 방면,128.5192101,35.20315148
97,301301,감천교,전안마을 방면,128.5093874,35.21007651
98,301302,감천교,,128.5093854,35.20997063
99,400804,감천마을회관,,128.5180788,35.20490733
100,630079,감천입구,감천 방면,128.5133072,35.20771943
101,401014,감천입구,쌀재터널입구 방면,128.5126003,35.20768427
102,400802,감천초등학교,신감사거리 방면,128.5154646,35.20633701
103,400801,감천초등학교,감천 방면,128.5153104,35.20630965
104,630054,갑오마을,,128.7978299,35.18722156
105,630258,갑오마을4단지,덕정공원 방면,128.7985694,35.18484596
106,630259,갑오마을4단지,갑오마을 방면,128.7990282,35.18485653
107,320704,개양마을,양촌리 방면,128.3822365,35.12739925
108,320703,개양마을,대정입구 방면,128.3826634,35.12714415
109,207804,갯마을,갯마을입구 방면,128.6082435,35.16403823
110,207803,갯마을,삼귀민원센터 방면,128.6081833,35.16389239
111,207806,갯마을입구,마창대교 방면,128.6034407,35.1620411
112,207805,갯마을입구,갯마을 방면,128.6033248,35.1619774
113,315207,거락마을,금암마을 방면,128.3723671,35.14163285
114,315208,거락마을,의산보건진료소 방면,128.3725061,35.14160386
115,630123,거성아파트,대근아파트 방면,128.7144713,35.30485908
116,630363,거성아파트,부곡 방면,128.7152525,35.30471551
117,119371,거풍힐링빌,북면온천 방면,128.6131493,35.35620503
118,119372,거풍힐링빌,행복이가득한집 방면,128.6132265,35.35613607
119,500501,검문소,,128.8373885,35.10351548
120,219102,검찰청,창원축구센타.법원 방면,128.6979892,35.2260625
121,219103,검찰청,창원시립테니스장입구 방면,128.698655,35.22574398
122,300635,경남대남부터미널종점,해운초등학교 방면,128.5582462,35.17934343
123,300636,경남대남부터미널종점,문화동 방면,128.5584661,35.17916686
124,107506,경남대표도서관,사격장입구 방면,128.6804102,35.24607943
125,107505,경남대표도서관입구,장애인복지회관 방면,128.6799422,35.24646417
126,300104,경남대학교,문화동 방면,128.559031,35.18184305
127,300101,경남대학교,월영동 방면,128.5578252,35.18046539
128,300102,경남대학교,문화동 방면,128.5586889,35.18085758
129,300124,경남데파트,KT서마산지점 방면,128.5675512,35.20141248
130,300117,경남데파트,마산합포구청.의료원 방면,128.5673133,35.20119382
131,300122,경남데파트,KT서마산지점 방면,128.5675358,35.20101762
132,108908,경남도의회,,128.6938382,35.23638243
133,108907,경남도의회,,128.6936532,35.23648343
134,108915,경남도의회,하나님의 교회 방면,128.6934212,35.23509073
135,108916,경남도의회,경남도청 방면,128.6938295,35.23533627
136,119129,경남도청,도청사거리 방면,128.6916432,35.23569746
137,119128,경남도청,토월공원 방면,128.691677,35.2353186
138,105901,경남문화재연구원,유남주유소 방면,128.6364375,35.23198006
139,105902,경남문화재연구원,창원농산물도매시장 방면,128.6365369,35.23180144
140,113305,경남선관위,,128.6879168,35.23674134
141,113306,경남선관위,,128.6880188,35.23653639
142,211603,경남스틸,,128.6554359,35.206764
143,211601,경남스틸,,128.6549012,35.20709443
144,211602,경남스틸,,128.6551298,35.20682507
145,401902,경남아파트,,128.5967508,35.25683837
146,401906,경남아파트,,128.5968139,35.25689352
147,400109,경남은행본점,,128.5767179,35.23061781
148,406101,경남은행연수원,마산노인복지센타 방면,128.5606437,35.21649553
149,118802,경남테크노파크,팔용사거리 방면,128.6078276,35.25327028
150,118801,경남테크노파크,한국전력 방면,128.6067947,35.254398
151,300116,경동메르빌,마산합포구청.의료원 방면,128.5667974,35.1947319
152,300113,경동메르빌,중부경찰서 방면,128.5665542,35.19474443
153,109402,경상고교,,128.597436,35.25903538
154,102601,경상고등학교,,128.5982512,35.25968044
155,109407,경상고등학교,,128.598279,35.25960264
156,208005,경상대병원동문,,128.7089206,35.19964082
157,208006,경상대병원동문,경상대병원정문 방면,128.7087205,35.19972974
158,218834,경상대병원정문,성산구청.성주동 방면,128.7079399,35.19799537
159,218836,경상대병원정문,한림푸르지오 방면,128.7078933,35.19798534
160,109403,경상아파트,,128.5974232,35.25891644
161,630355,경일글로벌로지스틱스,,128.7678458,35.08699039
162,523331,경제자유구역청,,128.8414222,35.08557799
163,523332,경제자유구역청,,128.8399686,35.08578256
164,523329,경제자유구역청사거리,,128.8385725,35.08879126
165,523330,경제자유구역청사거리,,128.8385985,35.08909502
166,208903,경창상가,상남대우아파트 방면,128.6796451,35.21990836
167,208904,경창상가,수협경남금융본부 방면,128.6796226,35.21960268
168,516302,경화가압장,경화두산위브아파트 방면,128.6841943,35.15925071
169,516301,경화가압장,경화동 방면,128.6840822,35.15940443
170,516404,경화대동다숲,삼정코아 방면,128.6810826,35.16091587
171,516403,경화대동다숲,경화포스코 방면,128.6809769,35.16099864
172,518115,경화동,경화육교 방면,128.6833189,35.15825456
173,518114,경화동,경화역 방면,128.6841313,35.15826856
174,516303,경화두산위브아파트,경화가압장 방면,128.6849148,35.16096615
175,516304,경화두산위브아파트,삼정코아 방면,128.6850883,35.1610408
176,519820,경화성당,,128.6869288,35.15340175
177,519821,경화시장,경화우체국 방면,128.6899291,35.15375018
178,519822,경화시장,염전사거리 방면,128.6912891,35.15357963
179,518117,경화역,경화동 방면,128.6863744,35.15887932
180,518116,경화역,진해남중 방면,128.686471,35.1587062
181,519819,경화우체국,,128.6858222,35.15356543
182,518112,경화육교,경화동 방면,128.6816094,35.15764096
183,518113,경화육교,산상교회 방면,128.6803154,35.15753982
184,516402,경화포스코,경화대동다숲 방면,128.6799932,35.15961514
185,516401,경화포스코,원창시인의마을 방면,128.6797601,35.15954465
186,630228,계동,도청골 방면,128.7939975,35.18792239
187,630229,계동,대청계곡 방면,128.7941838,35.18777776
188,630232,계동초등학교,덕정 방면,128.7949085,35.18332672
189,630233,계동초등학교,대청계곡 방면,128.7951216,35.18346908
190,201231,고려기업,,128.6348363,35.20854696
191,201232,고려기업,,128.6345049,35.2089801
192,421901,고속버스터미널,신세계백화점 방면,128.5871527,35.22224954
193,421902,고속버스터미널,한일로타리 방면,128.587365,35.22226575
194,101706,고암마을,승산초등학교 방면,128.6284519,35.29692506
195,101707,고암마을,한수 방면,128.6284036,35.29716073
196,104615,고양,화목 방면,128.6554104,35.3060693
197,104618,고양,고양이주단지 방면,128.6555537,35.30595785
198,106709,고양마을회관,,128.6547447,35.30524397
199,106710,고양마을회관,,128.6547145,35.30511756
200,104617,고양이주단지,고양 방면,128.6572364,35.31017632
201,104620,고양이주단지,석산 방면,128.6575322,35.3105305
202,300627,고운초등학교,국립마산병원 방면,128.5622757,35.17134378
203,300628,고운초등학교,월영아파트종점 방면,128.5624749,35.17152667
204,120613,고향의봄도서관,벽산블루밍아파트 방면,128.618673,35.25518428
205,120614,고향의봄도서관,창원과학고등학교 방면,128.618199,35.2552336
206,306308,고현,우산초등학교 방면,128.4795362,35.10256838
207,306307,고현,고현수협조합 방면,128.4794468,35.10255959
208,306305,고현수협조합,고현 방면,128.4792693,35.10063652
209,306306,고현수협조합,장기 방면,128.4791641,35.10070069
210,104614,곡목,화목 방면,128.6634195,35.30157816
211,104611,곡목,창원단감테마공원 방면,128.6633885,35.30147896
212,320711,곡안리,진전어린이집 방면,128.4153449,35.10965797
213,320709,곡안리,동산마을 방면,128.4145013,35.10947326
214,422821,곡촌,,128.5305272,35.2776557
215,422822,곡촌,,128.5306193,35.27819347
216,630066,골매마을입구,수정 방면,128.5770311,35.1254442
217,630067,골매마을입구,유산마을입구 방면,128.5772458,35.12538367
218,409716,곰티고개,정명사 방면,128.5447904,35.25165247
219,409717,곰티고개,평성마을 방면,128.5449417,35.25171471
220,630140,공단사거리,,128.4821492,35.36695336
221,630146,공단사거리,,128.4822083,35.36731716
222,118819,공단회관,자동차검사장 방면,128.6517422,35.22865943
223,218804,공단회관,삼동 방면,128.6512692,35.22838243
224,519704,공설운동장,중앙동주민센터 방면,128.6562413,35.14997641
225,519703,공설운동장,블루빌아파트 방면,128.6560014,35.14981468
226,519708,공설운동장,중원로타리 방면,128.6566456,35.14962043
227,518156,공지곡,해인로즈빌아파트 방면,128.8039912,35.11329143
228,518153,공지곡,두동약수터 방면,128.8048512,35.11149303
229,630236,관동중학교,신안마을 방면,128.7941476,35.17980887
230,630237,관동중학교,덕정공원 방면,128.793315,35.17952482
231,630145,관리공단,,128.4791962,35.37249944
232,518101,관음사입구,양곡중학교 방면,128.6376648,35.18787053
233,518102,관음사입구,목장입구 방면,128.6374688,35.18781221
234,401310,광려중학교,삼계성단법륜사 방면,128.5034041,35.21782089
235,301303,광려중학교,전안마을 방면,128.5034909,35.21761222
236,630086,광복동,,128.4167678,35.27916839
237,630095,광복동,,128.4167886,35.27906156
238,518203,광석골입구,,128.711446,35.13061777
239,321924,광암마을,요장리 방면,128.4961289,35.10663543
240,321925,광암마을,광암선창 방면,128.4962032,35.10637652
241,322104,광암선창,광암마을 방면,128.4982582,35.10474243
242,322103,광암선창,주도입구 방면,128.4982195,35.104638
243,505604,괴정.제덕,삼포입구 방면,128.742951,35.10037473
244,505603,괴정.제덕,제덕만택지 방면,128.7429096,35.100225
245,516203,괴정마을,수도마을 방면,128.7454653,35.10125747
246,516202,괴정마을,제덕마을 방면,128.7457616,35.10111947
247,409702,교도소,송정 방면,128.5589358,35.2360575
248,409701,교도소,교도소입구 방면,128.558855,35.23595848
249,407209,교도소입구,한효국화맨션 방면,128.561141,35.23362342
250,407210,교도소입구,보문주유소 방면,128.5612438,35.23341969
251,301602,교동마을입구,교동마을회관 방면,128.4971136,35.11860781
252,301601,교동마을입구,야촌마을회관 방면,128.4974822,35.11861242
253,301603,교동마을회관,,128.501035,35.11765271
