순번,정류소 아이디,정류소명,방면,X좌표,Y좌표
334,104657,금산리,원금산 방면,128.6685011,35.3277582
335,104658,금산리,용산 방면,128.6685304,35.32767497
336,104626,금산마을,금산리 방면,128.6637451,35.32344425
337,104623,금산마을,마룡 방면,128.6635343,35.32323176
338,321409,금산마을,금산마을입구 방면,128.447732,35.150047
339,321410,금산마을,대밭골교 방면,128.447689,35.150127
340,321612,금산마을 입구,금산마을 방면,128.4504695,35.14601436
341,321611,금산마을 입구,이목 방면,128.4503454,35.14595394
342,302701,금암 (중촌)마을,,128.382357,35.13806051
343,302702,금암 (중촌)마을,,128.3823394,35.13800448
344,315206,금암마을,거락마을 방면,128.3743426,35.13687726
345,315205,금암마을,대정 방면,128.3742915,35.13678076
346,115313,금호온천,,128.6292549,35.26154856
347,504002,금화맨션,중앙초교후문 방면,128.6709747,35.15376184
348,504001,금화맨션,중앙시장 방면,128.6708784,35.15385514
349,322011,기업은행앞어시장,어시장복국거리 방면,128.576882,35.20134171
350,322012,기업은행앞어시장,마산소방서 방면,128.5758038,35.2009354
351,630111,기영아파트,공정 방면,128.7463525,35.30170109
352,630116,기영아파트,진영협성휴포레 방면,128.7463255,35.30182864
353,108921,길상사입구,창원중앙역 방면,128.7000562,35.23981672
354,108922,길상사입구,창원대동문 방면,128.7000065,35.2399871
355,119329,까치골,대천 방면,128.6051317,35.3119017
356,119330,까치골,동전입구 방면,128.6056242,35.31211771
357,119906,까치아파트,대동그린코아 방면,128.6656941,35.24435015
358,119909,까치아파트,럭키상가 방면,128.6654794,35.24423123
359,119113,까치아파트입구,지귀상가 방면,128.6645089,35.24606506
360,119114,까치아파트입구,대동그린코아 방면,128.6642455,35.24571563
361,509603,나가야입구,속천수협 방면,128.6695258,35.14399506
362,509605,나가야입구,해군아파트 방면,128.6696377,35.14395074
363,310506,난포 소골,,128.5953128,35.08309124
364,310505,난포 소골,,128.5954894,35.08315201
365,315403,난포리,안골 방면,128.6027838,35.08155178
366,315404,난포리,궁개 방면,128.6028852,35.08139368
367,300611,날개,대덕농원 방면,128.583707,35.1478162
368,300612,날개,가포송신소 방면,128.5838003,35.14771512
369,630388,남명더라우,,128.8186457,35.20382681
370,630389,남명더라우,,128.8176726,35.20302584
371,630009,남모산,송등 방면,128.7116116,35.35455276
372,630010,남모산,북모산마을 방면,128.7117577,35.35453594
373,103712,남모산종점,북모산마을 방면,128.7117882,35.35845392
374,103713,남모산종점,신성주유소 방면,128.7116763,35.35871932
375,513902,남문동,,128.7509209,35.10770155
376,513901,남문동,,128.7509812,35.10806143
377,514015,남문지구(임시),웅천고등학교 방면,128.7503564,35.11385483
378,106713,남백,,128.6346725,35.31798062
379,106714,남백,,128.634713,35.31790221
380,106708,남백마을종점,,128.6367994,35.31858143
381,106707,남백종점,,128.6364367,35.31814395
382,630062,남부터미널,,128.5602734,35.17965249
383,630076,남부터미널,,128.5605351,35.17900816
384,630191,남산고등학교,대방동종점 방면,128.7011222,35.20267443
385,630192,남산고등학교,남산중학교 방면,128.7011792,35.20301243
386,218819,남산공원환승센터,,128.6979112,35.20225501
387,218817,남산동,,128.6957247,35.20348216
388,630013,남산마을,,128.6608467,35.27786126
389,218824,남산버스정류소,,128.6971192,35.20216343
390,218826,남산아파트,,128.6995216,35.20083124
391,200302,남산중학교,여성회관창원관 방면,128.6976482,35.20359002
392,630189,남산중학교,남산고등학교 방면,128.6988742,35.20341243
393,630190,남산중학교,남산버스정류소 방면,128.6998232,35.20300343
394,200406,남산초등학교,대방동종점 방면,128.7028262,35.20602543
395,200405,남산초등학교,피오르빌아파트 방면,128.7033702,35.20549043
396,219114,남양개나리3차아파트,,128.7054671,35.21116602
397,219110,남양동성아파트,,128.704464,35.21465658
398,219116,남양동주택,,128.706239,35.20835555
399,204301,남양성원1차아파트,,128.7015622,35.21089043
400,219113,남양성원2차아파트,대방성원3차아파트 방면,128.7053084,35.21296615
401,219112,남양성원2차아파트,남양개나리3차아파트 방면,128.7049846,35.21288144
402,204303,남양성원2차아파트,남양성원1차아파트 방면,128.7046812,35.21163742
403,200401,남양초등학교,,128.6991202,35.21023343
404,520301,남원로타리,진해청소년전당 방면,128.6597162,35.14630604
405,520302,남원로타리,진해남산초등학교 방면,128.6602542,35.14601743
406,212201,남창원역,남창원역 방면,128.6643827,35.2090387
407,212202,남창원역,지성큐엔텍 방면,128.6633832,35.20755243
408,201215,남창원역,세아제강 방면,128.6624191,35.20748313
409,201216,남창원역,LG산전 방면,128.6632084,35.20672152
410,116521,남포마을,,128.7056219,35.31010336
411,116520,남포회관,,128.7091119,35.30998606
412,522202,남흥아파트,우림필유 방면,128.6955297,35.15351647
413,522201,남흥아파트,이동택지사거리 방면,128.6951363,35.15355071
414,103101,내감,감계휴먼빌 방면,128.5934466,35.3005004
415,103102,내감,중방마을 방면,128.5933454,35.3005064
416,513805,내곡마을,웅동농협앞 방면,128.7876079,35.12298621
417,513806,내곡마을,청안해오름 방면,128.7877021,35.12275399
418,630173,내덕,,128.8269132,35.20523917
419,630174,내덕마을,,128.8276654,35.20562158
420,630397,내덕서희,,128.8245448,35.2050673
421,630398,내덕서희,,128.8254031,35.20539456
422,212205,내동민원센터,지성큐엔텍 방면,128.6705552,35.21632743
423,212206,내동민원센터,창원병원 방면,128.6708502,35.21630343
424,218825,내리,,128.711667,35.19472305
425,630006,내봉촌,삼원효도마을 방면,128.5651727,35.36443784
426,630007,내봉촌,내봉촌 방면,128.5672856,35.36347093
427,630004,내봉촌마을,,128.5654772,35.36821244
428,630003,내봉촌마을입구,,128.565528,35.36835829
429,112607,내산,초소 방면,128.5909968,35.37558459
430,112501,내산,현도 방면,128.5909901,35.37570888
431,417204,내서119안전센터,용마정비 방면,128.5100703,35.24117981
432,417205,내서119안전센터,지능기계센터 방면,128.5091749,35.24019543
433,401009,내서여고,더푸른아파트 방면,128.5040952,35.23757659
434,401008,내서여고,장미아파트 방면,128.5044232,35.23689143
435,417211,내서우체국,로봇산업진흥재단 방면,128.5177252,35.24876444
436,417210,내서우체국,한주아파트입구 방면,128.5179389,35.24859528
437,630238,내서운동장,한우리아파트 방면,128.5038479,35.2263555
438,401013,내서중학교,장미아파트 방면,128.508754,35.24631984
439,401012,내서중학교,청아병원 방면,128.5089331,35.24602623
440,407203,내서초등학교,두척 방면,128.5468,35.23709317
441,407204,내서초등학교,약수터가든 방면,128.5468785,35.2368572
442,322159,내포리,,128.5854907,35.10058947
443,322160,내포리,,128.5854132,35.10069187
444,301803,내포마을,신촌마을 방면,128.5830009,35.09684382
445,301806,내포마을,옥계입구 방면,128.5830707,35.09673743
446,630251,내포마을회관,,128.5791957,35.0984649
447,503213,냉천교,중흥S클래스 방면,128.7133855,35.15390962
448,503214,냉천교,진해변전소 방면,128.713684,35.15381953
449,503211,냉천사거리,진해변전소 방면,128.7153177,35.15633119
450,503212,냉천사거리,냉천중학교 방면,128.7157506,35.15624091
451,503206,냉천중학교,LH자은프라임 방면,128.7197869,35.15538786
452,503208,냉천중학교,냉천사거리 방면,128.7194881,35.15563241
453,407703,너울림빌라,안계종점 방면,128.4900055,35.23485083
454,407704,너울림빌라,안계초등학교 방면,128.4898751,35.23478259
455,114219,노블파크아파트,,128.6655645,35.23567889
456,307202,노비산입구,,128.5713262,35.21341643
457,119402,노스빌골프랜드,,128.5978692,35.30533729
458,119401,노스빌골프랜드,,128.5977414,35.30536179
459,123012,노옥마을,산남입구 방면,128.6689229,35.35933781
460,123013,노옥마을,달천 방면,128.668754,35.35940961
461,406107,노인병원,마산여중 방면,128.5646531,35.22171122
462,406106,노인병원,무지개아파트 방면,128.5647407,35.2214637
463,518141,녹수아파트,자은본동 방면,128.7083512,35.13628691
464,519209,녹수아파트,시영아파트 방면,128.7100969,35.13744559
465,414901,농산물도매시장,중리본동 방면,128.5123047,35.25594295
