순번,정류소 아이디,정류소명,방면,X좌표,Y좌표
794,306605,동전마을,태봉마을 방면,128.5169495,35.15237385
795,104711,동전회관,동전 방면,128.5966368,35.31643282
796,104712,동전회관,무동입구 방면,128.5966153,35.31651356
797,119301,동정동,북동공설시장 방면,128.6178319,35.26349677
798,119302,동정동,흥한웰가아파트 방면,128.6183262,35.26321944
799,119306,동정동갓골,천주암 방면,128.6165887,35.26630467
800,119305,동정동갓골,흥한웰가아파트 방면,128.61655284,35.26603114
801,407221,동중입구,국제주유소 방면,128.5708317,35.21960534
802,407220,동중입구,회산교 방면,128.5705432,35.21845943
803,323118,동진대교,창포 방면,128.4640974,35.0770772
804,323117,동진대교,동진대교 방면,128.4639756,35.07717281
805,323115,동진대교,아랫소포 방면,128.4622828,35.07293339
806,323116,동진대교,동진대교 방면,128.4624858,35.07297213
807,630205,동진여중,덕산초등학교 방면,128.7051642,35.14319743
808,630206,동진여중,풍호농협 방면,128.7049859,35.14317048
809,308115,동촌,진북면행정복지센터 방면,128.473522,35.11541764
810,308118,동촌,창의탑 방면,128.4738996,35.11521496
811,504902,두동,두동마을 방면,128.8023521,35.12436993
812,504901,두동마을,청안해오름 방면,128.8004017,35.12387623
813,323003,두릉마을,쌀재터널입구 방면,128.53697253,35.17688353
814,323004,두릉마을,새몰마을입구 방면,128.53641099,35.17679152
815,311701,두릉마을종점,종점,128.5354089,35.17719573
816,311707,두릉마을종점,새몰마을 방면,128.53554457,35.17712245
817,213709,두산DST,,128.6935211,35.19951418
818,213710,두산DST,,128.693353,35.19937723
819,104508,두산위브,서부경찰서.원흥사 방면,128.6415994,35.25224725
820,104509,두산위브,창원중고등학교 방면,128.641729,35.25209525
821,216102,두산중공업,두산중공업입구 방면,128.5967004,35.18475528
822,216103,두산중공업,두산중공업부두 방면,128.5964781,35.18472938
823,216101,두산중공업부두,용호입구 방면,128.5963337,35.17949725
824,216004,두산중공업부두,창원우편집중국 방면,128.5964553,35.17933146
825,216001,두산중공업입구,제5부두입구 방면,128.5968052,35.18786099
826,216002,두산중공업입구,두산중공업 방면,128.5965453,35.18711918
827,407202,두척,내서초등학교 방면,128.54337949,35.23776657
828,407201,두척,마재고개 방면,128.54385215,35.23778307
829,315223,둔덕,들담마을 방면,128.385532,35.19099063
830,315222,둔덕,둔덕종점 방면,128.38554392,35.19088459
831,315219,둔덕종점,둔덕 방면,128.3894512,35.19194122
832,315220,둔덕종점,종점,128.38897093,35.19162492
833,315221,둔덕종점,회차,128.38938535,35.19178465
834,321926,드라마세트장,작은골 방면,128.5442753,35.11090243
835,321927,드라마세트장,명주윗마을 방면,128.5441754,35.11082945
836,315005,들담,정곡종점 방면,128.4433059,35.12448052
837,315006,들담,인곡교 방면,128.4432719,35.12443606
838,315217,들담마을,석방교 방면,128.3792273,35.17888272
839,315218,들담마을,둔덕종점 방면,128.3793986,35.17900366
840,630331,디에스제이(주),,128.7697715,35.08332965
841,119907,럭키상가,운동장사거리 방면,128.6661079,35.23951125
842,119904,럭키상가,까치아파트 방면,128.6663329,35.23954879
843,106505,럭키아파트,반지민원센터 방면,128.6681742,35.23785743
844,106506,럭키아파트,반송시장.아이필상가 방면,128.6682044,35.23762941
845,315703,로봇랜드(입구),로봇랜드 방면,128.58509186,35.07743475
846,315704,로봇랜드(출구),양평방면,128.5897643,35.07726092
847,417209,로봇산업진흥재단,용마정비 방면,128.5140242,35.24615744
848,417208,로봇산업진흥재단,내서우체국 방면,128.5140037,35.24583209
849,401005,롯데마트,,128.5045121,35.23311519
850,401004,롯데마트,삼계주공아파트 방면,128.5048467,35.23289998
851,518125,롯데마트,안민터널 방면,128.7010845,35.15792526
852,518122,롯데마트,진해경찰서 방면,128.7005807,35.15790999
853,113303,롯데아파트,성산아트홀 방면,128.6857184,35.23413194
854,113304,롯데아파트,한국농어촌공사 방면,128.6853267,35.23337912
855,422901,롯데캐슬프리미어아파트,,128.56447703,35.21608903
856,104621,마룡,석산 방면,128.6616563,35.31744959
857,104624,마룡,원금산 방면,128.6617715,35.31744055
858,519609,마린2차푸르지오A,안골버스회차지 방면,128.80254579,35.09635281
859,519610,마린2차푸르지오A,,128.80282188,35.09631716
860,519203,마린푸르지오1단지.신광아파트,풍호동평화마을 방면,128.7064141,35.13503892
861,519204,마린푸르지오1단지.신광아파트,진해구청 방면,128.7064338,35.13485774
862,630403,마산남부시외버스터미널,,128.56002361,35.17847013
863,416804,마산대학교정문,수곡 방면,128.5095377,35.25827017
864,416803,마산대학교정문,죽암 방면,128.5087735,35.25790212
865,630015,마산대학교종점,종점,128.5035485,35.2617367
866,630016,마산대학교종점,제일고등학교 방면,128.50367636,35.26239943
867,420608,마산동부경찰서,청소년문화센터 방면,128.5891902,35.23729043
868,420607,마산동부경찰서,서안양덕타운 방면,128.5888542,35.23725644
869,402101,마산롯데캐슬동문,,128.5889612,35.24700843
870,110305,마산리,북면공설운동장 방면,128.6175896,35.34417351
871,110306,마산리,북면연동 방면,128.6178728,35.34421461
872,105101,마산리경로당,마산리 방면,128.6215989,35.34230121
873,105102,마산리경로당,마산리경로당 방면,128.62285573,35.34093702
874,322003,마산보건소,방송통신대 방면,128.5640972,35.18309943
875,322004,마산보건소,마산연안여객선터미널 방면,128.5643325,35.18337486
876,306118,마산성로원,삼학사.경남은행연수원 방면,128.5622032,35.21373911
877,306117,마산성로원,서원곡입구 방면,128.5620032,35.21349203
878,322010,마산소방서,기업은행앞어시장 방면,128.5732688,35.19899625
879,322009,마산소방서,정부합동청사 방면,128.5734663,35.19938437
880,400117,마산시외버스터미널,"마산역 방면, 좌석",128.5834082,35.23981443
881,630020,마산시외버스터미널,마산역 방면,128.5826278,35.23880033
882,421801,마산시외버스터미널,도원예시장 방면,128.5839702,35.23806244
883,630021,마산시외버스터미널,합성동 방면,128.5823601,35.23786109
884,400116,마산시외버스터미널,"합성동 방면, 좌석",128.5818197,35.23721924
885,0,마산시외버스터미널,,128.5836564,35.2390535
886,630404,마산시외버스터미널,,128.58345716,35.23816802
887,301110,마산여고,완월동 방면,128.5620922,35.19685143
888,301109,마산여고,신월경남아파트 방면,128.5619169,35.19683946
889,406105,마산여중,삼학사 방면,128.5618842,35.22070343
890,406104,마산여중,노인병원 방면,128.5614782,35.21964243
891,400113,마산역,마산역.동마산병원 방면,128.5807282,35.23636743
892,400114,마산역,마산시외버스터미널 방면,128.5802572,35.23517543
893,400111,마산역.365병원,,128.5790683,35.23363686
894,400112,마산역.동마산병원,마산우체국 방면,128.5785156,35.23353866
895,405201,마산역종점,,128.57794064,35.23493932
896,0,마산역종점,,128.57837647,35.23546536
897,322005,마산연안여객선터미널,마산보건소 방면,128.5651482,35.1897235
898,322006,마산연안여객선터미널,해양신도시 서항1교 방면,128.5652059,35.18931622
899,630058,마산우리요양병원,GS마트 방면,128.5624987,35.18075441
900,630059,마산우리요양병원,성지아울렛 방면,128.5629221,35.18067621
901,400110,마산우체국,,128.5762928,35.23061611
902,317727,마산정신요양원,진북중촌 방면,128.471648,35.16887639
903,317728,마산정신요양원,대티마을 방면,128.4715234,35.16882023
904,301105,마산중앙고등학교,제일여고 방면,128.5590602,35.19097643
905,301106,마산중앙고등학교,신월경남아파트 방면,128.5589862,35.19065043
906,315712,마산중학교,한우아파트 방면,128.5626745,35.20139958
907,300118,마산합포구청.의료원,경남데파트 방면,128.5673296,35.19839481
908,300120,마산합포구청.의료원,경남데파트 방면,128.5673091,35.19804715
909,300115,마산합포구청.의료원,경동메르빌APT 방면,128.5670795,35.19785457
910,407213,마산회성동우체국,회성동행정복지센터 방면,128.5653502,35.23166443
911,422801,마재고개,두척 방면,128.5369503,35.24171176
912,422802,마재고개,구슬골 방면,128.5369682,35.24189244
913,322116,마전,도만 방면,128.53620169,35.12129739
914,322115,마전,군령삼거리 방면,128.5365957,35.12120388
915,207813,마창대교,갯마을입구 방면,128.5999369,35.16460807
916,207814,마창대교,용호 방면,128.6000771,35.16464047
917,120622,마창자동차운전전문학원,,128.60461746,35.2481047
918,502802,마천공단입구,STX아파트 방면,128.7813139,35.12286205
919,502801,마천공단입구,웅동 방면,128.7815874,35.12277923
920,502803,마천산업단지,영길운동장 방면,128.7817536,35.11749153
921,502808,마천산업단지,마천공단입구 방면,128.7820403,35.11747424
922,513811,마천시장,,128.78167695,35.12599151
923,323106,막개,시락 방면,128.4354979,35.06668889
924,323105,막개,정곡 방면,128.4353784,35.06675604
925,306103,만날고개입구,월영라이프아파트 방면,128.5519399,35.18583325
926,306104,만날고개입구,월영한백아파트 방면,128.5521312,35.18539443
927,518147,만남의광장,상리마을 방면,128.7168005,35.12016186
928,518148,만남의광장,케이조선입구 방면,128.7152112,35.12058143
929,214204,만남의광장.노블파크APT,트리비앙아파트 방면,128.6680371,35.23409623
930,315708,만소노인재가복지센터,KT마산점 방면,128.56484824,35.20338803
931,315711,만소노인재가복지센터,마산중학교 방면,128.56489989,35.20350452
932,630361,말무교,부영8단지 방면,128.8238372,35.09191356
933,630362,말무교,부광산업 방면,128.8239831,35.09170235
934,317709,망곡마을,연동마을 방면,128.4827767,35.14299729
935,317710,망곡마을,신촌공단 방면,128.4834386,35.14258697
936,640425,망천1구,,128.83493571,35.27763416
937,640426,망천1구,,128.83494548,35.27745828
938,640427,망천2구,,128.84136681,35.27542313
939,640428,망천2구,,128.84233337,35.27515833
940,322134,망향정입구,욱곡입구 방면,128.5836995,35.08907328
941,322133,망향정입구,반동삼거리 방면,128.5835417,35.08903487
942,300607,매립지입구,덕동어린이집 방면,128.580972,35.14340782
943,300608,매립지입구,대덕농원 방면,128.5810818,35.14335524
944,640554,매정마을,,128.87161143,35.2535355
945,640555,매정마을,,128.87139655,35.25350728
946,408614,메트로시티2단지.삼성버킹궁APT,타워맨션 방면,128.5864039,35.22454144
947,408615,메트로시티2단지.삼성버킹궁APT,창원NC파크.마산회원구청 방면,128.5861449,35.22448222
948,408606,메트로시티석전,3.15아트센터 방면,128.5726512,35.22941043
949,408605,메트로시티석전,북성초등학교 방면,128.573962,35.2291736
950,505510,명동,해양공원입구 방면,128.7194013,35.09753564
951,505509,명동,명동입구 방면,128.7194123,35.09764759
952,640416,명동,,128.80784489,35.29463307
953,640417,명동,,128.80868672,35.29368775
954,505508,명동입구,명동 방면,128.717598,35.09834466
955,505507,명동입구,오리엔탈정공 방면,128.7179628,35.09816343
956,640422,명동정수장,,128.82142113,35.28168202
957,630177,명법1통,풍류2통 방면,128.8402457,35.20528852
958,630178,명법1통,명법2통 방면,128.8398716,35.20542487
959,630175,명법2통,명법1통 방면,128.8352833,35.20509382
960,630176,명법2통,내덕마을 방면,128.8353118,35.205426
961,105406,명서1동,상북초교정문 방면,128.6487532,35.24866236
962,105407,명서1동,명지여고 방면,128.6488812,35.24858143
963,114209,명서다리.명곡교회,명서초등학교 방면,128.6438948,35.24626251
964,114210,명서다리.명곡교회,명서동허앤리병원 방면,128.6439172,35.24586341
965,114211,명서동허앤리병원,명서다리.명곡교회 방면,128.6479551,35.24393747
966,114212,명서동허앤리병원,시티7 방면,128.6474615,35.24385625
967,105408,명서로입구,,128.6466131,35.24593238
968,105402,명서중학교,명지여고 방면,128.6459439,35.25094308
969,105403,명서중학교,명서초등학교 방면,128.6452126,35.25070197
970,114207,명서초등학교,서부경찰서.원흥사 방면,128.641231,35.24922637
971,105401,명서초등학교,명서중학교 방면,128.6424087,35.24892358
972,114208,명서초등학교,명서다리.명곡교회 방면,128.6417014,35.24810174
973,322121,명주,갈밭굼 방면,128.54789037,35.10844998
974,322120,명주,명주윗마을 방면,128.5483636,35.10812296
975,322122,명주,명주 방면,128.548704,35.1058039
976,322166,명주윗마을,명주 방면,128.54657919,35.10943556
977,322165,명주윗마을,드라마세트장 방면,128.54643786,35.10964691
978,105405,명지여고,명서중학교 방면,128.6477562,35.25148044
979,105404,명지여고,명서1동 방면,128.6482982,35.25087044
980,112610,명촌,회차,128.6016379,35.38820888
981,112611,명촌,명촌마을입구 방면,128.6016506,35.38813166
982,112615,명촌1,명촌2 방면,128.59846642,35.38531334
983,112616,명촌1,초소 방면,128.59847223,35.38518934
984,112613,명촌2,회차,128.59902707,35.38709482
985,112614,명촌2,명촌1 방면,128.59861842,35.386742
986,112612,명촌마을,,128.59827156,35.38589494
987,119366,명촌마을입구,명촌 방면,128.6066145,35.38216583
988,119365,명촌마을입구,안신천 방면,128.6065335,35.38206838
989,119333,명호마을,동전입구 방면,128.6021103,35.32100086
990,119334,명호마을,행복한병원 방면,128.6022759,35.3207854
991,630322,모아미래도6단지,율하푸르지오4단지 방면,128.8139991,35.17415225
992,630323,모아미래도6단지,중앙하이츠 방면,128.8136428,35.17414576
993,104607,모암,칠성아파트 방면,128.67556063,35.29348343
994,104610,모암,다호 방면,128.6751056,35.29449355
995,218808,목련아파트,,128.6601032,35.22332643
996,519606,목우언덕,의곡마을 방면,128.7898461,35.11000102
997,519607,목우언덕,안성마을 방면,128.7897112,35.11008878
998,518104,목장입구,진해문화센터 방면,128.6426262,35.17959143
999,306615,목장입구,,128.5538192,35.16478543
1000,306614,목장입구,밤밭고개 방면,128.55400103,35.16467965
1001,518103,목장입구,오봉사입구 방면,128.64268331,35.17993204
1002,640520,못안마을,,128.92065789,35.23517802
1003,640521,못안마을,,128.9207975,35.23434447
1004,522404,몽카페,학개마을 방면,128.7009303,35.10424531
1005,522405,몽카페,수치마을 방면,128.700927,35.10413171
1006,322602,묘촌입구,현동초등학교 방면,128.5603717,35.14124442
1007,322601,묘촌입구,덕동공영차고지 방면,128.5607694,35.13993883
1008,630040,무계교,쌍용예가 방면,128.8163525,35.19712026
1009,630198,무계교,장유농협 방면,128.8164572,35.19726743
1010,119369,무곡리,북면양촌 방면,128.5943215,35.32987046
1011,119370,무곡리,신동 방면,128.5943566,35.32981138
1012,119373,무곡리.갈곡마을,신동 방면,128.5991755,35.33339085
1013,119374,무곡리.갈곡마을,영신아파트 방면,128.5993785,35.33373489
1014,630128,무기,,128.5383344,35.29773632
1015,630165,무기,,128.5383275,35.29781356
1016,630164,무기마을,,128.5331747,35.29935048
1017,104704,무동센텀파라디아아파트,휴먼빌1단지 방면,128.5799316,35.31887438
1018,104703,무동센텀파라디아아파트,STX칸2차아파트 방면,128.5797637,35.31824974
1019,104706,무동입구,STX칸2차아파트 방면,128.5849012,35.31636963
1020,104705,무동입구,동전입구 방면,128.5862493,35.31618115
1021,511411,무릉도원,,128.6620894,35.16401575
1022,630011,무성마을입구,자여사거리 방면,128.7008521,35.28575328
1023,630012,무성마을입구,좌곤육교 방면,128.7011611,35.28575584
1024,106003,무점,무점입구 방면,128.69840078,35.29485906
1025,106004,무점,,128.6984704,35.29490314
1026,106005,무점입구,우성아파트 방면,128.70201282,35.29044868
1027,106006,무점입구,,128.70206412,35.29040515
1028,106001,무점종점,종점,128.6941698,35.29437431
1029,106002,무점종점,무점 방면,128.69458292,35.29442597
1030,640475,무접마을,,128.8672857,35.22982906
1031,406109,무지개아파트,노인병원 방면,128.5684442,35.22294543
1032,406108,무지개아파트,석전동 방면,128.5687165,35.22274829
1033,400106,무학여고,석전동 방면,128.5735855,35.22243691
1034,400105,무학여고,회원1동 방면,128.5734731,35.22168028
1035,306607,묵지마을,동전마을 방면,128.5277519,35.15401483
1036,306608,묵지마을,옥동마을 방면,128.5245591,35.15354134
1037,114217,문성고등학교,창원컨벤션센터 방면,128.6613777,35.23778609
1038,114218,문성고등학교,창원종합운동장 방면,128.661182,35.23756163
1039,300105,문화동,경남대남부터미널종점 방면,128.5602312,35.18458043
1040,300106,문화동,연세병원 방면,128.5602673,35.18424623
1041,630393,문화마을,,128.82076327,35.17473574
1042,630394,문화마을,,128.82098846,35.17511311
1043,408610,문화방송,야구장앞홈플러스 방면,128.57975207,35.22469119
1044,408611,문화방송,3.15아트센터 방면,128.5805716,35.22483067
1045,511302,미고문단앞,진해여고후문 방면,128.6561422,35.15474643
1046,511301,미고문단앞,중앙동주민센터 방면,128.6558392,35.15521043
1047,211604,미래기전,,128.6558192,35.20791643
1048,211605,미래기전,,128.6560212,35.20777474
1049,118401,미래산업,,128.62141612,35.24096959
1050,322124,미리마을,갈밭굼 방면,128.5508001,35.09702581
1051,322123,미리마을,욱곡아랫마을 방면,128.5509552,35.09664878
1052,321403,미천마을,진로마산공장 방면,128.3983738,35.153063
1053,321404,미천마을,상평종점 방면,128.3986031,35.15309617
1054,119361,바깥신천,신기 방면,128.6259299,35.36850963
1055,119362,바깥신천,안신천 방면,128.6260472,35.36857162
1056,322136,반동삼거리,망향정입구 방면,128.5852798,35.08753954
1057,322135,반동삼거리,양평 방면,128.5853381,35.08727559
1058,106509,반림현대건설아파트,교통문화연수원 방면,128.6744651,35.23616833
1059,106512,반림현대산업아파트,반림현대건설아파트 방면,128.6772916,35.23667654
1060,106508,반송시장.아이필상가,반송여중 방면,128.6718793,35.23611981
1061,106510,반송여중,,128.6743718,35.23602716
1062,201229,반월길,,128.6356169,35.20602409
1063,201230,반월길,,128.6354239,35.20621341
1064,300109,반월민원센터,중부경찰서 방면,128.5630911,35.19041961
1065,300112,반월민원센터,연세병원 방면,128.5627258,35.19032106
1066,106503,반지민원센터,반지사거리 방면,128.6648532,35.23975044
1067,106504,반지민원센터,럭키아파트 방면,128.6645272,35.23970443
1068,106501,반지사거리,지귀상가 방면,128.6611672,35.24239932
1069,106502,반지사거리,반지민원센터 방면,128.6616882,35.24132643
1070,513005,반짓골,용원복지회관 방면,128.8151162,35.09952843
1071,513006,반짓골,용원초등학교 방면,128.8156102,35.09919443
1072,306617,밤밭고개,우산마을 방면,128.55509612,35.16815567
1073,306616,밤밭고개,화인아파트 방면,128.5553239,35.16812716
1074,311708,밤밭고개,,128.55502952,35.16869276
1075,311709,밤밭고개,,128.55498122,35.16874971
1076,311706,밤밭고개(256),오솔길농장 방면,128.55515159,35.1683307
1077,322002,방송통신대,마산보건소 방면,128.5667862,35.17929243
1078,322001,방송통신대,해운중학교 방면,128.5665344,35.17895185
1079,116610,백련사입구,노옥마을 방면,128.67074992,35.35378668
1080,322161,백령고개,,128.58647424,35.10607197
1081,322162,백령고개,,128.58681065,35.10602926
1082,321201,백암,진로마산공장 방면,128.3843567,35.14809733
1083,321202,백암,의산보건진료소 방면,128.3843215,35.14821861
1084,100205,백양마을,용산입구 방면,128.6873494,35.32762224
1085,100206,백양마을,신등마을 방면,128.6873298,35.32749478
1086,630284,백일마을,,128.7395902,35.12068517
1087,630328,백일마을 노인회관,,128.7357775,35.12271509
1088,640548,백조아파트후문,,128.872531,35.24527318
1089,640549,백조아파트후문,,128.87274752,35.24525406
1090,400102,버스회관,회원1동 방면,128.5757787,35.21647022
1091,400101,버스회관,육호광장 방면,128.5756138,35.21595904
1092,630279,범동포,,128.8188764,35.19368193
1093,315411,범바위,청등골 방면,128.6209995,35.07281575
1094,315412,범바위,장수암입구 방면,128.6210294,35.07268246
1095,630292,범한판토스,,128.8082484,35.08462683
1096,630293,범한판토스,,128.8082608,35.08444047
1097,640542,법원등기소입구,,128.86557816,35.24339122
1098,640543,법원등기소입구,,128.86632423,35.2437109
1099,518133,벚꽃마을삼성아파트입구,,128.7071851,35.14772416
1100,519811,벚꽃상가,중앙시장 방면,128.6702442,35.15226034
1101,519812,벚꽃상가,태백삼거리 방면,128.6702042,35.15199743
1102,120615,벽산블루밍아파트,창원역 방면,128.61293574,35.25900707
1103,120616,벽산블루밍아파트,고향의봄도서관 방면,128.61347502,35.25849744
1104,518201,벽산솔렌스힐아파트,녹수아파트 방면,128.70987014,35.13066931
1105,518202,벽산솔렌스힐아파트,종점,128.71058974,35.13006435
1106,315407,별장입구,심리 방면,128.6109882,35.06958943
1107,315408,별장입구,청등골 방면,128.6109714,35.06948212
1108,108905,병무청,한국전력공사 방면,128.691609,35.23404584
1109,108906,병무청,경남도청 방면,128.6915618,35.23368651
1110,408601,보문주유소,회성동행정복지센터 방면,128.5654754,35.23238332
1111,408602,보문주유소,북성초등학교 방면,128.5658387,35.23201709
1112,400124,복음요양병원,,128.5894545,35.24553815
1113,630005,본포,본포마을회관 방면,128.6466164,35.36668528
1114,104655,본포,본포입구 방면,128.64653672,35.36671791
1115,630001,본포마을회관,활천 방면,128.646138,35.3682737
1116,630002,본포마을회관,본포 방면,128.64611,35.36821769
1117,104648,본포입구,가곡마을 방면,128.64840381,35.3631755
1118,104645,본포입구,본포 방면,128.64826693,35.36320665
1119,104640,봉강,원봉강 방면,128.656843,35.35106671
1120,104637,봉강,봉곡마을 방면,128.6567153,35.35095115
1121,104636,봉곡,봉곡마을 방면,128.6596115,35.34435091
1122,104633,봉곡,섬김의집 방면,128.6596022,35.34426498
1123,117601,봉곡동상가입구,명서동허앤리병원 방면,128.6490254,35.24458602
1124,117602,봉곡동상가입구,상북초교후문 방면,128.6489546,35.24424875
1125,630282,봉곡리회관,,128.6549127,35.34187517
1126,104638,봉곡마을,봉강 방면,128.6581239,35.34634885
1127,104635,봉곡마을,봉곡 방면,128.65803411,35.34628131
1128,320713,봉곡마을,진전초등학교 방면,128.4176696,35.10961144
1129,320714,봉곡마을,도산마을 방면,128.4176679,35.10948812
1130,106906,봉곡상가,대동그린코아 방면,128.6702932,35.24718743
1131,106905,봉곡상가,봉림휴먼시아 방면,128.6704472,35.24759944
1132,119115,봉곡상가입구,,128.67087,35.24584842
1133,106902,봉곡중학교,봉림휴먼시아 방면,128.6630152,35.24670643
1134,106901,봉곡중학교,지귀상가 방면,128.6628082,35.24626844
1135,411213,봉덕초등학교,대림아파트 방면,128.59294631,35.22220884
1136,411212,봉덕초등학교,봉암동 방면,128.5928506,35.2219321
1137,107501,봉림중학교,,128.6748222,35.24583943
1138,107502,봉림중학교,,128.6749672,35.24572244
1139,106903,봉림휴먼시아,봉곡중학교 방면,128.667319,35.24923415
1140,106904,봉림휴먼시아,봉곡상가 방면,128.6661479,35.24918625
1141,407107,봉암공단 입구,봉암동 방면,128.6000532,35.21933543
1142,407106,봉암공단 입구,수원지입구.정다운벙원 방면,128.6010381,35.21873251
1143,407115,봉암교,서광아파트 방면,128.61558932,35.21442849
1144,407114,봉암교,유신상가 방면,128.61585716,35.2142289
1145,407103,봉암동,자유무역지역후문 방면,128.5956308,35.2210405
1146,407104,봉암동,봉암공단 입구 방면,128.5958915,35.2206786
1147,407004,봉암우체국,,128.6003503,35.21553653
1148,407003,봉암우체국,,128.6001842,35.21524843
1149,112003,봉촌,어유골 방면,128.5903038,35.36019977
1150,112004,봉촌,앞실마을입구 방면,128.5900744,35.36004045
1151,640461,봉황역,,128.87439006,35.22665068
1152,640462,봉황역,,128.8740767,35.22651585
1153,630122,부곡,거성아파트 방면,128.7187845,35.30462431
1154,630304,부곡,진영삼성아파트 방면,128.7189077,35.3044838
1155,630296,부광산업,말무교 방면,128.824238,35.0960146
1156,630297,부광산업,용원사거리 방면,128.8245804,35.09619819
1157,118602,부국정공,,128.62805199,35.2401089
1158,300121,부림시장,KT마산점 방면,128.5731025,35.20614674
1159,300130,부림시장,영남주차장 방면,128.5733221,35.20614382
1160,317732,부림자동차전문학원,,128.48641183,35.12866427
1161,317731,부림자동차전문학원,,128.48619636,35.12873
1162,321608,부산마을입구,이목마을 방면,128.4601173,35.13715781
1163,321607,부산마을입구,이목 방면,128.4601571,35.13699631
1164,630298,부산카프링,,128.8273472,35.09394438
1165,630299,부산카프링,,128.827504,35.09338228
1166,630337,부산크로스독,,128.8073317,35.08535615
1167,630302,부산항홍보관,,128.83105464,35.08687056
1168,630303,부산항홍보관,,128.8308921,35.08705341
1169,630142,부성모델종점,,128.479291,35.3782202
1170,630143,부성모텔종점,,128.47928,35.3781532
1171,505301,부암마을,웅동 방면,128.78389693,35.13322264
1172,505302,부암마을,종점,128.78398148,35.13320112
1173,630043,부영11차아파트,,128.8030493,35.19648969
1174,630338,부영13단지,부영8단지 방면,128.8180476,35.08966801
1175,630346,부영13단지,용원어시장 방면,128.8184671,35.08972617
1176,630341,부영2단지,부영4단지 방면,128.8047926,35.08893721
1177,630347,부영2단지,신항초등학교 방면,128.8030151,35.08873803
1178,511102,부영2차아파트,,128.8047932,35.10413222
1179,511101,부영3차아파트,,128.8043972,35.10430161
1180,630342,부영4단지,부영5/6단지 방면,128.8007752,35.0865467
1181,630348,부영4단지,부영2단지 방면,128.8010022,35.08657223
1182,630343,부영5/6단지,,128.8073217,35.08691139
1183,640434,부영6차아파트,,128.86459977,35.26074511
1184,640435,부영6차아파트,,128.86491735,35.26081907
1185,630339,부영8단지,,128.813474,35.08899694
1186,317712,부평마을,외추마을 방면,128.4790644,35.14745947
1187,317711,부평마을,신촌공단 방면,128.479013,35.14720699
1188,115002,북동공설시장,,128.6220922,35.26492444
1189,307204,북마산가구거리,노비산입구 방면,128.5724139,35.21070617
1190,307203,북마산가구거리,부림시장 방면,128.5729481,35.20886154
1191,110303,북면공설운동장,마산리 방면,128.6174555,35.3440285
1192,110304,북면공설운동장,북창원농협경제사업장 방면,128.6174454,35.34411207
1193,119354,북면농협,북면온천 방면,128.6091275,35.35334524
1194,119353,북면농협,북면지구대 방면,128.6088169,35.35301345
1195,114405,북면물재생센터,,128.63721178,35.35442825
1196,114406,북면물재생센터,,128.63719138,35.35450738
1197,119348,북면사무소,신한아파트 방면,128.6077811,35.34781398
1198,119347,북면사무소,대호아파트 방면,128.6076596,35.34780642
1199,112403,북면새터,외감 방면,128.5956566,35.295278
1200,112301,북면새터,중방마을 방면,128.5957601,35.29515177
1201,113603,북면양촌,신음 방면,128.5893272,35.32894091
1202,113502,북면양촌,무곡리 방면,128.5894116,35.32889005
1203,110308,북면연동,월계 방면,128.6259833,35.3469807
1204,110307,북면연동,마산리 방면,128.6256784,35.34677477
1205,119356,북면온천,거풍힐링빌 방면,128.6102577,35.35461579
1206,119355,북면온천,북면농협 방면,128.6099733,35.35463086
1207,119202,북면종점,북면농협 방면,128.6116525,35.35357783
1208,119203,북면종점,종점,128.6115508,35.35341769
1209,119352,북면지구대,북면농협 방면,128.6083051,35.35108597
1210,119351,북면지구대,신한아파트 방면,128.6080531,35.35083342
1211,630187,북면출장소방소,,128.6111532,35.35306044
1212,630188,북면출장소방소,,128.6111792,35.35310744
1213,103714,북모산마을,남모산 방면,128.7128277,35.35746019
1214,123008,북모산마을,남모산종점 방면,128.7129139,35.35754741
1215,103715,북부,,128.7236716,35.34679099
1216,640562,북부동행정복지센터,,128.86738906,35.26235575
1217,640563,북부동행정복지센터,,128.86699016,35.26340729
1218,408603,북성초등학교,보문주유소 방면,128.5680692,35.23151829
1219,408604,북성초등학교,메트로시티석전 방면,128.5680968,35.23129866
1220,519802,북원로타리,진해역 방면,128.6570433,35.15287036
1221,519801,북원로타리,중앙동주민센터 방면,128.6570953,35.15308978
1222,110311,북창원농협경제사업장,춘광아파트 방면,128.6126584,35.34629782
1223,110312,북창원농협경제사업장,북면공설운동장 방면,128.61268138,35.34616507
1224,640482,분성사거리,,128.88059576,35.23345072
1225,640483,분성사거리,,128.88062625,35.23334435
1226,104647,분포,,128.6444104,35.36681146
1227,218829,불모산,,128.7249022,35.19074116
1228,207303,불모산종점,한국전기연구원 방면,128.72159583,35.19100226
1229,207304,불모산종점,종점,128.72244393,35.19061394
1230,640530,불암역,,128.92797469,35.22225142
1231,640529,불암장어마을,,128.92912231,35.22271526
1232,110001,불지사,창원중부경찰서 방면,128.68690185,35.22709558
1233,322141,붉은등대,장구리 방면,128.5699702,35.08247841
1234,322142,붉은등대,춘추원 방면,128.5700245,35.08236796
1235,411801,블루밍아파트,,128.52002389,35.27692193
1236,519702,블루빌아파트,공설운동장 방면,128.65773937,35.14782328
1237,519701,블루빌아파트,남원로타리 방면,128.6575634,35.1476447
1238,630406,빙그레,,128.77988897,35.29424125
1239,630407,빙그레,,128.77999632,35.29437485
