station_id,lat,lon,headway_mean_s,BPH,youth_share_stop,n_emd_overlap,buffer_area_m2
CWB379001010,35.21480821,128.7048219,,,,2.0,501847.75848737266
CWB379001011,35.21611587,128.611817,,,,1.0,479844.97546481446
CWB379001012,35.21508143,128.6817502,,,,3.0,501847.7584873728
CWB379001013,35.21593971,128.6113585,,,,2.0,470475.03320163797
CWB379001014,35.21503343,128.6819772,,,,3.0,501847.75848737196
CWB379001015,35.21465658,128.704464,,,,2.0,501847.7584873724
CWB379001016,35.21647022,128.5757787,,,,4.0,501847.75848737196
CWB379001017,35.21647943,128.5703392,,,,3.0,501847.75848737237
CWB379001018,35.21649553,128.5606437,,,,2.0,501847.75848737266
CWB379001020,35.21464504,128.676145,,,,1.0,501847.75848737237
CWB379001021,35.21595843,128.5705372,,,,3.0,501847.7584873729
CWB379001022,35.21595904,128.5756138,,,,4.0,501847.75848737254
CWB379001023,35.21491143,128.6429312,,,,1.0,501847.75848737237
CWB379001024,35.21491008,128.6420587,,,,1.0,501847.75848737237
CWB379001028,35.21408635,128.6508685,,,,1.0,501847.75848737237
CWB379001029,35.21450526,128.61523943,,,,2.0,428693.91669328196
CWB379001030,35.21296615,128.7053084,,,,2.0,501847.7584873728
CWB379001031,35.21463367,128.5865546,81.01,44.4389581533144,,3.0,501847.75848737225
CWB379001033,35.2142289,128.61585716,,,,2.0,425674.90343781706
CWB379001034,35.21386629,128.6507344,,,,1.0,501847.75848737237
CWB379001036,35.21332521,128.6680255,,,,2.0,501847.7584873723
CWB379001037,35.21288144,128.7049846,,,,2.0,501847.75848737254
CWB379001038,35.21448604,128.5866928,,,,3.0,501847.75848737167
CWB379001039,35.21333933,128.66830856,,,,2.0,501847.7584873725
CWB379001040,35.21311768,128.6780886,,,,3.0,501847.7584873727
CWB379001041,35.21328743,128.6383752,,,,1.0,501847.75848737237
CWB379001042,35.21193425,128.71027,,,,1.0,501847.75848737237
CWB379001043,35.21500253,128.5053494,,,,1.0,501847.75848737237
CWB379001044,35.21325287,128.6374864,,,,1.0,501847.75848737237
CWB379001045,35.21221043,128.7098832,,,,1.0,501847.75848737237
CWB379001047,35.21373911,128.5622032,,,,2.0,501847.75848737225
CWB379001048,35.21352743,128.5760412,,,,4.0,501847.7584873713
CWB379001049,35.21214043,128.6806342,,,,3.0,501847.7584873725
CWB379001051,35.21163742,128.7046812,,,,2.0,501847.7584873717
CWB379001053,35.21341643,128.5713262,,,,4.0,501847.7584873707
CWB379001054,35.21349203,128.5620032,,,,2.0,501847.7584873721
CWB379001056,35.21116602,128.7054671,,,,2.0,501847.7584873724
CWB379001057,35.21115925,128.7058159,,,,2.0,501847.75848737307
CWB379001058,35.21089043,128.7015622,,,,2.0,501847.7584873724
CWB379001060,35.21153343,128.6816882,,,,3.0,501847.7584873723
CWB379001062,35.21193633,128.6335711,,,,1.0,501847.75848737237
CWB379001063,35.21087302,128.7019782,,,,2.0,501847.7584873726
CWB379001065,35.21253065,128.5859205,,,,3.0,493460.54829574877
CWB379001066,35.21260843,128.5761462,,,,5.0,501847.75848737196
CWB379001067,35.21174866,128.6338485,,,,1.0,501847.75848737237
CWB379001068,35.21248075,128.5856289,,,,3.0,494276.0615142458
CWB379001071,35.21113761,128.6814958,,,,3.0,501847.7584873726
CWB379001072,35.21234343,128.5715602,,,,3.0,501847.7584873725
CWB379001073,35.21041043,128.7105642,,,,1.0,501847.75848737237
CWB379001074,35.21089843,128.6564132,,,,1.0,501847.75848737237
CWB379001075,35.21132796,128.6165144,,,,2.0,428249.0294283636
CWB379001076,35.21023343,128.6991202,,,,1.0,501847.75848737237
CWB379001077,35.21054247,128.6565186,,,,1.0,501847.75848737237
CWB379001080,35.21114243,128.6164172,,,,2.0,428321.8582963788
CWB379001081,35.20988134,128.7109467,,,,1.0,501847.75848737237
CWB379001082,35.2100425,128.6990684,,,,1.0,501847.75848737237
CWB379001083,35.21152479,128.5741943,,,,3.0,501847.7584873721
CWB379001085,35.21134541,128.5741183,,,,3.0,501847.75848737237
CWB379001086,35.21043691,128.6278948,,,,1.0,501847.75848737237
CWB379001088,35.2114821,128.5632043,,,,2.0,501847.7584873717
CWB379001089,35.21025591,128.6281948,,,,1.0,501847.75848737237
CWB379001092,35.21093843,128.5666102,,,,3.0,501847.75848737266
CWB379001093,35.21078443,128.5654042,,,,3.0,501847.7584873724
CWB379001095,35.21070617,128.5724139,,,,3.0,501847.7584873716
CWB379001096,35.2106736,128.5670669,,,,3.0,501847.7584873717
CWB379001098,35.20897431,128.7004024,,,,1.0,501847.75848737237
CWB379001100,35.21044053,128.5699958,,,,3.0,501847.7584873724
CWB379001101,35.20879739,128.7008648,,,,1.0,501847.75848737237
CWB379001102,35.20835555,128.706239,,,,2.0,501847.75848737254
CWB379001103,35.20832136,128.7066096,,,,2.0,501847.7584873728
CWB379001104,35.21031957,128.5701967,,,,3.0,501847.7584873724
CWB379001105,35.20965443,128.6080672,,,,2.0,412712.605505116
CWB379001106,35.20792343,128.687179,,,,2.0,501847.75848737254
CWB379001107,35.2099339,128.5833988,81.23793103448276,44.31427479943971,,4.0,464440.9470473147
CWB379001108,35.21133362,128.5629685,,,,2.0,501847.7584873719
CWB379001109,35.20788147,128.7105001,,,,2.0,501847.758487372
CWB379001111,35.20925855,128.6072534,,,,2.0,407143.17270953185
CWB379001112,35.2078138,128.7102224,,,,2.0,501847.758487373
CWB379001113,35.20813443,128.6875982,,,,1.0,501847.75848737237
CWB379001114,35.20939656,128.5830333,94.5,38.095238095238095,,3.0,460492.4475026926
CWB379001118,35.20918596,128.5744488,,,,3.0,501847.7584873719
CWB379001120,35.20886154,128.5729481,,,,3.0,501847.7584873722
CWB379001121,35.20887387,128.5761165,,,,3.0,501847.75848737283
CWB379001124,35.2090387,128.6643827,,,,1.0,501847.75848737237
CWB379001125,35.20820907,128.62743233,,,,1.0,501847.75848737237
CWB379001127,35.20811601,128.6272147,,,,1.0,501847.75848737237
CWB379001128,35.20803794,128.6263341,,,,1.0,501847.75848737237
CWB379001129,35.20755243,128.6633832,,,,1.0,501847.75848737237
CWB379001134,35.20850425,128.5763874,,,,3.0,501847.7584873724
CWB379001136,35.20746813,128.6264119,,,,1.0,501847.75848737237
CWB379001137,35.20748313,128.6624191,,,,1.0,501847.75848737237
CWB379001138,35.2081898,128.5742395,,,,3.0,501847.75848737307
CWB379001139,35.20793769,128.5812524,81.14999999999999,44.362292051756015,,2.0,488152.22029448964
CWB379001140,35.20672152,128.6632084,,,,1.0,501847.75848737237
CWB379001141,35.20602543,128.7028262,,,,2.0,501847.75848737167
CWB379001142,35.20322234,128.70474985,,,,3.0,501847.75848737266
CWB379001143,35.20418421,128.8107943,,,,,
CWB379001144,35.20571443,128.6995222,,,,1.0,501847.75848737237
CWB379001145,35.20575343,128.6992242,,,,1.0,501847.75848737237
CWB379001146,35.20549953,128.711372,,,,2.0,501847.75848737307
CWB379001147,35.20696331,128.6048417,,,,1.0,423349.4958298401
CWB379001148,35.20559958,128.7067114,,,,3.0,501847.7584873721
CWB379001149,35.20535358,128.7117207,,,,2.0,501847.75848737283
CWB379001150,35.20696113,128.6045032,,,,1.0,410277.9270134811
CWB379001151,35.20397242,128.8103532,,,,,
CWB379001152,35.20412761,128.809388,,,,,
CWB379001153,35.20549043,128.7033702,,,,3.0,501847.75848737184
CWB379001154,35.20543302,128.7070517,,,,3.0,501847.7584873728
CWB379001156,35.20368811,128.8142942,,,,,
CWB379001158,35.20526734,128.69260185,,,,2.0,501847.75848737254
CWB379001159,35.20347016,128.8142103,,,,,
CWB379001161,35.20648616,128.580014,,,,2.0,484324.61020943127
CWB379001163,35.20475024,128.69268444,,,,2.0,501847.7584873714
CWB379001164,35.20659264,128.5619841,,,,2.0,501847.75848737266
CWB379001166,35.20645517,128.5765016,,,,2.0,501847.75848737237
CWB379001167,35.20643538,128.51534563,,,,1.0,501847.75848737237
CWB379001168,35.20614674,128.5731025,,,,1.0,501847.75848737237
CWB379001170,35.20637334,128.51526212,,,,1.0,501847.75848737237
CWB379001171,35.20614382,128.5733221,,,,1.0,501847.75848737237
CWB379001172,35.20438643,128.6980602,,,,2.0,501847.75848737283
CWB379001173,35.20584827,128.5789415,81.375,44.23963133640553,,2.0,495078.7060229921
CWB379001174,35.20359002,128.6976482,,,,2.0,501847.75848737295
CWB379001175,35.20617693,128.57668937,,,,2.0,501847.7584873728
CWB379001176,35.20600495,128.5615467,,,,2.0,501847.758487373
CWB379001179,35.20258529,128.8088565,,,,,
CWB379001181,35.20392533,128.7095729,,,,3.0,501847.7584873729
CWB379001183,35.20386069,128.70581727,,,,3.0,501847.7584873715
CWB379001187,35.20362243,128.7091482,,,,3.0,501847.7584873717
CWB379001188,35.20222576,128.8052277,,,,,
CWB379001189,35.20354943,128.7043162,,,,3.0,501847.75848737254
CWB379001190,35.20353206,128.7060051,,,,3.0,501847.75848737254
CWB379001194,35.20339318,128.70493733,,,,3.0,501847.75848737237
CWB379001195,35.20434304,128.6280903,,,,1.0,501847.75848737237
CWB379001196,35.20348216,128.6957247,,,,2.0,501847.7584873726
CWB379001197,35.20448977,128.6013429,,,,1.0,431100.01090679265
CWB379001199,35.20480415,128.5777052,,,,1.0,493556.69395728665
CWB379001201,35.20421205,128.6005094,,,,1.0,416450.39345914003
CWB379001202,35.20219366,128.7128046,,,,2.0,501847.75848737237
CWB379001203,35.20376843,128.6280722,,,,1.0,501847.75848737237
CWB379001205,35.20520253,128.51177327,,,,1.0,501847.75848737237
CWB379001208,35.20514345,128.51181335,,,,1.0,501847.75848737237
CWB379001209,35.20489708,128.51817746,,,,1.0,501847.75848737237
CWB379001211,35.20291643,128.6703362,,,,1.0,501847.75848737237
CWB379001213,35.20216343,128.6971192,,,,2.0,501847.7584873724
CWB379001215,35.20376445,128.576147,,,,1.0,493268.8320119567
CWB379001216,35.20032082,128.8153563,,,,,
CWB379001217,35.20361709,128.5755969,,,,1.0,498692.6803705409
CWB379001218,35.20358937,128.5722024,,,,2.0,501847.7584873718
CWB379001219,35.20343987,128.5753465,,,,1.0,498417.92657907057
CWB379001220,35.20225501,128.69791119,,,,2.0,501847.7584873724
CWB379001221,35.20334897,128.5755502,,,,1.0,492571.1285966495
CWB379001222,35.20017073,128.8151382,,,,,
CWB379001223,35.20300563,128.5747038,,,,1.0,498207.7985958596
CWB379001224,35.20299298,128.57082208,82.9551724137931,43.39693228582118,,4.0,501847.7584873729
CWB379001228,35.20283824,128.5703212,84.49,42.6085927328678,,4.0,501847.75848737115
CWB379001230,35.20226744,128.5978492,,,,1.0,432126.33824305085
CWB379001231,35.20083124,128.6995216,,,,2.0,501847.75848737254
CWB379001232,35.20222014,128.5973546,,,,1.0,417055.5752395794
CWB379001233,35.20187482,128.6285059,,,,1.0,501847.75848737237
CWB379001234,35.20323334,128.51932961,,,,1.0,501847.75848737237
CWB379001235,35.20317816,128.51923799,,,,1.0,501847.75848737237
CWB379001237,35.20084764,128.628489,,,,1.0,501847.75848737237
CWB379001238,35.20050978,128.6745646,,,,1.0,501847.75848737237
CWB379001239,35.20023889,128.688133,,,,3.0,501847.7584873724
CWB379001240,35.2017671,128.5717549,,,,4.0,501847.7584873721
CWB379001241,35.20178291,128.5715146,,,,4.0,501847.7584873724
CWB379001242,35.20031678,128.6743916,,,,1.0,501847.75848737237
CWB379001245,35.20141248,128.5675512,,,,4.0,501847.75848737144
CWB379001246,35.20119382,128.5673133,83.15517241379311,43.29255650010367,,4.0,501847.7584873721
CWB379001248,35.20132443,128.5592252,,,,2.0,501847.75848737266
CWB379001252,35.20179015,128.50933833,,,,1.0,501847.75848737237
CWB379001253,35.20186202,128.5095373,,,,1.0,501847.75848737237
CWB379001254,35.20101762,128.5675358,,,,4.0,501847.7584873728
CWB379001256,35.20105321,128.5595652,,,,2.0,501847.758487373
CWB379001257,35.19712026,128.8163525,,,,,
CWB379001260,35.19853543,128.7013222,,,,2.0,501847.75848737167
CWB379001261,35.19839643,128.7015842,,,,2.0,501847.7584873728
CWB379001262,35.1966958,128.7932216,,,,,
CWB379001263,35.20016544,128.5941338,,,,1.0,419543.7000233672
CWB379001264,35.19970343,128.5934282,,,,1.0,418528.68002627866
CWB379001265,35.19705654,128.7925981,,,,,
CWB379001267,35.19975843,128.5641592,,,,4.0,501847.75848737283
CWB379001268,35.19968868,128.5642911,,,,4.0,501847.7584873714
CWB379001270,35.19835248,128.6290112,,,,1.0,501847.75848737237
CWB379001271,35.1991235,128.5563857,,,,2.0,501847.7584873731
CWB379001272,35.1992294,128.556693,,,,2.0,501847.75848737184
CWB379001273,35.19803943,128.6288982,,,,1.0,501847.75848737237
CWB379001274,35.19522986,128.8144638,,,,,
CWB379001276,35.19681068,128.7073607,,,,1.0,501847.75848737237
CWB379001278,35.19847417,128.570631,,,,3.0,501847.75848737196
CWB379001279,35.19658686,128.7069497,,,,1.0,501847.75848737237
CWB379001280,35.19839481,128.5673296,,,,4.0,501847.7584873727
CWB379001281,35.19804715,128.5673091,,,,4.0,501847.7584873725
CWB379001282,35.19810143,128.5622722,,,,3.0,501847.75848737214
CWB379001283,35.19808243,128.5621302,,,,3.0,501847.75848737214
CWB379001284,35.19785457,128.5670795,82.65517241379311,43.55444305381727,,4.0,501847.75848737295
CWB379001285,35.19787959,128.5702438,,,,3.0,501847.758487373
CWB379001286,35.19587343,128.6990532,,,,1.0,501847.75848737237
CWB379001287,35.19596495,128.682546,,,,2.0,501847.75848737254
CWB379001288,35.19660368,128.6306207,,,,1.0,501847.75848737237
CWB379001290,35.19577568,128.68254855,,,,2.0,501847.7584873732
CWB379001292,35.19385525,128.794598,,,,,
CWB379001294,35.19685143,128.5620922,,,,3.0,501847.7584873717
CWB379001295,35.19368117,128.7942435,,,,,
CWB379001298,35.19683946,128.5619169,,,,3.0,501847.7584873728
CWB379001299,35.19718254,128.5044598,,,,1.0,501847.75848737237
CWB379001300,35.19720668,128.5046745,,,,1.0,501847.75848737237
CWB379001301,35.19438498,128.7139308,,,,1.0,501847.75848737237
CWB379001302,35.19376513,128.7149833,,,,1.0,501847.75848737237
CWB379001304,35.19556743,128.5697302,,,,3.0,463516.977077579
CWB379001305,35.19367443,128.6976382,,,,1.0,501847.75848737237
CWB379001306,35.19548299,128.5576823,,,,2.0,501847.75848737324
CWB379001307,35.1961617,128.5568827,,,,2.0,501847.7584873716
CWB379001310,35.19488655,128.5699153,,,,3.0,425477.4360790637
CWB379001312,35.1947319,128.5667974,86.19615384615385,41.76520458703315,,3.0,500981.0618664274
CWB379001313,35.19474443,128.5665542,84.89310344827587,42.406271578861855,,3.0,501847.7584873716
CWB379001316,35.19319343,128.69677293,,,,1.0,501847.75848737237
CWB379001317,35.19260735,128.6884351,,,,2.0,501847.7584873725
CWB379001318,35.19218343,128.6886462,,,,2.0,501847.7584873728
CWB379001321,35.19191744,128.7194103,,,,1.0,501847.75848737237
CWB379001322,35.19196724,128.7195414,,,,1.0,501847.75848737237
CWB379001324,35.19311143,128.5609742,,,,2.0,501847.7584873721
CWB379001325,35.19269543,128.5928312,,,,1.0,347742.73123738344
CWB379001326,35.19117712,128.69547399,,,,1.0,501847.75848737237
CWB379001327,35.19301221,128.561077,,,,2.0,501847.75848737184
CWB379001328,35.1929213,128.5650943,84.48620689655172,42.61050569364516,,3.0,501847.7584873737
CWB379001329,35.19224118,128.5929824,,,,1.0,345981.9461802703
CWB379001330,35.18955807,128.7966878,,,,,
CWB379001331,35.19256096,128.5650385,84.436,42.63584253162158,,2.0,500771.9198080603
CWB379001333,35.18929807,128.796366,,,,,
CWB379001334,35.18894332,128.8054628,,,,,
CWB379001335,35.18858713,128.8054386,,,,,
CWB379001336,35.19291572,128.49585402,,,,1.0,501847.75848737237
CWB379001337,35.19320033,128.49616116,,,,1.0,501847.75848737237
CWB379001338,35.18981546,128.6932875,,,,1.0,501847.75848737237
CWB379001339,35.18968212,128.6941925,,,,1.0,501847.75848737237
CWB379001341,35.19097643,128.5590602,,,,3.0,501847.75848737307
CWB379001342,35.18722156,128.7978299,,,,,
CWB379001343,35.19065043,128.5589862,,,,3.0,501847.7584873731
CWB379001344,35.19041961,128.5630911,84.4391304347826,42.63426188146852,,3.0,498886.0989375652
CWB379001345,35.18731289,128.7973206,,,,,
CWB379001346,35.18709967,128.7998351,,,,,
CWB379001347,35.19032106,128.5627258,85.20689655172414,42.25010117361392,,3.0,501847.75848737336
CWB379001348,35.19026243,128.5561202,,,,2.0,501847.75848737266
CWB379001349,35.18831244,128.6944986,,,,1.0,501847.75848737237
CWB379001350,35.18670284,128.7996853,,,,,
CWB379001352,35.19004043,128.5555732,,,,2.0,501847.75848737266
CWB379001353,35.1897235,128.5651482,,,,3.0,397267.3121980352
CWB379001354,35.19194122,128.3894512,,,,1.0,501847.75848737237
CWB379001355,35.19180273,128.38938017,,,,1.0,501847.75848737237
CWB379001357,35.18794176,128.68837818,,,,2.0,501847.75848737237
CWB379001358,35.18783689,128.68830466,,,,2.0,501847.7584873721
CWB379001359,35.18931622,128.5652059,,,,3.0,378656.22661147587
CWB379001360,35.18787053,128.6376648,,,,1.0,501847.75848737237
CWB379001361,35.18751236,128.68928045,,,,1.0,501847.75848737237
CWB379001363,35.18738069,128.68918991,,,,1.0,501847.75848737237
CWB379001364,35.18781221,128.6374688,,,,1.0,501847.75848737237
CWB379001367,35.18637943,128.6943702,,,,1.0,501847.75848737237
CWB379001368,35.18632643,128.6945872,,,,1.0,501847.75848737237
CWB379001369,35.18807243,128.5574612,,,,2.0,501847.7584873723
CWB379001370,35.18796943,128.5575532,,,,2.0,501847.7584873715
CWB379001371,35.18760243,128.5620272,,,,3.0,480572.0752901336
CWB379001372,35.18524081,128.6986182,,,,1.0,501847.75848737237
CWB379001373,35.18730435,128.5526716,,,,2.0,501847.75848737237
CWB379001374,35.18563653,128.6898419,,,,1.0,501847.75848737237
CWB379001375,35.18738872,128.5530773,,,,2.0,501847.75848737266
CWB379001376,35.18717617,128.5615655,82.8896551724138,43.43123387969049,,3.0,489614.70599155495
CWB379001377,35.18552376,128.6896654,,,,1.0,501847.75848737237
CWB379001378,35.18507601,128.6986308,,,,1.0,501847.75848737237
CWB379001379,35.18491943,128.6927812,,,,1.0,501847.75848737237
CWB379001380,35.18477343,128.6929332,,,,1.0,501847.75848737237
CWB379001382,35.1864975,128.561421,,,,3.0,490499.3193029235
CWB379001384,35.18475528,128.5967004,,,,1.0,497223.04068816244
CWB379001385,35.18600757,128.5579773,,,,3.0,501847.7584873723
CWB379001386,35.18583325,128.5519399,,,,2.0,501847.7584873723
CWB379001387,35.18588638,128.5581341,,,,3.0,501847.7584873723
CWB379001390,35.18539443,128.5521312,,,,2.0,501847.7584873727
CWB379001391,35.18472938,128.5964781,,,,1.0,490703.4583147687
CWB379001392,35.18458043,128.5602312,83.25172413793103,43.2423476784161,,2.0,501847.7584873722
CWB379001393,35.18309943,128.5640972,,,,2.0,372533.0228982553
CWB379001394,35.18424623,128.5602673,82.91304347826087,43.41898269533298,,2.0,501847.7584873726
CWB379001395,35.18337486,128.5643325,,,,3.0,351935.5747992224
CWB379001396,35.18125379,128.55854,,,,2.0,501847.7584873728
CWB379001397,35.18242389,128.5593582,,,,2.0,501847.7584873731
CWB379001401,35.18046539,128.55782515,,,,2.0,501847.7584873728
CWB379001402,35.18085758,128.55868886,,,,2.0,501847.7584873722
CWB379001403,35.18075441,128.5624987,,,,2.0,493736.71527123224
CWB379001404,35.18067621,128.5629221,,,,2.0,481628.94915078057
CWB379001405,35.17959143,128.6426262,,,,1.0,501847.75848737237
CWB379001408,35.18033943,128.5607562,,,,2.0,501847.7584873725
CWB379001411,35.18010402,128.5608527,,,,2.0,501847.7584873721
CWB379001412,35.17949725,128.5963337,,,,1.0,495563.57494360534
CWB379001413,35.18087344,128.46557748,,,,1.0,501847.75848737237
CWB379001414,35.18073908,128.4655092,,,,1.0,501847.75848737237
CWB379001416,35.17965249,128.5602734,,,,2.0,501847.7584873725
CWB379001418,35.17934343,128.5582462,90.98181818181818,39.568345323741006,,2.0,501847.75848737266
CWB379001419,35.17916686,128.5584661,,,,2.0,501847.7584873729
CWB379001422,35.17801654,128.5607193,,,,2.0,501847.7584873724
CWB379001423,35.17791759,128.5630344,,,,2.0,501847.7584873722
CWB379001424,35.1778372,128.5606263,,,,2.0,501847.75848737283
CWB379000244,35.29716073,128.6284036,,,,1.0,501847.75848737237
CWB379000245,35.29437431,128.6941698,,,,1.0,501847.75848737237
CWB379000246,35.29439365,128.69447782,,,,1.0,501847.75848737237
CWB379000247,35.29348343,128.67556063,,,,1.0,501847.75848737237
CWB379000248,35.29449355,128.6751056,,,,1.0,501847.75848737237
CWB379000249,35.295278,128.5956566,,,,1.0,501847.75848737237
CWB379000250,35.29322455,128.6239049,,,,1.0,501847.75848737237
CWB379000251,35.29336257,128.6238618,,,,1.0,501847.75848737237
CWB379000252,35.29278727,128.67588429,,,,1.0,501847.75848737237
CWB379000253,35.29318915,128.60524316,,,,1.0,501847.75848737237
CWB379000254,35.29315158,128.60535783,,,,1.0,501847.75848737237
CWB379000255,35.29144504,128.67584287,,,,1.0,501847.75848737237
CWB379000256,35.29118907,128.6003493,,,,1.0,501847.75848737237
CWB379000257,35.29109228,128.6002792,,,,1.0,501847.75848737237
CWB379000258,35.2892912,128.69972983,,,,1.0,501847.75848737237
CWB379000259,35.2892231,128.69944537,,,,1.0,501847.75848737237
CWB379000260,35.28938832,128.606389,,,,1.0,501847.75848737237
CWB379000262,35.28916846,128.6064916,,,,1.0,501847.75848737237
CWB379000263,35.2893155,128.60648017,,,,1.0,501847.75848737237
CWB379000264,35.28870253,128.6188743,,,,1.0,501847.75848737237
CWB379000265,35.28871659,128.6190316,,,,1.0,501847.75848737237
CWB379000268,35.28575328,128.7008521,,,,1.0,501847.75848737237
CWB379000269,35.28591532,128.6802762,,,,1.0,501847.75848737237
CWB379000270,35.28569098,128.68037624,,,,1.0,501847.75848737237
CWB379000271,35.28516448,128.70047337,,,,1.0,501847.75848737237
CWB379000272,35.28648444,128.6140952,,,,1.0,501847.75848737237
CWB379000274,35.28599286,128.61033015,,,,1.0,501847.75848737237
CWB379000276,35.28586498,128.61028915,,,,1.0,501847.75848737237
CWB379000277,35.28366841,128.68227432,,,,1.0,501847.75848737237
CWB379000279,35.28363863,128.68247153,,,,1.0,501847.75848737237
CWB379000280,35.28379312,128.6122859,,,,1.0,501847.75848737237
CWB379000282,35.28032385,128.6959212,,,,1.0,501847.75848737237
CWB379000283,35.28029585,128.6957386,,,,1.0,501847.75848737237
CWB379000284,35.28162744,128.6137152,,,,1.0,501847.75848737237
CWB379000285,35.28142313,128.6136455,,,,1.0,501847.75848737237
CWB379000287,35.27905907,128.6888754,,,,1.0,501847.75848737237
CWB379000288,35.27895988,128.689696,,,,1.0,501847.75848737237
CWB379000290,35.27745088,128.7054409,,,,1.0,335998.38379096624
CWB379000291,35.27725622,128.6850125,,,,1.0,501847.75848737237
CWB379000292,35.27784594,128.66080298,,,,1.0,501847.75848737237
CWB379000294,35.27725706,128.7006784,,,,1.0,501847.75848737237
CWB379000295,35.27722131,128.6842029,,,,1.0,501847.75848737237
CWB379000297,35.27730647,128.6160901,,,,2.0,501847.7584873724
CWB379000299,35.27645815,128.656854,,,,1.0,501847.75848737237
CWB379000300,35.27675083,128.6161063,,,,2.0,501847.758487372
CWB379000302,35.27526122,128.7031314,,,,1.0,500456.8463972103
CWB379000304,35.27456283,128.6751424,,,,1.0,501847.75848737237
CWB379000305,35.27438237,128.6742214,,,,1.0,501847.75848737237
CWB379000306,35.27368799,128.7057591,,,,1.0,442495.78411164106
CWB379000310,35.2706693,128.7110476,,,,1.0,232180.00336923418
CWB379000313,35.27095636,128.66160738,,,,1.0,501847.75848737237
CWB379000314,35.27155964,128.614358,,,,1.0,501847.75848737237
CWB379000315,35.27059519,128.66165769,,,,1.0,501847.75848737237
CWB379000316,35.27144038,128.6142108,,,,1.0,501847.75848737237
CWB379000317,35.26949846,128.6472602,,,,2.0,501847.7584873721
CWB379000318,35.26946843,128.6466746,,,,2.0,501847.75848737266
CWB379000319,35.26783989,128.6406137,,,,2.0,501847.7584873716
CWB379000320,35.26789767,128.639714,,,,2.0,501847.7584873721
CWB379000322,35.26630467,128.6165887,,,,1.0,501847.75848737237
CWB379000323,35.26618459,128.61636634,,,,1.0,501847.75848737237
CWB379000324,35.26634652,128.53242995,,,,1.0,355962.9188594896
CWB379000325,35.2662903,128.53259921,,,,1.0,360406.3144249448
CWB379000326,35.26652663,128.5275165,,,,1.0,417011.8435489128
CWB379000327,35.26647811,128.5279332,,,,1.0,412133.95782344654
CWB379000328,35.26507244,128.6273052,,,,1.0,501847.75848737237
CWB379000329,35.26507544,128.6242532,,,,1.0,501847.75848737237
CWB379000330,35.26508044,128.6202862,,,,1.0,501847.75848737237
CWB379000331,35.26489911,128.6256617,,,,1.0,501847.75848737237
CWB379000333,35.26492444,128.6220922,,,,1.0,501847.75848737237
CWB379000336,35.26446465,128.6181899,,,,2.0,501847.7584873716
CWB379000337,35.26426344,128.6283102,,,,1.0,501847.75848737237
CWB379000338,35.26516812,128.5509949,,,,1.0,501847.75848737237
CWB379000339,35.26518783,128.55121504,,,,1.0,501847.75848737237
CWB379000342,35.26430902,128.617951,,,,2.0,501847.75848737184
CWB379000344,35.26349677,128.6178319,,,,2.0,501847.75848737237
CWB379000345,35.26324297,128.6286568,,,,2.0,501847.75848737184
CWB379000346,35.26321944,128.6183262,,,,2.0,501847.7584873724
CWB379000347,35.26518696,128.5187824,,,,1.0,500066.5299203281
CWB379000348,35.26497504,128.5190182,,,,1.0,501847.75848737237
CWB379000349,35.26289155,128.61612786,,,,2.0,501847.758487373
CWB379000350,35.26252944,128.6154932,,,,2.0,501847.75848737184
CWB379000351,35.26214385,128.6286003,,,,2.0,501847.7584873721
CWB379000352,35.26317144,128.5350752,,,,1.0,501324.85066004185
CWB379000353,35.26291181,128.5214149,,,,1.0,501847.75848737237
CWB379000354,35.26203265,128.6151521,,,,2.0,501847.7584873723
CWB379000355,35.26282554,128.5212068,,,,1.0,501847.75848737237
CWB379000356,35.26309575,128.5349942,,,,1.0,501847.75848737237
CWB379000357,35.2618589,128.6329544,,,,2.0,501847.7584873716
CWB379000358,35.26179249,128.6200302,,,,2.0,501847.75848737254
CWB379000361,35.26166344,128.6228942,,,,1.0,501847.75848737237
CWB379000362,35.26151572,128.6322538,,,,2.0,501847.75848737167
CWB379000364,35.26154856,128.6292549,,,,2.0,501847.7584873725
CWB379000365,35.26160771,128.6169419,,,,2.0,501847.7584873721
CWB379000366,35.26146649,128.6257342,,,,1.0,501847.75848737237
CWB379000367,35.26139312,128.6209841,,,,2.0,501847.7584873723
CWB379000369,35.2612419,128.6244038,,,,1.0,501847.75848737237
CWB379000370,35.2611449,128.6285109,,,,2.0,501847.75848737196
CWB379000372,35.26082375,128.6362921,,,,2.0,501847.7584873721
CWB379000373,35.2627352,128.49622151,,,,1.0,501847.75848737237
CWB379000374,35.26243127,128.49747682,,,,1.0,501847.75848737237
CWB379000375,35.26028079,128.6346775,,,,2.0,501847.7584873729
CWB379000376,35.26062297,128.6104637,,,,2.0,501847.7584873721
CWB379000377,35.2619199,128.5069223,,,,1.0,501847.75848737237
CWB379000378,35.2617367,128.5035485,,,,1.0,501847.75848737237
CWB379000379,35.26175048,128.50368085,,,,1.0,501847.75848737237
CWB379000380,35.26200106,128.5066251,,,,1.0,501847.75848737237
CWB379000381,35.25984322,128.6335314,,,,2.0,501847.7584873724
CWB379000382,35.26009881,128.610353,,,,2.0,501847.7584873724
CWB379000385,35.26055991,128.5456446,,,,1.0,501847.75848737237
CWB379000386,35.26046254,128.5457148,,,,1.0,501847.75848737237
