region_cd,sido_cd,sgg_cd,umd_cd,ri_cd,locatjumin_cd,locatjijuk_cd,adm_nm_new,locat_order,locathigh_cd,locallow_nm,adpt_de,adm_cd7_new
4812910100,48,129,101,00,4812910100,4812910100,경상남도 창원시 진해구 동상동,1,4812900000,동상동,20100701,4812910
4812910200,48,129,102,00,4812910200,4812910200,경상남도 창원시 진해구 도천동,1,4812900000,도천동,20100701,4812910
4812910300,48,129,103,00,4812910300,4812910300,경상남도 창원시 진해구 도만동,1,4812900000,도만동,20100701,4812910
4812910400,48,129,104,00,4812910400,4812910400,경상남도 창원시 진해구 신흥동,1,4812900000,신흥동,20100701,4812910
4812910500,48,129,105,00,4812910500,4812910500,경상남도 창원시 진해구 현동,1,4812900000,현동,20100701,4812910
4812910600,48,129,106,00,4812910600,4812910600,경상남도 창원시 진해구 비봉동,1,4812900000,비봉동,20100701,4812910
4812910700,48,129,107,00,4812910700,4812910700,경상남도 창원시 진해구 태평동,1,4812900000,태평동,20100701,4812910
4812910800,48,129,108,00,4812910800,4812910800,경상남도 창원시 진해구 충의동,1,4812900000,충의동,20100701,4812910
4812910900,48,129,109,00,4812910900,4812910900,경상남도 창원시 진해구 무송동,1,4812900000,무송동,20100701,4812910
4812911000,48,129,110,00,4812911000,4812911000,경상남도 창원시 진해구 인의동,1,4812900000,인의동,20100701,4812911
4812911100,48,129,111,00,4812911100,4812911100,경상남도 창원시 진해구 숭인동,1,4812900000,숭인동,20100701,4812911
4812911200,48,129,112,00,4812911200,4812911200,경상남도 창원시 진해구 대영동,1,4812900000,대영동,20100701,4812911
4812911300,48,129,113,00,4812911300,4812911300,경상남도 창원시 진해구 남빈동,1,4812900000,남빈동,20100701,4812911
4812911400,48,129,114,00,4812911400,4812911400,경상남도 창원시 진해구 앵곡동,1,4812900000,앵곡동,20100701,4812911
4812911500,48,129,115,00,4812911500,4812911500,경상남도 창원시 진해구 제황산동,1,4812900000,제황산동,20100701,4812911
4812911600,48,129,116,00,4812911600,4812911600,경상남도 창원시 진해구 속천동,1,4812900000,속천동,20100701,4812911
4812911700,48,129,117,00,4812911700,4812911700,경상남도 창원시 진해구 대죽동,1,4812900000,대죽동,20100701,4812911
4812911800,48,129,118,00,4812911800,4812911800,경상남도 창원시 진해구 안곡동,1,4812900000,안곡동,20100701,4812911
4812911900,48,129,119,00,4812911900,4812911900,경상남도 창원시 진해구 수송동,1,4812900000,수송동,20100701,4812911
4812912000,48,129,120,00,4812912000,4812912000,경상남도 창원시 진해구 회현동,1,4812900000,회현동,20100701,4812912
4812912100,48,129,121,00,4812912100,4812912100,경상남도 창원시 진해구 익선동,1,4812900000,익선동,20100701,4812912
4812912200,48,129,122,00,4812912200,4812912200,경상남도 창원시 진해구 창선동,1,4812900000,창선동,20100701,4812912
4812912300,48,129,123,00,4812912300,4812912300,경상남도 창원시 진해구 대천동,1,4812900000,대천동,20100701,4812912
4812912400,48,129,124,00,4812912400,4812912400,경상남도 창원시 진해구 광화동,1,4812900000,광화동,20100701,4812912
4812912500,48,129,125,00,4812912500,4812912500,경상남도 창원시 진해구 통신동,1,4812900000,통신동,20100701,4812912
4812912600,48,129,126,00,4812912600,4812912600,경상남도 창원시 진해구 중앙동,1,4812900000,중앙동,20100701,4812912
4812912700,48,129,127,00,4812912700,4812912700,경상남도 창원시 진해구 부흥동,1,4812900000,부흥동,20100701,4812912
4812912800,48,129,128,00,4812912800,4812912800,경상남도 창원시 진해구 중평동,1,4812900000,중평동,20100701,4812912
4812912900,48,129,129,00,4812912900,4812912900,경상남도 창원시 진해구 근화동,1,4812900000,근화동,20100701,4812912
4812913000,48,129,130,00,4812913000,4812913000,경상남도 창원시 진해구 송죽동,1,4812900000,송죽동,20100701,4812913
4812913100,48,129,131,00,4812913100,4812913100,경상남도 창원시 진해구 화천동,1,4812900000,화천동,20100701,4812913
4812913200,48,129,132,00,4812913200,4812913200,경상남도 창원시 진해구 송학동,1,4812900000,송학동,20100701,4812913
4812913300,48,129,133,00,4812913300,4812913300,경상남도 창원시 진해구 대흥동,1,4812900000,대흥동,20100701,4812913
4812913400,48,129,134,00,4812913400,4812913400,경상남도 창원시 진해구 평안동,1,4812900000,평안동,20100701,4812913
4812913500,48,129,135,00,4812913500,4812913500,경상남도 창원시 진해구 충무동,1,4812900000,충무동,20100701,4812913
4812913600,48,129,136,00,4812913600,4812913600,경상남도 창원시 진해구 인사동,1,4812900000,인사동,20100701,4812913
4812913700,48,129,137,00,4812913700,4812913700,경상남도 창원시 진해구 여좌동,1,4812900000,여좌동,20100701,4812913
4812913800,48,129,138,00,4812913800,4812913800,경상남도 창원시 진해구 태백동,1,4812900000,태백동,20100701,4812913
4812913900,48,129,139,00,4812913900,4812913900,경상남도 창원시 진해구 경화동,1,4812900000,경화동,20100701,4812913
4812914000,48,129,140,00,4812914000,4812914000,경상남도 창원시 진해구 석동,1,4812900000,석동,20100701,4812914
4812914100,48,129,141,00,4812914100,4812914100,경상남도 창원시 진해구 이동,1,4812900000,이동,20100701,4812914
4812914200,48,129,142,00,4812914200,4812914200,경상남도 창원시 진해구 자은동,1,4812900000,자은동,20100701,4812914
4812914300,48,129,143,00,4812914300,4812914300,경상남도 창원시 진해구 덕산동,1,4812900000,덕산동,20100701,4812914
4812914400,48,129,144,00,4812914400,4812914400,경상남도 창원시 진해구 풍호동,1,4812900000,풍호동,20100701,4812914
4812914500,48,129,145,00,4812914500,4812914500,경상남도 창원시 진해구 장천동,1,4812900000,장천동,20100701,4812914
4812914600,48,129,146,00,4812914600,4812914600,경상남도 창원시 진해구 행암동,1,4812900000,행암동,20100701,4812914
4812914700,48,129,147,00,4812914700,4812914700,경상남도 창원시 진해구 북부동,1,4812900000,북부동,20100701,4812914
4812914800,48,129,148,00,4812914800,4812914800,경상남도 창원시 진해구 성내동,1,4812900000,성내동,20100701,4812914
4812914900,48,129,149,00,4812914900,4812914900,경상남도 창원시 진해구 서중동,1,4812900000,서중동,20100701,4812914
4812915000,48,129,150,00,4812915000,4812915000,경상남도 창원시 진해구 남문동,1,4812900000,남문동,20100701,4812915
4812915100,48,129,151,00,4812915100,4812915100,경상남도 창원시 진해구 제덕동,1,4812900000,제덕동,20100701,4812915
4812915200,48,129,152,00,4812915200,4812915200,경상남도 창원시 진해구 수도동,1,4812900000,수도동,20100701,4812915
4812915300,48,129,153,00,4812915300,4812915300,경상남도 창원시 진해구 연도동,1,4812900000,연도동,20100701,4812915
4812915400,48,129,154,00,4812915400,4812915400,경상남도 창원시 진해구 명동,1,4812900000,명동,20100701,4812915
4812915500,48,129,155,00,4812915500,4812915500,경상남도 창원시 진해구 죽곡동,1,4812900000,죽곡동,20100701,4812915
4812915600,48,129,156,00,4812915600,4812915600,경상남도 창원시 진해구 원포동,1,4812900000,원포동,20100701,4812915
4812915700,48,129,157,00,4812915700,4812915700,경상남도 창원시 진해구 남양동,1,4812900000,남양동,20100701,4812915
4812915800,48,129,158,00,4812915800,4812915800,경상남도 창원시 진해구 마천동,1,4812900000,마천동,20100701,4812915
4812915900,48,129,159,00,4812915900,4812915900,경상남도 창원시 진해구 소사동,1,4812900000,소사동,20100701,4812915
4812916000,48,129,160,00,4812916000,4812916000,경상남도 창원시 진해구 대장동,1,4812900000,대장동,20100701,4812916
4812916100,48,129,161,00,4812916100,4812916100,경상남도 창원시 진해구 두동,1,4812900000,두동,20100701,4812916
4812916200,48,129,162,00,4812916200,4812916200,경상남도 창원시 진해구 청안동,1,4812900000,청안동,20100701,4812916
4812916300,48,129,163,00,4812916300,4812916300,경상남도 창원시 진해구 안골동,1,4812900000,안골동,20100701,4812916
4812916400,48,129,164,00,4812916400,4812916400,경상남도 창원시 진해구 용원동,1,4812900000,용원동,20100701,4812916
4812916500,48,129,165,00,4812916500,4812916500,경상남도 창원시 진해구 가주동,1,4812900000,가주동,20100701,4812916
4812313400,48,123,134,00,4812313400,4812313400,경상남도 창원시 성산구 용지동,1,4812300000,용지동,20210701,4812313
4812313500,48,123,135,00,4812313500,4812313500,경상남도 창원시 성산구 용호동,1,4812300000,용호동,20210701,4812313
4812313600,48,123,136,00,4812313600,4812313600,경상남도 창원시 성산구 신월동,1,4812300000,신월동,20210701,4812313
4812313700,48,123,137,00,4812313700,4812313700,경상남도 창원시 성산구 대원동,1,4812300000,대원동,20210701,4812313
4812313800,48,123,138,00,4812313800,4812313800,경상남도 창원시 성산구 두대동,1,4812300000,두대동,20210701,4812313
4812313900,48,123,139,00,4812313900,4812313900,경상남도 창원시 성산구 삼동동,1,4812300000,삼동동,20210701,4812313
4812314000,48,123,140,00,4812314000,4812314000,경상남도 창원시 성산구 덕정동,1,4812300000,덕정동,20210701,4812314
4812314100,48,123,141,00,4812314100,4812314100,경상남도 창원시 성산구 퇴촌동,1,4812300000,퇴촌동,20210701,4812314
