adm_cd,n_stops,n_routes_mean,n_routes_median,adm_nm,area_km2,stops_density,routes_density,tot_2024_12,youth_20_34,youth_share_2034,n_stops_density,BPH_mean,n_stops_with_bph,headway_mean_s_mean,headway_cv_mean
3811365,20,,,경상남도 창원시마산합포구 산호동,0.8740368986015506,11.441164573257591,239.1203395810837,11414.0,1734.0,0.1519186963378307,22.882329146515183,57.958203976164704,10,1320.0,0.11726817301171366
3811366,38,,,경상남도 창원시마산합포구 반월중앙동,1.0975326423696536,17.31155800430464,422.7664691577554,13247.0,1757.0,0.1326338038801238,34.62311600860928,68.6703988245231,19,1320.0,0.09540823978625959
3811367,77,,,경상남도 창원시마산합포구 오동동,1.7582690430536652,17.06223522419393,305.98275168721113,18197.0,2486.0,0.1366159257020388,43.79307040876442,49.9087379006677,30,1320.0,0.1103224109932816
3811368,36,,,경상남도 창원시마산합포구 교방동,2.9979627437968417,5.670517432271337,34.02310459362803,18963.0,2832.0,0.1493434583135579,12.00815456245695,15.654616576466267,17,1320.0,0.07903206820337234
3811411,318,,,경상남도 창원시마산회원구 내서읍,56.291028810809806,2.860136035905645,15.881749168320786,59388.0,9269.0,0.1560753014076918,5.649212791416118,15.698721914016437,158,1320.0,0.08101018440225938
3811451,26,,,경상남도 창원시마산회원구 회원1동,0.6801615568741045,19.11310609753596,205.8334502811565,19041.0,2526.0,0.1326610997321569,38.22621219507192,28.90597180135038,13,1320.0,0.07953179965914689
3811452,23,,,경상남도 창원시마산회원구 회원2동,4.581405974927724,2.401009659523469,6.766481767747958,19041.0,2526.0,0.1326610997321569,5.020292924458162,7.082285303629177,11,1320.0,0.021648199318108435
3811455,47,,,경상남도 창원시마산회원구 회성동,8.524874029080655,2.8152908674227324,30.96819954165005,5168.0,581.0,0.112422600619195,5.513277948702851,30.447152614761013,24,1320.0,0.07862384074917507
3811456,22,,,경상남도 창원시마산회원구 양덕1동,1.014745017843892,10.840161623431824,168.5152397824402,42674.0,6172.0,0.1446313914795894,21.68032324686365,44.311704394315264,11,1275.0,0.1568392657881314
3811457,46,,,경상남도 창원시마산회원구 양덕2동,1.6913129294304254,13.598902722127,201.02725763144247,42674.0,6172.0,0.1446313914795894,27.197805444254,41.407093811778175,23,1320.0,0.1319114904040878
3811458,36,,,경상남도 창원시마산회원구 합성1동,4.053998860361071,3.9467203990715856,39.71387401565783,16941.0,2805.0,0.1655746414025146,8.880120897911068,25.98790188335383,16,1320.0,0.0684648395821208
3811459,34,,,경상남도 창원시마산회원구 합성2동,2.546112702722979,6.284089460332434,65.98293933349056,16941.0,2805.0,0.1655746414025146,13.353690103206423,32.63652746340469,15,1320.0,0.14259273414837806
3811460,49,,,경상남도 창원시마산회원구 구암1동,3.4732450540961173,7.197879680420661,45.20268439304175,16851.0,2553.0,0.151504361758946,14.107844173624494,20.461605734237313,25,1320.0,0.21278781229215468
3811461,32,,,경상남도 창원시마산회원구 구암2동,0.7642881785288244,19.626104944961263,316.6344931120418,16851.0,2553.0,0.151504361758946,41.86902388258404,49.47567967042449,15,1320.0,0.17254063662531377
3811462,44,,,경상남도 창원시마산회원구 봉암동,5.649566154116373,3.0090806154404444,21.594578534337305,2840.0,370.0,0.130281690140845,7.788208651728209,18.489786428405353,17,1320.0,0.023886382630332343
3811463,38,,,경상남도 창원시마산회원구 석전동,2.0940989379748416,9.550647124314754,150.42269220795737,15821.0,2299.0,0.1453131913279818,18.14622953619803,41.97376808744164,20,1320.0,0.05795073214941106
3811554,51,,,경상남도 창원시진해구 여좌동,4.704499646230612,5.31406140502758,31.034118605361066,7811.0,1013.0,0.1296889002688516,10.840685266256262,14.892559131689566,24,1320.0,0.022976933727877232
3811555,38,,,경상남도 창원시진해구 태백동,1.2212482303017085,12.282515239587502,72.87625708821918,3459.0,447.0,0.1292281006071118,31.115705273621668,14.974264382960035,15,1380.0,0.01642418958957805
3811556,50,,,경상남도 창원시진해구 경화동,3.041796269108699,7.5613216550954,28.272767927748017,10466.0,1418.0,0.1354863367093445,16.43765577194652,7.710095827298096,23,1380.0,0.02056076992956762
3811557,16,,,경상남도 창원시진해구 병암동,1.2340210279149075,4.862153775562512,37.27651227931259,6862.0,966.0,0.1407752841737103,12.965743401500031,18.558880732793778,6,1380.0,0.023023700460631496
3811558,30,,,경상남도 창원시진해구 석동,2.258558045753931,5.313124461228656,21.69525821668368,17098.0,3100.0,0.1813077552930167,13.282811153071638,10.127799736495389,12,1380.0,0.01835724985000083
3811559,32,,,경상남도 창원시진해구 이동,0.9043570181954024,14.37485388894402,80.72033337637797,8221.0,1483.0,0.1803916798443011,35.38425572663144,13.640736075518683,13,1380.0,0.020199411527900637
3811560,48,,,경상남도 창원시진해구 자은동,5.442345525754507,4.40986333675915,13.045845704579152,20215.0,2969.0,0.1468711352955726,8.8197266735183,7.7689942907334215,24,1380.0,0.014510772457683783
3811561,38,,,경상남도 창원시진해구 덕산동,2.429091722651452,7.821853667699599,27.994002600188043,9248.0,1560.0,0.1686851211072664,15.6437073353992,9.451533973273104,19,1380.0,0.018788115466802383
3811562,109,,,경상남도 창원시진해구 풍호동,8.573330392505488,5.598757752525198,25.31105067287433,24805.0,3044.0,0.1227171941140899,12.713845729692638,11.948969508752116,48,1380.0,0.01958056885368153
3811563,204,,,경상남도 창원시진해구 웅천동,28.190019591824544,2.8733573503258936,7.520392077396166,13886.0,2130.0,0.1533919055163474,7.236603697117065,7.140631063336378,81,1350.0,0.0871744292058395
3811564,91,,,경상남도 창원시진해구 웅동1동,32.38898567667505,1.4202358931273027,4.353331759368471,51173.0,8129.0,0.158853301545737,2.8095970929257508,7.24253158430972,43,1350.0,0.09599381429374534
3811565,216,,,경상남도 창원시진해구 웅동2동,15.280903209250994,5.431616106942694,17.341906847467637,51173.0,8129.0,0.158853301545737,14.135290109634,9.004738006891728,81,1200.0,0.1010126582323599
3811566,101,,,경상남도 창원시진해구 충무동,18.13138630153564,2.592190096132877,14.725845865265494,15495.0,2905.0,0.1874798322039367,5.570451057647247,14.216851747286531,45,1380.0,0.016684812955673766
