adm9,yyyymm,year,rent_p50,rent_mean,n_obs,reliability
481215200,202203,2022,9.795973517092274e-05,0.0001013943225506,67,ok
481215200,202204,2022,8.9661438408569e-05,9.378315864289246e-05,83,ok
481215200,202205,2022,0.0001031091837877,0.0001080895778001,93,ok
481215200,202206,2022,9.697652868729776e-05,0.0001037564384331,72,ok
481215200,202207,2022,0.0001030747845852,0.0001090306443915,56,ok
481215200,202208,2022,9.4581813268477e-05,0.0001008074388682,61,ok
481215200,202209,2022,0.0001042187760546,0.0001051907052288,55,ok
481215200,202210,2022,0.0001000500250125,0.0001098019829625,52,ok
481215200,202211,2022,0.0001089452917967,0.0001116481328289,55,ok
481215200,202212,2022,0.00011042579619704299,0.0001114268888952,51,ok
481215200,202301,2023,9.17125229281306e-05,9.547234343651604e-05,52,ok
481215200,202302,2023,9.4206311822892e-05,9.95464074978972e-05,73,ok
481215200,202303,2023,8.065364312210525e-05,8.739949084630442e-05,67,ok
481215200,202304,2023,9.178905206942588e-05,9.95436969818806e-05,71,ok
481215200,202305,2023,8.8334020375714e-05,9.528289774390198e-05,47,ok
481215200,202306,2023,8.175760567134726e-05,9.005202304743208e-05,50,ok
481215200,202307,2023,8.28150491507315e-05,9.380498619994878e-05,57,ok
481215200,202308,2023,7.273998657417768e-05,8.294580934018032e-05,82,ok
481215200,202309,2023,7.67279197446965e-05,8.078067242065256e-05,64,ok
481215200,202310,2023,8.754377188594275e-05,9.693800702341668e-05,37,ok
481215200,202311,2023,8.9661438408569e-05,9.780812251661816e-05,54,ok
481215200,202312,2023,8.247282608695652e-05,8.691969772414975e-05,62,ok
481215200,202401,2024,8.542447469735293e-05,9.226774238763912e-05,66,ok
481215200,202402,2024,8.7825969463586e-05,9.502967155595952e-05,45,ok
481215200,202403,2024,9.588127397031825e-05,0.0001008680072863,53,ok
481215200,202404,2024,9.171252292813048e-05,9.807345973601778e-05,52,ok
481215200,202405,2024,9.721723042840376e-05,0.00011238092263582,77,ok
481215200,202406,2024,9.588127397031825e-05,0.0001054499120536,58,ok
481215200,202407,2024,0.0001034021065668,0.0001101341576356,54,ok
481215200,202408,2024,0.0001033081209513,0.0001051460510959,42,ok
481215200,202409,2024,9.275471068867748e-05,0.0001023383276372,36,ok
481215200,202410,2024,8.500365650177213e-05,9.327671306900424e-05,62,ok
481215200,202411,2024,9.34703250117756e-05,0.0001029488406958,36,ok
481215200,202412,2024,9.171252292813048e-05,0.0001022410907561,48,ok
481215300,202001,2020,5.648720682302772e-05,5.59796472119183e-05,39,low_flag
481215300,202002,2020,5.147311255246726e-05,5.010857100099606e-05,34,low_flag
481215300,202003,2020,4.586021481255488e-05,4.788874119725377e-05,30,low_flag
481215300,202004,2020,4.191655891119485e-05,4.666246825620256e-05,31,low_flag
481215300,202005,2020,5.7512284635933625e-05,5.4213842166199615e-05,16,low_flag
481215300,202006,2020,4.505694558610356e-05,4.742417427593535e-05,20,low_flag
481215300,202007,2020,4.853022739877981e-05,5.031955234766575e-05,25,low_flag
481215300,202008,2020,5.328891257995736e-05,5.377915372514045e-05,27,low_flag
481215300,202009,2020,4.663388163472952e-05,5.130800354024685e-05,23,low_flag
481215300,202010,2020,5.046414859029817e-05,5.382399051717608e-05,22,low_flag
481215300,202011,2020,6.738589207015228e-05,6.421515282724948e-05,16,low_flag
481215300,202012,2020,5.921873161548418e-05,6.049358809258386e-05,15,low_flag
481215300,202101,2021,5.1085542009782335e-05,5.39454115161013e-05,28,low_flag
481215300,202102,2021,5.647003229813039e-05,6.014458059238111e-05,14,low_flag
481215300,202103,2021,4.2691256830601005e-05,5.084568183476744e-05,11,low_flag
481215300,202104,2021,6.758061401815e-05,6.518400504442886e-05,17,low_flag
481215300,202105,2021,4.8669947225788045e-05,6.24100696852392e-05,16,low_flag
481215300,202106,2021,5.582693649685973e-05,5.776986475229524e-05,25,low_flag
481215300,202107,2021,5.575159914712153e-05,6.424307145106939e-05,23,low_flag
481215300,202108,2021,6.000941324129275e-05,6.119500827586587e-05,31,low_flag
481215300,202109,2021,5.452878093696548e-05,5.427624613513872e-05,22,low_flag
481215300,202110,2021,5.784798211554301e-05,6.351534133615039e-05,29,low_flag
481215300,202111,2021,6.382809742322625e-05,6.323878279430383e-05,30,low_flag
481215300,202112,2021,4.942352792876025e-05,5.837359794392935e-05,30,low_flag
481215300,202201,2022,6.066545010250418e-05,6.282850310168702e-05,42,low_flag
481215300,202202,2022,6.284648187633262e-05,6.885024991557079e-05,39,low_flag
481215300,202203,2022,4.7518652795292e-05,5.786611109261087e-05,24,low_flag
481215300,202204,2022,7.037014460832043e-05,6.815238757255137e-05,22,low_flag
481215300,202205,2022,5.0022634699559e-05,5.902426597561493e-05,24,low_flag
481215300,202206,2022,5.5622977346278246e-05,6.481332122699984e-05,25,low_flag
481215300,202207,2022,5.338370565045992e-05,5.4152879102661136e-05,11,low_flag
481215300,202208,2022,7.07086173949185e-05,7.507549323689039e-05,18,low_flag
481215300,202209,2022,4.660700969425802e-05,5.801304140720918e-05,22,low_flag
481215300,202210,2022,6.000238151940938e-05,6.561576598663313e-05,15,low_flag
481215300,202211,2022,6.346583265564244e-05,6.754308661867072e-05,22,low_flag
481215300,202212,2022,7.979109241259225e-05,7.468437753170344e-05,21,low_flag
481215300,202301,2023,7.173601147776183e-05,6.956031767860946e-05,17,low_flag
481215300,202302,2023,8.463642781503708e-05,7.856976948053134e-05,19,low_flag
481215300,202303,2023,4.7114252061248525e-05,5.886741852246866e-05,19,low_flag
481215300,202304,2023,7.244136460554372e-05,7.05160099605599e-05,25,low_flag
481215300,202305,2023,6.396042981408835e-05,6.657579706866661e-05,25,low_flag
481215300,202306,2023,6.551410373066423e-05,7.553933324184515e-05,23,low_flag
481215300,202307,2023,7.379090814171856e-05,6.781125776097725e-05,16,low_flag
481215300,202308,2023,6.338077796986874e-05,6.628842326110286e-05,16,low_flag
481215300,202309,2023,5.686368396251951e-05,6.31019072209335e-05,16,low_flag
481215300,202310,2023,8.132347178295415e-05,8.13570205301518e-05,26,low_flag
481215300,202311,2023,8.244708678916063e-05,7.600007152936948e-05,14,low_flag
481215300,202312,2023,7.165729729471839e-05,7.137376609974177e-05,22,low_flag
481215300,202401,2024,7.27185501066098e-05,7.101858515506338e-05,37,low_flag
481215300,202402,2024,7.391957626521215e-05,7.336980370877145e-05,18,low_flag
481215300,202403,2024,6.567948411750657e-05,6.31424597189994e-05,23,low_flag
481215300,202404,2024,6.0500531224176607e-05,6.031707423640287e-05,19,low_flag
481215300,202405,2024,6.923409779316313e-05,7.101246399659145e-05,23,low_flag
481215300,202406,2024,6.117455138662316e-05,6.480384115132787e-05,13,low_flag
481215300,202407,2024,8.026673252654976e-05,8.325408207754193e-05,11,low_flag
481215300,202408,2024,9.10468917399547e-05,8.676409795818532e-05,14,low_flag
481215300,202409,2024,6.73162312607604e-05,6.789844283538264e-05,14,low_flag
481215300,202410,2024,6.17367650508545e-05,6.699788176902232e-05,14,low_flag
481215300,202411,2024,7.180420711974111e-05,8.113197315212273e-05,21,low_flag
481215300,202412,2024,6.284212459298075e-05,7.848557522802116e-05,20,low_flag
481215400,202001,2020,0.000141542816702,0.0001165818741224,33,medium_flag
481215400,202002,2020,0.0001459660297239,0.0001262267903968,31,medium_flag
481215400,202003,2020,0.0001495046001415,0.0001259059804036,30,medium_flag
481215400,202004,2020,0.0001044294307221,0.0001133180561297,22,medium_flag
481215400,202005,2020,0.0001511206852626,0.000129458019125,12,medium_flag
481215400,202006,2020,0.0001459660297239,0.0001360610945422,7,medium_flag
481215400,202007,2020,9.751265035160187e-05,0.0001081781380995,12,medium_flag
481215400,202008,2020,0.0001117886178861,0.0001146817566331,23,medium_flag
481215400,202009,2020,0.0001008421985815,0.00011717208488,17,medium_flag
481215400,202010,2020,8.824567596187775e-05,0.0001032870139626,15,medium_flag
481215400,202011,2020,8.134278002699056e-05,0.0001087098437342,11,medium_flag
481215400,202012,2020,0.0001216900641003,0.000120086239835,16,medium_flag
481215400,202101,2021,0.0001566733907044,0.0001369242808338,16,medium_flag
481215400,202102,2021,0.000153043170559,0.0001491628374112,7,medium_flag
481215400,202103,2021,0.0001544035143938,0.0001307891549824,12,medium_flag
481215400,202104,2021,8.151629072681705e-05,0.0001029270356211,7,medium_flag
481215400,202105,2021,7.674224021592443e-05,9.976741612112724e-05,18,medium_flag
481215400,202106,2021,0.0001576917369571,0.0001515707665112,24,medium_flag
481215400,202107,2021,0.0001619466145833,0.0001508009844713,28,medium_flag
481215400,202108,2021,9.565741276267592e-05,0.0001158934959239,63,medium_flag
481215400,202109,2021,0.0001054076900782,0.0001303200455185,24,medium_flag
481215400,202110,2021,9.580419580419564e-05,0.0001103861554141,18,medium_flag
481215400,202111,2021,8.151629072681705e-05,9.942462105366752e-05,26,medium_flag
481215400,202112,2021,0.0001692708333333,0.000149089596186,31,medium_flag
481215400,202201,2022,0.0001685996563573,0.0001460217768655,33,medium_flag
481215400,202202,2022,0.0001707360226468,0.0001496036122352,31,medium_flag
481215400,202203,2022,0.0001766525561706,0.000159159881527,33,medium_flag
481215400,202204,2022,0.0001741748672289,0.0001547196595896,26,medium_flag
481215400,202205,2022,0.0001347639470575,0.0001377599167514,22,medium_flag
481215400,202206,2022,0.0001857969837691,0.0001648286827073,26,medium_flag
481215400,202207,2022,0.0001976495726495,0.0001809815526916,19,medium_flag
481215400,202208,2022,0.0001920731707317,0.0001730440752601,20,medium_flag
481215400,202209,2022,0.0001763664992229,0.0001654240039833,22,medium_flag
481215400,202210,2022,0.00017333984375,0.0001553626655645,17,medium_flag
481215400,202211,2022,0.0002169677647892,0.0001876985206821,22,medium_flag
481215400,202212,2022,0.0002147766323024,0.0001909055222523,35,medium_flag
481215400,202301,2023,0.000216737438075,0.0002034981236283,36,medium_flag
481215400,202302,2023,0.0001925526732832,0.0001692566239465,56,medium_flag
481215400,202303,2023,0.000216737438075,0.0001894368748866,34,medium_flag
481215400,202304,2023,0.0002084566408768,0.0001916509094961,32,medium_flag
481215400,202305,2023,0.0002178153263155,0.0001940961805603,32,medium_flag
481215400,202306,2023,0.0002169677647892,0.0002020073078364,33,medium_flag
481215400,202307,2023,0.000216737438075,0.0002024513884608,51,medium_flag
481215400,202308,2023,0.0001992561105207,0.0001717709086108,40,medium_flag
481215400,202309,2023,0.0002014700673042,0.000185544724053,22,medium_flag
481215400,202310,2023,0.0001995863339798,0.000177301108022,32,medium_flag
481215400,202311,2023,0.0002149877149877,0.0001735554529979,39,medium_flag
481215400,202312,2023,0.0002091022719445,0.0001838378070277,30,medium_flag
481215400,202401,2024,0.000216737438075,0.0002101203948833,42,medium_flag
481215400,202402,2024,0.0002286585365853,0.0001927572359295,41,medium_flag
481215400,202403,2024,0.000216737438075,0.0001798308325805,37,medium_flag
481215400,202404,2024,0.0002156575520833,0.0001929967798131,27,medium_flag
481215400,202405,2024,0.0002323717948717,0.0001968998429007,26,medium_flag
481215400,202406,2024,0.0002213956783563,0.000187269806337,27,medium_flag
481215400,202407,2024,0.0002211606510969,0.0002106945347509,27,medium_flag
481215400,202408,2024,0.0002169677647892,0.0001843408446473,25,medium_flag
481215400,202409,2024,0.0002344302901627,0.0002013079573719,23,medium_flag
481215400,202410,2024,0.0002058919270833,0.0001786986338423,17,medium_flag
481215400,202411,2024,0.0001981301004738,0.0001828679052982,18,medium_flag
481215400,202412,2024,0.00023453243300965,0.00021664416786926696,35,medium_flag
481235100,202001,2020,8.2204393002762e-05,7.583832431155138e-05,89,ok
481235100,202002,2020,8.306962025316454e-05,7.8511643028985e-05,131,ok
481235100,202003,2020,7.154213036565977e-05,7.333554243361597e-05,59,ok
481235100,202004,2020,6.926233980438171e-05,7.255715390476448e-05,56,ok
481235100,202005,2020,8.193942133815552e-05,7.577549837703963e-05,69,ok
481235100,202006,2020,8.196833161369138e-05,7.593522396460974e-05,68,ok
481235100,202007,2020,8.237232289950575e-05,8.10846490015485e-05,75,ok
481235100,202008,2020,7.11007651969018e-05,7.722490885557392e-05,66,ok
481235100,202009,2020,7.20933280901822e-05,8.205185412274736e-05,81,ok
481235100,202010,2020,9.777817293244824e-05,9.329306057521883e-05,86,ok
481235100,202011,2020,9.719046502036326e-05,9.846371011552588e-05,96,ok
481235100,202012,2020,8.874689385871475e-05,9.106540705537512e-05,95,ok
481235100,202101,2021,7.6587722398963e-05,8.473598867030668e-05,69,ok
481235100,202102,2021,7.56645438557145e-05,8.357354606900513e-05,72,ok
481235100,202103,2021,8.714304784056636e-05,9.17884638411888e-05,62,ok
481235100,202104,2021,8.020938872002702e-05,8.705417619571641e-05,71,ok
481235100,202105,2021,8.233104238258874e-05,8.844610685269949e-05,69,ok
481235100,202106,2021,8.211798712389951e-05,9.272545182919938e-05,99,ok
481235100,202107,2021,8.94902634593355e-05,9.57055638303502e-05,77,ok
481235100,202108,2021,8.869968806410916e-05,9.25784073128798e-05,66,ok
481235100,202109,2021,9.1730172170477e-05,9.58590480449645e-05,71,ok
481235100,202110,2021,9.97965825133805e-05,0.0001045504337189,84,ok
481235100,202111,2021,0.0001025900259661,0.0001086130137988,104,ok
481235100,202112,2021,9.124327162925024e-05,9.786304891851202e-05,109,ok
481235100,202201,2022,9.439675833134362e-05,0.0001024552975643,100,ok
481235100,202202,2022,9.598868343942608e-05,0.0001036865125833,117,ok
481235100,202203,2022,9.440813362381974e-05,0.0001024548582977,78,ok
481235100,202204,2022,9.762158324458625e-05,0.0001059111802804,77,ok
481235100,202205,2022,0.0001017766796093,0.0001074353564699,99,ok
481235100,202206,2022,8.981203678137063e-05,9.62149294617482e-05,72,ok
481235100,202207,2022,9.358679275036806e-05,0.0001001234371816,58,ok
481235100,202208,2022,9.440157552436538e-05,0.0001019192015782,72,ok
481235100,202209,2022,0.0001078160473786,0.0001099236747411,88,ok
481235100,202210,2022,0.000107304973218,0.0001070504669572,100,ok
481235100,202211,2022,0.0001117778562183,0.0001119267781961,80,ok
481235100,202212,2022,0.0001150861502038,0.000111348151843,87,ok
481235100,202301,2023,0.0001029593461232,9.902398465839208e-05,82,ok
481235100,202302,2023,8.949026345933563e-05,9.622633477848951e-05,89,ok
481235100,202303,2023,9.003615564622936e-05,9.57505962931584e-05,70,ok
481235100,202304,2023,0.0001010407194099,0.0001045107878801,59,ok
481235100,202305,2023,9.442754831747268e-05,9.513555850750636e-05,70,ok
481235100,202306,2023,0.000103795834491,0.0001008415288424,68,ok
481235100,202307,2023,8.960161785534103e-05,0.0001002154123564,82,ok
481235100,202308,2023,9.362145848207987e-05,0.000104483979307,72,ok
481235100,202309,2023,8.514027532583138e-05,0.0001025302894053,68,ok
481235100,202310,2023,9.306987399770904e-05,0.0001020391086236,75,ok
481235100,202311,2023,9.093664746892976e-05,0.000103349162722,97,ok
481235100,202312,2023,0.0001060927553804,0.0001111379278686,105,ok
481235100,202401,2024,0.0001218695001948,0.0001130051005666,94,ok
481235100,202402,2024,0.0001155481604732,0.0001124467020055,71,ok
481235100,202403,2024,0.0001032083038452,0.000109964276919,65,ok
481235100,202404,2024,0.0001059464549979,0.0001090061282372,51,ok
481235100,202405,2024,8.735020823102127e-05,9.46460861937014e-05,62,ok
481235100,202406,2024,8.4309549165779e-05,9.496078492474847e-05,49,ok
481235100,202407,2024,0.0001143505708341,0.0001058597736428,64,ok
481235100,202408,2024,0.00012313278283421298,0.000116200264920977,63,ok
481235100,202409,2024,9.824001025572876e-05,0.0001069203855015,54,ok
481235100,202410,2024,0.0001075082304555,0.0001100285151123,78,ok
481235100,202411,2024,0.0001191199591844,0.0001152583619335,70,ok
481235100,202412,2024,0.0001116002729613,0.0001128308141771,66,ok
481235150,202001,2020,7.875923906458257e-05,8.551506590477687e-05,197,ok
481235150,202002,2020,6.202374623427253e-05,7.34239765961719e-05,198,ok
481235150,202003,2020,5.316116631906089e-05,7.091084662249434e-05,112,ok
481235150,202004,2020,5.7593478646110223e-05,7.268465941849015e-05,102,ok
481235150,202005,2020,5.316321105794775e-05,6.991668047044913e-05,130,ok
481235150,202006,2020,5.5378344852029e-05,6.816567976669683e-05,113,ok
481235150,202007,2020,5.316321105794775e-05,6.688426159583147e-05,98,ok
481235150,202008,2020,5.7593478646110223e-05,7.981858316979507e-05,103,ok
481235150,202009,2020,5.3547677307754e-05,6.472781688405426e-05,108,ok
481235150,202010,2020,5.3908355795148e-05,7.107676550555723e-05,120,ok
481235150,202011,2020,5.871498070793476e-05,6.812620498990997e-05,110,ok
481235150,202012,2020,5.871498070793476e-05,7.339766816050966e-05,114,ok
481235150,202101,2021,5.6810421795336126e-05,7.266744654675655e-05,74,ok
481235150,202102,2021,6.265664160401001e-05,8.923365187182025e-05,101,ok
481235150,202103,2021,5.8835065699156695e-05,7.016666964687606e-05,101,ok
481235150,202104,2021,6.677842445860881e-05,7.812426863256462e-05,76,ok
481235150,202105,2021,6.392752903390148e-05,8.323451064211035e-05,96,ok
481235150,202106,2021,6.645401382243476e-05,8.081944119062756e-05,93,ok
481235150,202107,2021,8.571663278477071e-05,0.0001009200615163,64,ok
481235150,202108,2021,7.861635220125776e-05,9.848855630438534e-05,61,ok
481235150,202109,2021,8.781359638148264e-05,0.0001042975558575,62,ok
