lawd_cd,deal_ym,housing_type,aptNm,exclusive_m2,deposit,rent,deposit_per_m2,rent_per_m2,buildYear,contractDay,dong,roadAddr
48125,202506,APT,창원푸르지오더플래티넘2단지,,,0,,,2024,,교방동,
48125,202506,APT,해운동성,,,5,,,1996,,해운동,
48125,202506,APT,현대건설1차,,,60,,,1998,,월영동,
48125,202506,APT,우방,,,0,,,1997,,중앙동2가,
48125,202506,APT,마린애시앙부영,,,110,,,2019,,월영동,
48125,202506,APT,월영동아,,,70,,,1998,,월영동,
48125,202506,APT,창원현동휴튼,,,29,,,2025,,현동,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,마린애시앙부영,,,75,,,2019,,월영동,
48125,202506,APT,월영동아2,,,0,,,1998,,월영동,
48125,202506,APT,현대건설1차,,,0,,,1998,,월영동,
48125,202506,APT,현대5,,,80,,,1998,,월영동,
48125,202506,APT,마산가포부영아파트,,,15,,,2016,,월영동,
48125,202506,APT,창원현동휴튼,,,29,,,2025,,현동,
48125,202506,APT,창원현동휴튼,,,13,,,2025,,현동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,마창대교반도유보라아이비파크,,,75,,,2024,,가포동,
48125,202506,APT,월영대동타운,,,0,,,1998,,월영동,
48125,202506,APT,대내주공그린빌,,,60,,,2004,,대내동,
48125,202506,APT,현대건설1차,,,0,,,1998,,월영동,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,마린애시앙부영,,,100,,,2019,,월영동,
48125,202506,APT,삼익,,,0,,,1979,,신포동2가,
48125,202506,APT,상록,,,0,,,2008,,교방동,
48125,202506,APT,산호경동리인,,,0,,,2018,,산호동,
48125,202506,APT,마산가포부영아파트,,,28,,,2016,,월영동,
48125,202506,APT,마린애시앙부영,,,60,,,2019,,월영동,
48125,202506,APT,상록,,,0,,,2008,,교방동,
48125,202506,APT,두산3,,,20,,,1995,,해운동,
48125,202506,APT,벽산블루밍,,,65,,,2007,,월포동,
48125,202506,APT,중흥S클래스프라디움2차,,,0,,,2015,,현동,
48125,202506,APT,창원현동휴튼,,,14,,,2025,,현동,
48125,202506,APT,창원현동하늘채,,,60,,,2018,,현동,
48125,202506,APT,마산만I'PARK,,,0,,,2010,,신포동1가,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,평화리버타운,,,30,,,1999,,해운동,
48125,202506,APT,월영동아,,,5,,,1998,,월영동,
48125,202506,APT,창원푸르지오더플래티넘2단지,,,0,,,2024,,교방동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,평화리버타운,,,30,,,1999,,해운동,
48125,202506,APT,마창대교반도유보라아이비파크,,,0,,,2024,,가포동,
48125,202506,APT,동성아파트,,,0,,,1992,,창포동1가,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,마창대교반도유보라아이비파크,,,79,,,2024,,가포동,
48125,202506,APT,자산경남상가,,,40,,,1994,,자산동,
48125,202506,APT,한우아파트,,,0,,,1986,,자산동,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,상록,,,18,,,2008,,교방동,
48125,202506,APT,수성퀸즈빌,,,35,,,2014,,수성동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,해오름,,,0,,,2005,,해운동,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,마산만I'PARK,,,0,,,2010,,신포동1가,
48125,202506,APT,화인아트빌라1,,,0,,,1991,,월영동,
48125,202506,APT,삼익,,,30,,,1979,,신포동2가,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,월영라이프,,,33,,,1998,,월영동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,산호경동리인,,,0,,,2018,,산호동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,마린애시앙부영,,,100,,,2019,,월영동,
48125,202506,APT,창원푸르지오더플래티넘2단지,,,0,,,2024,,교방동,
48125,202506,APT,마창대교반도유보라아이비파크,,,0,,,2024,,가포동,
48125,202506,APT,한우아파트,,,0,,,1986,,자산동,
48125,202506,APT,마창대교반도유보라아이비파크,,,0,,,2024,,가포동,
48125,202506,APT,마린애시앙부영,,,110,,,2019,,월영동,
48125,202506,APT,월영동아2,,,0,,,1998,,월영동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,월영동아2,,,0,,,1998,,월영동,
48125,202506,APT,엘에이치그린품애,,,0,,,2015,,현동,
48125,202506,APT,창원칸타빌오션뷰,,,0,,,2021,,산호동,
48125,202506,APT,창원칸타빌오션뷰,,,0,,,2021,,산호동,
48125,202506,APT,창원롯데캐슬프리미어,,,0,,,2020,,교방동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,엘에이치그린품애,,,0,,,2015,,현동,
48125,202506,APT,상록,,,23,,,2008,,교방동,
48125,202506,APT,창원푸르지오더플래티넘3단지,,,0,,,2024,,교방동,
48125,202506,APT,상록,,,0,,,2008,,교방동,
48125,202506,APT,창원푸르지오더플래티넘3단지,,,0,,,2024,,교방동,
48125,202506,APT,창원푸르지오더플래티넘3단지,,,0,,,2024,,교방동,
48125,202506,APT,월영동아,,,70,,,1998,,월영동,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,엘에이치그린품애,,,0,,,2015,,현동,
48125,202506,APT,창원현동하늘채,,,65,,,2018,,현동,
48125,202506,APT,상록,,,0,,,2008,,교방동,
48125,202506,APT,현대건설1차,,,0,,,1998,,월영동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,산호베스티움,,,50,,,2016,,산호동,
48125,202506,APT,현대건설1차,,,0,,,1998,,월영동,
48125,202506,APT,대내주공그린빌,,,60,,,2004,,대내동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,창원푸르지오더플래티넘2단지,,,0,,,2024,,교방동,
48125,202506,APT,창원푸르지오더플래티넘2단지,,,0,,,2024,,교방동,
48125,202506,APT,센트럴,,,40,,,2001,,신포동1가,
48125,202506,APT,창원푸르지오더플래티넘3단지,,,0,,,2024,,교방동,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,현대5,,,0,,,1998,,월영동,
48125,202506,APT,마창대교반도유보라아이비파크,,,75,,,2024,,가포동,
48125,202506,APT,현대3,,,0,,,1998,,월영동,
48125,202506,APT,경남,,,40,,,1990,,창포동2가,
48125,202506,APT,경동메르빌,,,5,,,2005,,월포동,
48125,202506,APT,삼익,,,0,,,1979,,신포동2가,
48125,202506,APT,중흥S클래스프라디움3차,,,0,,,2017,,현동,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,한우아파트,,,0,,,1986,,자산동,
48125,202506,APT,중흥S클래스프라디움3차,,,0,,,2017,,현동,
48125,202506,APT,창원칸타빌오션뷰,,,0,,,2021,,산호동,
48125,202506,APT,창원칸타빌오션뷰,,,0,,,2021,,산호동,
48125,202506,APT,상록,,,0,,,2008,,교방동,
48125,202506,APT,현대,,,0,,,1995,,해운동,
48125,202506,APT,현대2,,,0,,,1998,,월영동,
48125,202506,APT,해창아트빌,,,15,,,2003,,월포동,
48125,202506,APT,용마맨션,,,20,,,1978,,산호동,
48125,202506,APT,상록,,,0,,,2008,,교방동,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,현대건설1차,,,50,,,1998,,월영동,
48125,202506,APT,벽산블루밍,,,0,,,2007,,월포동,
48125,202506,APT,창원푸르지오더플래티넘3단지,,,0,,,2024,,교방동,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48125,202506,APT,리치클하우스,,,35,,,2011,,창포동3가,
48125,202506,APT,마린애시앙부영,,,0,,,2019,,월영동,
48125,202506,APT,마산가포부영아파트,,,0,,,2016,,월영동,
48127,202506,APT,e-편한세상창원파크센트럴,,,31,,,2020,,회원동,
48127,202506,APT,한일타운2,,,0,,,1996,,양덕동,
48127,202506,APT,e-편한세상창원파크센트럴,,,0,,,2020,,회원동,
48127,202506,APT,가고파,,,30,,,1993,,내서읍 상곡리,
48127,202506,APT,세한그린파크,,,40,,,1996,,내서읍 호계리,
48127,202506,APT,e-편한세상창원파크센트럴,,,27,,,2020,,회원동,
48127,202506,APT,e-편한세상창원파크센트럴,,,26,,,2020,,회원동,
48127,202506,APT,e-편한세상창원파크센트럴,,,26,,,2020,,회원동,
48127,202506,APT,e-편한세상창원파크센트럴,,,26,,,2020,,회원동,
48127,202506,APT,창원메트로시티석전,,,0,,,2019,,석전동,
48127,202506,APT,창원메트로시티석전,,,0,,,2019,,석전동,
48127,202506,APT,가고파,,,40,,,1993,,내서읍 상곡리,
48127,202506,APT,서광빌라맨션,,,30,,,1986,,양덕동,
48127,202506,APT,창원메트로시티석전,,,0,,,2019,,석전동,
48127,202506,APT,숲속마을(6단지),,,40,,,2002,,내서읍 삼계리,
48127,202506,APT,우성,,,0,,,1998,,양덕동,
48127,202506,APT,코오롱하늘채2차,,,0,,,2005,,내서읍 호계리,
48127,202506,APT,신성미소지움,,,60,,,2003,,양덕동,
48127,202506,APT,롯데캐슬더퍼스트,,,0,,,2018,,합성동,
48127,202506,APT,무학,,,0,,,1987,,합성동,
48127,202506,APT,구암대동,,,55,,,1998,,구암동,
48127,202506,APT,e-편한세상창원파크센트럴,,,31,,,2020,,회원동,
48127,202506,APT,메트로시티2단지,,,0,,,2015,,양덕동,
48127,202506,APT,롯데캐슬더퍼스트,,,1,,,2018,,합성동,
48127,202506,APT,한우리,,,50,,,2000,,내서읍 삼계리,
48127,202506,APT,e-편한세상창원파크센트럴,,,26,,,2020,,회원동,
48127,202506,APT,롯데캐슬더퍼스트,,,1,,,2018,,합성동,
48127,202506,APT,THE-푸른,,,0,,,1998,,내서읍 삼계리,
48127,202506,APT,장미,,,0,,,1983,,양덕동,
48127,202506,APT,한효국화,,,30,,,1984,,회성동,
48127,202506,APT,한일타운,,,50,,,1994,,양덕동,
48127,202506,APT,시영장미,,,35,,,1992,,내서읍 중리,
48127,202506,APT,한일타운2,,,0,,,1996,,양덕동,
48127,202506,APT,e-편한세상창원파크센트럴,,,27,,,2020,,회원동,
48127,202506,APT,THE-푸른,,,55,,,1998,,내서읍 삼계리,
48127,202506,APT,창원롯데캐슬센텀골드,,,0,,,2023,,양덕동,
48127,202506,APT,경남(1336),,,10,,,1986,,구암동,
48127,202506,APT,창원메트로시티석전,,,0,,,2019,,석전동,
48127,202506,APT,양덕코오롱하늘채,,,0,,,2016,,양덕동,
48127,202506,APT,구암대동2,,,0,,,2000,,구암동,
48127,202506,APT,대진,,,20,,,1979,,구암동,
48127,202506,APT,창원메트로시티석전,,,120,,,2019,,석전동,
48127,202506,APT,양덕지오피아,,,0,,,2007,,양덕동,
48127,202506,APT,창원메트로시티석전,,,60,,,2019,,석전동,
48127,202506,APT,THE-푸른,,,50,,,1998,,내서읍 삼계리,
48127,202506,APT,한우리2,,,0,,,2001,,내서읍 삼계리,
48127,202506,APT,양덕코오롱하늘채,,,0,,,2016,,양덕동,
48127,202506,APT,롯데캐슬더퍼스트,,,0,,,2018,,합성동,
48127,202506,APT,숲속마을(6단지),,,55,,,2002,,내서읍 삼계리,
48127,202506,APT,창원롯데캐슬센텀골드,,,110,,,2023,,양덕동,
48127,202506,APT,한우리,,,60,,,2000,,내서읍 삼계리,
48127,202506,APT,중리2차서광,,,40,,,1992,,내서읍 호계리,
48127,202506,APT,창원롯데캐슬센텀골드,,,0,,,2023,,양덕동,
48127,202506,APT,e-편한세상창원파크센트럴,,,26,,,2020,,회원동,
48127,202506,APT,삼성버킹궁,,,70,,,2002,,양덕동,
48127,202506,APT,e-편한세상창원파크센트럴,,,0,,,2020,,회원동,
48127,202506,APT,세일로얄파크,,,0,,,2001,,내서읍 호계리,
48127,202506,APT,숲속마을(507-1),,,0,,,2001,,내서읍 삼계리,
48127,202506,APT,THE-푸른,,,14,,,1998,,내서읍 삼계리,
48127,202506,APT,중리근로복지,,,25,,,1993,,내서읍 상곡리,
48127,202506,APT,우성,,,60,,,1998,,양덕동,
48127,202506,APT,구암대동2,,,0,,,2000,,구암동,
48127,202506,APT,한일사원,,,0,,,1980,,양덕동,
48127,202506,APT,한일3,,,0,,,2003,,양덕동,
48127,202506,APT,한우리2,,,40,,,2001,,내서읍 삼계리,
48127,202506,APT,우성,,,55,,,1998,,양덕동,
48127,202506,APT,메트로시티2단지,,,0,,,2015,,양덕동,
48127,202506,APT,e-편한세상창원파크센트럴,,,21,,,2020,,회원동,
48127,202506,APT,양덕코오롱하늘채,,,0,,,2016,,양덕동,
48127,202506,APT,창원메트로시티석전,,,0,,,2019,,석전동,
48127,202506,APT,창원메트로시티석전,,,0,,,2019,,석전동,
48127,202506,APT,메트로시티2단지,,,0,,,2015,,양덕동,
48127,202506,APT,코오롱하늘채2차,,,0,,,2005,,내서읍 호계리,
48127,202506,APT,한일타운,,,20,,,1994,,양덕동,
48127,202506,APT,창원메트로시티석전,,,0,,,2019,,석전동,
48127,202506,APT,창원롯데캐슬센텀골드,,,0,,,2023,,양덕동,
48127,202506,APT,우성,,,0,,,1998,,양덕동,
48127,202506,APT,THE-푸른,,,10,,,1998,,내서읍 삼계리,
48127,202506,APT,한효국화,,,30,,,1984,,회성동,
48127,202506,APT,메트로시티2단지,,,0,,,2015,,양덕동,
48127,202506,APT,메트로시티2단지,,,0,,,2015,,양덕동,
48127,202506,APT,마산양덕4차한일타운,,,0,,,2004,,양덕동,
48127,202506,APT,한성(1344),,,0,,,1984,,구암동,
48127,202506,APT,한우,,,5,,,1985,,구암동,
48127,202506,APT,한일타운2,,,30,,,1996,,양덕동,
48127,202506,APT,장미,,,0,,,1983,,양덕동,
48127,202506,APT,창원메트로시티석전,,,40,,,2019,,석전동,
48127,202506,APT,배진,,,0,,,1998,,양덕동,
48127,202506,APT,롯데캐슬더퍼스트,,,0,,,2018,,합성동,
48127,202506,APT,삼우,,,35,,,1979,,구암동,
48127,202506,APT,대동,,,50,,,1998,,내서읍 삼계리,
48127,202506,APT,장미,,,33,,,1983,,양덕동,
48127,202506,APT,e-편한세상창원파크센트럴,,,26,,,2020,,회원동,
48127,202506,APT,e-편한세상창원파크센트럴,,,0,,,2020,,회원동,
48127,202506,APT,롯데캐슬더퍼스트,,,40,,,2018,,합성동,
48127,202506,APT,킹스타운,,,0,,,2015,,양덕동,
48127,202506,APT,서광빌라맨션,,,10,,,1986,,양덕동,
48127,202506,APT,시영장미,,,40,,,1992,,내서읍 중리,
48127,202506,APT,숲속마을(507-1),,,60,,,2001,,내서읍 삼계리,
48127,202506,APT,e-편한세상창원파크센트럴,,,21,,,2020,,회원동,
48127,202506,APT,메트로시티2단지,,,0,,,2015,,양덕동,
48127,202506,APT,창원메트로시티석전,,,0,,,2019,,석전동,
48127,202506,APT,마산양덕4차한일타운,,,0,,,2004,,양덕동,
48127,202506,APT,합성동림맨션가,,,40,,,1984,,합성동,
48127,202506,APT,수피아,,,30,,,2012,,양덕동,
48129,202506,APT,리젠시빌란트,,,0,,,2019,,남문동,
48129,202506,APT,부산신항사랑으로부영5단지,,,0,,,2019,,용원동,
48129,202506,APT,경화주공,,,0,,,1986,,경화동,
48129,202506,APT,경화주공,,,10,,,1986,,경화동,
48129,202506,APT,석동주공,,,0,,,1991,,석동,
48129,202506,APT,석동주공,,,20,,,1991,,석동,
48129,202506,APT,성원,,,20,,,1995,,자은동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,창원마린푸르지오1단지,,,39,,,2015,,풍호동,
48129,202506,APT,남명플럼빌리지,,,40,,,2004,,마천동,
48129,202506,APT,사랑으로부영3단지아파트,,,9,,,2018,,용원동,
48129,202506,APT,일신님,,,100,,,2005,,용원동,
48129,202506,APT,부산신항사랑으로부영6단지,,,34,,,2019,,용원동,
48129,202506,APT,STX칸,,,50,,,2009,,남양동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,시티프라디움1차아파트,,,65,,,2017,,남문동,
48129,202506,APT,시티프라디움1차아파트,,,65,,,2017,,남문동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,사랑으로부영2단지아파트,,,34,,,2018,,용원동,
48129,202506,APT,사랑으로부영4단지아파트,,,35,,,2018,,용원동,
48129,202506,APT,부산신항사랑으로부영6단지,,,0,,,2019,,용원동,
48129,202506,APT,창원진해비전시티우방아이유쉘아파트,,,70,,,2021,,남양동,
48129,202506,APT,STX칸,,,60,,,2009,,남양동,
48129,202506,APT,성원,,,45,,,1995,,자은동,
48129,202506,APT,센트럴빌리지,,,39,,,2018,,자은동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,진해장천대동다:숲,,,0,,,2007,,장천동,
48129,202506,APT,풍호주공,,,45,,,1990,,풍호동,
48129,202506,APT,경화주공,,,30,,,1986,,경화동,
48129,202506,APT,자은프라임,,,0,,,2015,,자은동,
48129,202506,APT,뉴중앙하이츠,,,35,,,2013,,이동,
48129,202506,APT,부산신항8단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,남문동일스위트TheOcean1단지,,,0,,,2025,,제덕동,
48129,202506,APT,남문동일스위트TheOcean1단지,,,0,,,2025,,제덕동,
48129,202506,APT,부산신항8단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,신생비치,,,50,,,1993,,태평동,
48129,202506,APT,남문리젠시빌란트더웰,,,75,,,2024,,남문동,
48129,202506,APT,풍림,,,55,,,1999,,청안동,
48129,202506,APT,해인로즈빌,,,50,,,2002,,청안동,
48129,202506,APT,우림필유,,,0,,,2008,,석동,
48129,202506,APT,남문동일스위트TheOcean1단지,,,0,,,2025,,제덕동,
48129,202506,APT,경화주공,,,0,,,1986,,경화동,
48129,202506,APT,석동주공,,,40,,,1991,,석동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,풍림,,,52,,,1999,,청안동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,창원마린푸르지오2단지,,,105,,,2015,,풍호동,
48129,202506,APT,덕진디딤돌,,,0,,,2015,,경화동,
48129,202506,APT,남문동일스위트TheOcean1단지,,,0,,,2025,,제덕동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,부영3차,,,55,,,2003,,청안동,
48129,202506,APT,풍호시영,,,48,,,1991,,풍호동,
48129,202506,APT,리젠시빌란트,,,0,,,2019,,남문동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,성원,,,0,,,1995,,자은동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,부영2차,,,45,,,2002,,청안동,
48129,202506,APT,자은프라임,,,0,,,2015,,자은동,
48129,202506,APT,부산신항8단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,부산신항8단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,우성,,,0,,,1993,,풍호동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,일신님,,,100,,,2005,,용원동,
48129,202506,APT,남문동일스위트TheOcean1단지,,,0,,,2025,,제덕동,
48129,202506,APT,리젠시빌란트,,,0,,,2019,,남문동,
48129,202506,APT,경화주공,,,0,,,1986,,경화동,
48129,202506,APT,경화베스티움,,,0,,,2018,,경화동,
48129,202506,APT,경화주공,,,0,,,1986,,경화동,
48129,202506,APT,초원빌라(923),,,35,,,1992,,경화동,
48129,202506,APT,풍호시영,,,40,,,1991,,풍호동,
48129,202506,APT,성원,,,0,,,1995,,자은동,
48129,202506,APT,석동주공,,,30,,,1991,,석동,
48129,202506,APT,시티프라디움1차아파트,,,60,,,2017,,남문동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,창원마린푸르지오1단지,,,100,,,2015,,풍호동,
48129,202506,APT,창원자은3엘에이치천년나무아파트,,,26,,,2018,,자은동,
48129,202506,APT,리젠시빌란트,,,0,,,2019,,남문동,
48129,202506,APT,창원마린푸르지오1단지,,,0,,,2015,,풍호동,
48129,202506,APT,진해이동미소지움,,,0,,,2007,,이동,
48129,202506,APT,풍림,,,47,,,1999,,청안동,
48129,202506,APT,시티프라디움1차아파트,,,65,,,2017,,남문동,
48129,202506,APT,리젠시빌란트,,,0,,,2019,,남문동,
48129,202506,APT,창원진해비전시티우방아이유쉘아파트,,,0,,,2021,,남양동,
48129,202506,APT,시티프라디움1차아파트,,,65,,,2017,,남문동,
48129,202506,APT,사랑으로부영2단지아파트,,,13,,,2018,,용원동,
48129,202506,APT,한동더푸름,,,70,,,2012,,경화동,
48129,202506,APT,부산신항8단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,부영1차,,,0,,,2002,,청안동,
48129,202506,APT,센트럴빌리지,,,26,,,2018,,자은동,
48129,202506,APT,풍호주공,,,0,,,1990,,풍호동,
48129,202506,APT,시티프라디움2차,,,70,,,2017,,남문동,
48129,202506,APT,부산신항8단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,해인로즈빌,,,50,,,2002,,청안동,
48129,202506,APT,부산신항13단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,남문동일스위트TheOcean1단지,,,0,,,2025,,제덕동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,부산신항사랑으로부영6단지,,,0,,,2019,,용원동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,부산신항사랑으로부영5단지,,,33,,,2019,,용원동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,풍호주공,,,0,,,1990,,풍호동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,풍호주공,,,28,,,1990,,풍호동,
48129,202506,APT,부산신항8단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,부영3차,,,35,,,2003,,청안동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,풍림,,,30,,,1999,,청안동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,부산신항8단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,성원,,,45,,,1995,,자은동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,진해자이,,,0,,,2006,,석동,
48129,202506,APT,부영3차,,,12,,,2003,,청안동,
48129,202506,APT,부산신항사랑으로부영5단지,,,0,,,2019,,용원동,
48129,202506,APT,사랑으로부영3단지아파트,,,9,,,2018,,용원동,
48129,202506,APT,우림필유,,,0,,,2008,,석동,
48129,202506,APT,진해이동디에스아이존빌,,,0,,,2008,,이동,
48129,202506,APT,풍림,,,0,,,1999,,청안동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,사랑으로부영2단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,시티프라디움1차아파트,,,55,,,2017,,남문동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,진해장천대동다:숲,,,210,,,2007,,장천동,
48129,202506,APT,부산신항사랑으로부영6단지,,,0,,,2019,,용원동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,석동주공,,,45,,,1991,,석동,
48129,202506,APT,남문호반베르디움,,,70,,,2018,,남문동,
48129,202506,APT,부산신항8단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,석동주공,,,30,,,1991,,석동,
48129,202506,APT,부산신항8단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,부산신항8단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,진해신항만경남아너스빌,,,7,,,2008,,마천동,
48129,202506,APT,신항마린애시앙,,,50,,,2023,,용원동,
48129,202506,APT,부산신항사랑으로부영5단지,,,0,,,2019,,용원동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,디에스아이존빌,,,29,,,2002,,풍호동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,남문동일스위트TheOcean1단지,,,0,,,2025,,제덕동,
48129,202506,APT,풍림,,,50,,,1999,,청안동,
48129,202506,APT,부산신항8단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,사랑으로부영2단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,부산신항13단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,창원자은에일린의뜰,,,10,,,2017,,자은동,
48129,202506,APT,태연1차,,,0,,,2015,,화천동,
48129,202506,APT,태연1차,,,0,,,2015,,화천동,
48129,202506,APT,자은프라임,,,0,,,2015,,자은동,
48129,202506,APT,센트럴빌리지,,,38,,,2018,,자은동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,풍호주공,,,30,,,1990,,풍호동,
48129,202506,APT,부산신항8단지부영아파트,,,0,,,2017,,용원동,
48129,202506,APT,부산신항사랑으로부영6단지,,,0,,,2019,,용원동,
48129,202506,APT,사랑으로부영4단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,사랑으로부영3단지아파트,,,0,,,2018,,용원동,
48129,202506,APT,창원진해비전시티우방아이유쉘아파트,,,35,,,2021,,남양동,
48129,202506,APT,부산신항13단지부영아파트,,,15,,,2017,,용원동,
48129,202506,APT,남문동일스위트TheOcean1단지,,,0,,,2025,,제덕동,
