lawd_cd,deal_ym,housing_type,exclusive_m2,deposit,rent,buildYear,contractDay,dong,roadAddr,rent_per_m2,deposit_per_m2
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,47.0,1995.0,,자은동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2015.0,,풍호동,,,
48129,202505,APT,,,60.0,2014.0,,자은동,,,
48129,202505,APT,,,0.0,2005.0,,자은동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2006.0,,석동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,1993.0,,풍호동,,,
48129,202505,APT,,,30.0,2003.0,,청안동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2002.0,,청안동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,남문동,,,
48129,202505,APT,,,35.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,1993.0,,풍호동,,,
48129,202505,APT,,,0.0,2018.0,,남문동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,37.0,2003.0,,청안동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2003.0,,석동,,,
48129,202505,APT,,,72.0,2024.0,,남문동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,65.0,2021.0,,남양동,,,
48129,202505,APT,,,0.0,2001.0,,근화동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,28.0,1986.0,,경화동,,,
48129,202505,APT,,,20.0,1985.0,,경화동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,65.0,2017.0,,남문동,,,
48129,202505,APT,,,15.0,2003.0,,석동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,1996.0,,자은동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,1991.0,,석동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,1993.0,,풍호동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,65.0,2017.0,,남문동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,60.0,2007.0,,장천동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,34.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,35.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2015.0,,풍호동,,,
48129,202505,APT,,,40.0,2015.0,,속천동,,,
48129,202505,APT,,,0.0,2019.0,,남문동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,10.0,1991.0,,석동,,,
48129,202505,APT,,,44.0,1991.0,,풍호동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,44.0,1991.0,,풍호동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,35.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2016.0,,안골동,,,
48129,202505,APT,,,0.0,2002.0,,청안동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,9.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,1990.0,,풍호동,,,
48129,202505,APT,,,55.0,1999.0,,청안동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,50.0,1991.0,,석동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,50.0,2002.0,,청안동,,,
48129,202505,APT,,,34.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,32.0,1995.0,,자은동,,,
48129,202505,APT,,,6.0,2007.0,,장천동,,,
48129,202505,APT,,,16.0,2008.0,,마천동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,경화동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,40.0,2017.0,,남문동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,55.0,2018.0,,남문동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,50.0,1999.0,,청안동,,,
48129,202505,APT,,,0.0,1991.0,,이동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,30.0,1990.0,,풍호동,,,
48129,202505,APT,,,0.0,2017.0,,남문동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,120.0,2015.0,,풍호동,,,
48129,202505,APT,,,0.0,2016.0,,안골동,,,
48129,202505,APT,,,0.0,1993.0,,풍호동,,,
48129,202505,APT,,,0.0,2017.0,,자은동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,1991.0,,석동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2014.0,,용원동,,,
48129,202505,APT,,,0.0,1990.0,,풍호동,,,
48129,202505,APT,,,7.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,남문동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,35.0,1991.0,,석동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,자은동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,58.0,2000.0,,자은동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,55.0,1999.0,,청안동,,,
48129,202505,APT,,,35.0,1991.0,,석동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,1990.0,,풍호동,,,
48129,202505,APT,,,0.0,2016.0,,안골동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2006.0,,석동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,45.0,2003.0,,청안동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,남문동,,,
48129,202505,APT,,,80.0,2014.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,35.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,남문동,,,
48129,202505,APT,,,70.0,2005.0,,경화동,,,
48129,202505,APT,,,40.0,1990.0,,풍호동,,,
48129,202505,APT,,,0.0,2024.0,,남문동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,35.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2000.0,,자은동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2009.0,,석동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,남문동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,1990.0,,풍호동,,,
48129,202505,APT,,,0.0,2018.0,,남문동,,,
48129,202505,APT,,,20.0,2018.0,,자은동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,40.0,1995.0,,자은동,,,
48129,202505,APT,,,0.0,1990.0,,풍호동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,40.0,1995.0,,자은동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,34.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,1993.0,,풍호동,,,
48129,202505,APT,,,10.0,1991.0,,풍호동,,,
48129,202505,APT,,,0.0,1990.0,,풍호동,,,
48129,202505,APT,,,0.0,2019.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,42.0,2003.0,,청안동,,,
48129,202505,APT,,,0.0,2003.0,,청안동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,55.0,2009.0,,남양동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2015.0,,자은동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2016.0,,안골동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2007.0,,근화동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,50.0,1999.0,,청안동,,,
48129,202505,APT,,,0.0,2017.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48129,202505,APT,,,0.0,2018.0,,용원동,,,
48121,202504,APT,,,14.0,2021.0,,팔용동,,,
48121,202504,APT,,,14.0,2021.0,,팔용동,,,
48121,202504,APT,,,60.0,1999.0,,팔용동,,,
48121,202504,APT,,,30.0,2015.0,,북면 무동리,,,
48121,202504,APT,,,0.0,2017.0,,북면 감계리,,,
48121,202504,APT,,,0.0,2000.0,,팔용동,,,
48121,202504,APT,,,10.0,1993.0,,동읍 용정리,,,
48121,202504,APT,,,30.0,1993.0,,북면 내곡리,,,
48121,202504,APT,,,0.0,2014.0,,북면 무동리,,,
48121,202504,APT,,,21.0,2011.0,,봉림동,,,
48121,202504,APT,,,160.0,2019.0,,중동,,,
48121,202504,APT,,,190.0,2010.0,,명서동,,,
48121,202504,APT,,,14.0,2021.0,,팔용동,,,
48121,202504,APT,,,40.0,2014.0,,북면 감계리,,,
48121,202504,APT,,,0.0,2011.0,,봉림동,,,
48121,202504,APT,,,32.0,2025.0,,명곡동,,,
48121,202504,APT,,,70.0,2014.0,,북면 감계리,,,
48121,202504,APT,,,100.0,2020.0,,팔용동,,,
48121,202504,APT,,,14.0,2021.0,,팔용동,,,
48121,202504,APT,,,14.0,2021.0,,팔용동,,,
48121,202504,APT,,,60.0,2015.0,,북면 무동리,,,
48121,202504,APT,,,45.0,1992.0,,도계동,,,
48121,202504,APT,,,200.0,2025.0,,북면 감계리,,,
48121,202504,APT,,,100.0,2015.0,,북면 무동리,,,
48121,202504,APT,,,16.0,2025.0,,명곡동,,,
48121,202504,APT,,,65.0,2015.0,,북면 무동리,,,
48121,202504,APT,,,190.0,2010.0,,명서동,,,
48121,202504,APT,,,55.0,2019.0,,중동,,,
48121,202504,APT,,,0.0,2019.0,,북면 감계리,,,
48121,202504,APT,,,20.0,2000.0,,동읍 용잠리,,,
48121,202504,APT,,,13.0,2025.0,,명곡동,,,
48121,202504,APT,,,75.0,2013.0,,북면 무동리,,,
48121,202504,APT,,,40.0,2014.0,,북면 감계리,,,
48121,202504,APT,,,0.0,2017.0,,북면 무동리,,,
48121,202504,APT,,,100.0,2025.0,,북면 감계리,,,
48121,202504,APT,,,15.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2000.0,,팔용동,,,
48121,202504,APT,,,100.0,2004.0,,동정동,,,
48121,202504,APT,,,0.0,2017.0,,북면 감계리,,,
48121,202504,APT,,,35.0,1997.0,,동읍 용정리,,,
48121,202504,APT,,,26.0,2025.0,,명곡동,,,
48121,202504,APT,,,45.0,2015.0,,북면 무동리,,,
48121,202504,APT,,,17.0,2025.0,,명곡동,,,
48121,202504,APT,,,65.0,2015.0,,북면 무동리,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,1994.0,,팔용동,,,
48121,202504,APT,,,0.0,2020.0,,팔용동,,,
48121,202504,APT,,,0.0,2019.0,,중동,,,
48121,202504,APT,,,0.0,1999.0,,팔용동,,,
48121,202504,APT,,,0.0,2017.0,,북면 무동리,,,
48121,202504,APT,,,16.0,2025.0,,명곡동,,,
48121,202504,APT,,,35.0,2019.0,,중동,,,
48121,202504,APT,,,14.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2019.0,,중동,,,
48121,202504,APT,,,150.0,2019.0,,중동,,,
48121,202504,APT,,,14.0,2025.0,,명곡동,,,
48121,202504,APT,,,32.0,2025.0,,명곡동,,,
48121,202504,APT,,,25.0,1994.0,,도계동,,,
48121,202504,APT,,,30.0,2020.0,,팔용동,,,
48121,202504,APT,,,50.0,2019.0,,중동,,,
48121,202504,APT,,,83.0,2014.0,,북면 감계리,,,
48121,202504,APT,,,0.0,2017.0,,북면 무동리,,,
48121,202504,APT,,,16.0,2025.0,,명곡동,,,
48121,202504,APT,,,200.0,2025.0,,북면 감계리,,,
48121,202504,APT,,,0.0,1992.0,,북면 신촌리,,,
48121,202504,APT,,,0.0,2020.0,,팔용동,,,
48121,202504,APT,,,0.0,2018.0,,북면 무동리,,,
48121,202504,APT,,,0.0,1997.0,,동읍 용잠리,,,
48121,202504,APT,,,0.0,2017.0,,북면 무동리,,,
48121,202504,APT,,,0.0,2019.0,,중동,,,
48121,202504,APT,,,15.0,2025.0,,명곡동,,,
48121,202504,APT,,,70.0,2018.0,,북면 무동리,,,
48121,202504,APT,,,0.0,2020.0,,팔용동,,,
48121,202504,APT,,,12.0,2025.0,,명곡동,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,70.0,2000.0,,팔용동,,,
48121,202504,APT,,,80.0,2023.0,,북면 무동리,,,
48121,202504,APT,,,95.0,2017.0,,북면 감계리,,,
48121,202504,APT,,,35.0,1997.0,,동읍 용정리,,,
48121,202504,APT,,,0.0,2018.0,,북면 무동리,,,
48121,202504,APT,,,65.0,2014.0,,북면 감계리,,,
48121,202504,APT,,,60.0,2019.0,,중동,,,
48121,202504,APT,,,25.0,1995.0,,중동,,,
48121,202504,APT,,,13.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2019.0,,중동,,,
48121,202504,APT,,,0.0,2013.0,,북면 무동리,,,
48121,202504,APT,,,30.0,2018.0,,북면 무동리,,,
48121,202504,APT,,,75.0,2015.0,,북면 무동리,,,
48121,202504,APT,,,0.0,2018.0,,북면 무동리,,,
48121,202504,APT,,,80.0,2017.0,,북면 감계리,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,23.0,2025.0,,명곡동,,,
48121,202504,APT,,,50.0,2019.0,,북면 감계리,,,
48121,202504,APT,,,0.0,2017.0,,북면 감계리,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2019.0,,중동,,,
48121,202504,APT,,,0.0,2014.0,,북면 감계리,,,
48121,202504,APT,,,14.0,2025.0,,명곡동,,,
48121,202504,APT,,,160.0,2019.0,,중동,,,
48121,202504,APT,,,40.0,2014.0,,북면 감계리,,,
48121,202504,APT,,,0.0,2013.0,,북면 무동리,,,
48121,202504,APT,,,9.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2019.0,,중동,,,
48121,202504,APT,,,35.0,1984.0,,소계동,,,
48121,202504,APT,,,0.0,1993.0,,팔용동,,,
48121,202504,APT,,,70.0,2018.0,,북면 무동리,,,
48121,202504,APT,,,70.0,2018.0,,북면 무동리,,,
48121,202504,APT,,,0.0,2019.0,,중동,,,
48121,202504,APT,,,180.0,2019.0,,중동,,,
48121,202504,APT,,,0.0,2025.0,,북면 감계리,,,
48121,202504,APT,,,0.0,1993.0,,팔용동,,,
48121,202504,APT,,,35.0,1999.0,,팔용동,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2000.0,,팔용동,,,
48121,202504,APT,,,30.0,1995.0,,북면 신촌리,,,
48121,202504,APT,,,32.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2014.0,,북면 감계리,,,
48121,202504,APT,,,0.0,2025.0,,북면 감계리,,,
48121,202504,APT,,,0.0,1993.0,,팔용동,,,
48121,202504,APT,,,25.0,1994.0,,팔용동,,,
48121,202504,APT,,,16.0,2025.0,,명곡동,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,16.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2023.0,,북면 무동리,,,
48121,202504,APT,,,0.0,2019.0,,중동,,,
48121,202504,APT,,,0.0,2020.0,,팔용동,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,40.0,1992.0,,북면 신촌리,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2017.0,,북면 감계리,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2018.0,,북면 무동리,,,
48121,202504,APT,,,15.0,1991.0,,도계동,,,
48121,202504,APT,,,95.0,2025.0,,북면 감계리,,,
48121,202504,APT,,,32.0,2025.0,,명곡동,,,
48121,202504,APT,,,160.0,2019.0,,중동,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,17.0,2025.0,,명곡동,,,
48121,202504,APT,,,30.0,2019.0,,중동,,,
48121,202504,APT,,,32.0,1994.0,,팔용동,,,
48121,202504,APT,,,26.0,2009.0,,도계동,,,
48121,202504,APT,,,40.0,2015.0,,북면 무동리,,,
48121,202504,APT,,,30.0,2015.0,,북면 무동리,,,
48121,202504,APT,,,0.0,2019.0,,중동,,,
48121,202504,APT,,,0.0,2000.0,,팔용동,,,
48121,202504,APT,,,35.0,2015.0,,북면 무동리,,,
48121,202504,APT,,,0.0,2020.0,,팔용동,,,
48121,202504,APT,,,35.0,2015.0,,북면 무동리,,,
48121,202504,APT,,,60.0,1999.0,,팔용동,,,
48121,202504,APT,,,48.0,2023.0,,북면 무동리,,,
48121,202504,APT,,,40.0,1993.0,,동읍 용정리,,,
48121,202504,APT,,,75.0,2018.0,,북면 무동리,,,
48121,202504,APT,,,0.0,2014.0,,북면 무동리,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,17.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,1999.0,,팔용동,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,17.0,2025.0,,명곡동,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,40.0,2014.0,,북면 감계리,,,
48121,202504,APT,,,0.0,2025.0,,북면 감계리,,,
48121,202504,APT,,,80.0,2014.0,,북면 감계리,,,
48121,202504,APT,,,9.0,2025.0,,명곡동,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,7.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2018.0,,북면 무동리,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2025.0,,북면 감계리,,,
48121,202504,APT,,,55.0,2020.0,,팔용동,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,50.0,1990.0,,동정동,,,
48121,202504,APT,,,0.0,1999.0,,팔용동,,,
48121,202504,APT,,,0.0,2020.0,,팔용동,,,
48121,202504,APT,,,0.0,2017.0,,북면 감계리,,,
48121,202504,APT,,,0.0,2020.0,,팔용동,,,
48121,202504,APT,,,0.0,2014.0,,북면 감계리,,,
48121,202504,APT,,,18.0,2025.0,,명곡동,,,
48121,202504,APT,,,20.0,1994.0,,팔용동,,,
48121,202504,APT,,,70.0,2004.0,,동정동,,,
48121,202504,APT,,,0.0,2019.0,,북면 감계리,,,
48121,202504,APT,,,0.0,1993.0,,팔용동,,,
48121,202504,APT,,,29.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2018.0,,북면 무동리,,,
48121,202504,APT,,,0.0,2019.0,,북면 감계리,,,
48121,202504,APT,,,31.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2017.0,,북면 감계리,,,
48121,202504,APT,,,25.0,2025.0,,명곡동,,,
48121,202504,APT,,,13.0,2025.0,,명곡동,,,
48121,202504,APT,,,16.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,1993.0,,팔용동,,,
48121,202504,APT,,,12.0,2025.0,,명곡동,,,
48121,202504,APT,,,14.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2019.0,,북면 감계리,,,
48121,202504,APT,,,0.0,2020.0,,팔용동,,,
48121,202504,APT,,,0.0,2019.0,,중동,,,
48121,202504,APT,,,0.0,1999.0,,팔용동,,,
48121,202504,APT,,,0.0,2017.0,,북면 감계리,,,
48121,202504,APT,,,14.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2025.0,,북면 감계리,,,
48121,202504,APT,,,17.0,2025.0,,명곡동,,,
48121,202504,APT,,,29.0,1993.0,,팔용동,,,
48121,202504,APT,,,55.0,2016.0,,북면 동전리,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2017.0,,북면 감계리,,,
48121,202504,APT,,,85.0,2019.0,,북면 감계리,,,
48121,202504,APT,,,120.0,2014.0,,북면 감계리,,,
48121,202504,APT,,,17.0,2025.0,,명곡동,,,
48121,202504,APT,,,100.0,2017.0,,북면 감계리,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,1993.0,,팔용동,,,
48121,202504,APT,,,0.0,2020.0,,팔용동,,,
48121,202504,APT,,,0.0,1999.0,,팔용동,,,
48121,202504,APT,,,0.0,1993.0,,팔용동,,,
48121,202504,APT,,,6.0,2025.0,,명곡동,,,
48121,202504,APT,,,0.0,2020.0,,팔용동,,,
48121,202504,APT,,,0.0,2000.0,,팔용동,,,
48121,202504,APT,,,50.0,2019.0,,중동,,,
48121,202504,APT,,,75.0,1999.0,,팔용동,,,
48121,202504,APT,,,0.0,2019.0,,중동,,,
48121,202504,APT,,,20.0,2017.0,,북면 감계리,,,
48121,202504,APT,,,0.0,2019.0,,중동,,,
48121,202504,APT,,,0.0,2019.0,,북면 감계리,,,
48121,202504,APT,,,40.0,2001.0,,동읍 용잠리,,,
