adm_cd7,year,stops_count,stops_per_km2,coverage_pct,stops_per_10k_youth,adm_nm,pop_total,youth_20_34,youth_share,pop_fill_source
4812963,2020,95,3.36998701581432,0.4543035195620897,407.5504075504076,경상남도 창원시 진해구 웅천동,12733.0,2331.0,0.1830676195711929,
4812964,2020,43,1.3276118131407395,0.1891824386767157,484.78015783540025,경상남도 창원시 진해구 웅동1동,6465.0,887.0,0.1372003093580819,
4812965,2020,90,5.8897042123475,0.5875911686677923,139.38361468174074,경상남도 창원시 진해구 웅동2동,39655.0,6457.0,0.1628294036061026,
4812131,2022,221,2.9653049595485896,0.4181619522616298,186.24641833810887,경상남도 창원시 의창구 북면,86184.0,11866.0,0.1376821683839227,
4812132,2022,112,3.3905659627743865,0.5051830857449279,689.6551724137931,경상남도 창원시 의창구 대산면,13912.0,1624.0,0.1167337550316273,
4812151,2022,62,8.13122628314414,0.6012688322620591,32.95418305517168,경상남도 창원시 의창구 의창동,100186.0,18814.0,0.1877907092807378,
4812152,2022,108,7.393667879220847,0.6094019958149535,97.77294948397608,경상남도 창원시 의창구 팔룡동,51514.0,11046.0,0.214427146018558,
4812153,2022,39,5.6174832906460415,0.5722269742879124,24.568476754441225,경상남도 창원시 의창구 명곡동,81112.0,15874.0,0.1957047046059769,
4812154,2022,72,5.680974497634653,0.4065672415552489,52.34840773593137,경상남도 창원시 의창구 봉림동,59956.0,13754.0,0.2294015611448395,
4812551,2022,24,12.499405406391546,0.970153609431551,69.32409012131716,경상남도 창원시 마산합포구 현동,27832.0,3462.0,0.1243891922966369,
4812552,2022,38,8.209220746536998,0.8415604834050265,304.4871794871795,경상남도 창원시 마산합포구 가포동,4472.0,1248.0,0.2790697674418604,
4812553,2022,17,14.374413804123977,0.9626886657562128,11.488038924178944,경상남도 창원시 마산합포구 월영동,84312.0,14798.0,0.1755147547205617,
4812554,2022,38,5.852506728722564,0.4464851190189846,80.23648648648648,경상남도 창원시 마산합포구 문화동,22220.0,4736.0,0.2131413141314131,
4812556,2022,76,2.927696812926171,0.3194608728804008,190.28542814221333,경상남도 창원시 마산합포구 반월중앙동,27928.0,3994.0,0.143010598682326,
4812557,2022,114,2.891373669326954,0.3975280769555679,420.353982300885,경상남도 창원시 마산합포구 완월동,17692.0,2712.0,0.1532896224282161,
4812558,2022,38,14.3762864184004,0.9986529616287972,133.14646110721796,경상남도 창원시 마산합포구 자산동,20036.0,2854.0,0.1424436015172689,
4812351,2022,54,2.709450984754632,0.3796238196087211,21.333754740834387,경상남도 창원시 성산구 반송동,134940.0,25312.0,0.1875796650363124,
4812352,2022,14,2.5879780116582727,0.514020672966102,7.457121551081283,경상남도 창원시 성산구 중앙동,69146.0,18774.0,0.2715124519133428,
4812353,2022,35,13.101654979721276,0.8174984125806037,32.85767930904995,경상남도 창원시 성산구 상남동,54396.0,10652.0,0.195823222295757,
4812354,2022,18,9.64559883909998,0.6113520784590121,9.205277692543724,경상남도 창원시 성산구 사파동,92518.0,19554.0,0.2113534663524935,
4812357,2022,16,6.432304646167396,0.342982741789033,55.40166204986149,경상남도 창원시 성산구 웅남동,15000.0,2888.0,0.1925333333333333,
4812751,2022,13,19.11310609753596,1.0,51.50554675118859,경상남도 창원시 마산회원구 회원1동,20046.0,2524.0,0.1259104060660481,
4812752,2022,13,2.8375568703459177,0.2357977553378645,38.73659117997616,경상남도 창원시 마산회원구 회원2동,19856.0,3356.0,0.169016921837228,
4812755,2022,23,2.6979870812801185,0.4127538237692018,154.5698924731183,경상남도 창원시 마산회원구 회성동,11540.0,1488.0,0.1289428076256499,
4812756,2022,11,10.840161623431824,0.6825858169241535,32.41013553329405,경상남도 창원시 마산회원구 양덕1동,21570.0,3394.0,0.1573481687528975,
4812757,2022,23,13.598902722127,0.999201926385598,25.448107988493028,경상남도 창원시 마산회원구 양덕2동,61430.0,9038.0,0.1471268110043952,
4812758,2022,16,3.9467203990715856,0.2693569663285634,50.2828409805154,경상남도 창원시 마산회원구 합성1동,18040.0,3182.0,0.1763858093126386,
4812759,2022,11,4.320311503978549,0.3889999402317045,45.00818330605564,경상남도 창원시 마산회원구 합성2동,14748.0,2444.0,0.1657173854081909,
4812760,2022,18,5.182473369902875,0.2807675915600856,72.75666936135812,경상남도 창원시 마산회원구 구암1동,17346.0,2474.0,0.1426265421422806,
4812761,2022,15,19.626104944961263,1.0,45.04504504504504,경상남도 창원시 마산회원구 구암2동,18414.0,3330.0,0.1808406647116324,
4812762,2022,22,3.8941043258641046,0.497389099874421,252.8735632183908,경상남도 창원시 마산회원구 봉암동,6208.0,870.0,0.1401417525773196,
4812954,2022,25,5.31406140502758,0.499543587865811,111.60714285714286,경상남도 창원시 진해구 여좌동,16680.0,2240.0,0.1342925659472422,
4812955,2022,19,15.557852636810836,0.8621505708451972,193.08943089430892,경상남도 창원시 진해구 태백동,7452.0,984.0,0.1320450885668277,
4812956,2022,23,7.5613216550954,0.7624187248704166,72.3725613593455,경상남도 창원시 진해구 경화동,21856.0,3178.0,0.1454062957540263,
4812957,2022,8,6.4828717007500165,0.9226062227957542,36.93444136657433,경상남도 창원시 진해구 병암동,14602.0,2166.0,0.148335844404876,
4812958,2022,13,5.75588483299771,0.6084144667388919,20.47244094488189,경상남도 창원시 진해구 석동,34950.0,6350.0,0.1816881258941344,
4812959,2022,16,17.69212786331572,0.99981947369075,51.7464424320828,경상남도 창원시 진해구 이동,17002.0,3092.0,0.1818609575344077,
4812960,2022,24,4.40986333675915,0.3325286636020172,37.46487667811427,경상남도 창원시 진해구 자은동,41862.0,6406.0,0.1530266112464765,
4812961,2022,19,7.821853667699599,0.5050539282127501,55.915244261330194,경상남도 창원시 진해구 덕산동,19844.0,3398.0,0.1712356379762144,
4812962,2022,52,6.065320898568965,0.5432620065617232,80.74534161490683,경상남도 창원시 진해구 풍호동,50690.0,6440.0,0.127046754783981,
4812963,2022,98,3.4764076584189825,0.4589493597816922,223.7442922374429,경상남도 창원시 진해구 웅천동,26040.0,4380.0,0.1682027649769585,
4812964,2022,46,1.4202358931273027,0.1921522492322767,184.59069020866767,경상남도 창원시 진해구 웅동1동,15756.0,2492.0,0.1581619700431581,
4812965,2022,95,6.21691000192236,0.5995807464910823,64.26735218508998,경상남도 창원시 진해구 웅동2동,88346.0,14782.0,0.1673194032553822,
4812131,2023,222,2.9787226290488094,0.4183580852220153,396.7828418230563,경상남도 창원시 의창구 북면,43163.0,5595.0,0.1296249102240344,
4812132,2023,112,3.3905659627743865,0.5052684705180042,1553.3980582524273,경상남도 창원시 의창구 대산면,6789.0,721.0,0.1062012078362056,
4812151,2023,62,8.13122628314414,0.6012688717176378,69.46000448129061,경상남도 창원시 의창구 의창동,49453.0,8926.0,0.1804946110448304,
4812152,2023,110,7.530587654761974,0.6094018733175771,206.14692653673168,경상남도 창원시 의창구 팔룡동,25568.0,5336.0,0.2086983729662077,
4812153,2023,39,5.6174832906460415,0.5722270091602246,51.91002262744576,경상남도 창원시 의창구 명곡동,39576.0,7513.0,0.189837275116232,
4812154,2023,72,5.680974497634653,0.4065669973742486,101.37989298789071,경상남도 창원시 의창구 봉림동,29939.0,7102.0,0.2372156718661278,
4812551,2023,24,12.499405406391546,0.970153609431551,155.94541910331384,경상남도 창원시 마산합포구 현동,13730.0,1539.0,0.1120903131828113,
4812552,2023,38,8.209220746536998,0.8415604834050252,522.6960110041265,경상남도 창원시 마산합포구 가포동,2704.0,727.0,0.2688609467455621,
4812553,2023,17,14.374413804123977,0.9620312429087352,24.13401476433844,경상남도 창원시 마산합포구 월영동,41769.0,7044.0,0.1686418157006392,
4812554,2023,38,5.852506728722564,0.4464851190189851,162.32379325074754,경상남도 창원시 마산합포구 문화동,10978.0,2341.0,0.2132446711605028,
4812556,2023,76,2.927696812926171,0.319460918680692,407.5067024128687,경상남도 창원시 마산합포구 반월중앙동,13581.0,1865.0,0.1373242029305647,
4812557,2023,114,2.891373669326954,0.3975281766406597,896.2264150943396,경상남도 창원시 마산합포구 완월동,8632.0,1272.0,0.1473586654309545,
4812558,2023,38,14.3762864184004,0.9986529607516318,292.3076923076923,경상남도 창원시 마산합포구 자산동,9409.0,1300.0,0.1381655861409289,
4812351,2023,56,2.8098010212270257,0.3725600844066493,46.12850082372323,경상남도 창원시 성산구 반송동,66744.0,12140.0,0.1818890087498501,
4812352,2023,16,2.957689156180883,0.5571402635781543,17.126953543138512,경상남도 창원시 성산구 중앙동,34619.0,9342.0,0.2698518154770501,
4812353,2023,36,13.475987979141882,0.8187782556631703,69.28406466512703,경상남도 창원시 성산구 상남동,26876.0,5196.0,0.1933323411221908,
4812354,2023,18,9.64559883909998,0.6113520784590133,19.1042241562301,경상남도 창원시 성산구 사파동,45790.0,9422.0,0.2057654509718279,
4812357,2023,16,6.432304646167396,0.3429827417890355,116.11030478955009,경상남도 창원시 성산구 웅남동,7348.0,1378.0,0.1875340228633641,
4812751,2023,13,19.11310609753596,1.0,111.7798796216681,경상남도 창원시 마산회원구 회원1동,9768.0,1163.0,0.119062244062244,
4812752,2023,12,2.619283264934693,0.2357977553378638,77.6196636481242,경상남도 창원시 마산회원구 회원2동,9717.0,1546.0,0.1591026036842646,
4812755,2023,23,2.6979870812801185,0.4127536478704898,338.235294117647,경상남도 창원시 마산회원구 회성동,5456.0,680.0,0.1246334310850439,
4812756,2023,11,10.840161623431824,0.6825858169241555,68.19590824550527,경상남도 창원시 마산회원구 양덕1동,10572.0,1613.0,0.1525728339008702,
4812757,2023,23,13.598902722127,0.9992019263855992,53.11778290993072,경상남도 창원시 마산회원구 양덕2동,30413.0,4330.0,0.1423733271956071,
4812758,2023,18,4.440060448955534,0.2539722121160405,119.04761904761904,경상남도 창원시 마산회원구 합성1동,8871.0,1512.0,0.1704430165708488,
4812759,2023,16,6.284089460332434,0.3890000404474404,136.51877133105802,경상남도 창원시 마산회원구 합성2동,7196.0,1172.0,0.1628682601445247,
4812760,2023,24,6.909964493203834,0.2812855898462504,203.90824129141888,경상남도 창원시 마산회원구 구암1동,8490.0,1177.0,0.1386336866902238,
4812761,2023,16,20.93451194129202,1.0,99.81285090455395,경상남도 창원시 마산회원구 구암2동,9004.0,1603.0,0.1780319857840959,
4812762,2023,22,3.8941043258641046,0.4974623412225919,535.2798053527981,경상남도 창원시 마산회원구 봉암동,2993.0,411.0,0.1373204143000334,
4812954,2023,25,5.31406140502758,0.4995435878658102,234.52157598499065,경상남도 창원시 진해구 여좌동,8072.0,1066.0,0.1320614469772051,
4812955,2023,19,15.557852636810836,0.8621618866784182,411.2554112554113,경상남도 창원시 진해구 태백동,3571.0,462.0,0.1293755250630075,
4812956,2023,25,8.21882788597326,0.7732426665557124,170.88174982911823,경상남도 창원시 진해구 경화동,10672.0,1463.0,0.1370877061469265,
4812957,2023,8,6.4828717007500165,0.9226062227957512,79.6812749003984,경상남도 창원시 진해구 병암동,7087.0,1004.0,0.1416678425285734,
4812958,2023,13,5.75588483299771,0.6084144667388919,40.98360655737705,경상남도 창원시 진해구 석동,17322.0,3172.0,0.1831197321325482,
4812959,2023,16,17.69212786331572,0.9998194736907532,107.74410774410777,경상남도 창원시 진해구 이동,8369.0,1485.0,0.1774405544270522,
4812960,2023,24,4.40986333675915,0.332528631262897,78.99934167215272,경상남도 창원시 진해구 자은동,20611.0,3038.0,0.1473970210081995,
4812961,2023,19,7.821853667699599,0.5050538229585333,113.29755515802027,경상남도 창원시 진해구 덕산동,9691.0,1677.0,0.1730471571561242,
4812962,2023,53,6.181961685079906,0.5422448343097972,167.35080517840228,경상남도 창원시 진해구 풍호동,25231.0,3167.0,0.1255201934128651,
4812963,2023,102,3.618301848558533,0.469818201396997,507.2103431128792,경상남도 창원시 진해구 웅천동,12980.0,2011.0,0.1549306625577812,
4812964,2023,44,1.358486506469594,0.1878004728988999,358.0146460537022,경상남도 창원시 진해구 웅동1동,7802.0,1229.0,0.1575237118687516,
4812965,2023,103,6.740439265242138,0.6154549692887571,144.62229710755403,경상남도 창원시 진해구 웅동2동,43702.0,7122.0,0.1629673699144204,
4812131,2024,248,3.3275820360545256,0.4248643073774918,470.3205006637588,경상남도 창원시 의창구 북면,42941.0,5273.0,0.1227963950536783,
4812132,2024,114,3.451111783538215,0.5047380914276196,1661.8075801749274,경상남도 창원시 의창구 대산면,6674.0,686.0,0.1027869343721906,
4812151,2024,77,10.09845844842095,0.6507013306071069,92.78226292324376,경상남도 창원시 의창구 의창동,48537.0,8299.0,0.1709829614520881,
4812152,2024,123,8.420566195779298,0.6106599801749745,241.8403460479748,경상남도 창원시 의창구 팔룡동,24886.0,5086.0,0.204371936028289,
4812153,2024,49,7.057863621580925,0.6169710576111852,67.6328502415459,경상남도 창원시 의창구 명곡동,39104.0,7245.0,0.1852751636661211,
4812154,2024,81,6.391096309838984,0.469653091604967,116.8325400259628,경상남도 창원시 의창구 봉림동,29274.0,6933.0,0.2368313178930108,
4812551,2024,27,14.061831082190489,0.9701536094315512,182.92682926829264,경상남도 창원시 마산합포구 현동,13605.0,1476.0,0.108489525909592,
4812552,2024,41,8.857317121263602,0.8540489696263686,325.3968253968254,경상남도 창원시 마산합포구 가포동,4982.0,1260.0,0.2529104777197912,
4812553,2024,17,14.374413804123977,0.9585287369924208,25.82409235910679,경상남도 창원시 마산합포구 월영동,40977.0,6583.0,0.1606510969568294,
4812554,2024,46,7.08461340845363,0.504289317690169,198.3613626563174,경상남도 창원시 마산합포구 문화동,10762.0,2319.0,0.2154803939788143,
4812556,2024,85,3.274397751299007,0.3546732517943879,483.7791690381332,경상남도 창원시 마산합포구 반월중앙동,13247.0,1757.0,0.1326338038801238,
4812557,2024,118,2.9928253770226365,0.4080885375655285,994.1027801179443,경상남도 창원시 마산합포구 완월동,8354.0,1187.0,0.1420876226957146,
4812558,2024,39,14.754609745200412,0.998503206576584,337.6623376623376,경상남도 창원시 마산합포구 자산동,8945.0,1155.0,0.1291224147568474,
4812351,2024,66,3.3115512035889947,0.4226610377968751,57.75288764438222,경상남도 창원시 성산구 반송동,65171.0,11428.0,0.1753540685274125,
4812352,2024,21,3.881967017487409,0.6573592919925747,21.468002453485997,경상남도 창원시 성산구 중앙동,37763.0,9782.0,0.2590366231496438,
4812353,2024,41,15.34765297624492,0.8322347595065656,83.53708231458843,경상남도 창원시 성산구 상남동,26359.0,4908.0,0.1861982624530521,
4812354,2024,19,10.1814654412722,0.6113520784590111,21.551724137931032,경상남도 창원시 성산구 사파동,44547.0,8816.0,0.1979033380474555,
4812357,2024,16,6.432304646167396,0.3429827417890357,133.77926421404683,경상남도 창원시 성산구 웅남동,7031.0,1196.0,0.1701038259138102,
4812751,2024,13,19.11310609753596,1.0,119.04761904761904,경상남도 창원시 마산회원구 회원1동,9536.0,1092.0,0.1145134228187919,
4812752,2024,11,2.401009659523469,0.2357813173493134,76.70850767085076,경상남도 창원시 마산회원구 회원2동,9505.0,1434.0,0.1508679642293529,
4812755,2024,24,2.8152908674227324,0.4135013001289403,413.08089500860586,경상남도 창원시 마산회원구 회성동,5168.0,581.0,0.112422600619195,
4812756,2024,11,10.840161623431824,0.6825858169241514,72.46376811594203,경상남도 창원시 마산회원구 양덕1동,10290.0,1518.0,0.1475218658892128,
4812757,2024,23,13.598902722127,0.9992019263856003,49.41985388912764,경상남도 창원시 마산회원구 양덕2동,32384.0,4654.0,0.1437129446640316,
4812758,2024,18,4.440060448955534,0.257487337986729,129.77649603460708,경상남도 창원시 마산회원구 합성1동,8605.0,1387.0,0.1611853573503777,
4812759,2024,18,7.069600642873989,0.39874853662562,126.93935119887163,경상남도 창원시 마산회원구 합성2동,8336.0,1418.0,0.1701055662188099,
4812760,2024,25,7.197879680420661,0.281285873160414,236.51844843897825,경상남도 창원시 마산회원구 구암1동,8116.0,1057.0,0.1302365697387875,
4812761,2024,16,20.93451194129202,1.0,106.951871657754,경상남도 창원시 마산회원구 구암2동,8735.0,1496.0,0.171265025758443,
4812762,2024,22,3.8941043258641046,0.4973494358768338,594.5945945945946,경상남도 창원시 마산회원구 봉암동,2840.0,370.0,0.130281690140845,
4812954,2024,26,5.526623861228683,0.5007445193774316,256.6633761105627,경상남도 창원시 진해구 여좌동,7811.0,1013.0,0.1296889002688516,
4812955,2024,19,15.557852636810836,0.8621618507860812,425.0559284116332,경상남도 창원시 진해구 태백동,3459.0,447.0,0.1292281006071118,
4812956,2024,25,8.21882788597326,0.7732422963929673,176.30465444287728,경상남도 창원시 진해구 경화동,10466.0,1418.0,0.1354863367093445,
4812957,2024,8,6.4828717007500165,0.9579376003781916,82.81573498964804,경상남도 창원시 진해구 병암동,6862.0,966.0,0.1407752841737103,
4812958,2024,17,7.526926320073929,0.6842506168626784,54.83870967741935,경상남도 창원시 진해구 석동,17098.0,3100.0,0.1813077552930167,
4812959,2024,16,17.69212786331572,0.99981947369075,107.88941335131491,경상남도 창원시 진해구 이동,8221.0,1483.0,0.1803916798443011,
4812960,2024,24,4.40986333675915,0.3325286636020172,80.83529808016168,경상남도 창원시 진해구 자은동,20215.0,2969.0,0.1468711352955726,
4812961,2024,19,7.821853667699599,0.5064356591298995,121.7948717948718,경상남도 창원시 진해구 덕산동,9248.0,1560.0,0.1686851211072664,
4812962,2024,56,6.531884044612731,0.5442322751388784,183.9684625492773,경상남도 창원시 진해구 풍호동,24805.0,3044.0,0.1227171941140899,
4812963,2024,102,3.618301848558533,0.4674969336842834,478.8732394366197,경상남도 창원시 진해구 웅천동,13886.0,2130.0,0.1533919055163474,
4812964,2024,45,1.3893611997984483,0.1986006270120384,385.2739726027397,경상남도 창원시 진해구 웅동1동,7657.0,1168.0,0.1525401593313308,
4812965,2024,113,7.39485084439186,0.6398890039441953,162.33299813245222,경상남도 창원시 진해구 웅동2동,43516.0,6961.0,0.1599641511168306,
4812111,2020,169,2.852084226811737,0.4263244998577934,32.56450276509239,경상남도 창원시 의창구,262408.0,51897.0,0.19777217158013474,parent_gu
4812555,2020,37,12.57419546702186,0.9510822075800222,13.475125646441839,경상남도 창원시 마산합포구,175716.0,27458.0,0.15626351612829795,parent_gu
4812331,2020,142,2.739838022341163,0.426307796320197,30.397739435715202,경상남도 창원시 성산구,214570.0,46714.0,0.2177098382812136,parent_gu
4812332,2020,66,1.953699478939124,0.320652942531896,14.128526779980305,경상남도 창원시 성산구,214570.0,46714.0,0.2177098382812136,parent_gu
4812333,2020,97,2.080517119617348,0.3302185169486009,20.76465299481954,경상남도 창원시 성산구,214570.0,46714.0,0.2177098382812136,parent_gu
4812334,2020,109,1.3828204401888924,0.2674264189897315,23.33347604572505,경상남도 창원시 성산구,214570.0,46714.0,0.2177098382812136,parent_gu
4812358,2020,4,3.4034506199483068,0.7973687029042404,0.8562743503018366,경상남도 창원시 성산구,214570.0,46714.0,0.2177098382812136,parent_gu
4812364,2020,11,19.141269936127863,1.0,2.354754463330051,경상남도 창원시 성산구,214570.0,46714.0,0.2177098382812136,parent_gu
4812365,2020,10,11.441164573257591,1.0,2.1406858757545915,경상남도 창원시 성산구,214570.0,46714.0,0.2177098382812136,parent_gu
4812366,2020,19,17.31155800430464,0.9976432303620272,4.067303163933724,경상남도 창원시 성산구,214570.0,46714.0,0.2177098382812136,parent_gu
4812367,2020,36,20.47468226903272,0.9987127451771476,7.70646915271653,경상남도 창원시 성산구,214570.0,46714.0,0.2177098382812136,parent_gu
4812368,2020,16,5.3369575833142,0.3909391707727689,3.4250974012073465,경상남도 창원시 성산구,214570.0,46714.0,0.2177098382812136,parent_gu
4812711,2020,151,2.6824878349177164,0.3326913817289406,47.457414042365954,경상남도 창원시 마산회원구,191289.0,31818.0,0.16633470821636373,parent_gu
4812763,2020,18,8.595582411883278,0.7071292532522174,5.657175183858193,경상남도 창원시 마산회원구,191289.0,31818.0,0.16633470821636373,parent_gu
4812966,2020,40,2.206119230751385,0.1535035593339348,12.728314134792848,경상남도 창원시 진해구,192755.0,31426.0,0.1630359783144406,parent_gu
4812111,2022,169,2.852084226811737,0.4263412312874066,21.45541336583384,경상남도 창원시 의창구,431646.0,78768.0,0.1824828679056449,parent_gu
4812555,2022,37,12.57419546702186,0.951082207580026,6.754536492752565,경상남도 창원시 마산합포구,358992.0,54778.0,0.15258835851495298,parent_gu
4812331,2022,145,2.79772192422161,0.4331769119900956,13.867901069262993,경상남도 창원시 성산구,497024.0,104558.0,0.21036811099665206,parent_gu
4812332,2022,70,2.0721055079657376,0.3212596237495874,6.694848792057996,경상남도 창원시 성산구,497024.0,104558.0,0.21036811099665206,parent_gu
4812333,2022,103,2.209208900212236,0.3508700139448178,9.850991794028195,경상남도 창원시 성산구,497024.0,104558.0,0.21036811099665206,parent_gu
4812334,2022,118,1.496998274699902,0.2803669933605452,11.285602249469195,경상남도 창원시 성산구,497024.0,104558.0,0.21036811099665206,parent_gu
4812358,2022,11,9.359489204857844,0.8215557192008173,1.0520476673233994,경상남도 창원시 성산구,497024.0,104558.0,0.21036811099665206,parent_gu
4812364,2022,11,19.141269936127863,1.0,1.0520476673233994,경상남도 창원시 성산구,497024.0,104558.0,0.21036811099665206,parent_gu
4812365,2022,10,11.441164573257591,1.0,0.9564069702939995,경상남도 창원시 성산구,497024.0,104558.0,0.21036811099665206,parent_gu
4812366,2022,19,17.31155800430464,0.9976432303620304,1.817173243558599,경상남도 창원시 성산구,497024.0,104558.0,0.21036811099665206,parent_gu
4812367,2022,37,21.043423443172514,0.9996918818665046,3.538705790087798,경상남도 창원시 성산구,497024.0,104558.0,0.21036811099665206,parent_gu
4812368,2022,16,5.3369575833142,0.3909391707727749,1.5302511524703992,경상남도 창원시 성산구,497024.0,104558.0,0.21036811099665206,parent_gu
4812711,2022,151,2.6824878349177164,0.333721181025632,26.130896756999967,경상남도 창원시 마산회원구,367324.0,57786.0,0.15731615685335018,parent_gu
4812763,2022,18,8.595582411883278,0.7071292532522155,3.114941335271519,경상남도 창원시 마산회원구,367324.0,57786.0,0.15731615685335018,parent_gu
4812966,2022,40,2.206119230751385,0.1535035593339348,6.442261233693027,경상남도 창원시 진해구,387988.0,62090.0,0.16003072259966802,parent_gu
4812111,2023,173,2.9195891789256248,0.4275597346197038,45.665716397423715,경상남도 창원시 의창구,213342.0,37884.0,0.17757403605478528,parent_gu
4812555,2023,37,12.57419546702186,0.9510822075800216,13.942796849681576,경상남도 창원시 마산합포구,179394.0,26537.0,0.147925794619664,parent_gu
